"","summary.slx..aic","summary.slx_1..aic","summary.slx_2..aic","summary.slx_3..aic","summary.slx_4..aic","summary.slx_5..aic","summary.slx_6..aic"
"1",-6405.58041092174,-6410.21508408875,-6416.79741925305,-6417.92068903474,-6418.59400492935,-6416.4692431639,-6411.2523123371
