"","summary.slx..aic","summary.slx_1..aic","summary.slx_2..aic","summary.slx_3..aic","summary.slx_4..aic","summary.slx_5..aic","summary.slx_6..aic"
"1",7396.358025325,7392.22023233162,7384.29974093943,7384.37089448189,7383.51572099682,7385.98047956142,7390.09415873032
