"","summary.lm_17..adj.r.squared","summary.lm1_17..adj.r.squared","summary.lm2_17..adj.r.squared","summary.lm3_17..adj.r.squared","summary.lm4_17..adj.r.squared","summary.lm5_17..adj.r.squared","summary.lm6_17..adj.r.squared"
"1",0.526497990757979,0.530735727619254,0.535280485954637,0.556147237668582,0.527605033371052,0.528751276561119,0.526491144300649
