"","summary.lm..adj.r.squared","summary.lm_lag1..adj.r.squared","summary.lm_lag2..adj.r.squared","summary.lm_lag3..adj.r.squared","summary.lm_lag4..adj.r.squared","summary.lm_lag5..adj.r.squared","summary.lm_lag6..adj.r.squared"
"1",0.174075723445968,0.174239138504787,0.17432623527303,0.17485822876466,0.174689306572776,0.17589556176241,0.175369123570049
