"","logLik.sdm.","logLik.sdm_1.","logLik.sdm_2.","logLik.sdm_3.","logLik.sdm_4.","logLik.sdm_5.","logLik.sdm_6."
"1",-201.691623989517,-199.018557227452,-195.931493249794,-191.500904743139,-191.39795827461,-195.276449920721,-203.693111774248
