"","summary.lm_17..adj.r.squared","summary.lm1_17..adj.r.squared","summary.lm2_17..adj.r.squared","summary.lm3_17..adj.r.squared","summary.lm4_17..adj.r.squared","summary.lm5_17..adj.r.squared","summary.lm6_17..adj.r.squared"
"1",0.249906338205136,0.247686310672809,0.245689097822493,0.244465282614563,0.251717717188254,0.257269887280687,0.262138174324999
