"","summary.lm_c..adj.r.squared","summary.lm_lag1_c..adj.r.squared","summary.lm_lag2_c..adj.r.squared","summary.lm_lag3_c..adj.r.squared","summary.lm_lag4_c..adj.r.squared","summary.lm_lag5_c..adj.r.squared","summary.lm_lag6_c..adj.r.squared"
"1",0.254416348774568,0.221737768208644,0.210585374174188,0.211762351501501,0.216990030009084,0.215889468351085,0.215901651628363
