"","summary.sdm..coef...4.","summary.sdm_1..coef...4.","summary.sdm_2..coef...4.","summary.sdm_3..coef...4.","summary.sdm_4..coef...4.","summary.sdm_5..coef...4.","summary.sdm_6..coef...4."
"TA",0.222125519694631,0.148493814581942,0.065990797168485,0.103318816855113,0.118026572492574,0.228839350517406,0.671266914438744
"PA",0.364492592769148,0.573558008076245,0.74085692739078,0.888526442010116,0.839758351380172,0.515554790069067,0.519147252665073
"DL",1.83975300803019e-11,1.47226501762834e-11,9.48406968498201e-11,2.24930564793931e-11,1.51929653576746e-11,1.49880334726536e-12,1.14063921066706e-11
"Wlag.TA",0.0498214359644355,0.0472080803797074,0.0126001368417852,0.0128304382994869,0.00115889374160347,0.000148971875859216,0.000953869587864317
"Wlag.PA",0.907672678191421,0.0529891343099093,0.00085622010368941,2.11127372703639e-05,0.00016070688504469,0.0463232568216958,0.950638016626444
"Wlag.DL",0.000745249616648826,0.000811805541429051,0.000510369469113618,0.000699300017131981,0.000381759537764191,0.000963087076044349,0.00518939204152676
"rho",6.12759391202769e-39,3.33053329438543e-39,4.03398841377701e-39,1.90388215593986e-38,1.49527120978815e-38,2.74691297673818e-39,5.75747189437837e-40
