"","coef.fe.","coef.fe_lag1.","coef.fe_lag2.","coef.fe_lag3.","coef.fe_lag4.","coef.fe_lag5.","coef.fe_lag6."
"TA",0.0427647846795542,0.0711004306988031,0.0957916634139259,0.0922143469420076,0.0943461689109793,0.0885613869591862,0.0689759577966543
"PA",-0.053052263803204,-0.0468955434187181,-0.0444449301012168,-0.0474640039828151,-0.0432857861917281,-0.0290495758312749,-0.034016910819296
"DL",0.0133408875317918,0.0198629595755697,0.0130974712079512,0.0204110192024569,0.0237295759303254,0.0282843576244402,0.0204633167336083
"sum_disp",0.105510479763872,0.0560220733857882,0.0941777649776066,0.0559763197682948,0.0427828837772554,0.0395468568392941,0.0612729830807796
