"","logLik.sdm.","logLik.sdm_1.","logLik.sdm_2.","logLik.sdm_3.","logLik.sdm_4.","logLik.sdm_5.","logLik.sdm_6."
"1",3208.97844394289,3211.19849416052,3215.17863658021,3215.28240673543,3215.52723142247,3214.4568920563,3211.9145189035
