"","nobs.lm.","nobs.lm_16.","nobs.lm_17.","nobs.lm_18.","nobs.lm_19.","nobs.lm_20.","nobs.lm_21.","nobs.lm_22."
"1",1199,130,121,240,218,188,169,133
