"","coef.fe_ps.","coef.fe_ps_lag1.","coef.fe_ps_lag2.","coef.fe_ps_lag3.","coef.fe_ps_lag4.","coef.fe_ps_lag5.","coef.fe_ps_lag6."
"TA",0.640529804152799,0.995571400573872,1.34722903863255,1.31497238125176,1.35201948815473,1.27273646752208,0.992295515211876
"PA",-0.490166623733312,-0.431498689625356,-0.407313614636123,-0.433541861232898,-0.393832202291271,-0.264334292515604,-0.305244777562906
"DL",0.345684666467343,0.515717465633823,0.340724847443568,0.532005405325453,0.619921320852978,0.740684429478422,0.537136809314489
"sum_disp",0.597216203291888,0.315185928085666,0.525990409927607,0.308862275046356,0.235203946284733,0.214862900684302,0.329599031475665
