"","summary.lm_22..adj.r.squared","summary.lm1_22..adj.r.squared","summary.lm2_22..adj.r.squared","summary.lm3_22..adj.r.squared","summary.lm4_22..adj.r.squared","summary.lm5_22..adj.r.squared","summary.lm6_22..adj.r.squared"
"1",0.246896181172183,0.257309501682584,0.266690886721294,0.260710968688166,0.262730501914518,0.264522585743824,0.260232165160902
