"","summary.lm_18..adj.r.squared","summary.lm1_18..adj.r.squared","summary.lm2_18..adj.r.squared","summary.lm3_18..adj.r.squared","summary.lm4_18..adj.r.squared","summary.lm5_18..adj.r.squared","summary.lm6_18..adj.r.squared"
"1",0.187617168051099,0.186392682485602,0.193929780767734,0.196864397845697,0.191210185571862,0.204158119318705,0.190040217944546
