"","summary.sdm..aic","summary.sdm_1..aic","summary.sdm_2..aic","summary.sdm_3..aic","summary.sdm_4..aic","summary.sdm_5..aic","summary.sdm_6..aic"
"1",-6403.95688788577,-6408.39698832104,-6416.35727316043,-6416.56481347085,-6417.05446284494,-6414.91378411259,-6409.82903780699
