"","summary.lm_20..adj.r.squared","summary.lm1_20..adj.r.squared","summary.lm2_20..adj.r.squared","summary.lm3_20..adj.r.squared","summary.lm4_20..adj.r.squared","summary.lm5_20..adj.r.squared","summary.lm6_20..adj.r.squared"
"1",0.340032236701495,0.335305084107487,0.345707636076505,0.335038937970759,0.333952690040932,0.346316352915393,0.369530469051933
