"","logLik.fe_ps.","logLik.fe_ps_lag1.","logLik.fe_ps_lag2.","logLik.fe_ps_lag3.","logLik.fe_ps_lag4.","logLik.fe_ps_lag5.","logLik.fe_ps_lag6."
"1",611.123604236384,613.576161920843,616.2226636649,617.144585109817,617.790199050201,616.714382841848,613.163090892531
