"","summary.sdm..aic","summary.sdm_1..aic","summary.sdm_2..aic","summary.sdm_3..aic","summary.sdm_4..aic","summary.sdm_5..aic","summary.sdm_6..aic"
"1",417.383247979034,412.037114454904,405.862986499587,397.001809486278,396.795916549219,404.552899841441,421.386223548496
