"","logLik.slx.","logLik.slx_1.","logLik.slx_2.","logLik.slx_3.","logLik.slx_4.","logLik.slx_5.","logLik.slx_6."
"1",3213.04907340332,3212.31319344442,3217.5271672707,3216.10874605515,3216.12694100346,3214.96877929277,3213.05188501037
