"","summary.lm_22..adj.r.squared","summary.lm1_22..adj.r.squared","summary.lm2_22..adj.r.squared","summary.lm3_22..adj.r.squared","summary.lm4_22..adj.r.squared","summary.lm5_22..adj.r.squared","summary.lm6_22..adj.r.squared"
"1",0.364777757023717,0.356739144470794,0.345197807563347,0.346521867699078,0.34936944227589,0.340476950541765,0.347013082883459
