"","summary.lm_log..adj.r.squared","summary.lm_lag1_log..adj.r.squared","summary.lm_lag2_log..adj.r.squared","summary.lm_lag3_log..adj.r.squared","summary.lm_lag4_log..adj.r.squared","summary.lm_lag5_log..adj.r.squared","summary.lm_lag6_log..adj.r.squared"
"1",0.319293189592237,0.303486191434646,0.290459783896547,0.296451795430319,0.296638463094992,0.299475927083636,0.291624823740051
