"","summary.lm_16..adj.r.squared","summary.lm1_16..adj.r.squared","summary.lm2_16..adj.r.squared","summary.lm3_16..adj.r.squared","summary.lm4_16..adj.r.squared","summary.lm5_16..adj.r.squared","summary.lm6_16..adj.r.squared"
"1",0.391678621370157,0.406292165995231,0.387950056269443,0.375215063595278,0.375160275691603,0.373953844158281,0.387016018994509
