"","logLik.slx.","logLik.slx_1.","logLik.slx_2.","logLik.slx_3.","logLik.slx_4.","logLik.slx_5.","logLik.slx_6."
"1",-280.900418649238,-278.759532890151,-275.501546640032,-269.681272299338,-269.796490163878,-275.177082185645,-284.956559563422
