"","summary.lm..adj.r.squared","summary.lm_lag1..adj.r.squared","summary.lm_lag2..adj.r.squared","summary.lm_lag3..adj.r.squared","summary.lm_lag4..adj.r.squared","summary.lm_lag5..adj.r.squared","summary.lm_lag6..adj.r.squared"
"1",0.368836429148567,0.343626260267976,0.337891177732601,0.33901226170848,0.340776691802194,0.335121258527417,0.329765618968602
