"","logLik.fe_ps.","logLik.fe_ps_lag1.","logLik.fe_ps_lag2.","logLik.fe_ps_lag3.","logLik.fe_ps_lag4.","logLik.fe_ps_lag5.","logLik.fe_ps_lag6."
"1",-3688.57107470408,-3689.07692830734,-3684.3707224189,-3685.54416266995,-3685.36300823953,-3686.54332419157,-3689.36383629739
