"","coef.sdm.","coef.sdm_1.","coef.sdm_2.","coef.sdm_3.","coef.sdm_4.","coef.sdm_5.","coef.sdm_6."
"rho",0.264665474578273,0.265511155717904,0.265291330915414,0.263560597052277,0.263809756339544,0.265881104610449,0.268016774607203
"TA",0.0206607993535785,0.024428550063548,0.0310719061606935,0.0274834675140501,0.0263984901970095,0.0203684588934839,0.00719660503067956
"PA",-0.00919230843411156,-0.00572872740612757,-0.00337459516716165,-0.00143306125043626,0.00206826127031421,0.0066459690295554,0.00658887246397981
"DL",0.0854763400406248,0.0857962649444685,0.0822618908577086,0.0851120902380468,0.0860878110085544,0.0903218290621719,0.08689410382159
"Wlag.TA",-0.0436596966907084,-0.0437422800935835,-0.0545481488219895,-0.0537698613654397,-0.069495064846425,-0.0809997981027979,-0.0713465840753325
"Wlag.PA",0.00238925996818538,-0.0398316683085157,-0.0685071860785775,-0.0872874174747911,-0.0772625115161106,-0.0409272925688084,-0.00127741322451944
"Wlag.DL",0.0615144211796019,0.0607882628369796,0.0627846602033239,0.0608169170940804,0.0634275258435317,0.0586880851310197,0.0495018664308937
