"","summary.lm_21..adj.r.squared","summary.lm1_21..adj.r.squared","summary.lm2_21..adj.r.squared","summary.lm3_21..adj.r.squared","summary.lm4_21..adj.r.squared","summary.lm5_21..adj.r.squared","summary.lm6_21..adj.r.squared"
"1",0.345760809680144,0.357996918162979,0.344415956384298,0.353265244233217,0.343982842486196,0.353764182074466,0.341284636454395
