"","summary.lm_20..adj.r.squared","summary.lm1_20..adj.r.squared","summary.lm2_20..adj.r.squared","summary.lm3_20..adj.r.squared","summary.lm4_20..adj.r.squared","summary.lm5_20..adj.r.squared","summary.lm6_20..adj.r.squared"
"1",0.271055845995167,0.274653968086198,0.285160092073531,0.280450591079044,0.273593467976568,0.253990238926642,0.263332547846446
