"","summary.lm_19..adj.r.squared","summary.lm1_19..adj.r.squared","summary.lm2_19..adj.r.squared","summary.lm3_19..adj.r.squared","summary.lm4_19..adj.r.squared","summary.lm5_19..adj.r.squared","summary.lm6_19..adj.r.squared"
"1",0.20437080056988,0.19399962623466,0.201006914358094,0.189874549965869,0.192411692206694,0.20114301240988,0.186517272274362
