"","summary.lm_21..adj.r.squared","summary.lm1_21..adj.r.squared","summary.lm2_21..adj.r.squared","summary.lm3_21..adj.r.squared","summary.lm4_21..adj.r.squared","summary.lm5_21..adj.r.squared","summary.lm6_21..adj.r.squared"
"1",0.210356133415427,0.204133208987718,0.232543970989698,0.264708939945378,0.252150691477371,0.241767127593888,0.236147106952733
