"","summary.lm_19..adj.r.squared","summary.lm1_19..adj.r.squared","summary.lm2_19..adj.r.squared","summary.lm3_19..adj.r.squared","summary.lm4_19..adj.r.squared","summary.lm5_19..adj.r.squared","summary.lm6_19..adj.r.squared"
"1",0.496883246844936,0.503961872168906,0.509954216780212,0.497658260043029,0.493086434769249,0.493129455650657,0.4919217521867
