"","summary.slx..aic","summary.slx_1..aic","summary.slx_2..aic","summary.slx_3..aic","summary.slx_4..aic","summary.slx_5..aic","summary.slx_6..aic"
"1",573.800837298476,569.519065780301,563.003093280064,551.362544598676,551.592980327757,562.35416437129,581.913119126843
