"","nobs.lm.","nobs.lm_lag1.","nobs.lm_lag2.","nobs.lm_lag3.","nobs.lm_lag4.","nobs.lm_lag5.","nobs.lm_lag6."
"1",3630,3630,3630,3630,3630,3630,3630
