"","summary.lm_c..adj.r.squared","summary.lm_lag1_c..adj.r.squared","summary.lm_lag2_c..adj.r.squared","summary.lm_lag3_c..adj.r.squared","summary.lm_lag4_c..adj.r.squared","summary.lm_lag5_c..adj.r.squared","summary.lm_lag6_c..adj.r.squared"
"1",0.348357713323349,0.34266834287263,0.334812694534472,0.333558337725644,0.339639499106435,0.338080268273219,0.334743627176776
