"","summary.lm..adj.r.squared","summary.lm_lag1..adj.r.squared","summary.lm_lag2..adj.r.squared","summary.lm_lag3..adj.r.squared","summary.lm_lag4..adj.r.squared","summary.lm_lag5..adj.r.squared","summary.lm_lag6..adj.r.squared"
"1",0.366822970061758,0.361956527047722,0.356296060346845,0.357301576050242,0.358765404115945,0.358330143876976,0.358344413880245
