"","summary.lm_18..adj.r.squared","summary.lm1_18..adj.r.squared","summary.lm2_18..adj.r.squared","summary.lm3_18..adj.r.squared","summary.lm4_18..adj.r.squared","summary.lm5_18..adj.r.squared","summary.lm6_18..adj.r.squared"
"1",0.336053943822702,0.315498036057605,0.305371602752585,0.307849955552056,0.313468730098455,0.334524034761737,0.316170397670019
