"","AIC.fe_ps.","AIC.fe_ps_lag1.","AIC.fe_ps_lag2.","AIC.fe_ps_lag3.","AIC.fe_ps_lag4.","AIC.fe_ps_lag5.","AIC.fe_ps_lag6."
"1",7385.14214940817,7386.15385661467,7376.74144483779,7379.08832533989,7378.72601647907,7381.08664838313,7386.72767259479
