"","summary.lm..adj.r.squared","summary.lm_lag1..adj.r.squared","summary.lm_lag2..adj.r.squared","summary.lm_lag3..adj.r.squared","summary.lm_lag4..adj.r.squared","summary.lm_lag5..adj.r.squared","summary.lm_lag6..adj.r.squared"
"1",0.204739744659796,0.203045785128027,0.204008814616734,0.204580351487818,0.204056921392437,0.202406742647935,0.20075165772997
