"","logLik.sdm.","logLik.sdm_1.","logLik.sdm_2.","logLik.sdm_3.","logLik.sdm_4.","logLik.sdm_5.","logLik.sdm_6."
"1",3214.25093589473,3216.98129763234,3220.85520004193,3221.2647739667,3221.96327893668,3220.9812900163,3217.69788437502
