"","summary.slx..coef...4.","summary.slx_1..coef...4.","summary.slx_2..coef...4.","summary.slx_3..coef...4.","summary.slx_4..coef...4.","summary.slx_5..coef...4.","summary.slx_6..coef...4."
"TA",0.0850108219755227,0.00672004613414154,0.000204360494549675,0.000253022659844853,0.000144822718878964,0.000309362081177002,0.00671227947855467
"PA",0.0241905720323714,0.0454877222420201,0.0667487529807285,0.0401232239187486,0.0723582417595213,0.244145655361316,0.16266323273193
"DL",0.214416401259371,0.107590113932375,0.255354869173953,0.0987744863343082,0.0607657187697593,0.0266391605285771,0.0964219752794075
"Wlag.TA",0.476490395108714,0.951260072949064,0.114920754551363,0.333681700117227,0.796890994755731,0.790694130216668,0.132948796891575
"Wlag.PA",0.441584770208683,0.997670237938171,0.121256044844276,0.348593533398895,0.819532008148145,0.79889647136342,0.147100912326892
"Wlag.DL",0.872308179147998,0.854766973776444,0.460770298444118,0.649961973175043,0.883195295683961,0.916433934535483,0.548873642292208
