"","logLik.slx.","logLik.slx_1.","logLik.slx_2.","logLik.slx_3.","logLik.slx_4.","logLik.slx_5.","logLik.slx_6."
"1",3208.91940289433,3211.08795432778,3214.98157977262,3215.10999490028,3215.3176076874,3214.24328881754,3211.80047602415
