"","logLik.slx.","logLik.slx_1.","logLik.slx_2.","logLik.slx_3.","logLik.slx_4.","logLik.slx_5.","logLik.slx_6."
"1",-3692.1790126625,-3690.11011616581,-3686.14987046972,-3686.18544724094,-3685.75786049841,-3686.99023978071,-3689.04707936516
