"","summary.slx..aic","summary.slx_1..aic","summary.slx_2..aic","summary.slx_3..aic","summary.slx_4..aic","summary.slx_5..aic","summary.slx_6..aic"
"1",-6405.83880578865,-6410.17590865556,-6417.96315954524,-6418.21998980056,-6418.6352153748,-6416.48657763509,-6411.6009520483
