"","AIC.fe_ps.","AIC.fe_ps_lag1.","AIC.fe_ps_lag2.","AIC.fe_ps_lag3.","AIC.fe_ps_lag4.","AIC.fe_ps_lag5.","AIC.fe_ps_lag6."
"1",-1216.24720847277,-1221.15232384169,-1226.4453273298,-1228.28917021963,-1229.5803981004,-1227.4287656837,-1220.32618178506
