"","summary.sdm..aic","summary.sdm_1..aic","summary.sdm_2..aic","summary.sdm_3..aic","summary.sdm_4..aic","summary.sdm_5..aic","summary.sdm_6..aic"
"1",-6414.50187178945,-6419.96259526468,-6427.71040008386,-6428.52954793339,-6429.92655787337,-6427.96258003259,-6421.39576875004
