"","summary.lm_16..adj.r.squared","summary.lm1_16..adj.r.squared","summary.lm2_16..adj.r.squared","summary.lm3_16..adj.r.squared","summary.lm4_16..adj.r.squared","summary.lm5_16..adj.r.squared","summary.lm6_16..adj.r.squared"
"1",0.171313640797893,0.169172923013936,0.166293718611917,0.173562119144767,0.180715106342856,0.189810632159734,0.191370134971193
