time,region,pre,tmx
1938-09-16,Gedo,1.2642858,33.057144
1938-09-16,Hiraan,3.690909,32.763638
1938-09-16,Lower Juba,9.670588,31.32353
1938-09-16,Lower Shabelle,7.16,31.15
1938-09-16,Middle Juba,6.4,31.679998
1938-09-16,Middle Shabelle,6.1400003,31.580002
1938-09-16,Mudug,0.30588233,33.458828
1938-09-16,Nugaal,1.4800001,33.46
1938-09-16,Sanaag,14.927778,32.366665
1938-09-16,Sool,5.3500004,32.908333
1938-09-16,Togdheer,14.35,31.66
1938-09-16,Woqooyi Galbeed,23.670002,32.9
1938-10-16,Awdal,6.575,32.399998
1938-10-16,Bakool,83.3125,32.300003
1938-10-16,Bari,16.725,32.266666
1938-10-16,Bay,131.97858,31.964289
1938-10-16,Galgaduud,20.641176,33.158825
1938-10-16,Gedo,75.192856,33.057144
1938-10-16,Hiraan,66.100006,32.89091
1938-10-16,Lower Juba,62.117645,32.28824
1938-10-16,Lower Shabelle,94.89,31.8
1938-10-16,Middle Juba,106.2,32.4
1938-10-16,Middle Shabelle,79.7,32.079998
1938-10-16,Mudug,3.9470587,33.18235
1938-10-16,Nugaal,9.120001,32.6
1938-10-16,Sanaag,20.016668,30.222221
1938-10-16,Sool,15.816667,31.450003
1938-10-16,Togdheer,26.76,30.180002
1938-10-16,Woqooyi Galbeed,13.56,31.039999
1938-11-16,Awdal,2.075,30.675001
1938-11-16,Bakool,30.0875,32.3125
1938-11-16,Bari,8.404166,30.325003
1938-11-16,Bay,43.40714,32.01429
1938-11-16,Galgaduud,32.31765,33.105885
1938-11-16,Gedo,32.185715,32.74286
1938-11-16,Hiraan,32.827274,33.02727
1938-11-16,Lower Juba,40.205883,32.47059
1938-11-16,Lower Shabelle,47.44,32.060005
1938-11-16,Middle Juba,50.879997,32.46
1938-11-16,Middle Shabelle,38.439995,32.340004
1938-11-16,Mudug,36.67647,32.688236
1938-11-16,Nugaal,20.490002,31.310001
1938-11-16,Sanaag,5.488889,28.188889
1938-11-16,Sool,9.058333,29.833334
1938-11-16,Togdheer,6.700001,28.810001
1938-11-16,Woqooyi Galbeed,1.8100001,29.460001
1938-12-16,Awdal,3.6000001,29.225
1938-12-16,Bakool,7.6000004,32.4375
1938-12-16,Bari,3.7625,28.370834
1938-12-16,Bay,12.071429,32.24286
1938-12-16,Galgaduud,5.6764708,32.135292
1938-12-16,Gedo,18.714289,33.350002
1938-12-16,Hiraan,4.627273,32.6
1938-12-16,Lower Juba,21.335295,32.617645
1938-12-16,Lower Shabelle,10.08,31.95
1938-12-16,Middle Juba,13.8,32.7
1938-12-16,Middle Shabelle,6.7400002,31.76
1938-12-16,Mudug,7.576471,31.258825
1938-12-16,Nugaal,3.2599998,29.49
1938-12-16,Sanaag,0.8666666,26.433332
1938-12-16,Sool,0.325,28.133333
1938-12-16,Togdheer,0.83000004,27.579998
1938-12-16,Woqooyi Galbeed,1.27,28.12
1939-01-16,Awdal,1.35,28.925001
1939-01-16,Bakool,0.9625,32.7875
1939-01-16,Bari,3.9458332,28.483332
1939-01-16,Bay,2.857143,32.735714
1939-01-16,Galgaduud,3.5941176,32.0
1939-01-16,Gedo,2.0214286,34.257145
1939-01-16,Hiraan,3.3545456,32.609093
1939-01-16,Lower Juba,4.1294117,33.194122
1939-01-16,Lower Shabelle,3.9599998,32.13
1939-01-16,Middle Juba,2.38,33.36
1939-01-16,Middle Shabelle,16.0,31.64
1939-01-16,Mudug,0.5176471,31.147058
1939-01-16,Nugaal,0.95,29.670002
1939-01-16,Sanaag,1.3222222,26.66111
1939-01-16,Sool,0.23333333,28.358335
1939-01-16,Togdheer,0.86,27.66
1939-01-16,Woqooyi Galbeed,1.0600001,28.12
1939-02-15,Awdal,3.1,29.425
1939-02-15,Bakool,2.375,34.1875
1939-02-15,Bari,3.4291668,29.637503
1939-02-15,Bay,2.4357145,33.964287
1939-02-15,Galgaduud,0.32941177,33.34118
1939-02-15,Gedo,6.3428574,35.56429
1939-02-15,Hiraan,0.17272729,33.954544
1939-02-15,Lower Juba,2.0882354,34.258823
1939-02-15,Lower Shabelle,0.45,33.15
1939-02-15,Middle Juba,2.5800002,34.440002
1939-02-15,Middle Shabelle,0.36000004,32.84
1939-02-15,Mudug,0.111764714,32.45294
1939-02-15,Nugaal,0.46000004,30.95
1939-02-15,Sanaag,3.2333336,27.833334
1939-02-15,Sool,0.7749999,29.616669
1939-02-15,Togdheer,2.6100001,28.820002
1939-02-15,Woqooyi Galbeed,2.96,28.970001
1939-03-16,Awdal,47.025,31.075
1939-03-16,Bakool,6.2625,35.425003
1939-03-16,Bari,6.6750007,31.4375
1939-03-16,Bay,6.0642858,35.157146
1939-03-16,Galgaduud,2.311765,34.97059
1939-03-16,Gedo,9.942857,36.528572
1939-03-16,Hiraan,3.5181818,35.418182
1939-03-16,Lower Juba,6.22353,35.123528
1939-03-16,Lower Shabelle,3.85,34.45
1939-03-16,Middle Juba,4.46,35.48
1939-03-16,Middle Shabelle,5.3,34.32
1939-03-16,Mudug,0.7705883,34.14118
1939-03-16,Nugaal,1.6700001,32.620003
1939-03-16,Sanaag,8.25,29.355556
1939-03-16,Sool,2.125,31.1
1939-03-16,Togdheer,10.77,30.169998
1939-03-16,Woqooyi Galbeed,41.190002,30.38
1939-04-16,Awdal,28.1,31.9
1939-04-16,Bakool,109.93751,34.7
1939-04-16,Bari,18.891668,33.045834
1939-04-16,Bay,88.87142,34.30714
1939-04-16,Galgaduud,42.070587,35.8
1939-04-16,Gedo,68.192856,34.778572
1939-04-16,Hiraan,77.781815,35.672726
1939-04-16,Lower Juba,46.764706,34.117645
1939-04-16,Lower Shabelle,74.18,34.4
1939-04-16,Middle Juba,54.76,34.4
1939-04-16,Middle Shabelle,72.979996,35.04
1939-04-16,Mudug,10.735294,35.41765
1939-04-16,Nugaal,8.4800005,33.99
1939-04-16,Sanaag,28.51667,30.616665
1939-04-16,Sool,16.291666,32.258335
1939-04-16,Togdheer,34.58,30.77
1939-04-16,Woqooyi Galbeed,31.65,30.960001
1939-05-16,Awdal,15.0,34.025
1939-05-16,Bakool,30.212502,33.7625
1939-05-16,Bari,20.983335,34.37917
1939-05-16,Bay,31.307144,33.24286
1939-05-16,Galgaduud,27.617647,35.35294
1939-05-16,Gedo,48.50714,33.85
1939-05-16,Hiraan,20.89091,34.836365
1939-05-16,Lower Juba,53.082355,32.80588
1939-05-16,Lower Shabelle,25.939999,33.390003
1939-05-16,Middle Juba,33.88,33.28
1939-05-16,Middle Shabelle,19.24,34.260002
1939-05-16,Mudug,31.382353,35.435295
1939-05-16,Nugaal,30.170002,34.6
1939-05-16,Sanaag,34.433334,32.194443
1939-05-16,Sool,34.8,33.333332
1939-05-16,Togdheer,46.579998,31.960001
1939-05-16,Woqooyi Galbeed,29.95,32.61
1939-06-16,Awdal,6.3,36.45
1939-06-16,Bakool,7.375,31.4
1939-06-16,Bari,3.6208334,33.56667
1939-06-16,Bay,26.985714,30.928572
1939-06-16,Galgaduud,4.27647,32.558823
1939-06-16,Gedo,5.1571426,32.028572
1939-06-16,Hiraan,10.318182,32.063637
1939-06-16,Lower Juba,45.888237,30.67647
1939-06-16,Lower Shabelle,50.61,30.8
1939-06-16,Middle Juba,39.04,31.0
1939-06-16,Middle Shabelle,23.400002,31.24
1939-06-16,Mudug,0.9588235,32.870586
1939-06-16,Nugaal,1.3300002,32.71
1939-06-16,Sanaag,10.28889,32.122223
1939-06-16,Sool,4.3166666,32.325
1939-06-16,Togdheer,16.3,31.430002
1939-06-16,Woqooyi Galbeed,18.1,33.440002
1939-07-16,Awdal,12.175001,37.675003
1939-07-16,Bakool,1.0374999,30.962502
1939-07-16,Bari,3.3666668,32.537502
1939-07-16,Bay,3.7642858,30.492857
1939-07-16,Galgaduud,1.1588236,32.041176
1939-07-16,Gedo,1.2571429,31.685715
1939-07-16,Hiraan,0.9454546,31.554543
1939-07-16,Lower Juba,3.9823527,30.547062
1939-07-16,Lower Shabelle,6.7699995,30.4
1939-07-16,Middle Juba,4.66,30.76
1939-07-16,Middle Shabelle,3.7,30.740002
1939-07-16,Mudug,0.09411765,32.258823
1939-07-16,Nugaal,0.060000002,32.07
1939-07-16,Sanaag,8.844444,31.744446
1939-07-16,Sool,1.375,31.941668
1939-07-16,Togdheer,7.4799995,31.26
1939-07-16,Woqooyi Galbeed,11.81,33.61
1939-08-16,Awdal,14.675,37.375
1939-08-16,Bakool,1.7750001,31.7
1939-08-16,Bari,5.7500005,32.633335
1939-08-16,Bay,5.071429,31.07857
1939-08-16,Galgaduud,1.0588236,32.558823
1939-08-16,Gedo,1.8000002,32.285713
1939-08-16,Hiraan,2.3,32.172726
1939-08-16,Lower Juba,7.9588237,30.87059
1939-08-16,Lower Shabelle,10.7300005,30.84
1939-08-16,Middle Juba,5.42,31.220001
1939-08-16,Middle Shabelle,7.88,31.219997
1939-08-16,Mudug,0.07647058,32.67059
1939-08-16,Nugaal,0.42,32.389996
1939-08-16,Sanaag,11.166667,31.849998
1939-08-16,Sool,1.9166666,32.183334
1939-08-16,Togdheer,8.7300005,31.49
1939-08-16,Woqooyi Galbeed,14.2,33.63
1939-09-16,Awdal,18.15,35.5
1939-09-16,Bakool,3.9,33.525
1939-09-16,Bari,6.9,33.8875
1939-09-16,Bay,2.357143,32.72143
1939-09-16,Galgaduud,1.4588236,34.25294
1939-09-16,Gedo,1.8642857,34.02143
1939-09-16,Hiraan,2.3818183,33.936367
1939-09-16,Lower Juba,2.2411764,32.194122
1939-09-16,Lower Shabelle,2.85,32.24
1939-09-16,Middle Juba,2.22,32.660004
1939-09-16,Middle Shabelle,2.56,32.780003
1939-09-16,Mudug,0.37058824,34.35882
1939-09-16,Nugaal,1.4800001,34.04
1939-09-16,Sanaag,15.400001,32.61667
1939-09-16,Sool,5.2083335,33.425003
1939-09-16,Togdheer,16.75,32.239998
1939-09-16,Woqooyi Galbeed,23.380001,33.35
1939-10-16,Awdal,24.900002,32.4
1939-10-16,Bakool,49.7125,32.75
1939-10-16,Bari,18.366667,32.325
1939-10-16,Bay,31.235716,32.385715
1939-10-16,Galgaduud,55.729412,33.635292
1939-10-16,Gedo,26.814285,33.435715
1939-10-16,Hiraan,50.79091,33.372726
1939-10-16,Lower Juba,16.405882,32.623528
1939-10-16,Lower Shabelle,22.43,32.260002
1939-10-16,Middle Juba,18.44,32.760002
1939-10-16,Middle Shabelle,43.079998,32.560005
1939-10-16,Mudug,47.458824,33.558826
1939-10-16,Nugaal,39.45,32.840004
1939-10-16,Sanaag,22.63889,30.333334
1939-10-16,Sool,36.733334,31.641668
1939-10-16,Togdheer,46.870003,30.409998
1939-10-16,Woqooyi Galbeed,34.02,31.140003
1939-11-16,Awdal,0.125,30.8
1939-11-16,Bakool,21.4,33.175
1939-11-16,Bari,7.679167,30.4125
1939-11-16,Bay,24.678572,32.978573
1939-11-16,Galgaduud,7.4117646,33.85294
1939-11-16,Gedo,36.95,33.728573
1939-11-16,Hiraan,14.700001,33.836365
1939-11-16,Lower Juba,11.405882,33.48824
1939-11-16,Lower Shabelle,22.16,33.0
1939-11-16,Middle Juba,20.18,33.500004
1939-11-16,Middle Shabelle,17.600002,33.160004
1939-11-16,Mudug,3.0529413,33.305885
1939-11-16,Nugaal,4.29,31.690002
1939-11-16,Sanaag,5.2055554,28.33889
1939-11-16,Sool,2.7250001,30.183334
1939-11-16,Togdheer,4.17,29.2
1939-11-16,Woqooyi Galbeed,1.4300001,29.689999
1939-12-16,Awdal,2.525,29.375
1939-12-16,Bakool,0.3,33.362503
1939-12-16,Bari,3.6708336,28.437502
1939-12-16,Bay,0.65000004,33.264286
1939-12-16,Galgaduud,2.1529412,32.917645
1939-12-16,Gedo,4.964286,34.39286
1939-12-16,Hiraan,0.29090908,33.418182
1939-12-16,Lower Juba,4.064706,33.688236
1939-12-16,Lower Shabelle,0.71000004,32.920002
1939-12-16,Middle Juba,2.6200001,33.8
1939-12-16,Middle Shabelle,1.7,32.56
1939-12-16,Mudug,1.2058823,31.870588
1939-12-16,Nugaal,1.3199999,29.87
1939-12-16,Sanaag,1.2055556,26.572224
1939-12-16,Sool,0.15,28.458334
1939-12-16,Togdheer,0.43,27.970001
1939-12-16,Woqooyi Galbeed,0.91,28.36
1940-01-16,Awdal,3.775,28.825
1940-01-16,Bakool,0.025,33.9375
1940-01-16,Bari,3.9458332,28.570833
1940-01-16,Bay,0.13571429,33.978573
1940-01-16,Galgaduud,1.0705882,32.97059
1940-01-16,Gedo,1.2785714,35.514286
1940-01-16,Hiraan,0.081818186,33.70909
1940-01-16,Lower Juba,1.0117648,34.51765
1940-01-16,Lower Shabelle,0.09,33.35
1940-01-16,Middle Juba,0.66,34.66
1940-01-16,Middle Shabelle,0.86,32.739998
1940-01-16,Mudug,0.45882353,31.92353
1940-01-16,Nugaal,0.95,30.15
1940-01-16,Sanaag,1.3277779,26.849998
1940-01-16,Sool,0.25,28.758333
1940-01-16,Togdheer,1.1300001,28.11
1940-01-16,Woqooyi Galbeed,1.86,28.279999
1940-02-15,Awdal,15.750001,29.5
1940-02-15,Bakool,2.6750002,35.2625
1940-02-15,Bari,3.5125,29.754166
1940-02-15,Bay,2.3428571,35.085716
1940-02-15,Galgaduud,0.99411774,34.429413
1940-02-15,Gedo,7.807143,36.67143
1940-02-15,Hiraan,0.55454546,35.054546
1940-02-15,Lower Juba,3.5058825,35.35882
1940-02-15,Lower Shabelle,0.7,34.3
1940-02-15,Middle Juba,3.2,35.54
1940-02-15,Middle Shabelle,0.5,33.94
1940-02-15,Mudug,0.90588236,33.405884
1940-02-15,Nugaal,1.4300001,31.5
1940-02-15,Sanaag,3.544444,28.044443
1940-02-15,Sool,1.7416667,30.091667
1940-02-15,Togdheer,7.69,29.37
1940-02-15,Woqooyi Galbeed,11.9800005,29.259998
1940-03-16,Awdal,28.675001,30.575
1940-03-16,Bakool,67.95,35.525
1940-03-16,Bari,6.991667,31.483335
1940-03-16,Bay,41.914288,35.242855
1940-03-16,Galgaduud,38.123528,35.241177
1940-03-16,Gedo,41.407143,36.614285
1940-03-16,Hiraan,53.600002,35.545456
1940-03-16,Lower Juba,25.517647,35.229412
1940-03-16,Lower Shabelle,27.64,34.55
1940-03-16,Middle Juba,21.779999,35.579998
1940-03-16,Middle Shabelle,63.859997,34.48
1940-03-16,Mudug,13.32353,34.44118
1940-03-16,Nugaal,5.8599997,32.81
1940-03-16,Sanaag,8.588889,29.427778
1940-03-16,Sool,4.633333,31.266668
1940-03-16,Togdheer,8.21,30.35
1940-03-16,Woqooyi Galbeed,19.65,30.3
1940-04-16,Awdal,1.4000001,32.100002
1940-04-16,Bakool,179.85,34.2125
1940-04-16,Bari,19.379168,33.0625
1940-04-16,Bay,153.66429,33.92143
1940-04-16,Galgaduud,64.34118,35.705883
1940-04-16,Gedo,141.15714,34.49286
1940-04-16,Hiraan,117.99091,35.218185
1940-04-16,Lower Juba,83.37059,33.95294
1940-04-16,Lower Shabelle,114.8,33.95
1940-04-16,Middle Juba,92.62001,34.18
1940-04-16,Middle Shabelle,102.18001,34.620003
1940-04-16,Mudug,22.1,35.54706
1940-04-16,Nugaal,16.28,34.1
1940-04-16,Sanaag,29.68889,30.666666
1940-04-16,Sool,24.358335,32.341667
1940-04-16,Togdheer,38.93,30.87
1940-04-16,Woqooyi Galbeed,15.389999,31.060001
1940-05-16,Awdal,0.77500004,34.225
1940-05-16,Bakool,42.012497,33.5375
1940-05-16,Bari,20.245834,34.345837
1940-05-16,Bay,68.29286,33.235714
1940-05-16,Galgaduud,22.082352,35.02941
1940-05-16,Gedo,30.614286,33.985714
1940-05-16,Hiraan,41.154545,34.47273
1940-05-16,Lower Juba,76.84706,33.152943
1940-05-16,Lower Shabelle,80.48,33.280003
1940-05-16,Middle Juba,57.859997,33.48
1940-05-16,Middle Shabelle,58.7,33.86
1940-05-16,Mudug,12.664706,35.205887
1940-05-16,Nugaal,16.539999,34.460003
1940-05-16,Sanaag,32.01667,32.127777
1940-05-16,Sool,22.449999,33.208332
1940-05-16,Togdheer,35.06,31.809998
1940-05-16,Woqooyi Galbeed,14.839999,32.640003
1940-06-16,Awdal,0.32500002,36.65
1940-06-16,Bakool,5.5,32.175003
1940-06-16,Bari,3.8125,33.654163
1940-06-16,Bay,25.964285,31.800001
1940-06-16,Galgaduud,5.9823527,33.31765
1940-06-16,Gedo,5.235714,32.885715
1940-06-16,Hiraan,8.245455,32.82727
1940-06-16,Lower Juba,57.09412,31.552942
1940-06-16,Lower Shabelle,48.760002,31.65
1940-06-16,Middle Juba,46.68,31.920002
1940-06-16,Middle Shabelle,19.8,32.04
1940-06-16,Mudug,4.9,33.488235
1940-06-16,Nugaal,4.95,33.1
1940-06-16,Sanaag,11.266666,32.272224
1940-06-16,Sool,8.55,32.65833
1940-06-16,Togdheer,15.890001,31.800003
1940-06-16,Woqooyi Galbeed,6.26,33.690002
1940-07-16,Awdal,0.82500005,37.725
1940-07-16,Bakool,10.325,31.0625
1940-07-16,Bari,3.375,32.575
1940-07-16,Bay,40.06429,30.600002
1940-07-16,Galgaduud,3.9941173,32.252945
1940-07-16,Gedo,10.1214285,31.757143
1940-07-16,Hiraan,10.672728,31.69091
1940-07-16,Lower Juba,45.535297,30.635298
1940-07-16,Lower Shabelle,65.98,30.51
1940-07-16,Middle Juba,51.580006,30.880001
1940-07-16,Middle Shabelle,30.1,30.9
1940-07-16,Mudug,0.5764707,32.482353
1940-07-16,Nugaal,0.39000002,32.21
1940-07-16,Sanaag,9.511111,31.794447
1940-07-16,Sool,2.45,32.058334
1940-07-16,Togdheer,8.339999,31.38
1940-07-16,Woqooyi Galbeed,6.0,33.7
1940-08-16,Awdal,38.325,37.25
1940-08-16,Bakool,1.2750001,31.525002
1940-08-16,Bari,5.7500005,32.604168
1940-08-16,Bay,6.2357144,30.97143
1940-08-16,Galgaduud,1.6117646,32.364708
1940-08-16,Gedo,2.0642858,32.20714
1940-08-16,Hiraan,3.0727274,31.954546
1940-08-16,Lower Juba,26.517647,30.87059
1940-08-16,Lower Shabelle,16.380001,30.7
1940-08-16,Middle Juba,11.140001,31.180002
1940-08-16,Middle Shabelle,14.3,31.02
1940-08-16,Mudug,0.08235294,32.511765
1940-08-16,Nugaal,0.42,32.300003
1940-08-16,Sanaag,11.250001,31.805555
1940-08-16,Sool,1.9333334,32.108334
1940-08-16,Togdheer,11.85,31.41
1940-08-16,Woqooyi Galbeed,32.239998,33.54
1940-09-16,Awdal,0.925,35.25
1940-09-16,Bakool,0.7625,33.012505
1940-09-16,Bari,6.9,33.841667
1940-09-16,Bay,1.1214286,32.314285
1940-09-16,Galgaduud,1.1117647,33.729412
1940-09-16,Gedo,1.9857143,33.728573
1940-09-16,Hiraan,0.72727275,33.345455
1940-09-16,Lower Juba,16.617647,32.041176
1940-09-16,Lower Shabelle,1.72,31.810001
1940-09-16,Middle Juba,4.82,32.420002
1940-09-16,Middle Shabelle,1.9,32.18
1940-09-16,Mudug,0.29999998,33.97059
1940-09-16,Nugaal,1.4800001,33.8
1940-09-16,Sanaag,15.166667,32.51667
1940-09-16,Sool,5.0333333,33.225002
1940-09-16,Togdheer,14.56,31.980001
1940-09-16,Woqooyi Galbeed,10.460001,33.15
1940-10-16,Awdal,0.275,32.775
1940-10-16,Bakool,44.5125,33.0125
1940-10-16,Bari,18.004168,32.375
1940-10-16,Bay,44.49286,32.7
1940-10-16,Galgaduud,35.894123,34.005882
1940-10-16,Gedo,43.778572,33.75
1940-10-16,Hiraan,34.4,33.654545
1940-10-16,Lower Juba,25.788237,33.01765
1940-10-16,Lower Shabelle,24.920002,32.530006
1940-10-16,Middle Juba,32.18,33.120003
1940-10-16,Middle Shabelle,27.820002,32.86
1940-10-16,Mudug,34.9353,33.941177
1940-10-16,Nugaal,32.620003,33.09
1940-10-16,Sanaag,21.177778,30.433336
1940-10-16,Sool,30.816668,31.85
1940-10-16,Togdheer,32.559998,30.62
1940-10-16,Woqooyi Galbeed,6.5800004,31.37
1940-11-16,Awdal,0.825,30.824999
1940-11-16,Bakool,21.875,33.2375
1940-11-16,Bari,7.933334,30.433334
1940-11-16,Bay,28.614286,33.085712
1940-11-16,Galgaduud,14.376471,33.994118
1940-11-16,Gedo,40.157143,33.82143
1940-11-16,Hiraan,17.563637,33.927273
1940-11-16,Lower Juba,24.517647,33.623528
1940-11-16,Lower Shabelle,25.66,33.089996
1940-11-16,Middle Juba,31.679998,33.6
1940-11-16,Middle Shabelle,20.060001,33.239998
1940-11-16,Mudug,14.494118,33.452938
1940-11-16,Nugaal,10.08,31.789999
1940-11-16,Sanaag,5.5277777,28.377777
1940-11-16,Sool,5.441667,30.25
1940-11-16,Togdheer,7.5099998,29.279999
1940-11-16,Woqooyi Galbeed,2.6200001,29.7
1940-12-16,Awdal,2.7,29.3
1940-12-16,Bakool,27.85,33.025
1940-12-16,Bari,3.7666667,28.391668
1940-12-16,Bay,22.142857,32.885715
1940-12-16,Galgaduud,23.805883,32.570587
1940-12-16,Gedo,20.628572,33.999996
1940-12-16,Hiraan,29.518183,33.11818
1940-12-16,Lower Juba,14.364706,33.25294
1940-12-16,Lower Shabelle,24.91,32.579998
1940-12-16,Middle Juba,13.08,33.4
1940-12-16,Middle Shabelle,44.16,32.260002
1940-12-16,Mudug,14.917647,31.582354
1940-12-16,Nugaal,3.4399998,29.670002
1940-12-16,Sanaag,1.2555556,26.483334
1940-12-16,Sool,0.41666666,28.258337
1940-12-16,Togdheer,0.73999995,27.76
1940-12-16,Woqooyi Galbeed,1.01,28.220001
1941-01-16,Awdal,0.125,28.925001
1941-01-16,Bakool,3.9875002,32.912502
1941-01-16,Bari,3.9458332,28.483332
1941-01-16,Bay,6.957143,32.985714
1941-01-16,Galgaduud,5.27647,32.0
1941-01-16,Gedo,3.2,34.607143
1941-01-16,Hiraan,7.9818187,32.609093
1941-01-16,Lower Juba,1.3117647,33.617645
1941-01-16,Lower Shabelle,8.95,32.32
1941-01-16,Middle Juba,3.02,33.760002
1941-01-16,Middle Shabelle,32.700005,31.64
1941-01-16,Mudug,0.5470588,31.147058
1941-01-16,Nugaal,0.95,29.670002
1941-01-16,Sanaag,1.3166667,26.66111
1941-01-16,Sool,0.23333333,28.358335
1941-01-16,Togdheer,0.9,27.66
1941-01-16,Woqooyi Galbeed,0.8,28.12
1941-02-15,Awdal,1.1500001,29.625
1941-02-15,Bakool,2.4,34.25
1941-02-15,Bari,4.25,29.637503
1941-02-15,Bay,1.0714285,34.071434
1941-02-15,Galgaduud,6.570588,33.34118
1941-02-15,Gedo,3.8357143,35.721428
1941-02-15,Hiraan,1.6363636,33.954544
1941-02-15,Lower Juba,0.8705883,34.370586
1941-02-15,Lower Shabelle,0.07000001,33.24
1941-02-15,Middle Juba,1.3399999,34.54
1941-02-15,Middle Shabelle,1.72,32.84
1941-02-15,Mudug,7.758824,32.45294
1941-02-15,Nugaal,9.790001,30.95
1941-02-15,Sanaag,5.8722224,27.833334
1941-02-15,Sool,9.066667,29.616669
1941-02-15,Togdheer,13.360001,28.830002
1941-02-15,Woqooyi Galbeed,2.5,29.05
1941-03-16,Awdal,44.600002,30.925001
1941-03-16,Bakool,15.6,35.412502
1941-03-16,Bari,9.087501,31.441668
1941-03-16,Bay,10.285714,35.007145
1941-03-16,Galgaduud,40.964706,35.06471
1941-03-16,Gedo,22.07143,36.3
1941-03-16,Hiraan,20.163637,35.481815
1941-03-16,Lower Juba,7.341177,34.8
1941-03-16,Lower Shabelle,3.45,34.370003
1941-03-16,Middle Juba,10.320001,35.2
1941-03-16,Middle Shabelle,12.640001,34.4
1941-03-16,Mudug,46.34706,34.21176
1941-03-16,Nugaal,33.55,32.670002
1941-03-16,Sanaag,13.349999,29.372223
1941-03-16,Sool,22.6,31.15
1941-03-16,Togdheer,22.82,30.24
1941-03-16,Woqooyi Galbeed,30.790003,30.37
1941-04-16,Awdal,38.35,32.0
1941-04-16,Bakool,112.287506,34.800003
1941-04-16,Bari,19.070833,33.05417
1941-04-16,Bay,109.49286,34.407143
1941-04-16,Galgaduud,27.082354,35.888233
1941-04-16,Gedo,101.464294,34.878574
1941-04-16,Hiraan,68.1,35.772728
1941-04-16,Lower Juba,61.758823,34.22353
1941-04-16,Lower Shabelle,83.7,34.5
1941-04-16,Middle Juba,72.1,34.5
1941-04-16,Middle Shabelle,63.0,35.140003
1941-04-16,Mudug,8.817647,35.494118
1941-04-16,Nugaal,11.390001,34.04
1941-04-16,Sanaag,29.272224,30.644444
1941-04-16,Sool,19.35,32.308334
1941-04-16,Togdheer,40.34,30.87
1941-04-16,Woqooyi Galbeed,45.56,31.039999
1941-05-16,Awdal,0.77500004,34.275
1941-05-16,Bakool,47.7125,33.825
1941-05-16,Bari,21.529167,34.37917
1941-05-16,Bay,36.12143,33.32143
1941-05-16,Galgaduud,53.441177,35.35294
1941-05-16,Gedo,49.42857,33.95
1941-05-16,Hiraan,37.4,34.845455
1941-05-16,Lower Juba,70.21177,32.941177
1941-05-16,Lower Shabelle,14.410001,33.45
1941-05-16,Middle Juba,53.1,33.379997
1941-05-16,Middle Shabelle,18.039999,34.260002
1941-05-16,Mudug,51.252945,35.435295
1941-05-16,Nugaal,40.59,34.6
1941-05-16,Sanaag,35.27778,32.194443
1941-05-16,Sool,43.891666,33.333332
1941-05-16,Togdheer,52.6,31.960001
1941-05-16,Woqooyi Galbeed,14.990001,32.71
1941-06-16,Awdal,0.32500002,36.4
1941-06-16,Bakool,7.9125004,31.4375
1941-06-16,Bari,3.7250001,33.56667
1941-06-16,Bay,24.114286,31.0
1941-06-16,Galgaduud,5.852941,32.558823
1941-06-16,Gedo,6.357143,32.12857
1941-06-16,Hiraan,11.963635,32.072727
1941-06-16,Lower Juba,103.71765,30.782352
1941-06-16,Lower Shabelle,46.23,30.86
1941-06-16,Middle Juba,46.840004,31.1
1941-06-16,Middle Shabelle,25.260002,31.24
1941-06-16,Mudug,2.964706,32.870586
1941-06-16,Nugaal,3.14,32.71
1941-06-16,Sanaag,10.755556,32.122223
1941-06-16,Sool,6.2666664,32.325
1941-06-16,Togdheer,13.37,31.430002
1941-06-16,Woqooyi Galbeed,6.21,33.440002
1941-07-16,Awdal,0.82500005,37.725002
1941-07-16,Bakool,5.25,30.5
1941-07-16,Bari,3.3833332,32.49167
1941-07-16,Bay,18.764286,29.949999
1941-07-16,Galgaduud,4.647059,31.652943
1941-07-16,Gedo,3.7071426,31.12857
1941-07-16,Hiraan,6.8636365,31.145452
1941-07-16,Lower Juba,26.164705,29.935293
1941-07-16,Lower Shabelle,32.96,29.89
1941-07-16,Middle Juba,26.840002,30.16
1941-07-16,Middle Shabelle,20.939999,30.320002
1941-07-16,Mudug,0.8647058,31.970589
1941-07-16,Nugaal,0.56000006,31.88
1941-07-16,Sanaag,9.922222,31.644444
1941-07-16,Sool,3.125,31.75
1941-07-16,Togdheer,10.18,31.070002
1941-07-16,Woqooyi Galbeed,6.09,33.54
1941-08-16,Awdal,1.25,37.125004
1941-08-16,Bakool,2.875,31.625
1941-08-16,Bari,5.7500005,32.620834
1941-08-16,Bay,8.264286,31.0
1941-08-16,Galgaduud,1.5,32.464706
1941-08-16,Gedo,2.9928572,32.214287
1941-08-16,Hiraan,3.0454545,32.072727
1941-08-16,Lower Juba,19.688236,30.841175
1941-08-16,Lower Shabelle,12.52,30.76
1941-08-16,Middle Juba,14.780001,31.14
1941-08-16,Middle Shabelle,9.22,31.12
1941-08-16,Mudug,0.07647058,32.588234
1941-08-16,Nugaal,0.42,32.350002
1941-08-16,Sanaag,11.161113,31.82778
1941-08-16,Sool,1.875,32.15
1941-08-16,Togdheer,8.68,31.439999
1941-08-16,Woqooyi Galbeed,8.82,33.510002
1941-09-16,Awdal,0.925,35.125
1941-09-16,Bakool,26.5,33.525
