time,admin1,tmx,pre
1922-03,Nugaal,33.05,9.030001
1922-03,Sanaag,29.527779,25.57778
1922-03,Sool,31.458334,14.708333
1922-03,Togdheer,30.6,25.2
1922-03,Woqooyi Galbeed,30.570002,50.22
1922-04,Awdal,31.9,4.7
1922-04,Bakool,34.4625,146.175
1922-04,Banadir,34.444998,142.16500000000002
1922-04,Bari,32.995834,19.920834
1922-04,Bay,34.214287,145.32144
1922-04,Galgaduud,35.42353,64.47647
1922-04,Gedo,34.8,54.657143
1922-04,Hiraan,35.3,126.4909
1922-04,Lower Juba,34.252945,30.105883
1922-04,Lower Shabelle,34.23,139.59
1922-04,Middle Juba,34.48,53.4
1922-04,Middle Shabelle,34.659996,144.74
1922-04,Mudug,35.10588,27.170588
1922-04,Nugaal,33.809998,25.2
1922-04,Sanaag,30.550001,27.494444
1922-04,Sool,32.100002,27.416666
1922-04,Togdheer,30.62,18.09
1922-04,Woqooyi Galbeed,30.89,6.910001
1922-05,Awdal,34.175,57.100002
1922-05,Bakool,33.187504,86.850006
1922-05,Banadir,33.204999,87.400007
1922-05,Bari,34.30417,21.470835
1922-05,Bay,32.75,90.51428
1922-05,Galgaduud,34.705883,60.582355
1922-05,Gedo,33.464287,57.864285
1922-05,Hiraan,34.17273,79.84546
1922-05,Lower Juba,32.505882,86.041176
1922-05,Lower Shabelle,32.85,89.28001
1922-05,Middle Juba,32.879997,65.36
1922-05,Middle Shabelle,33.559998,85.520004
1922-05,Mudug,34.89412,49.72941
1922-05,Nugaal,34.270004,39.510002
1922-05,Sanaag,32.050003,40.88889
1922-05,Sool,33.033337,50.908337
1922-05,Togdheer,31.61,101.88
1922-05,Woqooyi Galbeed,32.52,95.40001
1922-06,Awdal,36.725002,2.8
1922-06,Bakool,32.6875,5.6125
1922-06,Banadir,32.345,33.9450015
1922-06,Bari,33.704166,3.8291667
1922-06,Bay,32.29286,17.714285
1922-06,Galgaduud,33.782356,8.547058
1922-06,Gedo,33.35,1.55
1922-06,Hiraan,33.354546,11.581819
1922-06,Lower Juba,31.952942,30.694117
1922-06,Lower Shabelle,32.15,39.670002
1922-06,Middle Juba,32.36,25.100002
1922-06,Middle Shabelle,32.54,28.220001
1922-06,Mudug,33.870586,5.8941174
1922-06,Nugaal,33.340004,5.33
1922-06,Sanaag,32.372223,10.8555565
1922-06,Sool,32.858334,8.275001
1922-06,Togdheer,32.05,12.7
1922-06,Woqooyi Galbeed,33.8,8.17
1922-07,Awdal,37.550003,34.625
1922-07,Bakool,30.087502,14.962501
1922-07,Banadir,29.68,59.1
1922-07,Bari,32.458332,3.375
1922-07,Bay,29.628574,62.75
1922-07,Galgaduud,31.164705,3.811765
1922-07,Gedo,30.885714,20.035715
1922-07,Hiraan,30.654547,11.772727
1922-07,Lower Juba,29.811766,81.62941
1922-07,Lower Shabelle,29.52,88.9
1922-07,Middle Juba,29.960001,83.44
1922-07,Middle Shabelle,29.84,29.3
1922-07,Mudug,31.57059,0.5764707
1922-07,Nugaal,31.64,0.39000002
1922-07,Sanaag,31.566668,12.066668
1922-07,Sool,31.558334,4.6583333
1922-07,Togdheer,30.830002,25.55
1922-07,Woqooyi Galbeed,33.36,36.260002
1922-08,Awdal,37.175003,53.95
1922-08,Bakool,30.975,1.7249999
1922-08,Banadir,30.25,7.58000035
1922-08,Bari,32.55,5.879167
1922-08,Bay,30.45,5.914286
1922-08,Galgaduud,31.682352,1.9764705
1922-08,Gedo,31.792858,2.2
1922-08,Hiraan,31.309093,2.0
1922-08,Lower Juba,30.523531,10.394118
1922-08,Lower Shabelle,30.16,9.820001
1922-08,Middle Juba,30.76,8.0
1922-08,Middle Shabelle,30.34,5.3399997
1922-08,Mudug,31.970589,0.65294117
1922-08,Nugaal,31.95,1.72
1922-08,Sanaag,31.700003,11.616666
1922-08,Sool,31.791666,3.4416666
1922-08,Togdheer,31.060001,13.450002
1922-08,Woqooyi Galbeed,33.36,40.73
1922-09,Awdal,35.2,23.675
1922-09,Bakool,32.975,10.950001
1922-09,Banadir,31.945000500000003,8.1200001
1922-09,Bari,33.81667,7.2166667
1922-09,Bay,32.32143,11.071428
1922-09,Galgaduud,33.611763,5.4823527
1922-09,Gedo,33.757145,7.264286
1922-09,Hiraan,33.281822,6.145455
1922-09,Lower Juba,32.058823,32.100002
1922-09,Lower Shabelle,31.789999,11.0
1922-09,Middle Juba,32.440002,19.36
1922-09,Middle Shabelle,32.100002,5.2400002
1922-09,Mudug,33.82353,3.364706
1922-09,Nugaal,33.710003,5.7300005
1922-09,Sanaag,32.488888,16.844444
1922-09,Sool,33.149998,11.125
1922-09,Togdheer,31.9,24.09
1922-09,Woqooyi Galbeed,33.1,31.05
1922-10,Awdal,32.725002,1.475
1922-10,Bakool,33.0125,152.2125
1922-10,Banadir,32.665,124.015002
1922-10,Bari,32.358334,18.074999
1922-10,Bay,32.578575,149.45714
1922-10,Galgaduud,33.917645,67.55294
1922-10,Gedo,33.592857,72.48572
1922-10,Hiraan,33.663635,131.72728
1922-10,Lower Juba,32.729412,34.78824
1922-10,Lower Shabelle,32.47,105.270004
1922-10,Middle Juba,32.9,67.06
1922-10,Middle Shabelle,32.86,142.76
1922-10,Mudug,33.78824,40.441177
1922-10,Nugaal,32.98,34.030003
1922-10,Sanaag,30.377777,18.98889
1922-10,Sool,31.766665,27.041666
1922-10,Togdheer,30.52,14.640001
1922-10,Woqooyi Galbeed,31.310003,3.2400002
1922-11,Awdal,30.925,0.125
1922-11,Bakool,33.9,5.9875
1922-11,Banadir,33.8400015,8.7950005
1922-11,Bari,30.508333,8.141666
1922-11,Bay,33.55,4.457143
1922-11,Galgaduud,34.688236,25.3
1922-11,Gedo,34.14286,3.9714286
1922-11,Hiraan,34.68182,13.6
1922-11,Lower Juba,33.764706,8.629413
1922-11,Lower Shabelle,33.640003,6.31
1922-11,Middle Juba,33.86,3.56
1922-11,Middle Shabelle,34.04,11.280001
1922-11,Mudug,33.999996,26.55294
1922-11,Nugaal,32.12,14.610001
1922-11,Sanaag,28.505558,4.994444
1922-11,Sool,30.549997,6.1333337
1922-11,Togdheer,29.61,2.34
1922-11,Woqooyi Galbeed,29.909998,0.22
1922-12,Awdal,29.575,1.6500001
1922-12,Bakool,34.4125,26.300001
1922-12,Banadir,33.894999999999996,31.135
1922-12,Bari,28.59167,3.7750003
1922-12,Bay,34.04286,30.178572
1922-12,Galgaduud,34.223534,10.270589
1922-12,Gedo,34.907143,29.47857
1922-12,Hiraan,34.736362,23.400002
1922-12,Lower Juba,33.947056,13.841177
1922-12,Lower Shabelle,33.85,33.129997
1922-12,Middle Juba,34.260002,20.380001
1922-12,Middle Shabelle,33.94,29.140003
1922-12,Mudug,32.95882,9.970589
1922-12,Nugaal,30.530003,3.5100002
1922-12,Sanaag,26.844444,0.56111115
1922-12,Sool,29.04167,0.125
1922-12,Togdheer,28.6,0.04
1922-12,Woqooyi Galbeed,28.75,0.32
1923-01,Awdal,29.0,0.1
1923-01,Bakool,33.4375,1.2375
1923-01,Banadir,32.544999000000004,8.545
1923-01,Bari,28.533335,4.045833
1923-01,Bay,33.47143,1.9142857
1923-01,Galgaduud,32.570587,5.552942
1923-01,Gedo,34.97857,0.4714286
1923-01,Hiraan,33.20909,3.3636363
1923-01,Lower Juba,33.888233,1.0941176
1923-01,Lower Shabelle,32.85,2.69
1923-01,Middle Juba,34.079998,0.9
1923-01,Middle Shabelle,32.239998,14.4
1923-01,Mudug,31.605885,3.4529414
1923-01,Nugaal,29.95,2.3600001
1923-01,Sanaag,26.766666,1.1722224
1923-01,Sool,28.591667,0.29999998
1923-01,Togdheer,27.939999,0.18999998
1923-01,Woqooyi Galbeed,28.26,0.08
1923-02,Awdal,29.625,18.650002
1923-02,Bakool,34.3625,9.6875
1923-02,Banadir,33.175,3.1049999999999995
1923-02,Bari,29.637503,3.5125
1923-02,Bay,34.278572,5.3571434
1923-02,Galgaduud,33.441177,1.2941177
1923-02,Gedo,35.957146,10.500001
1923-02,Hiraan,34.054546,2.4
1923-02,Lower Juba,34.747063,1.3352942
1923-02,Lower Shabelle,33.41,1.65
1923-02,Middle Juba,34.840004,3.06
1923-02,Middle Shabelle,32.94,4.56
1923-02,Mudug,32.55294,0.90588236
1923-02,Nugaal,30.970001,1.4300001
1923-02,Sanaag,27.833334,4.7444444
1923-02,Sool,29.625,2.9416666
1923-02,Togdheer,28.84,11.85
1923-02,Woqooyi Galbeed,29.05,14.8
1923-03,Awdal,30.850002,13.675
1923-03,Bakool,35.0875,46.1875
1923-03,Banadir,34.010000000000005,23.8849995
1923-03,Bari,31.395834,6.9291663
1923-03,Bay,34.82143,34.835716
1923-03,Galgaduud,34.576473,9.670588
1923-03,Gedo,36.185715,47.278572
1923-03,Hiraan,35.027275,27.354548
1923-03,Lower Juba,34.758823,11.476471
1923-03,Lower Shabelle,34.1,20.23
1923-03,Middle Juba,35.120003,19.4
1923-03,Middle Shabelle,33.92,27.539999
1923-03,Mudug,33.82353,6.482353
1923-03,Nugaal,32.420002,5.06
1923-03,Sanaag,29.277779,4.0277777
1923-03,Sool,30.933334,1.8083334
1923-03,Togdheer,29.99,2.17
1923-03,Woqooyi Galbeed,30.23,7.8599997
1923-04,Awdal,31.825,39.5
1923-04,Bakool,33.9,193.0875
1923-04,Banadir,33.859998000000004,131.210005
1923-04,Bari,32.9375,19.920834
1923-04,Bay,33.657143,187.97144
1923-04,Galgaduud,34.84118,57.94706
1923-04,Gedo,34.22857,134.55
1923-04,Hiraan,34.727276,121.718185
1923-04,Lower Juba,33.617645,53.01177
1923-04,Lower Shabelle,33.659996,144.74
1923-04,Middle Juba,33.879997,89.92
1923-04,Middle Shabelle,34.06,117.68001
1923-04,Mudug,34.64118,27.011765
1923-04,Nugaal,33.510002,25.2
1923-04,Sanaag,30.433336,36.300003
1923-04,Sool,31.841667,42.40833
1923-04,Togdheer,30.330002,86.72001
1923-04,Woqooyi Galbeed,30.710003,56.510002
1923-05,Awdal,34.025,2.375
1923-05,Bakool,32.487503,154.6
1923-05,Banadir,32.429999,135.885
1923-05,Bari,34.195835,21.470835
1923-05,Bay,32.335716,133.26428
1923-05,Galgaduud,33.747063,67.07648
1923-05,Gedo,33.285713,78.828575
1923-05,Hiraan,33.227276,140.75455
1923-05,Lower Juba,32.558823,51.86471
1923-05,Lower Shabelle,32.28,135.63
1923-05,Middle Juba,32.780003,70.6
1923-05,Middle Shabelle,32.579998,136.14
1923-05,Mudug,34.11765,49.735294
1923-05,Nugaal,33.79,39.510002
1923-05,Sanaag,31.866665,30.449999
1923-05,Sool,32.61667,34.658337
1923-05,Togdheer,31.170002,18.420002
1923-05,Woqooyi Galbeed,32.239998,5.57
1923-06,Awdal,36.525,4.775
1923-06,Bakool,31.5125,13.0875
1923-06,Banadir,31.110000499999998,50.61
1923-06,Bari,33.56667,3.8291667
1923-06,Bay,31.135715,45.38571
1923-06,Galgaduud,32.558823,8.064706
1923-06,Gedo,32.257145,10.400001
1923-06,Hiraan,32.090908,14.754546
1923-06,Lower Juba,30.89412,80.84118
1923-06,Lower Shabelle,30.960001,73.12
1923-06,Middle Juba,31.26,67.38
1923-06,Middle Shabelle,31.26,28.1
1923-06,Mudug,32.870586,5.882353
1923-06,Nugaal,32.71,5.33
1923-06,Sanaag,32.122223,11.894444
1923-06,Sool,32.325,9.758334
1923-06,Togdheer,31.430002,20.14
1923-06,Woqooyi Galbeed,33.46,14.089999
1923-07,Awdal,37.6,19.900002
1923-07,Bakool,30.475002,9.575001
1923-07,Banadir,30.070000999999998,42.37
1923-07,Bari,32.49167,3.375
1923-07,Bay,29.971426,41.82857
1923-07,Galgaduud,31.552942,3.5764706
1923-07,Gedo,31.12857,10.164287
1923-07,Hiraan,31.063637,7.8363633
1923-07,Lower Juba,29.894115,64.858826
1923-07,Lower Shabelle,29.9,63.76
1923-07,Middle Juba,30.16,61.74
1923-07,Middle Shabelle,30.240002,20.98
1923-07,Mudug,31.87059,0.5764707
1923-07,Nugaal,31.820002,0.39000002
1923-07,Sanaag,31.644444,10.127778
1923-07,Sool,31.725,2.9750001
1923-07,Togdheer,31.01,13.35
1923-07,Woqooyi Galbeed,33.47,19.650002
1923-08,Awdal,37.175003,39.4
1923-08,Bakool,31.075,2.8000002
1923-08,Banadir,30.375002,10.2650005
1923-08,Bari,32.558334,5.879167
1923-08,Bay,30.45,9.478571
1923-08,Galgaduud,31.882353,1.9647057
1923-08,Gedo,31.664288,2.7714286
1923-08,Hiraan,31.5,2.5000002
1923-08,Lower Juba,30.2,14.782353
1923-08,Lower Shabelle,30.210001,14.530001
1923-08,Middle Juba,30.559998,12.18
1923-08,Middle Shabelle,30.540003,6.0
1923-08,Mudug,32.12353,0.65294117
1923-08,Nugaal,32.05,1.72
1923-08,Sanaag,31.711113,11.905556
1923-08,Sool,31.891668,3.6833334
1923-08,Togdheer,31.160004,13.25
1923-08,Woqooyi Galbeed,33.4,31.990002
1923-09,Awdal,35.125,110.850006
1923-09,Bakool,32.35,23.0375
1923-09,Banadir,31.3,14.6300005
1923-09,Bari,33.754166,7.2166667
1923-09,Bay,31.614288,20.857145
1923-09,Galgaduud,33.02941,6.4176474
1923-09,Gedo,32.985714,17.492857
1923-09,Hiraan,32.68182,11.118182
1923-09,Lower Juba,31.17647,30.617647
1923-09,Lower Shabelle,31.1,18.52
1923-09,Middle Juba,31.62,24.539999
1923-09,Middle Shabelle,31.5,10.740001
1923-09,Mudug,33.358826,3.3764706
1923-09,Nugaal,33.41,5.7300005
1923-09,Sanaag,32.366665,17.788889
1923-09,Sool,32.891666,11.258334
1923-09,Togdheer,31.61,47.250004
1923-09,Woqooyi Galbeed,32.920002,121.51001
1923-10,Awdal,32.575,4.7000003
1923-10,Bakool,32.175003,287.725
1923-10,Banadir,31.7850015,214.75999000000002
1923-10,Bari,32.25,18.074999
1923-10,Bay,31.87143,290.48572
1923-10,Galgaduud,32.958824,84.67647
1923-10,Gedo,32.978573,158.76428
1923-10,Hiraan,32.70909,216.83638
1923-10,Lower Juba,32.188236,73.51764
1923-10,Lower Shabelle,31.690002,192.88
1923-10,Middle Juba,32.3,129.26001
1923-10,Middle Shabelle,31.880001,236.63998
1923-10,Mudug,33.011765,40.72941
1923-10,Nugaal,32.5,34.030003
1923-10,Sanaag,30.194445,18.527779
1923-10,Sool,31.35,25.833334
1923-10,Togdheer,30.080002,12.120001
1923-10,Woqooyi Galbeed,31.030003,6.1800003
1923-11,Awdal,30.625,14.35
1923-11,Bakool,32.125,85.3875
1923-11,Banadir,31.994999,127.345005
1923-11,Bari,30.295837,8.141666
1923-11,Bay,31.935715,110.057144
1923-11,Galgaduud,32.805885,42.088234
1923-11,Gedo,32.685715,76.27857
1923-11,Hiraan,32.763638,88.42728
1923-11,Lower Juba,32.399998,56.864708
1923-11,Lower Shabelle,31.929998,125.35
1923-11,Middle Juba,32.420002,81.86
1923-11,Middle Shabelle,32.06,129.34001
1923-11,Mudug,32.452946,26.82353
1923-11,Nugaal,31.16,14.610001
1923-11,Sanaag,28.127779,6.3055553
1923-11,Sool,29.716667,8.400001
1923-11,Togdheer,28.670002,14.519999
1923-11,Woqooyi Galbeed,29.36,10.72
1923-12,Awdal,29.3,39.725002
1923-12,Bakool,32.862503,17.025002
1923-12,Banadir,32.255,32.495002
1923-12,Bari,28.391668,3.7791665
1923-12,Bay,32.814285,23.764284
1923-12,Galgaduud,32.429413,13.129413
1923-12,Gedo,33.992855,20.778574
1923-12,Hiraan,32.918182,19.218182
1923-12,Lower Juba,33.31765,21.117647
1923-12,Lower Shabelle,32.45,30.210001
1923-12,Middle Juba,33.4,19.04
1923-12,Middle Shabelle,32.06,34.780003
1923-12,Mudug,31.482353,10.217648
1923-12,Nugaal,29.62,3.78
1923-12,Sanaag,26.483334,3.027778
1923-12,Sool,28.250002,1.6666666
1923-12,Togdheer,27.720001,8.72
1923-12,Woqooyi Galbeed,28.220001,13.639999
1924-01,Awdal,29.125002,2.225
1924-01,Bakool,34.2375,1.7500001
1924-01,Banadir,33.345,1.745
1924-01,Bari,28.608332,4.045833
1924-01,Bay,34.278572,4.2785716
1924-01,Galgaduud,33.335297,2.929412
1924-01,Gedo,35.785713,6.3428574
1924-01,Hiraan,34.009094,0.9272728
1924-01,Lower Juba,34.717648,5.4470587
1924-01,Lower Shabelle,33.65,2.15
1924-01,Middle Juba,34.96,4.96
1924-01,Middle Shabelle,33.04,1.34
1924-01,Mudug,32.229412,3.3882353
1924-01,Nugaal,30.340002,2.3600001
1924-01,Sanaag,26.916666,1.1833334
1924-01,Sool,28.925003,0.30833334
1924-01,Togdheer,28.310001,0.33
1924-01,Woqooyi Galbeed,28.490002,0.65
1924-02,Awdal,29.875002,15.450001
1924-02,Bakool,36.025,1.8375
1924-02,Banadir,34.8550015,0.20499999
1924-02,Bari,29.8125,3.5125
1924-02,Bay,35.907143,0.6857143
1924-02,Galgaduud,35.04706,0.99411774
1924-02,Gedo,37.43571,4.342857
1924-02,Hiraan,35.754543,0.34545454
1924-02,Lower Juba,36.088234,0.45882353
1924-02,Lower Shabelle,35.07,0.05
1924-02,Middle Juba,36.4,0.88
1924-02,Middle Shabelle,34.640003,0.35999998
1924-02,Mudug,33.86471,0.90588236
1924-02,Nugaal,31.779999,1.4300001
1924-02,Sanaag,28.155556,3.688889
1924-02,Sool,30.34167,1.7083335
1924-02,Togdheer,29.63,4.92
1924-02,Woqooyi Galbeed,29.52,9.089999
1924-03,Awdal,31.025,9.075001
1924-03,Bakool,36.25,21.4375
1924-03,Banadir,35.17,8.59999975
1924-03,Bari,31.512499,6.9291663
1924-03,Bay,36.085716,21.428572
1924-03,Galgaduud,35.623528,7.358824
1924-03,Gedo,37.485714,27.47143
1924-03,Hiraan,36.127274,9.672729
1924-03,Lower Juba,36.135292,17.247059
1924-03,Lower Shabelle,35.32,9.68
1924-03,Middle Juba,36.5,18.4
1924-03,Middle Shabelle,35.02,7.5199995
1924-03,Mudug,34.67647,6.458824
1924-03,Nugaal,32.950005,5.06
1924-03,Sanaag,29.488888,3.8777776
1924-03,Sool,31.4,1.6833334
1924-03,Togdheer,30.519999,1.33
1924-03,Woqooyi Galbeed,30.559998,5.05
1924-04,Awdal,32.0,19.9
1924-04,Bakool,35.100002,103.0625
1924-04,Banadir,35.044998,62.285
1924-04,Bari,33.05417,19.920834
1924-04,Bay,34.99286,106.98571
1924-04,Galgaduud,35.888233,45.276474
1924-04,Gedo,35.635715,123.22858
1924-04,Hiraan,35.82727,62.254543
1924-04,Lower Juba,35.158825,70.31766
1924-04,Lower Shabelle,34.93,75.25
1924-04,Middle Juba,35.379997,81.72
1924-04,Middle Shabelle,35.159996,49.32
1924-04,Mudug,35.494118,26.852942
1924-04,Nugaal,34.04,25.2
1924-04,Sanaag,30.644444,28.988888
1924-04,Sool,32.308334,29.75
1924-04,Togdheer,30.87,31.41
1924-04,Woqooyi Galbeed,31.039999,23.45
1924-05,Awdal,34.225,14.925
1924-05,Bakool,33.7875,28.5875
1924-05,Banadir,33.72999900000001,24.2450005
1924-05,Bari,34.329166,21.470835
1924-05,Bay,33.635715,35.971428
1924-05,Galgaduud,34.97059,48.19412
1924-05,Gedo,34.514286,34.271427
1924-05,Hiraan,34.52727,27.127272
1924-05,Lower Juba,33.735294,69.10589
1924-05,Lower Shabelle,33.579998,31.210001
1924-05,Middle Juba,34.06,47.68
1924-05,Middle Shabelle,33.88,17.28
1924-05,Mudug,35.117645,49.564705
1924-05,Nugaal,34.420002,39.510002
1924-05,Sanaag,32.11111,36.716667
1924-05,Sool,33.15,45.516666
1924-05,Togdheer,31.789999,62.500008
1924-05,Woqooyi Galbeed,32.579998,32.96
1924-06,Awdal,36.7,11.900001
1924-06,Bakool,32.675,12.9375
1924-06,Banadir,32.269999999999996,61.3
1924-06,Bari,33.683334,3.8291667
1924-06,Bay,32.4,39.392857
1924-06,Galgaduud,33.605885,10.235294
1924-06,Gedo,33.55,7.1571426
1924-06,Hiraan,33.19091,20.654545
1924-06,Lower Juba,32.27059,91.61176
1924-06,Lower Shabelle,32.18,75.14
1924-06,Middle Juba,32.64,52.46
1924-06,Middle Shabelle,32.36,47.46
1924-06,Mudug,33.72353,5.9117646
1924-06,Nugaal,33.239998,5.33
1924-06,Sanaag,32.333332,15.588889
1924-06,Sool,32.791668,15.141666
1924-06,Togdheer,31.959997,46.95
1924-06,Woqooyi Galbeed,33.79,35.36
1924-07,Awdal,37.925003,14.35
1924-07,Bakool,32.850002,8.525
1924-07,Banadir,32.4650015,42.4349995
1924-07,Bari,32.74167,3.375
1924-07,Bay,32.55,30.642857
1924-07,Galgaduud,33.723534,4.364706
1924-07,Gedo,33.714287,8.221429
1924-07,Hiraan,33.363636,10.236364
1924-07,Lower Juba,32.582355,27.641178
1924-07,Lower Shabelle,32.390003,53.43
1924-07,Middle Juba,32.9,35.840004
1924-07,Middle Shabelle,32.54,31.439999
1924-07,Mudug,33.64118,0.582353
1924-07,Nugaal,32.92,0.39000002
1924-07,Sanaag,32.077778,9.7722225
1924-07,Sool,32.68333,2.625
1924-07,Togdheer,32.090004,10.51
1924-07,Woqooyi Galbeed,34.129997,16.02
1924-08,Awdal,37.375,52.65
1924-08,Bakool,32.7625,1.325
1924-08,Banadir,32.070001500000004,5.690000250000001
1924-08,Bari,32.720837,5.879167
1924-08,Bay,32.32857,2.835714
1924-08,Galgaduud,33.4,1.8470587
1924-08,Gedo,33.571434,0.9142858
1924-08,Hiraan,33.109093,2.3181818
1924-08,Lower Juba,32.258823,3.9823527
1924-08,Lower Shabelle,32.0,5.9
1924-08,Middle Juba,32.620003,3.4800003
1924-08,Middle Shabelle,32.140003,5.4800005
1924-08,Mudug,33.364708,0.65294117
1924-08,Nugaal,32.82,1.72
1924-08,Sanaag,32.011112,13.205555
1924-08,Sool,32.56667,4.791667
1924-08,Togdheer,31.890003,22.74
1924-08,Woqooyi Galbeed,33.85,46.91
1924-09,Awdal,35.375,7.5750003
1924-09,Bakool,34.125,19.0375
1924-09,Banadir,33.085,10.985
1924-09,Bari,33.9375,7.2166667
1924-09,Bay,33.55,12.592858
1924-09,Galgaduud,34.635292,5.970588
1924-09,Gedo,34.942856,6.035714
1924-09,Hiraan,34.38182,12.154545
1924-09,Lower Juba,33.247063,13.782354
1924-09,Lower Shabelle,32.97,12.309999
1924-09,Middle Juba,33.7,11.72
1924-09,Middle Shabelle,33.2,9.660001
1924-09,Mudug,34.676476,3.3588238
1924-09,Nugaal,34.219997,5.7300005
1924-09,Sanaag,32.694443,16.122223
1924-09,Sool,33.608337,10.208333
1924-09,Togdheer,32.4,15.06
1924-09,Woqooyi Galbeed,33.390003,13.910001
1924-10,Awdal,32.825,3.275
1924-10,Bakool,33.9125,44.45
1924-10,Banadir,33.545,31.564999
1924-10,Bari,32.43333,18.074999
1924-10,Bay,33.735714,35.885715
1924-10,Galgaduud,34.564705,48.39412
1924-10,Gedo,34.82857,29.84286
1924-10,Hiraan,34.409092,46.718185
1924-10,Lower Juba,34.094116,5.382353
1924-10,Lower Shabelle,33.510002,24.89
1924-10,Middle Juba,34.260002,13.38
1924-10,Middle Shabelle,33.579998,38.239998
1924-10,Mudug,34.32353,40.217648
1924-10,Nugaal,33.310005,34.030003
1924-10,Sanaag,30.522224,20.0
1924-10,Sool,32.06667,29.183334
1924-10,Togdheer,30.869999,22.820002
1924-10,Woqooyi Galbeed,31.5,6.7599998
1924-11,Awdal,30.899998,0.125
1924-11,Bakool,34.0875,40.037502
1924-11,Banadir,33.980000000000004,42.055002
1924-11,Bari,30.5,8.141666
1924-11,Bay,34.071426,53.050007
1924-11,Galgaduud,34.600002,28.417648
1924-11,Gedo,34.835712,46.914284
1924-11,Hiraan,34.66364,34.190907
1924-11,Lower Juba,34.658825,38.91765
1924-11,Lower Shabelle,34.0,47.45
1924-11,Middle Juba,34.7,48.96
1924-11,Middle Shabelle,33.96,36.660004
1924-11,Mudug,33.929413,26.594118
1924-11,Nugaal,32.07,14.610001
1924-11,Sanaag,28.488888,4.994444
1924-11,Sool,30.508337,6.1333337
1924-11,Togdheer,29.55,2.34
1924-11,Woqooyi Galbeed,29.89,0.22
1924-12,Awdal,29.5,13.425
1924-12,Bakool,34.2625,53.375
1924-12,Banadir,33.655,104.28999999999999
1924-12,Bari,28.541666,3.7750003
1924-12,Bay,34.214287,67.35715
1924-12,Galgaduud,33.752945,27.111765
1924-12,Gedo,35.31429,46.18571
1924-12,Hiraan,34.31818,60.57273
1924-12,Lower Juba,34.576473,15.376472
1924-12,Lower Shabelle,33.85,88.6
1924-12,Middle Juba,34.780003,32.4
1924-12,Middle Shabelle,33.46,119.98
1924-12,Mudug,32.570587,10.3529415
1924-12,Nugaal,30.290003,3.5100002
1924-12,Sanaag,26.73889,0.6111111
1924-12,Sool,28.841667,0.13333333
1924-12,Togdheer,28.36,0.3
1924-12,Woqooyi Galbeed,28.62,2.55
1925-01,Awdal,29.075,10.075
1925-01,Bakool,33.8125,1.5250001
1925-01,Banadir,32.9649985,3.9150000499999997
1925-01,Bari,28.5875,4.045833
1925-01,Bay,33.621433,1.9642857
1925-01,Galgaduud,33.152943,3.3
1925-01,Gedo,34.992855,4.071429
1925-01,Hiraan,33.763638,2.4636364
1925-01,Lower Juba,33.78824,11.24706
1925-01,Lower Shabelle,33.109997,1.8100001
1925-01,Middle Juba,34.06,2.0600002
1925-01,Middle Shabelle,32.82,6.02
1925-01,Mudug,32.070587,3.3882353
1925-01,Nugaal,30.25,2.3600001
1925-01,Sanaag,26.88889,1.3388889
1925-01,Sool,28.849998,0.45833334
1925-01,Togdheer,28.23,1.78
1925-01,Woqooyi Galbeed,28.439999,3.7099998
1925-02,Awdal,29.6,12.9
1925-02,Bakool,34.037502,0.20000002
1925-02,Banadir,32.835003,0.1949999905
1925-02,Bari,29.616667,3.5125
1925-02,Bay,33.82857,0.007142857
1925-02,Galgaduud,33.14706,0.98823524
1925-02,Gedo,35.457146,0.8428572
1925-02,Hiraan,33.754543,0.22727273
1925-02,Lower Juba,34.164707,1.4294118
1925-02,Lower Shabelle,33.030003,0.030000001
1925-02,Middle Juba,34.340004,0.16
1925-02,Middle Shabelle,32.640003,0.35999998
1925-02,Mudug,32.32941,0.90588236
1925-02,Nugaal,30.84,1.4300001
1925-02,Sanaag,27.783335,3.1722221
1925-02,Sool,29.508333,1.2416667
1925-02,Togdheer,28.7,2.7300003
1925-02,Woqooyi Galbeed,28.960003,6.4
1925-03,Awdal,30.850002,4.0
1925-03,Bakool,35.0875,16.975002
1925-03,Banadir,34.010000000000005,8.765
1925-03,Bari,31.395834,6.9291663
1925-03,Bay,34.82143,12.007143
1925-03,Galgaduud,34.576473,7.72353
1925-03,Gedo,36.185715,15.721429
1925-03,Hiraan,35.027275,11.718182
1925-03,Lower Juba,34.758823,4.7352943
1925-03,Lower Shabelle,34.1,7.15
1925-03,Middle Juba,35.120003,6.8199997
1925-03,Middle Shabelle,33.92,10.38
1925-03,Mudug,33.82353,6.4647064
1925-03,Nugaal,32.420002,5.06
1925-03,Sanaag,29.277779,3.9055557
1925-03,Sool,30.933334,1.7416668
1925-03,Togdheer,29.99,1.49
1925-03,Woqooyi Galbeed,30.23,3.2
1925-04,Awdal,31.825,8.55
1925-04,Bakool,33.9,35.75
1925-04,Banadir,33.845,20.6000005
1925-04,Bari,32.9375,19.920834
1925-04,Bay,33.79286,28.635714
1925-04,Galgaduud,34.741177,40.14118
1925-04,Gedo,34.5,31.02143
1925-04,Hiraan,34.627274,31.79091
1925-04,Lower Juba,34.064705,10.3529415
1925-04,Lower Shabelle,33.73,21.380001
1925-04,Middle Juba,34.2,15.9800005
1925-04,Middle Shabelle,33.96,19.82
1925-04,Mudug,34.54118,26.794117
1925-04,Nugaal,33.49,25.2
