time,admin1,tmx,pre
1963-03,Hiraan,35.600002,0.9818182
1963-03,Lower Juba,35.088234,6.611765
1963-03,Lower Shabelle,34.41,1.04
1963-03,Middle Juba,35.52,2.26
1963-03,Middle Shabelle,34.18,2.0800002
1963-03,Mudug,34.094116,0.6764706
1963-03,Nugaal,32.7,1.6700001
1963-03,Sanaag,30.150002,7.266667
1963-03,Sool,31.991667,1.6
1963-03,Togdheer,31.720001,0.90999997
1963-03,Woqooyi Galbeed,31.9,1.8399999
1963-04,Awdal,30.95,69.425
1963-04,Bakool,33.300003,220.3625
1963-04,Banadir,33.245002,163.42000000000002
1963-04,Bari,32.7625,22.808334
1963-04,Bay,33.214287,217.57858
1963-04,Galgaduud,34.141174,124.28236
1963-04,Gedo,33.914288,168.0
1963-04,Hiraan,34.0,169.84546
1963-04,Lower Juba,33.54706,131.95294
1963-04,Lower Shabelle,33.13,180.74
1963-04,Middle Juba,33.620003,156.62001
1963-04,Middle Shabelle,33.360004,146.1
1963-04,Mudug,34.08235,83.71765
1963-04,Nugaal,33.15,72.23
1963-04,Sanaag,29.911112,45.47778
1963-04,Sool,31.266668,88.06667
1963-04,Togdheer,29.63,134.67001
1963-04,Woqooyi Galbeed,29.920002,89.11
1963-05,Awdal,32.95,22.0
1963-05,Bakool,31.8,70.15
1963-05,Banadir,31.73,62.120003
1963-05,Bari,34.020832,21.033333
1963-05,Bay,31.692858,73.364296
1963-05,Galgaduud,33.082355,44.635292
1963-05,Gedo,32.69286,46.95
1963-05,Hiraan,32.49091,56.17273
1963-05,Lower Juba,32.005886,70.47647
1963-05,Lower Shabelle,31.6,69.46
1963-05,Middle Juba,32.18,65.240005
1963-05,Middle Shabelle,31.86,54.780006
1963-05,Mudug,33.60588,37.04706
1963-05,Nugaal,33.47,31.2
1963-05,Sanaag,31.366669,35.63889
1963-05,Sool,32.083332,37.333332
1963-05,Togdheer,30.409998,48.370003
1963-05,Woqooyi Galbeed,31.289999,39.010002
1963-06,Awdal,36.125,9.200001
1963-06,Bakool,31.087502,10.45
1963-06,Banadir,30.4100005,45.804998499999996
1963-06,Bari,33.141666,3.6208334
1963-06,Bay,30.635715,25.264286
1963-06,Galgaduud,31.876472,11.200001
1963-06,Gedo,32.014286,9.35
1963-06,Hiraan,31.400002,20.563637
1963-06,Lower Juba,30.705883,85.02352
1963-06,Lower Shabelle,30.36,47.89
1963-06,Middle Juba,30.98,53.8
1963-06,Middle Shabelle,30.460001,43.719997
1963-06,Mudug,32.25882,3.2058823
1963-06,Nugaal,32.29,1.3300002
1963-06,Sanaag,31.650002,11.266666
1963-06,Sool,31.966665,5.766667
1963-06,Togdheer,31.230001,20.28
1963-06,Woqooyi Galbeed,33.15,23.380001
1963-07,Awdal,37.574997,30.875
1963-07,Bakool,30.2625,3.05
1963-07,Banadir,29.595001,14.285000499999999
1963-07,Bari,32.1375,3.3666668
1963-07,Bay,29.82857,13.092857
1963-07,Galgaduud,30.99412,1.682353
1963-07,Gedo,31.307144,5.6714287
1963-07,Hiraan,30.59091,2.3363638
1963-07,Lower Juba,30.141178,35.135292
1963-07,Lower Shabelle,29.570002,19.27
1963-07,Middle Juba,30.26,23.220001
1963-07,Middle Shabelle,29.62,9.300001
1963-07,Mudug,31.311764,0.1
1963-07,Nugaal,31.49,0.060000002
1963-07,Sanaag,31.383335,8.877778
1963-07,Sool,31.450003,1.4250001
1963-07,Togdheer,30.98,10.98
1963-07,Woqooyi Galbeed,33.440002,27.140003
1963-08,Awdal,37.075,37.225002
1963-08,Bakool,30.800001,0.8
1963-08,Banadir,29.875,8.0150002
1963-08,Bari,32.258335,5.7500005
1963-08,Bay,30.185717,3.1000001
1963-08,Galgaduud,31.4,1.1882353
1963-08,Gedo,31.607145,0.88571435
1963-08,Hiraan,31.045454,1.6727272
1963-08,Lower Juba,30.223532,6.888235
1963-08,Lower Shabelle,29.810001,8.45
1963-08,Middle Juba,30.460001,4.82
1963-08,Middle Shabelle,29.939999,7.5800004
1963-08,Mudug,31.682356,0.08235294
1963-08,Nugaal,31.76,0.43
1963-08,Sanaag,31.488892,11.544445
1963-08,Sool,31.683332,2.2916667
1963-08,Togdheer,31.130001,12.88
1963-08,Woqooyi Galbeed,33.340004,31.95
1963-09,Awdal,35.375,15.425001
1963-09,Bakool,32.137497,58.275
1963-09,Banadir,30.644999499999997,42.600001
1963-09,Bari,33.350002,6.9
1963-09,Bay,31.2,45.478573
1963-09,Galgaduud,32.41177,12.994118
1963-09,Gedo,32.892857,23.171429
1963-09,Hiraan,32.136368,35.527275
1963-09,Lower Juba,31.1,48.223534
1963-09,Lower Shabelle,30.570002,46.94
1963-09,Middle Juba,31.38,49.260002
1963-09,Middle Shabelle,30.719997,38.260002
1963-09,Mudug,32.770588,1.8764707
1963-09,Nugaal,33.089996,1.4800001
1963-09,Sanaag,32.18889,15.150001
1963-09,Sool,32.858334,5.5499997
1963-09,Togdheer,31.960001,14.500002
1963-09,Woqooyi Galbeed,33.2,21.329998
1963-10,Awdal,33.95,1.8000001
1963-10,Bakool,33.1,37.875
1963-10,Banadir,31.935001,37.495001
1963-10,Bari,32.329166,16.725
1963-10,Bay,32.557144,30.135715
1963-10,Galgaduud,33.247055,25.041178
1963-10,Gedo,34.20714,13.978572
1963-10,Hiraan,33.054546,40.872726
1963-10,Lower Juba,32.729412,3.4882355
1963-10,Lower Shabelle,31.95,26.73
1963-10,Middle Juba,32.920002,7.7
1963-10,Middle Shabelle,31.920002,48.260002
1963-10,Mudug,33.170586,6.9470587
1963-10,Nugaal,32.75,9.120001
1963-10,Sanaag,31.033333,17.533333
1963-10,Sool,32.283337,11.283334
1963-10,Togdheer,31.61,8.820001
1963-10,Woqooyi Galbeed,32.5,3.23
1963-11,Awdal,30.675003,20.875
1963-11,Bakool,32.15,103.3625
1963-11,Banadir,31.990001,105.0999975
1963-11,Bari,30.65417,9.5125
1963-11,Bay,31.942858,123.4
1963-11,Galgaduud,32.911766,74.15883
1963-11,Gedo,32.68572,118.00714
1963-11,Hiraan,32.836365,92.03636
1963-11,Lower Juba,32.600002,59.1
1963-11,Lower Shabelle,31.940002,109.44
1963-11,Middle Juba,32.54,81.7
1963-11,Middle Shabelle,32.04,100.759995
1963-11,Mudug,32.570587,88.064705
1963-11,Nugaal,31.380001,44.79
1963-11,Sanaag,28.67222,8.583333
1963-11,Sool,30.1,22.208334
1963-11,Togdheer,28.939999,28.4
1963-11,Woqooyi Galbeed,29.579998,16.86
1963-12,Awdal,28.325,3.725
1963-12,Bakool,32.075,36.7875
1963-12,Banadir,31.920001,64.71499800000001
1963-12,Bari,28.583334,3.6708336
1963-12,Bay,31.9,50.678577
1963-12,Galgaduud,32.35294,17.076471
1963-12,Gedo,32.52143,51.67143
1963-12,Hiraan,32.70909,39.19091
1963-12,Lower Juba,32.635296,27.911766
1963-12,Lower Shabelle,31.940002,62.77
1963-12,Middle Juba,32.5,31.820002
1963-12,Middle Shabelle,31.9,66.659996
1963-12,Mudug,31.523527,4.3058825
1963-12,Nugaal,29.710001,1.3199999
1963-12,Sanaag,26.511112,1.0999999
1963-12,Sool,28.141665,0.12500001
1963-12,Togdheer,27.14,0.45
1963-12,Woqooyi Galbeed,27.429998,1.1600001
1964-01,Awdal,28.275,7.05
1964-01,Bakool,32.800003,3.15
1964-01,Banadir,31.770000000000003,3.32000005
1964-01,Bari,28.525,4.7541666
1964-01,Bay,32.7,5.2785716
1964-01,Galgaduud,32.047062,14.241177
1964-01,Gedo,34.19286,10.957143
1964-01,Hiraan,32.618183,2.8636363
1964-01,Lower Juba,33.364708,9.911765
1964-01,Lower Shabelle,32.06,1.5400001
1964-01,Middle Juba,33.420002,6.0
1964-01,Middle Shabelle,31.48,5.1
1964-01,Mudug,31.229414,23.535294
1964-01,Nugaal,29.86,12.1
1964-01,Sanaag,26.88889,1.6833334
1964-01,Sool,28.583334,1.9083334
1964-01,Togdheer,27.74,2.89
1964-01,Woqooyi Galbeed,27.880001,1.8
1964-02,Awdal,29.300001,2.45
1964-02,Bakool,34.35,2.3125
1964-02,Banadir,32.855001,0.98000002
1964-02,Bari,29.416666,3.4291668
1964-02,Bay,34.100002,1.6857141
1964-02,Galgaduud,33.082355,0.41764706
1964-02,Gedo,35.95714,3.8857143
1964-02,Hiraan,33.763638,0.6181818
1964-02,Lower Juba,34.582355,3.3235295
1964-02,Lower Shabelle,33.170002,0.58000004
1964-02,Middle Juba,34.700005,2.02
1964-02,Middle Shabelle,32.54,1.38
1964-02,Mudug,32.217648,0.111764714
1964-02,Nugaal,30.819998,0.46000004
1964-02,Sanaag,27.727777,2.9277778
1964-02,Sool,29.675001,0.5416667
1964-02,Togdheer,29.039999,0.44
1964-02,Woqooyi Galbeed,29.02,0.56
1964-03,Awdal,31.925001,8.9
1964-03,Bakool,35.775,9.275
1964-03,Banadir,34.2600015,4.9100000999999995
1964-03,Bari,31.233335,6.6750007
1964-03,Bay,35.5,11.900001
1964-03,Galgaduud,34.705883,1.8294119
1964-03,Gedo,37.24286,20.964289
1964-03,Hiraan,35.254547,3.2
1964-03,Lower Juba,35.52941,21.005882
1964-03,Lower Shabelle,34.54,6.08
1964-03,Middle Juba,35.96,19.060001
1964-03,Middle Shabelle,33.980003,3.7400002
1964-03,Mudug,33.811768,0.6764706
1964-03,Nugaal,32.430004,1.6700001
1964-03,Sanaag,29.600002,7.2777777
1964-03,Sool,31.458334,1.6416668
1964-03,Togdheer,30.98,3.1299996
1964-03,Woqooyi Galbeed,31.279999,7.78
1964-04,Awdal,32.100002,43.65
1964-04,Bakool,33.912502,176.13751
1964-04,Banadir,33.655001,110.9800025
1964-04,Bari,33.008335,19.316668
1964-04,Bay,33.69286,199.49287
1964-04,Galgaduud,34.64118,40.92353
1964-04,Gedo,34.45714,190.61429
1964-04,Hiraan,34.481815,90.59091
1964-04,Lower Juba,33.917645,135.41176
1964-04,Lower Shabelle,33.55,141.72
1964-04,Middle Juba,34.079998,173.7
1964-04,Middle Shabelle,33.760002,80.240005
1964-04,Mudug,34.458824,15.741177
1964-04,Nugaal,33.43,15.3
1964-04,Sanaag,30.5,32.5
1964-04,Sool,31.949999,27.575003
1964-04,Togdheer,30.719997,55.68
1964-04,Woqooyi Galbeed,31.0,56.310005
1964-05,Awdal,33.675,22.95
1964-05,Bakool,32.25,138.52501
1964-05,Banadir,31.934998500000003,212.48000000000002
1964-05,Bari,34.162502,20.220835
1964-05,Bay,32.007145,165.9
1964-05,Galgaduud,33.34706,80.29412
1964-05,Gedo,33.157143,49.664288
1964-05,Hiraan,32.81818,170.55455
1964-05,Lower Juba,32.135296,138.2
1964-05,Lower Shabelle,31.789999,213.88
1964-05,Middle Juba,32.44,138.18001
1964-05,Middle Shabelle,32.079998,211.08
1964-05,Mudug,33.8,24.129412
1964-05,Nugaal,33.61,15.940001
1964-05,Sanaag,31.661112,31.133335
1964-05,Sool,32.441666,22.6
1964-05,Togdheer,30.930002,43.95
1964-05,Woqooyi Galbeed,31.830002,41.920002
1964-06,Awdal,35.850002,6.5
1964-06,Bakool,31.337502,1.3125
1964-06,Banadir,30.62,13.0999995
1964-06,Bari,33.333332,3.6208334
1964-06,Bay,31.107143,8.078572
1964-06,Galgaduud,31.952942,2.3000002
1964-06,Gedo,32.67143,4.307143
1964-06,Hiraan,31.536366,2.8363638
1964-06,Lower Juba,31.0,65.61176
1964-06,Lower Shabelle,30.6,17.16
1964-06,Middle Juba,31.36,28.2
1964-06,Middle Shabelle,30.64,9.039999
1964-06,Mudug,32.35294,0.5588235
1964-06,Nugaal,32.379997,1.3300002
1964-06,Sanaag,31.67222,11.155557
1964-06,Sool,31.875002,5.616667
1964-06,Togdheer,30.84,17.05
1964-06,Woqooyi Galbeed,32.81,17.29
1964-07,Awdal,36.025,64.7
1964-07,Bakool,29.312502,4.325
1964-07,Banadir,28.885001000000003,28.120001
1964-07,Bari,32.095837,3.3666668
1964-07,Bay,29.042856,17.907143
1964-07,Galgaduud,30.270586,2.0705884
1964-07,Gedo,30.371428,4.292857
1964-07,Hiraan,29.781816,5.9545455
1964-07,Lower Juba,29.417648,23.741177
1964-07,Lower Shabelle,28.85,37.120003
1964-07,Middle Juba,29.52,22.920002
1964-07,Middle Shabelle,28.920002,19.119999
1964-07,Mudug,30.847061,0.1
1964-07,Nugaal,31.15,0.060000002
1964-07,Sanaag,30.661112,9.911111
1964-07,Sool,30.708334,2.0916667
1964-07,Togdheer,29.65,18.790003
1964-07,Woqooyi Galbeed,31.920002,53.359997
1964-08,Awdal,35.7,80.225006
1964-08,Bakool,30.275,15.2875
1964-08,Banadir,29.235000499999998,64.9700015
1964-08,Bari,32.104168,5.7500005
1964-08,Bay,29.928572,38.085716
1964-08,Galgaduud,30.547058,7.405882
1964-08,Gedo,31.621428,8.3785715
1964-08,Hiraan,30.309093,19.890907
1964-08,Lower Juba,30.023531,35.14706
1964-08,Lower Shabelle,29.310001,70.98
1964-08,Middle Juba,30.340002,42.940002
1964-08,Middle Shabelle,29.16,58.960003
1964-08,Mudug,31.00588,0.85294116
1964-08,Nugaal,31.36,0.43
1964-08,Sanaag,30.755554,11.405556
1964-08,Sool,30.908335,2.1583335
1964-08,Togdheer,29.800003,20.43
1964-08,Woqooyi Galbeed,31.87,65.01
1964-09,Awdal,34.575,34.925
1964-09,Bakool,31.975,2.3625
1964-09,Banadir,30.5350025,3.7550002
1964-09,Bari,33.808334,6.9
1964-09,Bay,31.185717,2.507143
1964-09,Galgaduud,32.47059,1.4294118
1964-09,Gedo,32.92143,1.0642858
1964-09,Hiraan,32.03636,2.1181817
1964-09,Lower Juba,30.911764,7.3411765
1964-09,Lower Shabelle,30.390003,4.13
1964-09,Middle Juba,31.280003,4.8
1964-09,Middle Shabelle,30.680002,3.3800004
1964-09,Mudug,32.970592,0.30588233
1964-09,Nugaal,33.280006,1.4800001
1964-09,Sanaag,32.350002,16.272224
1964-09,Sool,32.758335,6.4083333
1964-09,Togdheer,31.34,25.3
1964-09,Woqooyi Galbeed,32.54,47.78
1964-10,Awdal,31.525,5.4500003
1964-10,Bakool,31.6375,30.2875
1964-10,Banadir,30.915001,15.535001
1964-10,Bari,31.962502,18.420832
1964-10,Bay,31.4,21.192858
1964-10,Galgaduud,32.229412,40.876472
1964-10,Gedo,32.82143,21.842855
1964-10,Hiraan,31.890911,24.963636
1964-10,Lower Juba,31.80588,6.029412
1964-10,Lower Shabelle,30.890003,11.07
1964-10,Middle Juba,31.9,8.24
1964-10,Middle Shabelle,30.939999,20.000002
1964-10,Mudug,32.45294,44.964706
1964-10,Nugaal,32.170002,40.440002
1964-10,Sanaag,29.738892,20.161112
1964-10,Sool,30.933334,33.358334
1964-10,Togdheer,29.539999,28.37
1964-10,Woqooyi Galbeed,30.2,9.2
1964-11,Awdal,30.95,0.825
1964-11,Bakool,31.912502,3.9
1964-11,Banadir,31.405,5.3549999
1964-11,Bari,30.016668,7.679167
1964-11,Bay,31.685717,2.964286
1964-11,Galgaduud,32.22353,5.847059
1964-11,Gedo,32.70714,7.528571
1964-11,Hiraan,32.254543,2.4818182
1964-11,Lower Juba,32.65294,5.3470592
1964-11,Lower Shabelle,31.51,3.9299998
1964-11,Middle Juba,32.420002,3.9
1964-11,Middle Shabelle,31.3,6.78
1964-11,Mudug,31.882353,2.829412
1964-11,Nugaal,30.88,4.29
1964-11,Sanaag,28.211113,4.7222223
1964-11,Sool,29.849998,2.325
1964-11,Togdheer,29.2,1.5000001
1964-11,Woqooyi Galbeed,29.89,0.73
1964-12,Awdal,28.1,24.975002
1964-12,Bakool,31.3375,24.5375
1964-12,Banadir,31.3249995,30.910001
1964-12,Bari,27.783333,3.6708336
1964-12,Bay,31.414286,31.628572
1964-12,Galgaduud,31.464706,6.435294
1964-12,Gedo,32.142857,52.478573
1964-12,Hiraan,31.854546,20.809092
1964-12,Lower Juba,32.335297,17.664705
1964-12,Lower Shabelle,31.470001,33.5
1964-12,Middle Juba,32.120003,24.54
1964-12,Middle Shabelle,31.179998,28.320002
1964-12,Mudug,30.758825,1.8588235
1964-12,Nugaal,29.030003,1.3199999
1964-12,Sanaag,25.6,1.1611111
1964-12,Sool,27.216667,0.13333334
1964-12,Togdheer,26.530003,1.0400001
1964-12,Woqooyi Galbeed,27.15,6.29
1965-01,Awdal,29.425,1.075
1965-01,Bakool,32.800003,0.8125
1965-01,Banadir,31.57,1.370000075
1965-01,Bari,28.4125,3.9458332
1965-01,Bay,32.700005,1.507143
1965-01,Galgaduud,31.735294,1.1647059
1965-01,Gedo,34.464287,4.2714286
1965-01,Hiraan,32.38182,0.60909086
1965-01,Lower Juba,33.09412,4.4176474
1965-01,Lower Shabelle,31.88,0.76000005
1965-01,Middle Juba,33.36,2.8200002
1965-01,Middle Shabelle,31.26,1.9800001
1965-01,Mudug,30.935295,0.45882353
1965-01,Nugaal,29.55,0.95
1965-01,Sanaag,26.794443,1.1611112
1965-01,Sool,28.308334,0.15
1965-01,Togdheer,28.05,0.19000001
1965-01,Woqooyi Galbeed,28.689999,0.3
1965-02,Awdal,31.175,0.2
1965-02,Bakool,34.6875,0.7875
1965-02,Banadir,32.765,0.175
1965-02,Bari,29.620834,3.4291668
1965-02,Bay,34.36429,0.40714288
1965-02,Galgaduud,33.229412,0.32941177
1965-02,Gedo,36.57857,0.9928571
1965-02,Hiraan,33.845455,0.05454546
1965-02,Lower Juba,34.39412,0.21764708
1965-02,Lower Shabelle,33.07,0.05
1965-02,Middle Juba,34.8,0.28000003
1965-02,Middle Shabelle,32.46,0.3
1965-02,Mudug,32.25294,0.111764714
1965-02,Nugaal,30.84,0.46000004
1965-02,Sanaag,28.33889,2.9277778
1965-02,Sool,30.183334,0.5416667
1965-02,Togdheer,30.230001,0.41000003
1965-02,Woqooyi Galbeed,30.63,0.15
1965-03,Awdal,32.175,0.925
1965-03,Bakool,35.3875,0.7125
1965-03,Banadir,33.665,1.055000025
1965-03,Bari,31.15,6.6750007
1965-03,Bay,35.035717,1.1285714
1965-03,Galgaduud,34.32941,1.6294118
1965-03,Gedo,37.021427,6.9857144
1965-03,Hiraan,34.763638,0.29090908
1965-03,Lower Juba,35.02353,7.8470583
1965-03,Lower Shabelle,33.91,0.51000005
1965-03,Middle Juba,35.359997,4.52
1965-03,Middle Shabelle,33.42,1.6
1965-03,Mudug,33.48235,0.6764706
1965-03,Nugaal,32.21,1.6700001
1965-03,Sanaag,29.583334,7.266667
1965-03,Sool,31.349998,1.6
1965-03,Togdheer,31.189997,0.78
1965-03,Woqooyi Galbeed,31.63,0.64
1965-04,Awdal,31.300001,35.2
1965-04,Bakool,34.100002,90.0125
1965-04,Banadir,33.855001,55.29
1965-04,Bari,32.720837,19.862501
1965-04,Bay,34.05,78.77857
1965-04,Galgaduud,34.764706,44.78824
1965-04,Gedo,34.964287,67.32143
1965-04,Hiraan,34.627274,60.08182
1965-04,Lower Juba,34.194122,19.5
1965-04,Lower Shabelle,33.79,57.8
1965-04,Middle Juba,34.46,35.760002
1965-04,Middle Shabelle,33.920002,52.78
1965-04,Mudug,34.57059,25.758823
1965-04,Nugaal,33.43,24.28
1965-04,Sanaag,30.216667,29.900002
1965-04,Sool,31.833334,31.291666
1965-04,Togdheer,30.27,46.510002
1965-04,Woqooyi Galbeed,30.420002,40.77
1965-05,Awdal,35.65,3.7250001
1965-05,Bakool,33.25,30.1875
1965-05,Banadir,32.6100045,42.705004
1965-05,Bari,33.912502,23.220835
1965-05,Bay,32.907143,30.62143
1965-05,Galgaduud,33.970592,70.71764
1965-05,Gedo,34.18571,15.357142
1965-05,Hiraan,33.518185,46.609093
1965-05,Lower Juba,32.82353,37.511765
1965-05,Lower Shabelle,32.560005,37.590004
1965-05,Middle Juba,33.2,26.66
1965-05,Middle Shabelle,32.660004,47.820004
1965-05,Mudug,34.094116,90.22353
1965-05,Nugaal,33.8,72.4
1965-05,Sanaag,32.350002,34.966667
1965-05,Sool,33.341667,62.675
1965-05,Togdheer,32.63,47.33
1965-05,Woqooyi Galbeed,33.77,9.030001
1965-06,Awdal,36.875,3.325
1965-06,Bakool,31.5875,13.262501
1965-06,Banadir,30.619999,57.370005500000005
1965-06,Bari,33.270836,3.6208334
1965-06,Bay,31.20714,58.34286
1965-06,Galgaduud,32.088234,3.0411763
1965-06,Gedo,32.842857,14.207145
1965-06,Hiraan,31.70909,12.145455
1965-06,Lower Juba,30.882353,125.51766
1965-06,Lower Shabelle,30.579998,93.78001
1965-06,Middle Juba,31.340002,102.8
1965-06,Middle Shabelle,30.66,20.960001
1965-06,Mudug,32.417645,0.5588235
1965-06,Nugaal,32.420002,1.3300002
1965-06,Sanaag,31.977776,9.572223
1965-06,Sool,32.141666,3.6499999
1965-06,Togdheer,31.460001,8.08
1965-06,Woqooyi Galbeed,33.7,8.42
1965-07,Awdal,37.825,10.275
1965-07,Bakool,30.325,8.5
1965-07,Banadir,29.485000499999998,38.375
1965-07,Bari,32.095837,3.3666668
1965-07,Bay,29.921429,31.250002
1965-07,Galgaduud,30.882353,3.017647
1965-07,Gedo,31.499998,8.278571
1965-07,Hiraan,30.500002,8.445455
1965-07,Lower Juba,30.029413,25.688236
1965-07,Lower Shabelle,29.470001,50.329998
1965-07,Middle Juba,30.220001,34.08
1965-07,Middle Shabelle,29.5,26.420002
1965-07,Mudug,31.258825,0.18823531
1965-07,Nugaal,31.45,0.060000002
1965-07,Sanaag,31.372223,8.661111
1965-07,Sool,31.466667,1.2666667
1965-07,Togdheer,30.940002,5.42
1965-07,Woqooyi Galbeed,33.559998,9.63
1965-08,Awdal,36.625004,23.425001
1965-08,Bakool,30.7,2.2625
1965-08,Banadir,29.909999499999998,15.16
1965-08,Bari,32.283333,5.7500005
1965-08,Bay,30.264286,7.678571
1965-08,Galgaduud,31.252945,1.4411764
1965-08,Gedo,31.692858,1.5857143
1965-08,Hiraan,30.936363,3.5636365
1965-08,Lower Juba,30.435295,8.035295
1965-08,Lower Shabelle,29.88,17.52
1965-08,Middle Juba,30.640003,9.620001
1965-08,Middle Shabelle,29.939999,12.8
1965-08,Mudug,31.564705,0.08235294
1965-08,Nugaal,31.65,0.42
1965-08,Sanaag,31.244446,10.522222
1965-08,Sool,31.441668,1.5
1965-08,Togdheer,30.7,6.38
1965-08,Woqooyi Galbeed,32.870003,19.23
1965-09,Awdal,35.025,11.625
1965-09,Bakool,32.6625,5.3625
1965-09,Banadir,31.464999,10.6550005
1965-09,Bari,33.779167,7.8291664
1965-09,Bay,32.221428,7.3142853
1965-09,Galgaduud,32.929413,9.411765
1965-09,Gedo,33.978573,5.5928574
1965-09,Hiraan,32.66364,8.79091
1965-09,Lower Juba,31.92353,25.335295
1965-09,Lower Shabelle,31.429998,10.01
1965-09,Middle Juba,32.379997,12.44
1965-09,Middle Shabelle,31.5,11.300001
1965-09,Mudug,33.25294,8.000001
1965-09,Nugaal,33.29,13.920001
1965-09,Sanaag,32.233337,18.344444
1965-09,Sool,32.666668,20.333334
1965-09,Togdheer,31.460001,27.25
1965-09,Woqooyi Galbeed,32.81,16.58
1965-10,Awdal,32.024998,12.25
1965-10,Bakool,31.662502,160.5875
1965-10,Banadir,31.3100015,173.035005
1965-10,Bari,32.2625,18.074999
1965-10,Bay,31.45714,184.77858
1965-10,Galgaduud,32.52353,117.5
1965-10,Gedo,32.635715,78.450005
1965-10,Hiraan,32.227272,183.3091
1965-10,Lower Juba,32.011765,84.35294
1965-10,Lower Shabelle,31.240002,147.23001
1965-10,Middle Juba,32.04,123.81999
1965-10,Middle Shabelle,31.380001,198.84
1965-10,Mudug,32.68235,49.135296
1965-10,Nugaal,32.260002,34.04
1965-10,Sanaag,29.87778,20.38889
1965-10,Sool,30.891668,30.4
1965-10,Togdheer,29.539999,39.68
1965-10,Woqooyi Galbeed,30.529999,20.59
1965-11,Awdal,29.7,10.925
1965-11,Bakool,31.5125,128.35
1965-11,Banadir,31.535,126.484995
1965-11,Bari,30.525,8.045834
1965-11,Bay,31.457142,161.06429
1965-11,Galgaduud,32.429413,37.788235
1965-11,Gedo,32.221428,159.53572
1965-11,Hiraan,32.29091,94.38183
1965-11,Lower Juba,32.35882,65.29412
1965-11,Lower Shabelle,31.490002,140.26999
1965-11,Middle Juba,32.159996,105.4
1965-11,Middle Shabelle,31.579998,112.7
1965-11,Mudug,32.217644,23.09412
1965-11,Nugaal,31.05,12.38
1965-11,Sanaag,27.977776,5.2166667
1965-11,Sool,29.333334,5.8416667
1965-11,Togdheer,27.960001,9.25
1965-11,Woqooyi Galbeed,28.560001,8.64
1965-12,Awdal,29.050001,1.075
1965-12,Bakool,32.8875,1.5125
1965-12,Banadir,32.070002,5.235
1965-12,Bari,28.375,3.6708336
1965-12,Bay,32.914284,2.4714284
1965-12,Galgaduud,32.17059,2.9588237
1965-12,Gedo,34.307144,1.7642858
1965-12,Hiraan,32.727272,2.409091
1965-12,Lower Juba,33.382355,1.5176471
1965-12,Lower Shabelle,32.340004,4.11
1965-12,Middle Juba,33.500004,1.46
1965-12,Middle Shabelle,31.8,6.36
1965-12,Mudug,31.223532,1.2235295
1965-12,Nugaal,29.48,1.3199999
1965-12,Sanaag,26.394445,1.0944445
1965-12,Sool,28.166666,0.116666675
1965-12,Togdheer,27.61,0.09
1965-12,Woqooyi Galbeed,28.060001,0.22
1966-01,Awdal,29.675001,0.9250001
1966-01,Bakool,33.587498,0.83750004
1966-01,Banadir,32.269999999999996,2.425
1966-01,Bari,28.566666,3.9458332
1966-01,Bay,33.55,1.4214287
1966-01,Galgaduud,32.300003,1.2705883
1966-01,Gedo,35.37143,2.0857143
1966-01,Hiraan,33.045456,1.1454545
1966-01,Lower Juba,34.035297,2.1
1966-01,Lower Shabelle,32.68,1.35
1966-01,Middle Juba,34.22,1.32
1966-01,Middle Shabelle,31.86,3.5
1966-01,Mudug,31.276472,0.45882353
1966-01,Nugaal,29.829998,0.95
1966-01,Sanaag,27.0,1.1666666
1966-01,Sool,28.783333,0.15
1966-01,Togdheer,28.420002,0.25
1966-01,Woqooyi Galbeed,28.8,0.45
1966-02,Awdal,28.125,11.950001
1966-02,Bakool,34.225,17.9125
1966-02,Banadir,33.4250015,4.0950001
1966-02,Bari,29.824999,3.4291668
1966-02,Bay,34.52143,8.5
1966-02,Galgaduud,33.329414,2.7588236
1966-02,Gedo,36.042854,22.035711
1966-02,Hiraan,34.081814,3.9272728
1966-02,Lower Juba,35.005886,2.7294118
1966-02,Lower Shabelle,33.71,1.6900002
1966-02,Middle Juba,35.18,5.34
1966-02,Middle Shabelle,33.140003,6.5
1966-02,Mudug,32.529415,0.51176476
1966-02,Nugaal,30.840002,0.46000004
1966-02,Sanaag,27.355556,3.372222
1966-02,Sool,28.891665,0.95833343
1966-02,Togdheer,27.5,3.09
1966-02,Woqooyi Galbeed,27.670002,6.94
1966-03,Awdal,30.45,1.225
1966-03,Bakool,35.075,21.6625
1966-03,Banadir,34.219997500000005,11.675
1966-03,Bari,31.250002,8.125
1966-03,Bay,35.007145,18.921429
1966-03,Galgaduud,34.582355,15.017648
1966-03,Gedo,36.364285,27.907145
1966-03,Hiraan,35.045456,14.99091
1966-03,Lower Juba,35.229412,12.258823
1966-03,Lower Shabelle,34.379997,10.75
1966-03,Middle Juba,35.54,12.06
1966-03,Middle Shabelle,34.059998,12.6
1966-03,Mudug,33.84706,23.211767
1966-03,Nugaal,32.390003,20.789999
1966-03,Sanaag,29.072226,9.8555565
1966-03,Sool,30.783335,12.625
1966-03,Togdheer,29.730001,7.5
1966-03,Woqooyi Galbeed,29.86,0.8
1966-04,Awdal,31.099998,14.450001
1966-04,Bakool,33.1375,140.65001
1966-04,Banadir,33.185003,114.65000500000001
1966-04,Bari,32.516666,19.645834
1966-04,Bay,33.05,173.72144
1966-04,Galgaduud,34.058823,45.082355
