time,admin1,TA,PA,DL,conflicts,month
1997-11,Middle_Juba,-0.745801434668688,1.965896589802649,0,0.0,November
1997-11,Middle_Shabelle,-0.7361126883563939,0.7202660646507222,0,1.0,November
1997-11,Mudug,-0.2179112261113669,0.5398711619558073,0,0.0,November
1997-11,Nugaal,0.7879794632433281,0.7538350693896382,1,0.0,November
1997-11,Sanaag,1.1947218732140037,1.5335495630216682,2,0.0,November
1997-11,Sool,0.8823904434269069,1.1653930698562556,3,0.0,November
1997-11,Togdheer,0.628971028575184,1.143512006535932,4,0.0,November
1997-11,Woqooyi_Galbeed,0.6114477229719983,1.3783094707820005,5,1.0,November
1997-12,Awdal,0.36850841637551524,2.239036265451469,6,0.0,December
1997-12,Bakool,-1.4047829128481706,0.8760860131970567,0,0.0,December
1997-12,Banadir,-1.2245209441144305,1.0054395782561547,0,0.0,December
1997-12,Bari,1.3413858980004465,1.1304136176972035,1,1.0,December
1997-12,Bay,-1.4437648253903836,1.530551267896907,0,0.0,December
1997-12,Galgaduud,-1.1171043415819424,0.7775438775859076,0,0.0,December
1997-12,Gedo,-1.5753115967858013,2.0650483861811897,0,0.0,December
1997-12,Hiraan,-1.2412631321843697,0.9232542203685834,0,0.0,December
1997-12,Lower_Juba,-1.6596818805518525,2.1044432921933436,0,0.0,December
1997-12,Lower_Shabelle,-1.3089525516540805,1.1919580175209716,0,1.0,December
1997-12,Middle_Juba,-1.5573834193738811,1.8823081226460605,0,0.0,December
1997-12,Middle_Shabelle,-1.126227327903161,0.7195953290482139,0,0.0,December
1997-12,Mudug,-0.3611284849573611,0.5643089733967832,0,0.0,December
1997-12,Nugaal,0.6571689812694624,0.7317954551938036,1,0.0,December
1997-12,Sanaag,1.0377723486895645,1.6753991660790837,2,0.0,December
1997-12,Sool,0.7113027678370293,1.1002019196481176,3,0.0,December
1997-12,Togdheer,0.41370135606917374,1.1009638004380864,4,0.0,December
1997-12,Woqooyi_Galbeed,0.3713468945519475,1.4254386441830755,5,0.0,December
1998-01,Awdal,0.8470728756389133,1.1880050361458554,6,0.0,January
1998-01,Bakool,-0.5046777227457718,1.3239848385645996,0,0.0,January
1998-01,Banadir,-0.5976994869832758,0.9388339747615536,0,0.0,January
1998-01,Bari,1.488679592803362,0.573983898145554,1,0.0,January
1998-01,Bay,-0.6670365750761444,1.4273432364960208,0,0.0,January
1998-01,Galgaduud,-0.26300489254585463,0.8161066867215122,0,0.0,January
1998-01,Gedo,-0.6590138853769911,2.1917452508416564,0,0.0,January
1998-01,Hiraan,-0.4687755810726526,1.0121241476128011,0,0.0,January
1998-01,Lower_Juba,-0.9845512803685508,1.2890114036403286,0,0.0,January
1998-01,Lower_Shabelle,-0.6787071398947028,1.0407846463450536,0,0.0,January
1998-01,Middle_Juba,-0.853456742971629,1.2698147583768853,0,0.0,January
1998-01,Middle_Shabelle,-0.5082907930620642,0.766735371949427,0,0.0,January
1998-01,Mudug,0.2809268787640829,0.5484904227917634,1,0.0,January
1998-01,Nugaal,0.9380220913489049,0.4887100380967864,2,0.0,January
1998-01,Sanaag,1.295652426190963,0.7885196652086272,3,0.0,January
1998-01,Sool,1.0273025964787321,0.6899026231074205,4,0.0,January
1998-01,Togdheer,0.8627869153544165,0.7749142018933485,5,0.0,January
1998-01,Woqooyi_Galbeed,0.8972727369804812,0.8746463107613173,6,0.0,January
1998-02,Awdal,1.004233597666395,0.534561615833287,7,0.0,February
1998-02,Bakool,0.024128014469826816,0.496694032189054,8,0.0,February
1998-02,Banadir,-0.12002496086236802,0.14840241892163106,0,0.0,February
1998-02,Bari,1.651853098175872,0.213051492812982,1,0.0,February
1998-02,Bay,-0.10755304080113852,0.6404896158009018,0,0.0,February
1998-02,Galgaduud,0.18314314976816085,0.17637452660322986,1,0.0,February
1998-02,Gedo,-0.04482025456863031,1.5191464361788984,0,0.0,February
1998-02,Hiraan,0.026130232606783405,0.20668687524631082,1,0.0,February
1998-02,Lower_Juba,-0.3009720842070438,0.55690459347216,0,0.0,February
1998-02,Lower_Shabelle,-0.16734312061571677,0.289766333403822,0,0.0,February
1998-02,Middle_Juba,-0.21246096525470173,0.4687823917908462,0,0.0,February
1998-02,Middle_Shabelle,-0.06999551058571936,0.13475504290777002,0,0.0,February
1998-02,Mudug,0.6097788929953795,0.1483664268599577,1,0.0,February
1998-02,Nugaal,1.1420691877341043,0.07622458301045872,2,0.0,February
1998-02,Sanaag,1.430944894306376,0.1968497737941811,3,0.0,February
1998-02,Sool,1.1988223538435756,-0.0312458065150417,4,0.0,February
1998-02,Togdheer,1.045714763398223,0.03061151434440305,5,0.0,February
1998-02,Woqooyi_Galbeed,1.074997601960928,0.16206762656352855,6,0.0,February
1998-03,Awdal,1.863863520078682,0.5446917879024787,7,0.0,March
1998-03,Bakool,0.5721779831407362,0.330076413152989,8,0.0,March
1998-03,Banadir,0.34686502100999966,0.13139070146798648,9,1.0,March
1998-03,Bari,2.353548877231276,0.2288596379122081,10,0.0,March
1998-03,Bay,0.4795648533369545,0.5765241626155134,11,1.0,March
1998-03,Galgaduud,0.5665370032994171,0.11354827219108525,12,0.0,March
1998-03,Gedo,0.6111094573791075,1.208753827675186,13,1.0,March
1998-03,Hiraan,0.4817526033843336,0.14174937620841735,14,0.0,March
1998-03,Lower_Juba,0.40342938447884413,0.5244469353906034,15,3.0,March
1998-03,Lower_Shabelle,0.3452998349833674,0.28705012073139297,16,0.0,March
1998-03,Middle_Juba,0.4394507303996454,0.5130944874760855,17,0.0,March
1998-03,Middle_Shabelle,0.34321942086335105,0.09210920113419067,18,0.0,March
1998-03,Mudug,1.1497317521357926,0.12546330997330749,19,0.0,March
1998-03,Nugaal,1.862303446111163,0.13654743354684515,20,0.0,March
1998-03,Sanaag,2.238777766651293,0.2164409010257018,21,0.0,March
1998-03,Sool,2.013374461836089,0.010503101958944957,22,0.0,March
1998-03,Togdheer,1.8620075277705823,0.0540548180890598,23,0.0,March
1998-03,Woqooyi_Galbeed,1.9012048049511083,0.17216626634999643,24,0.0,March
1998-04,Awdal,2.3995219863405652,-0.24788761281743532,25,0.0,April
1998-04,Bakool,0.5038125329664748,-0.283987772473721,26,0.0,April
1998-04,Banadir,0.13448914021563055,0.014620901845490189,27,1.0,April
1998-04,Bari,2.7063075084086936,-0.06522362421161054,28,0.0,April
1998-04,Bay,0.268920359600567,0.1621789169746075,29,0.0,April
1998-04,Galgaduud,0.5445553110431877,-0.13184046703219265,30,0.0,April
1998-04,Gedo,0.4483057807709754,0.3949920895216135,31,0.0,April
1998-04,Hiraan,0.40188704746107606,-0.17051394849608123,32,0.0,April
1998-04,Lower_Juba,0.07100988522607633,0.5685765445703673,33,1.0,April
1998-04,Lower_Shabelle,0.09427777405897704,0.15501233602062003,34,0.0,April
1998-04,Middle_Juba,0.1293039671611622,0.3978363540862228,35,0.0,April
1998-04,Middle_Shabelle,0.1746075773313194,-0.03500408460797925,36,0.0,April
1998-04,Mudug,1.2293602161628892,-0.0379699779817243,37,0.0,April
1998-04,Nugaal,2.09224164834915,-0.05388621505590324,38,1.0,April
1998-04,Sanaag,2.630783138814006,-0.3418033500485324,39,0.0,April
1998-04,Sool,2.3336017346966216,-0.3614636392105867,40,0.0,April
1998-04,Togdheer,2.212240435680879,-0.40394643240574973,41,0.0,April
1998-04,Woqooyi_Galbeed,2.321737423723372,-0.40008765863326473,42,0.0,April
1998-05,Awdal,2.2304428082350474,-0.35420130549262235,43,0.0,May
1998-05,Bakool,0.6515065041689144,-0.22957462387213826,44,0.0,May
1998-05,Banadir,0.22753271697404095,0.14445649099348848,45,3.0,May
1998-05,Bari,2.535675785127719,-0.07119514581083074,46,0.0,May
1998-05,Bay,0.4222784294467404,0.21553209352619504,47,2.0,May
1998-05,Galgaduud,0.6026313599805411,-0.042293467309539035,48,0.0,May
1998-05,Gedo,0.6644331782397568,0.2523855242765245,49,0.0,May
1998-05,Hiraan,0.5026151009683741,-0.0799599866207361,50,0.0,May
1998-05,Lower_Juba,0.3046195296033613,0.8866795383799717,51,0.0,May
1998-05,Lower_Shabelle,0.2024665669362905,0.2537148525602155,52,0.0,May
1998-05,Middle_Juba,0.309429943645883,0.7092796035490908,53,0.0,May
1998-05,Middle_Shabelle,0.25223084941043333,0.00761472104260381,54,0.0,May
1998-05,Mudug,1.1047477329822493,0.03790407746798369,55,0.0,May
1998-05,Nugaal,1.8170092575612982,-0.013120552764057639,56,1.0,May
1998-05,Sanaag,2.3988318275575433,-0.37586016661164995,57,0.0,May
1998-05,Sool,2.0555921029321964,-0.24850436257982075,58,0.0,May
1998-05,Togdheer,1.9768541298549165,-0.27445095973210654,59,0.0,May
1998-05,Woqooyi_Galbeed,2.1321503891081,-0.3299982501008645,60,0.0,May
1998-06,Awdal,2.2366630574719957,0.8350125398704806,61,0.0,June
1998-06,Bakool,0.9959652253267822,0.08337983768537499,62,0.0,June
1998-06,Banadir,0.3968566787665549,0.27355040192028796,63,0.0,June
1998-06,Bari,2.441467974099254,0.4641032811939672,64,0.0,June
1998-06,Bay,0.6541995596338553,0.5526861685434193,65,1.0,June
1998-06,Galgaduud,0.9316570938179831,0.0630542577385557,66,0.0,June
1998-06,Gedo,0.9865168557182799,0.7604034329019113,67,0.0,June
1998-06,Hiraan,0.7875740044209353,0.09539073908821688,68,0.0,June
1998-06,Lower_Juba,0.4030225022266501,1.134901551188445,69,0.0,June
1998-06,Lower_Shabelle,0.3554968386283359,0.3909995951293235,70,0.0,June
1998-06,Middle_Juba,0.458013751260163,0.9192194948513026,71,0.0,June
1998-06,Middle_Shabelle,0.4376047408494208,0.09152889083589538,72,0.0,June
1998-06,Mudug,1.2225000631340739,0.045647570304633546,73,0.0,June
1998-06,Nugaal,1.7024895506934026,-0.06579160595472777,74,0.0,June
1998-06,Sanaag,2.2925364284005987,0.31332978128107364,75,0.0,June
1998-06,Sool,1.958897732640234,-0.22497403702334826,76,0.0,June
1998-06,Togdheer,1.9366331658868223,-0.21776507297411232,77,0.0,June
1998-06,Woqooyi_Galbeed,2.1199272173316412,0.15347925633466272,78,0.0,June
1998-07,Awdal,1.6749714650720409,0.9437526345897845,79,0.0,July
1998-07,Bakool,0.7927658452900462,0.07449628699137112,80,0.0,July
1998-07,Banadir,0.37014802575113115,0.34792634718741616,81,0.0,July
1998-07,Bari,2.0999848081876458,0.5073142581315563,82,0.0,July
1998-07,Bay,0.5291465160271638,0.727168880207695,83,0.0,July
1998-07,Galgaduud,0.7974781504224538,0.04691844110316492,84,0.0,July
1998-07,Gedo,0.7695523025773027,0.8702463926490897,85,0.0,July
1998-07,Hiraan,0.6633188268371516,0.057685541915850014,86,0.0,July
1998-07,Lower_Juba,0.2989171837939319,2.0733049807207125,87,0.0,July
1998-07,Lower_Shabelle,0.3214947251620205,0.6247630523390986,88,0.0,July
1998-07,Middle_Juba,0.36072961562974887,1.5876847132185727,89,0.0,July
1998-07,Middle_Shabelle,0.41832412726237056,0.0832303527530641,90,0.0,July
1998-07,Mudug,1.0246609450802182,0.021961464455186454,91,0.0,July
1998-07,Nugaal,1.4008791426606901,-0.044016822978559696,92,0.0,July
1998-07,Sanaag,1.8293027370627943,0.37294706567750796,93,0.0,July
1998-07,Sool,1.5383138043197084,-0.3503117132032317,94,0.0,July
1998-07,Togdheer,1.4714711531185312,-0.35392386059024045,95,0.0,July
1998-07,Woqooyi_Galbeed,1.5801475446706739,0.11023990434562851,96,0.0,July
1998-08,Awdal,1.2949379377725916,1.2181925361672956,97,0.0,August
1998-08,Bakool,0.4357081030269235,0.0997537868516532,98,0.0,August
1998-08,Banadir,0.11425053784286925,0.20277800160821327,99,1.0,August
1998-08,Bari,1.7324493936900331,0.7113175597489997,100,0.0,August
1998-08,Bay,0.16166243688605744,0.5781439989480771,101,2.0,August
1998-08,Galgaduud,0.591013378448076,0.028599339341551514,102,0.0,August
1998-08,Gedo,0.2887665838585403,0.835441830257269,103,0.0,August
1998-08,Hiraan,0.4092007859071527,0.023601077614549066,104,0.0,August
1998-08,Lower_Juba,-0.18166330392444807,1.28270534091044,0,0.0,August
1998-08,Lower_Shabelle,0.03639949994774124,0.384214997771948,1,0.0,August
1998-08,Middle_Juba,-0.0722006842368369,0.9501213644042504,0,0.0,August
1998-08,Middle_Shabelle,0.19452067559630792,0.06553159633033706,1,0.0,August
1998-08,Mudug,0.839225551046054,0.010954207079236986,2,0.0,August
1998-08,Nugaal,1.1561223541321508,-0.0724491010897153,3,0.0,August
1998-08,Sanaag,1.439464124311986,0.6220429547985851,4,0.0,August
1998-08,Sool,1.2228382606848827,-0.6007645784489405,5,0.0,August
1998-08,Togdheer,1.144143033195739,-0.6645589689067916,6,0.0,August
1998-08,Woqooyi_Galbeed,1.2075264954484213,-0.012142342431503287,7,0.0,August
1998-09,Awdal,1.1062319535254943,-0.1833855260125173,8,0.0,September
1998-09,Bakool,-0.44136564124519356,-0.04035216373452826,0,0.0,September
1998-09,Banadir,-0.3779971576197674,0.10519760218748686,0,3.0,September
1998-09,Bari,1.2833331934544063,0.041089524007730055,1,0.0,September
1998-09,Bay,-0.471486872586602,0.24109358972301845,0,0.0,September
1998-09,Galgaduud,-0.2822812775574663,-0.009396355598435612,0,0.0,September
1998-09,Gedo,-0.5319563221972247,0.33855506415300307,0,0.0,September
