,time,Previous (Departure) Region,index,admin1_origin,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts,conflicts_lag1,conflicts_lag2,conflicts_lag3,conflicts_lag4,conflicts_lag5,conflicts_lag6,sum_disp,population_density_origin,inv_distance,x_t,x_p,x_p_dist,Current (Arrival) Region,Displacements,Disp_log,inv_distance_2,admin1_destination,population_density_destination,gdp_mean_destination,accessibility_to_cities_mean_destination,gdp_mean_origin,accessibility_to_cities_mean_origin
3631,2019-10,Middle Shabelle,1425,Middle Shabelle,2019,10,0.32680859005317486,0.32229239917604097,0.05172413793103448,0.3577536267149516,0.2873602328972658,0.3329279840008237,0.33739536181859914,0.32772058210475413,0.38464080274021767,0.3496605293604505,0.36131826937881684,0.3699598757854998,0.4552892331316375,0.4506102677064427,0.43754282851860793,0.046242774566473986,0.040697674418604654,0.03508771929824561,0.029411764705882353,0.023668639053254437,0.017857142857142856,0.19791666666666666,0.44791666666666663,0.4375,0.28125,0.3125,0.21875,0.21875,8,0.02211968146094025,0.9943630501968973,0.41104851225665706,0.4050355267628712,0.37903794101369326,Banadir,0.013618000374561897,0.5921271632590895,0.9896299445899859,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
3641,2019-11,Bay,1426,Bay,2019,11,0.4978226415774612,0.5665198313620867,0.09770114942528735,0.5142155830320778,0.5353842626564203,0.4707660234641016,0.48640735834214044,0.4566012082005947,0.5229929343845966,0.8596491080843056,0.565429013423531,0.5626847521586051,0.722181434125067,0.29068125596516337,0.3793718593427221,0.09248554913294797,0.0872093023255814,0.08187134502923976,0.07647058823529412,0.07100591715976332,0.06547619047619047,0.09375,0.05208333333333333,0.125,0.11458333333333333,0.11458333333333333,0.23958333333333331,0.19791666666666666,680,0.011869442120846578,0.4483269914522412,0.4078223115119939,0.4423927519878744,0.5381705146735484,Banadir,0.0006153516868662546,0.3018428015154195,0.23947738000022875,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.0020614012950123314,0.34916083247120594
3642,2019-11,Galgaduud,1426,Galgaduud,2019,11,0.2346295627629847,0.347880798113019,0.0,0.2866500410370414,0.2735158978819088,0.24715072781272474,0.3434161309496562,0.282202272408937,0.35673091738018753,0.373066533404889,0.36840671200283104,0.3719590803976437,0.4656584325595397,0.45484271854548003,0.42238209733235293,0.046242774566473986,0.040697674418604654,0.03508771929824561,0.029411764705882353,0.023668639053254437,0.017857142857142856,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.020833333333333332,0.010416666666666666,0.05208333333333333,0.020833333333333332,0,0.004607150884844497,0.3037347741217342,0.23327989622654705,0.32548507204546506,0.26574783579948563,Banadir,0.0006421061080343527,0.30571996214491454,0.12515746634615166,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
3645,2019-11,Lower Juba,1426,Lower Juba,2019,11,0.6185767528238728,0.5145234373834762,0.7873563218390804,0.6302897100321607,0.6525866073361162,0.5721303376530469,0.5975603726146285,0.5565206336651531,0.6569857150510577,0.5440222384321418,0.326509104182739,0.30155060670765793,0.40242202553719225,0.3252723433100617,0.6375470577939517,0.7861271676300577,0.7848837209302325,0.783625730994152,0.7823529411764706,0.7810650887573964,0.7797619047619048,0.21875,0.2708333333333333,0.17708333333333331,0.17708333333333331,0.22916666666666666,0.11458333333333333,0.1875,260,0.01637671239384749,0.16716107047263248,0.27243016724529245,0.3120968865999962,0.42534066388890546,Banadir,0.0005618428445300586,0.2935787005290027,0.04960279398014261,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.0005913348629416188,0.5005026907222359
3646,2019-11,Lower Shabelle,1426,Lower Shabelle,2019,11,0.4579574563303321,0.3999670501477309,0.08620689655172414,0.48077763864886414,0.5170243118319826,0.45919700900331445,0.4992687891934219,0.47740044721678815,0.5281335839460211,0.5105971694919841,0.4307568872996661,0.4317849690979919,0.5492212366085338,0.40551870813463853,0.41902708922727405,0.08092485549132948,0.0755813953488372,0.07017543859649122,0.06470588235294117,0.05917159763313609,0.05357142857142857,0.6354166666666666,0.3958333333333333,0.46875,0.6145833333333333,0.5833333333333333,0.5104166666666666,0.5416666666666666,31,0.07897412599837275,0.852509851996805,0.7786925592650826,0.4944680462249599,0.7477088524155406,Banadir,0.08106589613933703,0.7613991402118077,0.7463355370761058,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
3648,2019-11,Middle Shabelle,1426,Middle Shabelle,2019,11,0.2639254858684169,0.3374103315780446,0.05747126436781609,0.29697544586046065,0.3219574486707786,0.29334337977486713,0.3503941785423872,0.33488366643013645,0.3529444347021765,0.3454960681619679,0.3496605293604505,0.36131826937881684,0.457986251022466,0.45511769362120696,0.42340562239677215,0.05202312138728323,0.046511627906976744,0.04093567251461988,0.03529411764705882,0.029585798816568046,0.023809523809523808,0.19791666666666666,0.19791666666666666,0.44791666666666663,0.4375,0.28125,0.3125,0.21875,0,0.02211968146094025,0.9943630501968973,0.4940367060855652,0.3800749163743774,0.44659668561288834,Banadir,0.0011236856890601173,0.3572284299088694,0.9896299445899859,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
3661,2019-12,Hiraan,1427,Hiraan,2019,12,0.30543036644252275,0.4028271062887161,0.06321839080459771,0.255749655951894,0.28728038413453366,0.34176368603042834,0.31926977129144735,0.36227519195822244,0.35327616760317493,0.4096109405716831,0.418815804382611,0.37762973390796006,0.4696584450533258,0.48907959758066044,0.4113531604113713,0.057803468208092484,0.05232558139534883,0.04678362573099415,0.041176470588235294,0.03550295857988166,0.02976190476190476,0.16666666666666666,0.14583333333333331,0.13541666666666666,0.11458333333333333,0.10416666666666666,0.13541666666666666,0.21875,0,0.004368765063558738,0.5758629080195323,0.2866397693848539,0.393070546104871,0.3162603523905576,Banadir,0.000909650319715333,0.33767716864785996,0.36961839189900614,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
3662,2019-12,Lower Juba,1427,Lower Juba,2019,12,0.5636325237819308,0.5541917332609914,0.7931034482758621,0.5621091750951085,0.5928450300632708,0.6689556207695593,0.5771022322548256,0.5931119130266418,0.6010758333057613,0.5515669157809493,0.5440222384321418,0.326509104182739,0.3921148341138436,0.4022704048261724,0.30563471105228907,0.791907514450867,0.7906976744186046,0.7894736842105263,0.788235294117647,0.7869822485207101,0.7857142857142857,0.35416666666666663,0.21875,0.2708333333333333,0.17708333333333331,0.17708333333333331,0.22916666666666666,0.11458333333333333,400,0.01637671239384749,0.16716107047263248,0.2642688779825091,0.33862053400839676,0.39750057823643836,Banadir,0.0010701768467239212,0.35270484896749293,0.04960279398014261,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.0005913348629416188,0.5005026907222359
3663,2019-12,Lower Shabelle,1427,Lower Shabelle,2019,12,0.4367673702638337,0.45939719890826414,0.09195402298850575,0.4161522185102111,0.44423731943266365,0.5295383684231858,0.47006777065135785,0.4955520483684704,0.5152707716927106,0.4287629605093535,0.5105971694919841,0.4307568872996661,0.5175177524096187,0.549014306298766,0.38103637070946117,0.08670520231213873,0.08139534883720931,0.07602339181286549,0.07058823529411765,0.0650887573964497,0.05952380952380952,0.6666666666666666,0.6354166666666666,0.3958333333333333,0.46875,0.6145833333333333,0.5833333333333333,0.5104166666666666,136,0.07897412599837275,0.852509851996805,0.6467129355913248,0.6236913522184658,0.6241331267449886,Banadir,0.06514701554431869,0.7406432641076606,0.7463355370761058,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
3665,2019-12,Middle Shabelle,1427,Middle Shabelle,2019,12,0.27345587437482094,0.3338390942433725,0.06321839080459771,0.23983270705019952,0.2615468996795621,0.32892442938781563,0.31287720413129383,0.3477857151727507,0.3607127289829291,0.3617024267884327,0.3454960681619679,0.3496605293604505,0.44966523157512894,0.45781369535550254,0.42764092197075215,0.057803468208092484,0.05232558139534883,0.04678362573099415,0.041176470588235294,0.03550295857988166,0.02976190476190476,0.25,0.19791666666666666,0.19791666666666666,0.44791666666666663,0.4375,0.28125,0.3125,0,0.02211968146094025,0.9943630501968973,0.3491301800282861,0.3711583087566436,0.3286316771823739,Banadir,0.0068758862402011935,0.527404810393389,0.9896299445899859,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
3666,2019-12,Mudug,1427,Mudug,2019,12,0.30204514099788515,0.3183841367308515,0.005747126436781609,0.2043316470913818,0.2532280807785152,0.26470748722998705,0.25861963690259365,0.35465280490079915,0.3023390528246266,0.3944390063673554,0.40310274735614465,0.4054373554166501,0.4884865739839351,0.445035830456193,0.41066773647284815,0.0,0.046511627906976744,0.04093567251461988,0.03529411764705882,0.029585798816568046,0.023809523809523808,0.16666666666666666,0.0625,0.05208333333333333,0.07291666666666666,0.05208333333333333,0.07291666666666666,0.041666666666666664,1134,0.008152658264099685,0.154434434968762,0.21723019924558779,0.3204359322074002,0.23811073462752386,Banadir,0.00032105305401717633,0.24361182696411463,0.044166693016575644,Banadir,0.9247412555905401,0.9999999999999999,0.0,0.000875724001110037,0.9083661216264067
3675,2020-01,Bay,1428,Bay,2020,1,0.5519435640324211,0.7275717718815624,0.10919540229885058,0.42276464443216943,0.41600972029756367,0.4888623504623911,0.5546307565266687,0.4774515155215858,0.5211117439487668,0.8495584977746229,0.6073068268807393,0.8596491080843056,0.6462038600057227,0.6433189306562167,0.6783255826085186,0.10404624277456646,0.09883720930232558,0.0935672514619883,0.08823529411764705,0.08284023668639053,0.07738095238095238,0.125,0.125,0.09375,0.05208333333333333,0.125,0.11458333333333333,0.11458333333333333,337,0.012264875387094174,0.4483269914522412,0.33697053741098715,0.4645792460960468,0.4222169608204521,Banadir,0.0004815795810257645,0.2796547062469032,0.23947738000022875,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.0020614012950123314,0.34916083247120594
3678,2020-01,Hiraan,1428,Hiraan,2020,1,0.3650526483041364,0.42614816645233866,0.06896551724137931,0.27754876100054,0.22057047416041875,0.293261260369453,0.35876836374470783,0.3168930094773374,0.39041856817665654,0.4318289284129066,0.4096109405716831,0.418815804382611,0.4653715721759441,0.46948149164904723,0.4595524475489923,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.11458333333333333,0.16666666666666666,0.14583333333333331,0.13541666666666666,0.11458333333333333,0.10416666666666666,0.13541666666666666,103,0.004561345635546495,0.5758629080195323,0.22615409762517724,0.3856207361458056,0.2361710942564161,Banadir,0.0008026326350429408,0.32615064863656434,0.36961839189900614,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
3680,2020-01,Lower Shabelle,1428,Lower Shabelle,2020,1,0.5243914963691461,0.4499573864848306,0.09770114942528735,0.39689649681576,0.380002802135893,0.4546815474381797,0.5367349770817403,0.46656841296770146,0.5349560040602059,0.4924718248187153,0.4287629605093535,0.5105971694919841,0.5165278104665667,0.5173227670345488,0.5158687245329221,0.09248554913294797,0.0872093023255814,0.08187134502923976,0.07647058823529412,0.07100591715976332,0.06547619047619047,0.5416666666666666,0.6666666666666666,0.6354166666666666,0.3958333333333333,0.46875,0.6145833333333333,0.5833333333333333,90,0.08118441483512925,0.852509851996805,0.5302409240376149,0.4912408305303489,0.5150775547755067,Banadir,0.05936806057200952,0.7318246121622966,0.7463355370761058,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
3682,2020-01,Middle Shabelle,1428,Middle Shabelle,2020,1,0.3349033922499791,0.35929520758462374,0.06896551724137931,0.24849310173398742,0.20474980286197117,0.26679599816163757,0.34659974232389523,0.31054803094249883,0.37470487355424,0.3578740756986867,0.3617024267884327,0.3454960681619679,0.43843997126591056,0.4494958110220632,0.4301741582818161,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.20833333333333331,0.25,0.19791666666666666,0.19791666666666666,0.44791666666666663,0.4375,0.28125,0,0.02279233578365144,0.9943630501968973,0.2128912262791207,0.4058580535488663,0.2177227363301724,Banadir,0.00789255424458892,0.5404546716362194,0.9896299445899859,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
3692,2020-02,Bay,1429,Bay,2020,2,0.5244553104072742,0.5624113068665393,0.11494252873563218,0.5015586829944392,0.38657523116376413,0.4256512459290812,0.4981835969474494,0.5505018808184823,0.5153261547654301,0.7799538156449424,0.8495584977746229,0.6073068268807393,0.9295089556389068,0.6459603895133036,0.6044799059296422,0.10982658959537572,0.10465116279069767,0.09941520467836257,0.09411764705882353,0.08875739644970414,0.08333333333333333,0.09375,0.125,0.125,0.09375,0.05208333333333333,0.125,0.11458333333333333,1346,0.012264875387094174,0.4483269914522412,0.319500432532032,0.5929220325329284,0.3936259936554904,Banadir,0.00013377210584049015,0.1701763804845197,0.23947738000022875,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.0020614012950123314,0.34916083247120594
3693,2020-02,Galgaduud,1429,Galgaduud,2020,2,0.32721505225829484,0.36934380235817116,0.017241379310344827,0.2886608301682656,0.23291231741226753,0.18117074053732135,0.2777129928014236,0.29715416144874995,0.2871955930180461,0.4061236468755724,0.359302570608217,0.37292672195922627,0.46097765762566,0.45631871443562,0.43198229463234145,0.011560693641618497,0.005813953488372093,0.0,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.05208333333333333,0.07291666666666666,0.0625,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.020833333333333332,0,0.004806169063292461,0.3037347741217342,0.22035070112019312,0.32289738456590217,0.2368596179912989,Banadir,0.00037456189635337237,0.2572031510415271,0.12515746634615166,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
3697,2020-02,Lower Shabelle,1429,Lower Shabelle,2020,2,0.5032253410437585,0.41466337193937297,0.10344827586206896,0.4765217414093134,0.36086355343793014,0.38862040651394464,0.46578816600945133,0.5327393241495355,0.5035235374171174,0.4823523864304046,0.4924718248187153,0.4287629605093535,0.593406171912117,0.5163331980723272,0.48609049516594444,0.09826589595375722,0.09302325581395349,0.08771929824561403,0.08235294117647059,0.07692307692307693,0.07142857142857142,0.4270833333333333,0.5416666666666666,0.6666666666666666,0.6354166666666666,0.3958333333333333,0.46875,0.6145833333333333,149,0.08118441483512925,0.852509851996805,0.49553704691218464,0.5943550711252994,0.48258347212864544,Banadir,0.09109880407737378,0.772477854583987,0.7463355370761058,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
3699,2020-02,Middle Shabelle,1429,Middle Shabelle,2020,2,0.3440994714943131,0.35881163445192066,0.07471264367816091,0.3043313035848768,0.21335781300595336,0.20838377409806658,0.28771647671869083,0.3440195261355491,0.3343209723890259,0.38516291990529106,0.3578740756986867,0.3617024267884327,0.4344300035597377,0.438274780058759,0.42235844868613814,0.06936416184971098,0.06395348837209303,0.05847953216374269,0.052941176470588235,0.047337278106508875,0.041666666666666664,0.28125,0.20833333333333331,0.25,0.19791666666666666,0.19791666666666666,0.44791666666666663,0.4375,57,0.02279233578365144,0.9943630501968973,0.23353922347596187,0.39766109772115293,0.23453178716916498,Banadir,0.0007491237927067447,0.31981648553228825,0.9896299445899859,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
3710,2020-03,Galgaduud,1430,Galgaduud,2020,3,0.3424312308593813,0.35916226652747196,0.022988505747126436,0.29734480363826965,0.2532825769973972,0.23734714022554085,0.2065636987119246,0.2756455949582057,0.31979545306535356,0.3959349703591313,0.4061236468755724,0.359302570608217,0.4608430329154417,0.4608039748852082,0.42876943368449166,0.017341040462427744,0.011627906976744186,0.005847953216374269,0.0,0.047337278106508875,0.041666666666666664,0.020833333333333332,0.05208333333333333,0.07291666666666666,0.0625,0.041666666666666664,0.041666666666666664,0.08333333333333333,0,0.004806169063292461,0.3037347741217342,0.22683710102623433,0.33620542840937445,0.251352440764515,Banadir,0.00013377210584049015,0.1701763804845197,0.12515746634615166,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
3712,2020-03,Hiraan,1430,Hiraan,2020,3,0.42203145076751947,0.354856450192543,0.08045977011494253,0.3364595335306744,0.2960895881701845,0.24693772933385258,0.24777600625969184,0.31047078029043895,0.3837189871083894,0.41503309163656077,0.4568290047798931,0.4318289284129066,0.4961663376482925,0.5048394384811405,0.43711099165562517,0.07514450867052022,0.06976744186046512,0.06432748538011696,0.058823529411764705,0.05325443786982249,0.047619047619047616,0.09375,0.1875,0.11458333333333333,0.16666666666666666,0.14583333333333331,0.13541666666666666,0.11458333333333333,942,0.004561345635546495,0.5758629080195323,0.2946270477962796,0.423835924573526,0.32683633152531166,Banadir,0.0009899135832196271,0.34548791676235313,0.36961839189900614,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
3714,2020-03,Lower Shabelle,1430,Lower Shabelle,2020,3,0.5781348725553813,0.3671814757428964,0.10919540229885058,0.457287765907366,0.4400071650404651,0.3689368989757994,0.4031776086454091,0.462320667279592,0.5752852377596006,0.4445173543716858,0.4823523864304046,0.4924718248187153,0.5146078545211158,0.5931825940262178,0.48516066934442786,0.10404624277456646,0.09883720930232558,0.0935672514619883,0.08823529411764705,0.08284023668639053,0.07738095238095238,0.6041666666666666,0.4270833333333333,0.5416666666666666,0.6666666666666666,0.6354166666666666,0.3958333333333333,0.46875,8,0.08118441483512925,0.852509851996805,0.6390426889392666,0.5779765307766416,0.6169512885966753,Banadir,0.6079942210450278,0.9527419196082657,0.7463355370761058,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
3715,2020-03,Middle Juba,1430,Middle Juba,2020,3,0.6052207918035329,0.4491879447126118,0.8103448275862069,0.5145584803397053,0.5154666558787515,0.4732175650330896,0.5248044212038482,0.5764732290374139,0.6836858953546175,0.5479173844865535,0.6227313660254603,0.6264935159038117,0.6000007500991148,0.7055691166903819,0.5204335011805717,0.8092485549132947,0.8081395348837209,0.8070175438596491,0.8058823529411765,0.8047337278106509,0.8035714285714285,0.07291666666666666,0.125,0.07291666666666666,0.05208333333333333,0.09375,0.020833333333333332,0.05208333333333333,577,0.006463362480799184,0.25239429912329947,0.2862674767225712,0.3767205708238687,0.40915073659563,Banadir,0.0001872809481766862,0.1974996315463497,0.09306002909524104,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.0010922933426905147,0.6390049915622525
3716,2020-03,Middle Shabelle,1430,Middle Shabelle,2020,3,0.41454655425897124,0.3410808866548597,0.08045977011494253,0.312687906859319,0.2688582636787105,0.2172365684387106,0.23235530895309112,0.2855746092553568,0.3706204787001609,0.3846445315832431,0.38516291990529106,0.3578740756986867,0.4500351374844955,0.43426632318975755,0.4118148638203658,0.07514450867052022,0.06976744186046512,0.06432748538011696,0.058823529411764705,0.05325443786982249,0.047619047619047616,0.19791666666666666,0.28125,0.20833333333333331,0.25,0.19791666666666666,0.19791666666666666,0.44791666666666663,0,0.02279233578365144,0.9943630501968973,0.3666679176510795,0.4560897646085804,0.34290873855990767,Banadir,0.0011236856890601173,0.3572284299088694,0.9896299445899859,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
3727,2020-04,Galgaduud,1431,Galgaduud,2020,4,0.25607538654544026,0.3774391281796165,0.0,0.3111719537251594,0.26191402330547375,0.2582966646517819,0.25980582632244403,0.2050259624292383,0.2964696249072769,0.38502040766280354,0.3959349703591313,0.4061236468755724,0.4477243113479402,0.460669400897597,0.43298390598654474,0.023121387283236993,0.01744186046511628,0.011695906432748537,0.0058823529411764705,0.0,0.047619047619047616,0.0625,0.020833333333333332,0.05208333333333333,0.07291666666666666,0.0625,0.041666666666666664,0.041666666666666664,0,0.004806169063292461,0.3037347741217342,0.22958556931588628,0.3333094814428095,0.2574934534058464,Banadir,0.0005083340021938625,0.28452640210335706,0.12515746634615166,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
3730,2020-04,Lower Juba,1431,Lower Juba,2020,4,0.49246305056375045,0.5984347895798094,0.8160919540229885,0.5301591557020854,0.4667736614292234,0.5198890499203327,0.49621206064447343,0.5405298999435183,0.6548365709642375,0.6727904144335799,0.7385723097000714,0.8192963630844408,0.673802694826579,0.6326175780748345,0.587601008564149,0.815028901734104,0.813953488372093,0.8128654970760234,0.8117647058823529,0.8106508875739645,0.8095238095238095,0.22916666666666666,0.25,0.20833333333333331,0.20833333333333331,0.35416666666666663,0.21875,0.2708333333333333,126,0.016894035439170764,0.16716107047263248,0.24704628436938192,0.36234405540123854,0.3387502428533287,Banadir,0.0005350884233619606,0.2891603575444725,0.04960279398014261,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.0005913348629416188,0.5005026907222359
3731,2020-04,Lower Shabelle,1431,Lower Shabelle,2020,4,0.482946365951338,0.3384650096292508,0.11494252873563218,0.5253590840946961,0.42088953099778054,0.45033110102409335,0.3845222333279282,0.40017620597375486,0.4989168991261085,0.3936169655114546,0.4445173543716858,0.4823523864304046,0.575953242628122,0.5144139655094625,0.5573704449678069,0.10982658959537572,0.10465116279069767,0.09941520467836257,0.09411764705882353,0.08875739644970414,0.08333333333333333,0.53125,0.6041666666666666,0.4270833333333333,0.5416666666666666,0.6666666666666666,0.6354166666666666,0.3958333333333333,165,0.08118441483512925,0.852509851996805,0.6043780041746611,0.5167396740077617,0.5844939027087142,Banadir,0.10867645878481419,0.78923022952644,0.7463355370761058,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
3733,2020-04,Middle Shabelle,1431,Middle Shabelle,2020,4,0.35472398387613957,0.35271335628187506,0.08620689655172414,0.37670413669648173,0.2771643199708437,0.2743152739003284,0.2407456936806673,0.23062557042071594,0.3072375429540818,0.3656372460713375,0.3846445315832431,0.38516291990529106,0.44634881084916356,0.4498655775618291,0.4080484090875237,0.08092485549132948,0.0755813953488372,0.07017543859649122,0.06470588235294117,0.05917159763313609,0.05357142857142857,0.1875,0.19791666666666666,0.28125,0.20833333333333331,0.25,0.19791666666666666,0.19791666666666666,0,0.02279233578365144,0.9943630501968973,0.3865916194321081,0.45497983344557624,0.35912815746749405,Banadir,0.0004815795810257645,0.2796547062469032,0.9896299445899859,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
3746,2020-05,Hiraan,1432,Hiraan,2020,5,0.26862687019082987,0.33451754590518956,0.09195402298850575,0.3106132343030171,0.34755381853888145,0.30715726582149383,0.32138586617262366,0.26689371150664015,0.2642449499524608,0.3785474438858302,0.38040459103867974,0.41503309163656077,0.5416327025869079,0.5173650795953888,0.4660356859821008,0.08670520231213873,0.08139534883720931,0.07602339181286549,0.07058823529411765,0.0650887573964497,0.05952380952380952,0.125,0.09375,0.09375,0.1875,0.11458333333333333,0.16666666666666666,0.14583333333333331,0,0.004561345635546495,0.5758629080195323,0.3412895083910136,0.3619830421952874,0.38862223458338546,Banadir,0.0001872809481766862,0.1974996315463497,0.36961839189900614,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
3747,2020-05,Lower Juba,1432,Lower Juba,2020,5,0.42947202013212527,0.2998936296136798,0.82183908045977,0.447507925012547,0.49332014016311965,0.47785875071150974,0.5275896731830431,0.4925180752331079,0.5837340403472954,0.6415195250640243,0.6727904144335799,0.7385723097000714,0.8906532197843282,0.6735488259098855,0.5944246249586386,0.8208092485549132,0.8197674418604651,0.8187134502923976,0.8176470588235294,0.8165680473372781,0.8154761904761905,0.16666666666666666,0.22916666666666666,0.25,0.20833333333333331,0.20833333333333331,0.35416666666666663,0.21875,101,0.016894035439170764,0.16716107047263248,0.2506727954483609,0.35432258211446144,0.3511211288503242,Banadir,0.00010701768467239211,0.15285998107245727,0.04960279398014261,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.0005913348629416188,0.5005026907222359
3748,2020-05,Lower Shabelle,1432,Lower Shabelle,2020,5,0.37115730849363787,0.34979955445868666,0.12068965517241378,0.43885998324509,0.48854910297637394,0.4306698227926894,0.46166495725226775,0.3816597081438079,0.4315218439496759,0.36283303713109055,0.3936169655114546,0.4445173543716858,0.5662092159202933,0.5757362404895215,0.48335730640301067,0.11560693641618497,0.11046511627906977,0.10526315789473684,0.1,0.09467455621301775,0.08928571428571427,0.6666666666666666,0.53125,0.6041666666666666,0.4270833333333333,0.5416666666666666,0.6666666666666666,0.6354166666666666,0,0.08118441483512925,0.852509851996805,0.7270604307086889,0.43435624118083,0.6993644369924176,Banadir,0.03504829173020842,0.6817984827487548,0.7463355370761058,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
3750,2020-05,Middle Shabelle,1432,Middle Shabelle,2020,5,0.27738452531048,0.33813204397520014,0.09195402298850575,0.3223425469075794,0.3407933318043747,0.28285752779015133,0.2948429967634066,0.23895349403289895,0.24764585245849263,0.37810720356776645,0.3656372460713375,0.3846445315832431,0.47262529147699006,0.4461806398252901,0.42270589135030107,0.08670520231213873,0.08139534883720931,0.07602339181286549,0.07058823529411765,0.0650887573964497,0.05952380952380952,0.1875,0.1875,0.19791666666666666,0.28125,0.20833333333333331,0.25,0.19791666666666666,0,0.02279233578365144,0.9943630501968973,0.5392182585741407,0.41428297046372164,0.4833779291167989,Banadir,0.0001605265270085882,0.18481718757540272,0.9896299445899859,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
3758,2020-06,Bakool,1433,Bakool,2020,6,0.37556703835667316,0.2687219410428795,0.12643678160919541,0.269191125106355,0.314424314080403,0.39918076831078086,0.3704456307118564,0.3790855640098758,0.34315728404454443,0.35826100584986464,0.2864126195976698,0.4156864031346335,0.620434688693781,0.8246455428748225,0.8348194007892793,0.12138728323699421,0.11627906976744186,0.1111111111111111,0.10588235294117647,0.10059171597633136,0.09523809523809523,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.03125,0,0.012931058326875716,0.3896341285028818,0.2632178917524905,0.2979436337728534,0.31189698170678426,Banadir,0.00021403536934478423,0.20868633993813956,0.18881536820202224,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.0005430833508411896,0.4013044271783965
3761,2020-06,Galgaduud,1433,Galgaduud,2020,6,0.23872560845276586,0.34223390065073,0.0,0.20461986374400465,0.197659458689953,0.2813078961836505,0.28807431882301676,0.27757919023838284,0.2771940502484016,0.3613444170100891,0.40461312488263185,0.38502040766280354,0.48299771959924076,0.4926227402057254,0.42053539455916594,0.0,0.0,0.023391812865497075,0.01764705882352941,0.011834319526627219,0.005952380952380952,0.10416666666666666,0.10416666666666666,0.0625,0.020833333333333332,0.05208333333333333,0.07291666666666666,0.0625,5,0.004806169063292461,0.3037347741217342,0.20912530958561343,0.3357760898612002,0.21177827665754895,Banadir,0.0007223693715386468,0.31648360860630254,0.12515746634615166,Banadir,0.9498275037270266,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
