,time,Previous (Departure) Region,index,admin1_origin,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts,conflicts_lag1,conflicts_lag2,conflicts_lag3,conflicts_lag4,conflicts_lag5,conflicts_lag6,sum_disp,population_density_origin,inv_distance,x_t,x_p,x_p_dist,Current (Arrival) Region,Displacements,Disp_log,inv_distance_2,admin1_destination,population_density_destination,gdp_mean_destination,accessibility_to_cities_mean_destination,gdp_mean_origin,accessibility_to_cities_mean_origin
2951,2016-06,Middle Shabelle,1385,Middle Shabelle,2016,6,0.4093321388429094,0.34250039124751896,0.09770114942528735,0.38334773274494977,0.43741753040289866,0.46740125609418604,0.39565584168538037,0.41944642833625645,0.4371285435978788,0.3624760993795284,0.37810720356776645,0.3656372460713375,0.47212613436359757,0.47244722025277197,0.4192434239640739,0.09248554913294797,0.0872093023255814,0.08187134502923976,0.07647058823529412,0.07100591715976332,0.06547619047619047,0.14583333333333331,0.13541666666666666,0.13541666666666666,0.07291666666666666,0.125,0.041666666666666664,0.020833333333333332,0,0.02010171849280667,0.9943630501968973,0.7709903113991613,0.44098263524772485,0.6720581280655595,Banadir,0.006982903924873585,0.5288660276198724,0.9896299445899859,Banadir,0.8494825111810799,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
2961,2016-07,Bay,1386,Bay,2016,7,0.5220904314075387,0.3997182867594564,0.5574712643678161,0.5644454042528471,0.5326260285395767,0.6403273167950158,0.6156159281051582,0.48742312048673936,0.5505631441998169,0.18102921863932653,0.29040817361149074,0.3669923684521373,0.3895479336057457,0.40379982544147464,0.5155464719872676,0.5549132947976878,0.5523255813953488,0.5497076023391813,0.5470588235294117,0.5443786982248521,0.5416666666666666,0.15625,0.17708333333333331,0.125,0.17708333333333331,0.15625,0.1875,0.16666666666666666,30,0.01068314232210379,0.4483269914522412,0.40618523063442447,0.2966891505247908,0.5354913249410724,Banadir,0.007223693715386468,0.5320738192566911,0.23947738000022875,Banadir,0.8494825111810799,0.9999999999999999,0.0,0.0020614012950123314,0.34916083247120594
2963,2016-07,Gedo,1386,Gedo,2016,7,0.5574109880076356,0.38329293359039956,0.5574712643678161,0.5760572774077967,0.5435901289085393,0.6337035504714059,0.6191788611004548,0.5201141131944739,0.5999819628366383,0.1327163248925512,0.2405402311041771,0.31511813233180813,0.2909757739035447,0.3268045007154249,0.48253743367890023,0.5549132947976878,0.5523255813953488,0.5497076023391813,0.5470588235294117,0.5443786982248521,0.5416666666666666,0.07291666666666666,0.17708333333333331,0.16666666666666666,0.125,0.09375,0.14583333333333331,0.26041666666666663,377,0.007746698474563848,0.19840208680625757,0.2693920834026484,0.2992194557232437,0.39361357506606215,Banadir,0.002006581587607352,0.41132112727780307,0.0641070807593793,Banadir,0.8494825111810799,0.9999999999999999,0.0,0.00027788660004488225,0.4820113397912244
2966,2016-07,Lower Shabelle,1386,Lower Shabelle,2016,7,0.49522998229303794,0.36978784813011656,0.5517241379310345,0.5482246699666936,0.5192511645776311,0.6352499557244515,0.6021547576306239,0.4588999400842422,0.4993508594551873,0.3097274712114724,0.3516901126860822,0.3789120710307179,0.4356265341958163,0.4531786355998999,0.4518122852248253,0.5491329479768786,0.5465116279069767,0.5438596491228069,0.5411764705882353,0.5384615384615384,0.5357142857142857,0.35416666666666663,0.40625,0.41666666666666663,0.5104166666666666,0.3958333333333333,0.4583333333333333,0.3020833333333333,5,0.07234325948810322,0.852509851996805,0.7827303574713224,0.36649667977613487,0.7514895409003082,Banadir,0.021135992722797443,0.6338114649611244,0.7463355370761058,Banadir,0.8494825111810799,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
2968,2016-07,Middle Shabelle,1386,Middle Shabelle,2016,7,0.3341722517047542,0.34511320664257633,0.10344827586206896,0.3719657259257163,0.3473967424185339,0.4476678254841812,0.47784348381533304,0.392710433818411,0.452420209984123,0.36715894890005907,0.3624760993795284,0.37810720356776645,0.4538239825480114,0.4719482512070091,0.443924214951682,0.09826589595375722,0.09302325581395349,0.08771929824561403,0.08235294117647059,0.07692307692307693,0.07142857142857142,0.10416666666666666,0.14583333333333331,0.13541666666666666,0.13541666666666666,0.07291666666666666,0.125,0.041666666666666664,131,0.02010171849280667,0.9943630501968973,0.555057831433621,0.4075145787487912,0.4962725543399979,Banadir,0.006688605292024507,0.5247923049203188,0.9896299445899859,Banadir,0.8494825111810799,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
2976,2016-08,Bakool,1387,Bakool,2016,8,0.46616998904045337,0.302407329005989,0.5632183908045977,0.4230571808574863,0.47819126050184413,0.5222347929310345,0.6431446757398982,0.6662047169841387,0.6226529824445095,0.40021294976475036,0.20217325406324105,0.2681107258451665,0.4487862344673371,0.39015080070144276,0.38422717456025063,0.5606936416184971,0.5581395348837209,0.5555555555555556,0.5529411764705883,0.5502958579881657,0.5476190476190476,0.13541666666666666,0.125,0.125,0.13541666666666666,0.09375,0.0625,0.0625,232,0.011279165372572583,0.3896341285028818,0.340452296696996,0.2624814632421093,0.45369539378394075,Banadir,0.0004815795810257645,0.2796547062469032,0.18881536820202224,Banadir,0.8494825111810799,0.9999999999999999,0.0,0.0005430833508411896,0.4013044271783965
2981,2016-08,Hiraan,1387,Hiraan,2016,8,0.39909315189828115,0.3320553531657683,0.27586206896551724,0.3607158457741293,0.4262290515788328,0.4564019528383668,0.5846535740447917,0.6175577261635432,0.5635694931133512,0.37632275361031886,0.3454866889152684,0.3443854078956122,0.4723582546768201,0.4476619379264276,0.43741043273096314,0.27167630057803466,0.26744186046511625,0.2631578947368421,0.2588235294117647,0.2544378698224852,0.25,0.10416666666666666,0.16666666666666666,0.19791666666666666,0.19791666666666666,0.125,0.10416666666666666,0.0625,0,0.003791023347595467,0.5758629080195323,0.41262410205359035,0.3337227940990758,0.48307658252277497,Banadir,0.0005885972656981566,0.2978006065327817,0.36961839189900614,Banadir,0.8494825111810799,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
2983,2016-08,Lower Shabelle,1387,Lower Shabelle,2016,8,0.5010362416721383,0.3390741654832289,0.5574712643678161,0.4500222738056338,0.5112763806953335,0.531828545717866,0.6369249118629264,0.5976720957477529,0.49520715423123296,0.39641098552015674,0.3097274712114724,0.3516901126860822,0.4666063370604288,0.4354624030084994,0.4258189304911664,0.5549132947976878,0.5523255813953488,0.5497076023391813,0.5470588235294117,0.5443786982248521,0.5416666666666666,0.34375,0.35416666666666663,0.40625,0.41666666666666663,0.5104166666666666,0.3958333333333333,0.4583333333333333,19,0.07234325948810322,0.852509851996805,0.7682702329219938,0.29857919363164037,0.737950175241205,Banadir,0.01613291596436311,0.608193844030918,0.7463355370761058,Banadir,0.8494825111810799,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
2995,2016-09,Bay,1388,Bay,2016,9,0.5809309402389009,0.3177068201262513,0.5689655172413793,0.47613167922639155,0.43792880375244747,0.5402080792970374,0.5519422553490507,0.6369597390391879,0.6601940178505098,0.3467090109780273,0.4284962872251829,0.18102921863932653,0.3813857638321704,0.45495735342138555,0.3658918888398078,0.5664739884393063,0.563953488372093,0.5614035087719298,0.5588235294117647,0.5562130177514792,0.5535714285714285,0.09375,0.15625,0.15625,0.17708333333333331,0.125,0.17708333333333331,0.15625,48,0.01068314232210379,0.4483269914522412,0.3499800612069234,0.36984700825844163,0.44350789583535666,Banadir,0.0023276346416245285,0.42524512155990246,0.23947738000022875,Banadir,0.8494825111810799,0.9999999999999999,0.0,0.0020614012950123314,0.34916083247120594
2996,2016-09,Galgaduud,1388,Galgaduud,2016,9,0.43628757569473564,0.34366435402757356,0.11494252873563218,0.32035375402982,0.2897660315920949,0.42265635085632647,0.44220037132814505,0.5525073126868212,0.6537346756709604,0.3719590803976437,0.3779276462664628,0.36687327212447235,0.44969040917962505,0.49116880367713284,0.44379532290908097,0.10982658959537572,0.10465116279069767,0.09941520467836257,0.09411764705882353,0.08875739644970414,0.08333333333333333,0.09375,0.09375,0.08333333333333333,0.125,0.08333333333333333,0.125,0.07291666666666666,0,0.004010096349500607,0.3037347741217342,0.23845434505133545,0.328191225357442,0.2773093137923687,Banadir,0.0006421061080343527,0.30571996214491454,0.12515746634615166,Banadir,0.8494825111810799,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
