index,time,admin1,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts,Awdal_x,Bakool_x,Banadir_x,Bari_x,Bay_x,Galgaduud_x,Gedo_x,Hiraan_x,Lower_Juba_x,Lower_Shabelle_x,Middle_Juba_x,Middle_Shabelle_x,Mudug_x,Nugaal_x,Sanaag_x,Sool_x,Togdheer_x,Woqooyi_Galbeed_x,April,August,December,February,January,July,June,March,May,November,October,September,month_name,yr_mth,Awdal_y,Bakool_y,Banadir_y,Bari_y,Bay_y,Galgaduud_y,Gedo_y,Hiraan_y,Lower_Juba_y,Lower_Shabelle_y,Middle_Juba_y,Middle_Shabelle_y,Mudug_y,Nugaal_y,Sanaag_y,Sool_y,Togdheer_y,Woqooyi_Galbeed_y,sum_disp,population_density,conflicts_log,conflicts_pro_capite,spei
1380,2016-01,Middle_Juba,2016,1,0.6206983677492315,0.40482271800621256,0.5229885057471264,0.5549137000704727,0.5068192382861585,0.4824033755527048,0.41285633619939693,0.31487883582719634,0.3014506797482512,0.43632861294899583,0.4722850788912928,0.4787053256699698,0.4343578876942387,0.40193517663217093,0.40900974430031445,0.5202312138728323,0.5174418604651163,0.5146198830409356,0.5117647058823529,0.5088757396449703,0.5059523809523809,0.020833333333333332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January,2016-01,0,0,0,0,126,0,216,0,0,124,0,0,0,0,0,0,0,0,0.003963326472639439,0.005492726373804557,1.0986122886681096,3.79289480588181,-1.5998833
1380,2016-01,Middle_Shabelle,2016,1,0.47300332883610396,0.4167852739973516,0.06896551724137931,0.4156083458812623,0.40460400256944795,0.3747450764917515,0.3505235517738186,0.30601878163823154,0.2605208963542812,0.3936133228223943,0.39686411511907643,0.3831027059522711,0.38663890157970954,0.39653791307579017,0.40387581570782594,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January,2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.020101718492806668,1.6094379124341003,2.0727912731230886,0.012091314
1380,2016-01,Mudug,2016,1,0.62889372164265,0.4024646967805732,0.06896551724137931,0.5887161283622904,0.5785522425462939,0.511963319828559,0.46179548804826276,0.3781460362680976,0.2894153463049173,0.3795451296111846,0.4246619367451867,0.4320186346567866,0.4340010353616725,0.43077256814944276,0.3926033905672769,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January,2016-01,0,0,57,0,19,265,0,14,0,0,0,0,2027,5,0,0,0,0,0.020301416931738932,0.007267917669641577,1.6094379124341003,5.732957988876268,-1.3795542
1380,2016-01,Nugaal,2016,1,0.8040158101567471,0.395840393246107,0.06896551724137931,0.7657917316796314,0.7529713933955476,0.6427086217770054,0.5594359095483732,0.4444441169396467,0.3229332118603969,0.37387755081088525,0.4353480423212437,0.4434035527277368,0.4477253604820507,0.4435406782814766,0.3866288566904104,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January,2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9459101490553132,inf,-1.4810214
1380,2016-01,Sanaag,2016,1,1.0,0.3761228237535276,0.23563218390804597,1.0,0.9925556315447718,0.8193177596942859,0.6992318206355324,0.5474289947528215,0.423914432480906,0.3771195681597872,0.39110454833501823,0.39388291931167035,0.3796334965692381,0.3803222383289071,0.3820279623958129,0.23121387283236994,0.22674418604651161,0.2222222222222222,0.21764705882352942,0.21301775147928995,0.20833333333333331,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January,2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0003909437624463239,2.3025850929940455,239.8043120405886,-1.3172913
1380,2016-01,Sool,2016,1,0.9223773555961066,0.38496644013204634,0.23563218390804597,0.9076324688522115,0.8982791130332356,0.7362246164368821,0.6418990238877713,0.5021499013825543,0.37612853585101425,0.37429152732535387,0.41960436935780476,0.4252410876551434,0.421951686047665,0.41764329999568955,0.3838612141558381,0.23121387283236994,0.22674418604651161,0.2222222222222222,0.21764705882352942,0.21301775147928995,0.20833333333333331,0.020833333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January,2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00026331308243773485,1.0986122886681096,79.12000854822605,-1.4421524
1380,2016-01,Togdheer,2016,1,0.8875918665608449,0.3468632936327533,0.24137931034482757,0.8965103193162878,0.9127231624677431,0.7552195216218492,0.6627494146572263,0.5364872945837202,0.41875879672667027,0.34710633131878044,0.347561810771406,0.3617214667768865,0.3740284518691348,0.3989520958065167,0.4276339477468628,0.23699421965317918,0.23255813953488372,0.22807017543859648,0.22352941176470587,0.21893491124260356,0.21428571428571427,0.11458333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,January,2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.005221229075676546,2.4849066497880004,21.945662921998128,-0.69417685
1380,2016-01,Woqooyi_Galbeed,2016,1,0.8507415400341287,0.2644651052484904,0.25862068965517243,0.8828330238601676,0.9243655352858077,0.8003020880658637,0.7082656285001896,0.5965279725316527,0.48446072887789543,0.27504331341362415,0.2707689847560329,0.3134468349370685,0.4354449308109354,0.5116438067116097,0.5579448657095206,0.2543352601156069,0.25,0.24561403508771928,0.2411764705882353,0.23668639053254437,0.23214285714285712,0.010416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,January,2016-01,0,0,69,32,0,28,0,22,0,7,0,17,33,25,16,8,6,57,0.002721597577778156,0.010717620187730306,0.6931471805599453,0.9719197437684742,-0.40342808
1381,2016-02,Awdal,2016,2,0.6254600411166271,0.3602326313109606,0.5287356321839081,0.6911259823302265,0.7906948831455277,0.8862006768378218,0.8350718491547451,0.7587624461329897,0.6615183128304496,0.23704470310191628,0.2540835743176104,0.2564974247664047,0.29866253180887015,0.46525541948167737,0.5625339871247248,0.5260115606936416,0.5232558139534884,0.5204678362573099,0.5176470588235293,0.514792899408284,0.5119047619047619,0.09375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February,2016-02,0,0,41,0,0,5,0,0,0,7,0,0,12,18,0,0,0,0,0.0007059143717362092,0.016447657558127382,2.3025850929940455,5.6998997984168716,0.22025886
1381,2016-02,Bakool,2016,2,0.6500163699034458,0.36073776296197857,0.5287356321839081,0.6522838177814743,0.6418485471210696,0.6406633813358348,0.5806360759237539,0.52123814703942,0.43996434432639153,0.5143530124422098,0.5042046489781149,0.5475929054164448,0.5381378812001296,0.4105226082342427,0.41208370108085535,0.5260115606936416,0.5232558139534884,0.5204678362573099,0.5176470588235293,0.514792899408284,0.5119047619047619,0.0625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February,2016-02,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009950841143751383,0.011279165372572578,1.9459101490553132,5.541190144439283,-1.4181986
1381,2016-02,Banadir,2016,2,0.4869955590174868,0.40911725423973944,0.07471264367816091,0.4590485134437111,0.42876561074558717,0.42355410513933517,0.3962319918943704,0.36586928522631584,0.30732399016251616,0.4234184677417791,0.4049358020190777,0.41522073620093436,0.4026319794301974,0.3941718648487832,0.3995299788111938,0.06936416184971098,0.06395348837209303,0.05847953216374269,0.052941176470588235,0.047337278106508875,0.041666666666666664,0.3645833333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February,2016-02,0,0,27,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0.0011481739781251596,0.849494701352818,3.58351893845611,0.4291767008702177,-0.878034985
1381,2016-02,Bari,2016,2,0.7621492856115138,0.4232668829125598,0.13218390804597702,0.89595126834241,0.9616101709282029,1.0,0.9007317176318184,0.771571288058039,0.6497132159551346,0.39328263294756993,0.3720150536293737,0.43511699111477464,0.4318917797001375,0.4364997558699692,0.43240644972871634,0.12716763005780346,0.12209302325581395,0.11695906432748537,0.11176470588235293,0.10650887573964497,0.10119047619047619,0.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February,2016-02,0,11,49,16,8,0,0,0,0,15,0,0,0,12,0,5,0,3,0.0010120940992362519,0.005696566389636422,1.9459101490553132,10.971521391149626,-0.8130111
1381,2016-02,Bay,2016,2,0.5496596060107168,0.35622565584503574,0.5287356321839081,0.5228536293409933,0.49734420093068077,0.49399298884478626,0.46620382595303783,0.4267813485997317,0.36300091729825035,0.48402896338729473,0.48987317599457125,0.5397900935203696,0.5306063034452928,0.4132664933668464,0.410584016921628,0.5260115606936416,0.5232558139534884,0.5204678362573099,0.5176470588235293,0.514792899408284,0.5119047619047619,0.1875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February,2016-02,0,75,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009185391825001276,0.010683142322103788,2.9444389791664403,17.55101582912137,-1.2283989
1381,2016-02,Galgaduud,2016,2,0.5569960353297134,0.4259322142371347,0.07471264367816091,0.5671362996196867,0.5592973483594352,0.5563105072562342,0.4859439170970997,0.43780966738525573,0.35828450971057846,0.4345837904266191,0.3948263098601268,0.40639507281379594,0.4065137918027011,0.40255696779084443,0.40557341313300876,0.06936416184971098,0.06395348837209303,0.05847953216374269,0.052941176470588235,0.047337278106508875,0.041666666666666664,0.020833333333333332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February,2016-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.004010096349500605,1.0986122886681096,5.195220143757344,-1.0509545
