index,time,admin1,tmx,pre,conflicts,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts_lag1,conflicts_lag2,conflicts_lag3,conflicts_lag4,conflicts_lag5,conflicts_lag6,month_name,yr_mth,Awdal,Bakool,Banadir,Bari,Bay,Galgaduud,Gedo,Hiraan,Lower_Juba,Lower_Shabelle,Middle_Juba,Middle_Shabelle,Mudug,Nugaal,Sanaag,Sool,Togdheer,Woqooyi_Galbeed,sum_disp,population_density,conflicts_log
1380,2016-01,Middle_Juba,0.6858788144815156,0.0057912426000536555,0.010526315789473684,2016,01,0.6206983677492315,0.40482271800621256,0.5229885057471264,0.5538738740616365,0.5068192382861585,0.48240337555270474,0.4128563361993969,0.31487883582719634,0.3014506797482511,0.4363286129489959,0.47228507889129284,0.47870532566996987,0.4343578876942388,0.40193517663217104,0.40900974430031456,0.5202312138728323,0.5174418604651163,0.5146198830409356,0.5117647058823529,0.5088757396449703,0.5059523809523809,0.0625,0.0625,0.010416666666666666,0.010416666666666666,0.03125,0.010416666666666666,,2016-01,0,0,0,0,126,0,216,0,0,124,0,0,0,0,0,0,0,0,0.003963326472639439,0.005492726373804557,0.15186115333086322
1380,2016-01,Middle_Shabelle,0.48904429957220485,0.02813071865981811,0.031578947368421054,2016,01,0.47300332883610396,0.41678527399735166,0.06896551724137931,0.4142430698855831,0.40460400256944795,0.3747450764917515,0.3505235517738186,0.30601878163823154,0.26052089635428116,0.39361332282239436,0.3968641151190765,0.38310270595227114,0.3866389015797096,0.3965379130757902,0.403875815707826,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.020833333333333332,0.05208333333333333,0.03125,0.05208333333333333,0.020833333333333332,0.09375,,2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.020101718492806668,0.30372230666172645
1380,2016-01,Mudug,0.4470828505173483,0.009162313563604951,0.031578947368421054,2016,01,0.62889372164265,0.4024646967805733,0.06896551724137931,0.5877552727556103,0.5785522425462939,0.511963319828559,0.46179548804826276,0.3781460362680976,0.2894153463049172,0.3795451296111847,0.4246619367451868,0.43201863465678664,0.43400103536167256,0.4307725681494428,0.39260339056727694,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.05208333333333333,0.09375,0.05208333333333333,0.03125,0.041666666666666664,0.07291666666666666,,2016-01,0,0,57,0,19,265,0,14,0,0,0,0,2027,5,0,0,0,0,0.020301416931738932,0.007267917669641577,0.30372230666172645
1380,2016-01,Nugaal,0.32476877760166656,0.006029530804870125,0.052631578947368425,2016,01,0.8040158101567471,0.39584039324610704,0.06896551724137931,0.7652445662222301,0.7529713933955476,0.6427086217770054,0.5594359095483732,0.4444441169396467,0.3229332118603969,0.37387755081088536,0.43534804232124374,0.44340355272773685,0.4477253604820508,0.44354067828147664,0.3866288566904105,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.08333333333333333,0.041666666666666664,0.010416666666666666,0.020833333333333332,0.03125,0.010416666666666666,,2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3925553866765471
1380,2016-01,Sanaag,0.11346361484622114,0.0032197209012730576,0.08421052631578947,2016,01,1.0,0.3761228237535277,0.23563218390804597,1.0,0.9925556315447719,0.8193177596942858,0.6992318206355324,0.5474289947528214,0.42391443248090593,0.37711956815978726,0.3911045483350183,0.3938829193116704,0.3796334965692382,0.38032223832890716,0.38202796239581294,0.23121387283236994,0.22674418604651161,0.2222222222222222,0.21764705882352942,0.21301775147928995,0.20833333333333331,0.020833333333333332,0.0625,0.0625,0.05208333333333333,0.041666666666666664,0.020833333333333332,,2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0003909437624463239,0.48138846669136776
1380,2016-01,Sool,0.25138747552987417,0.000514162486744118,0.010526315789473684,2016,01,0.9223773555961066,0.3849664401320464,0.23563218390804597,0.9074166766310743,0.8982791130332356,0.7362246164368821,0.6418990238877712,0.5021499013825543,0.37612853585101425,0.3742915273253539,0.4196043693578048,0.42524108765514346,0.421951686047665,0.4176432999956896,0.38386121415583824,0.23121387283236994,0.22674418604651161,0.2222222222222222,0.21764705882352942,0.21301775147928995,0.20833333333333331,0.05208333333333333,0.041666666666666664,0.03125,0.08333333333333333,0.041666666666666664,0.041666666666666664,,2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00026331308243773485,0.15186115333086322
1380,2016-01,Togdheer,0.22265153835405482,0.003259435838793387,0.10526315789473684,2016,01,0.8875918665608448,0.3468632936327533,0.24137931034482757,0.8962685431447046,0.9127231624677431,0.7552195216218492,0.6627494146572264,0.5364872945837201,0.41875879672667027,0.34710633131878044,0.3475618107714061,0.36172146677688655,0.3740284518691349,0.39895209580651675,0.42763394774686286,0.23699421965317918,0.23255813953488372,0.22807017543859648,0.22352941176470587,0.21893491124260356,0.21428571428571427,0.020833333333333332,0.010416666666666666,0.07291666666666666,0.020833333333333332,0.041666666666666664,0.05208333333333333,,2016-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.005221229075676546,0.5253532754755149
1380,2016-01,Woqooyi_Galbeed,0.24337129525473622,0.004480660669250449,0.0,2016,01,0.8507415400341287,0.26446510524849043,0.25862068965517243,0.8825592943178603,0.9243655352858077,0.8003020880658636,0.7082656285001896,0.5965279725316527,0.4844607288778954,0.2750433134136242,0.27076898475603295,0.3134468349370685,0.43544493081093544,0.5116438067116097,0.5579448657095206,0.2543352601156069,0.25,0.24561403508771928,0.2411764705882353,0.23668639053254437,0.23214285714285712,0.0625,0.020833333333333332,0.03125,0.03125,0.03125,0.041666666666666664,,2016-01,0,0,69,32,0,28,0,22,0,7,0,17,33,25,16,8,6,57,0.002721597577778156,0.010717620187730306,0.0
1381,2016-02,Awdal,0.3858172774965174,0.05291264082973293,0.08421052631578947,2016,02,0.6254600411166271,0.36023263131096067,0.5287356321839081,0.6904043801666064,0.7906948831455277,0.8862006768378218,0.8350718491547451,0.7587624461329897,0.6615183128304496,0.23704470310191633,0.2540835743176105,0.2564974247664048,0.2986625318088702,0.4652554194816775,0.5625339871247248,0.5260115606936416,0.5232558139534884,0.5204678362573099,0.5176470588235293,0.514792899408284,0.5119047619047619,0.041666666666666664,0.041666666666666664,0.0625,0.09375,0.0625,0.010416666666666666,,2016-02,0,0,41,0,0,5,0,0,0,7,0,0,12,18,0,0,0,0,0.0007059143717362092,0.016447657558127382,0.48138846669136776
1381,2016-02,Bakool,0.6762592852394509,0.00964852603591549,0.052631578947368425,2016,02,0.6500163699034458,0.3607377629619787,0.5287356321839081,0.6514714712095367,0.6418485471210696,0.6406633813358348,0.5806360759237539,0.52123814703942,0.43996434432639153,0.5143530124422098,0.5042046489781149,0.5475929054164448,0.5381378812001296,0.41052260823424275,0.41208370108085546,0.5260115606936416,0.5232558139534884,0.5204678362573099,0.5176470588235293,0.514792899408284,0.5119047619047619,0.0625,0.08333333333333333,0.041666666666666664,0.020833333333333332,0.125,0.07291666666666666,,2016-02,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009950841143751383,0.011279165372572578,0.3925553866765471
1381,2016-02,Banadir,0.5567522021348819,0.005612526979055866,0.35789473684210527,2016,02,0.4869955590174868,0.4091172542397395,0.07471264367816091,0.4577847238700288,0.42876561074558717,0.4235541051393351,0.39623199189437036,0.3658692852263158,0.30732399016251616,0.42341846774177916,0.40493580201907775,0.4152207362009344,0.40263197943019746,0.39417186484878325,0.39952997881119384,0.06936416184971098,0.06395348837209303,0.05847953216374269,0.052941176470588235,0.047337278106508875,0.041666666666666664,0.375,0.34375,0.4375,0.35416666666666663,0.3125,0.34375,,2016-02,0,0,27,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0.0011481739781251596,0.849494701352818,0.7789388347136722
1381,2016-02,Bari,0.27882831322325363,0.00946236233286577,0.052631578947368425,2016,02,0.7621492856115138,0.42326688291255987,0.13218390804597702,0.8957081860966047,0.9616101709282029,1.0,0.9007317176318184,0.771571288058039,0.6497132159551346,0.39328263294757,0.37201505362937376,0.4351169911147747,0.43189177970013753,0.43649975586996925,0.4324064497287164,0.12716763005780346,0.12209302325581395,0.11695906432748537,0.11176470588235293,0.10650887573964497,0.10119047619047619,0.0625,0.08333333333333333,0.041666666666666664,0.020833333333333332,0.07291666666666666,0.05208333333333333,,2016-02,0,11,49,16,8,0,0,0,0,15,0,0,0,12,0,5,0,3,0.0010120940992362519,0.005696566389636422,0.3925553866765471
1381,2016-02,Bay,0.649302698453248,0.006680566890064431,0.17894736842105263,2016,02,0.5496596060107168,0.3562256558450358,0.5287356321839081,0.5217389034860038,0.49734420093068077,0.49399298884478626,0.4662038259530378,0.4267813485997317,0.3630009172982503,0.4840289633872948,0.48987317599457125,0.5397900935203696,0.5306063034452928,0.41326649336684645,0.41058401692162805,0.5260115606936416,0.5232558139534884,0.5204678362573099,0.5176470588235293,0.514792899408284,0.5119047619047619,0.16666666666666666,0.16666666666666666,0.09375,0.19791666666666666,0.375,0.34375,,2016-02,0,75,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009185391825001276,0.010683142322103788,0.633249620022231
1381,2016-02,Galgaduud,0.5798440968953462,0.0032752051357045377,0.010526315789473684,2016,02,0.5569960353297134,0.42593221423713473,0.07471264367816091,0.5661250284706809,0.5592973483594351,0.5563105072562341,0.4859439170970997,0.43780966738525573,0.3582845097105784,0.4345837904266191,0.3948263098601269,0.406395072813796,0.40651379180270114,0.4025569677908445,0.4055734131330088,0.06936416184971098,0.06395348837209303,0.05847953216374269,0.052941176470588235,0.047337278106508875,0.041666666666666664,0.05208333333333333,0.05208333333333333,0.0625,0.09375,0.03125,0.07291666666666666,,2016-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.004010096349500605,0.15186115333086322
1381,2016-02,Gedo,0.7824992202021972,0.010020850601403926,0.13684210526315788,2016,02,0.5865247390267478,0.28830162933622827,0.5287356321839081,0.5685704440981577,0.5597638715023027,0.5562358090059,0.5320148592861283,0.48457549808948963,0.41763527698500913,0.45303790542655853,0.5224751240992356,0.5810727015940118,0.5795911687703552,0.4542590752370255,0.4149673287724906,0.5260115606936416,0.5232558139534884,0.5204678362573099,0.5176470588235293,0.514792899408284,0.5119047619047619,0.26041666666666663,0.10416666666666666,0.07291666666666666,0.14583333333333331,0.125,0.25,,2016-02,0,30,0,0,77,0,22,0,0,0,0,0,0,0,0,0,0,0,0.001097144023541819,0.007746698474563846,0.5781893096036066
1381,2016-02,Hiraan,0.6342148459387709,0.0025743585814824426,0.052631578947368425,2016,02,0.5885796208437905,0.41066970648338563,0.24137931034482757,0.588783245491092,0.5684935417106892,0.5608938487212648,0.49384217401280617,0.44527187670325896,0.3693801747376451,0.4417614740393617,0.4147337459967956,0.42648016725805626,0.41718980018836727,0.3975043434683904,0.4012847283081601,0.23699421965317918,0.23255813953488372,0.22807017543859648,0.22352941176470587,0.21893491124260356,0.21428571428571427,0.10416666666666666,0.14583333333333331,0.125,0.15625,0.13541666666666666,0.28125,,2016-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.003791023347595466,0.3925553866765471
1381,2016-02,Lower_Juba,0.7038995535745791,0.00639397125451755,0.14736842105263157,2016,02,0.643925479967127,0.3707359900613079,0.5287356321839081,0.6030752591031849,0.5849256871823442,0.5498033582596449,0.5368331050301101,0.4649705924947458,0.36428589442300124,0.34244543038288294,0.41191820516956384,0.4405575826941811,0.470541954391647,0.47500806926918643,0.4004885488944562,0.5260115606936416,0.5232558139534884,0.5204678362573099,0.5176470588235293,0.514792899408284,0.5119047619047619,0.125,0.1875,0.09375,0.10416666666666666,0.10416666666666666,0.13541666666666666,,2016-02,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4.252496215278369e-05,0.01482474325787769,0.5933049117866128
1381,2016-02,Lower_Shabelle,0.5815414450182563,0.001859495032262159,0.45263157894736844,2016,02,0.5174944512545101,0.39978684117814334,0.5229885057471264,0.47320779207913727,0.4428489854333776,0.4340598721775286,0.4101032439870085,0.37590184441421043,0.30583974261193814,0.4241911135964828,0.41913060406499814,0.4372617648535799,0.42542369403986013,0.3973764168281325,0.39824939851450614,0.5202312138728323,0.5174418604651163,0.5146198830409356,0.5117647058823529,0.5088757396449703,0.5059523809523809,0.3020833333333333,0.4895833333333333,0.34375,0.3020833333333333,0.25,0.32291666666666663,,2016-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0723432594881032,0.8290755821372413
1381,2016-02,Middle_Juba,0.7065984302423229,0.005314667610726217,0.042105263157894736,2016,02,0.6067165691935275,0.3653765686394106,0.5287356321839081,0.5633356555306387,0.5412117121496524,0.5068192382861585,0.48240337555270474,0.4128563361993969,0.31487883582719634,0.40482271800621256,0.4363286129489959,0.47228507889129284,0.47870532566996987,0.4343578876942388,0.40193517663217104,0.5260115606936416,0.5232558139534884,0.5204678362573099,0.5176470588235293,0.514792899408284,0.5119047619047619,0.020833333333333332,0.0625,0.0625,0.010416666666666666,0.010416666666666666,0.03125,,2016-02,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0008504992430556738,0.005492726373804557,0.35261067844092886
1381,2016-02,Middle_Shabelle,0.5319629592515069,0.009365559280925948,0.11578947368421053,2016,02,0.4428535562969833,0.4163450915991078,0.07471264367816091,0.428734154762738,0.40534610053692505,0.40460400256944795,0.3747450764917515,0.3505235517738186,0.30601878163823154,0.41678527399735166,0.39361332282239436,0.3968641151190765,0.38310270595227114,0.3866389015797096,0.3965379130757902,0.06936416184971098,0.06395348837209303,0.05847953216374269,0.052941176470588235,0.047337278106508875,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.05208333333333333,0.03125,0.05208333333333333,0.020833333333333332,,2016-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.020101718492806668,0.5444165400074104
1381,2016-02,Mudug,0.506281430085658,0.001715821898759843,0.031578947368421054,2016,02,0.5568913320704048,0.4184115032268356,0.07471264367816091,0.5708044706072712,0.5741794872979451,0.5785522425462939,0.511963319828559,0.46179548804826276,0.3781460362680976,0.4024646967805733,0.3795451296111847,0.4246619367451868,0.43201863465678664,0.43400103536167256,0.4307725681494428,0.06936416184971098,0.06395348837209303,0.05847953216374269,0.052941176470588235,0.047337278106508875,0.041666666666666664,0.041666666666666664,0.05208333333333333,0.09375,0.05208333333333333,0.03125,0.041666666666666664,,2016-02,0,0,94,0,11,50,0,26,0,12,0,28,43,0,0,0,0,0,0.0022453180016669787,0.007267917669641577,0.30372230666172645
1381,2016-02,Nugaal,0.38914704940036704,0.003259435838793387,0.010526315789473684,2016,02,0.6903131291600155,0.4265064676097785,0.07471264367816091,0.7304015437728175,0.7468827210424717,0.7529713933955476,0.6427086217770054,0.5594359095483732,0.4444441169396467,0.39584039324610704,0.37387755081088536,0.43534804232124374,0.44340355272773685,0.4477253604820508,0.44354067828147664,0.06936416184971098,0.06395348837209303,0.05847953216374269,0.052941176470588235,0.047337278106508875,0.041666666666666664,0.0625,0.08333333333333333,0.041666666666666664,0.010416666666666666,0.020833333333333332,0.03125,,2016-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.15186115333086322
1381,2016-02,Sanaag,0.18663941726168898,0.009557511439048635,0.07368421052631578,2016,02,0.8298241957042896,0.37803552475460206,0.24137931034482757,0.9090112403056799,0.9753078939678728,0.9925556315447719,0.8193177596942858,0.6992318206355324,0.5474289947528214,0.3761228237535277,0.37711956815978726,0.3911045483350183,0.3938829193116704,0.3796334965692382,0.38032223832890716,0.23699421965317918,0.23255813953488372,0.22807017543859648,0.22352941176470587,0.21893491124260356,0.21428571428571427,0.09375,0.020833333333333332,0.0625,0.0625,0.05208333333333333,0.041666666666666664,,2016-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0003909437624463239,0.45558345999258965
1381,2016-02,Sool,0.32476877760166656,0.0038650832210636726,0.07368421052631578,2016,02,0.795742372609174,0.4025462429144675,0.24137931034482757,0.83827003933357,0.885221111693111,0.8982791130332356,0.7362246164368821,0.6418990238877712,0.5021499013825543,0.3849664401320464,0.3742915273253539,0.4196043693578048,0.42524108765514346,0.421951686047665,0.4176432999956896,0.23699421965317918,0.23255813953488372,0.22807017543859648,0.22352941176470587,0.21893491124260356,0.21428571428571427,0.020833333333333332,0.05208333333333333,0.041666666666666664,0.03125,0.08333333333333333,0.041666666666666664,,2016-02,0,0,0,23,0,0,0,0,0,0,0,0,0,0,120,39,0,0,0.0015479086223613263,0.00026331308243773485,0.45558345999258965
1381,2016-02,Togdheer,0.32180893330717564,0.013535593988304787,0.1894736842105263,2016,02,0.768229875765289,0.3669185894749482,0.2471264367816092,0.8065683717383192,0.8743735914528337,0.9127231624677431,0.7552195216218492,0.6627494146572264,0.5364872945837201,0.3468632936327533,0.34710633131878044,0.3475618107714061,0.36172146677688655,0.3740284518691349,0.39895209580651675,0.24277456647398843,0.23837209302325582,0.23391812865497075,0.22941176470588234,0.22485207100591714,0.22023809523809523,0.11458333333333333,0.020833333333333332,0.010416666666666666,0.07291666666666666,0.020833333333333332,0.041666666666666664,,2016-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.005221229075676546,0.6450951714574489
1381,2016-02,Woqooyi_Galbeed,0.3491882340155563,0.03200289186840905,0.031578947368421054,2016,02,0.7160214726146522,0.35372609487639567,0.26436781609195403,0.7729849197091646,0.8610340172263486,0.9243655352858077,0.8003020880658636,0.7082656285001896,0.5965279725316527,0.26446510524849043,0.2750433134136242,0.27076898475603295,0.3134468349370685,0.43544493081093544,0.5116438067116097,0.26011560693641617,0.2558139534883721,0.25146198830409355,0.24705882352941178,0.24260355029585798,0.23809523809523808,0.010416666666666666,0.0625,0.020833333333333332,0.03125,0.03125,0.03125,,2016-02,20,3,51,16,4,7,5,27,6,25,0,7,15,9,17,10,10,112,0.0029257173961115177,0.010717620187730306,0.30372230666172645
1382,2016-03,Awdal,0.654059676761461,0.02774349793022581,0.010526315789473684,2016,03,0.7336216513584237,0.3645689342792985,0.5344827586206896,0.5676751945302865,0.6740606262929703,0.7906948831455277,0.8862006768378218,0.8350718491547451,0.7587624461329897,0.36023263131096067,0.23704470310191633,0.2540835743176105,0.2564974247664048,0.2986625318088702,0.4652554194816775,0.5317919075144508,0.5290697674418604,0.5263157894736842,0.5235294117647059,0.5207100591715976,0.5178571428571428,0.09375,0.041666666666666664,0.041666666666666664,0.0625,0.09375,0.0625,,2016-03,39,0,16,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0.0005613295004167447,0.016447657558127382,0.15186115333086322
1382,2016-03,Bakool,0.8066804325090293,0.06959277681863729,0.052631578947368425,2016,03,0.7512688809146162,0.34418470762434944,0.5344827586206896,0.590054542762829,0.636177556589773,0.6418485471210696,0.6406633813358348,0.5806360759237539,0.52123814703942,0.3607377629619787,0.5143530124422098,0.5042046489781149,0.5475929054164448,0.5381378812001296,0.41052260823424275,0.5317919075144508,0.5290697674418604,0.5263157894736842,0.5235294117647059,0.5207100591715976,0.5178571428571428,0.0625,0.0625,0.08333333333333333,0.041666666666666664,0.020833333333333332,0.125,,2016-03,0,1448,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0.012595893789654528,0.011279165372572578,0.3925553866765471
