,time,Previous (Departure) Region,Banadir,level_0,index,admin1,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts,inv_distance,log_disp,x
11,2020-01,Middle Shabelle,75,875,1428,Middle Shabelle,2020,1,0.2723270029839358,0.1791411821595466,12,0.0392024139346331,0.0030452511904917,0.2416162842955199,0.4953652942064062,0.3500428398536309,0.5117168742982419,0.1070071270260876,0.1171268113369072,0.0742876805249436,0.0852958225854196,0.1161113475981224,0.1389541660136587,11.0,10.0,9.0,8.0,7.0,6.0,20,0.009785907225679898,4.31748811353631,2.9162537480045574e-07
12,2020-01,Mudug,0,876,1428,Mudug,2020,1,0.1662497263937417,0.1345613667310362,2,0.1476666979804699,-0.1451717353774993,0.2066738430328934,0.2330862510943745,0.1162276153929967,0.5415315667039741,0.0632129805140632,0.2036611554941206,0.226562483429295,0.2327336772430206,0.2226834906995919,0.103863217891218,1.0,0.0,8.0,7.0,6.0,5.0,6,0.002220736057353776,-inf,-7.15938894257502e-07
13,2020-01,Nugaal,0,877,1428,Nugaal,2020,1,0.3378957095723301,0.1139399752578671,2,0.3880588172182331,-0.020303674150367,0.4196197272339675,0.4255195999811877,0.269736587219334,0.8310430964343867,0.0455698636885864,0.2369268966034977,0.2620036209329585,0.2754573657847433,0.2624304914273327,0.085264552944247,1.0,0.0,8.0,7.0,6.0,5.0,4,0.0016594524274810532,-inf,-5.591189969964226e-08
14,2020-01,Sanaag,0,878,1428,Sanaag,2020,1,0.809018532258687,0.052559376182004,12,0.9634005740189236,0.4702392957452765,0.9299762489496066,0.8985460700300787,0.6814308718230938,1.101658971698842,0.0556622316736382,0.0991973368265734,0.1078463782343433,0.063488065981665,0.0656321122766688,0.070942014449155,11.0,10.0,9.0,8.0,7.0,6.0,0,0.0014701577646401877,-inf,1.016358216051963e-06
15,2020-01,Sool,0,879,1428,Sool,2020,1,0.4822723169842762,0.0800894666180937,11,0.5957839931933231,0.0923808255141215,0.5915097049743359,0.5709620607347369,0.3668973587815112,0.8348194839026595,0.0468585684891949,0.1879169981718459,0.2054640465564217,0.1952241718424453,0.1818122086174714,0.0766489090707046,10.0,9.0,8.0,7.0,6.0,5.0,1,0.0017204192404835263,-inf,2.7343268088800193e-07
16,2020-01,Togdheer,0,880,1428,Togdheer,2020,1,0.3503132316488053,0.0910377095089832,11,0.458652947231622,0.0010648688083401,0.6216002713530507,0.5810943437774222,0.3917997906558785,0.761449400971741,0.1446700153390121,0.1368900630468489,0.1184917809677164,0.0778984095321831,0.0426120360734709,0.1173646973825644,10.0,9.0,8.0,7.0,6.0,5.0,0,0.001820272428158295,-inf,3.5283274846809695e-09
17,2020-01,Woqooyi Galbeed,0,881,1428,Woqooyi Galbeed,2020,1,0.3388812050525032,0.2583844335040678,12,0.4855836430569744,0.0867549138628845,0.7098452361734526,0.6199369696643485,0.4516434489215154,0.7611966087031328,0.3743042049984927,0.3090113068742174,0.1489485210587621,0.1696327782666355,0.1035067153477154,0.1859473612286755,11.0,10.0,9.0,8.0,7.0,6.0,1,0.0016107324240856426,-inf,2.2508206203407078e-07
18,2020-02,Awdal,0,882,1429,Awdal,2020,2,0.1575753042259539,0.4089263166442337,140,0.1928211683185939,0.4235243639391764,0.079284918114252,0.6288603891551939,0.5286516975860361,0.4202880486489185,0.3657618513898316,0.4831302826094016,0.4160505724678048,0.163824550560811,0.2015643526770895,0.1355581758731799,139.0,138.0,137.0,136.0,135.0,134.0,0,0.0014060378073769858,-inf,8.372832368324063e-07
19,2020-02,Bakool,0,883,1429,Bakool,2020,2,0.5981257390747327,0.5849067547677866,18,0.6476107394407322,0.3854183759890103,0.4247144956698664,0.7262822301760561,0.8991121447870731,0.6583436501455979,1.146358566701533,1.3216027386295237,0.7789028208748817,1.2558620225086692,0.5088673277238215,0.5137269943360878,17.0,16.0,15.0,14.0,13.0,12.0,2,0.004339161252142711,-inf,7.256780660414307e-06
21,2020-02,Bari,0,885,1429,Bari,2020,2,1.3720421225590158,0.19931836669239,17,1.8940601460743705,1.922863373929813,1.587124006932486,1.812432172246501,1.657962803357347,1.6824579655878955,0.1059776927120519,0.0397719283588131,0.2362076364799005,0.2261675852022191,0.2405121695049659,0.2277697479176822,16.0,15.0,14.0,13.0,12.0,11.0,13,0.00124865886735538,-inf,2.998030443193298e-06
22,2020-02,Bay,23,886,1429,Bay,2020,2,0.9914644808183518,0.7547038262947035,20,1.0957516522394135,0.7667864053208924,0.8904232965535865,1.1485942317299205,1.3918451912052845,1.0746840272033853,1.2227129810919295,1.40670274409824,0.7663460015359146,1.4333757916959369,0.6556481470602794,0.6483940951156069,19.0,18.0,17.0,16.0,15.0,14.0,9,0.0048678032659052834,3.1354942159291497,1.8169393888909792e-05
23,2020-02,Galgaduud,0,887,1429,Galgaduud,2020,2,0.2431583536550208,0.2076155167797595,3,0.2069027494377533,0.1213393290141788,-0.1081000036699152,0.1985077013462469,0.2918909713193416,0.1613797838385779,0.2345477880042063,0.1107831436936235,0.1467965885013168,0.1471661595411663,0.1348486054746306,0.1442387700307299,2.0,1.0,0.0,8.0,7.0,6.0,5,0.003565472503646411,-inf,1.542537647134098e-06
24,2020-02,Gedo,0,888,1429,Gedo,2020,2,0.9855295666796748,0.915188224117944,20,1.1191833120691883,0.8421812204224705,1.0371425563974104,1.287385466540961,1.4652825744066185,1.1341720853097452,1.627922130450815,1.804372778553542,1.030005663392564,1.6268874324814022,0.5400493444439212,0.530221325134463,19.0,18.0,17.0,16.0,15.0,14.0,11,0.002616749249414958,-inf,5.766732010578659e-06
25,2020-02,Hiraan,17,889,1429,Hiraan,2020,2,0.4064624184293792,0.2580985978051617,13,0.3867097017618971,0.1605098414939922,0.0694985403120712,0.3497074423969906,0.5478042275056265,0.3775906935775322,0.3685799608196031,0.3024959276028192,0.243765937143734,0.2680976438516625,0.1592283104399535,0.1709966111065089,12.0,11.0,10.0,9.0,8.0,7.0,18,0.006016509264782172,2.833213344056216,5.8101968353561955e-06
26,2020-02,Lower Juba,0,890,1429,Lower Juba,2020,2,1.1036526085932117,1.1133270426940525,140,1.2753155107461849,1.1400981780592945,1.3485500612103274,1.633203912185093,1.8841429673111,1.488682801325066,1.326709231889707,0.7314123219048595,0.6190057261484627,0.5990624787275507,0.0240984275054541,-0.0418756980121108,139.0,138.0,137.0,136.0,135.0,134.0,20,0.0023353638652866275,-inf,6.218009252658097e-06
27,2020-02,Lower Shabelle,0,891,1429,Lower Shabelle,2020,2,0.9109204970328044,0.3360359196500412,18,0.991222377932367,0.6587868443993922,0.7391795156901699,1.008990756248986,1.314725889667552,1.0274331002584838,0.4360472747604675,0.4627965251536148,0.2943914913680741,0.510708213976921,0.2996621442376332,0.3023797276046925,17.0,16.0,15.0,14.0,13.0,12.0,41,0.008508246593928818,-inf,4.7689751018573343e-05
28,2020-02,Middle Juba,0,892,1429,Middle Juba,2020,2,1.150025828580769,0.609358725725575,140,1.3081830976798208,1.0846967739218951,1.2633128657704182,1.5046044224334545,1.748700100780456,1.3642592503538968,0.8071185072767121,0.8170631983999681,0.5288116150092136,0.8193473855088409,0.4027533457173234,0.3468176617459717,139.0,138.0,137.0,136.0,135.0,134.0,12,0.0031030528715675202,-inf,1.0444477034421273e-05
