index,time,admin1,year,month,TA,PA,DL,TA_lag1,PA_lag1,DL_lag1,conflicts,Awdal_x,Bakool_x,Banadir_x,Bari_x,Bay_x,Galgaduud_x,Gedo_x,Hiraan_x,Lower_Juba_x,Lower_Shabelle_x,Middle_Juba_x,Middle_Shabelle_x,Mudug_x,Nugaal_x,Sanaag_x,Sool_x,Togdheer_x,Woqooyi_Galbeed_x,April,August,December,February,January,July,June,March,May,November,October,September,month_name,yr_mth,Awdal_y,Bakool_y,Banadir_y,Bari_y,Bay_y,Galgaduud_y,Gedo_y,Hiraan_y,Lower_Juba_y,Lower_Shabelle_y,Middle_Juba_y,Middle_Shabelle_y,Mudug_y,Nugaal_y,Sanaag_y,Sool_y,Togdheer_y,Woqooyi_Galbeed_y,sum_disp
1382,2016-03,Galgaduud,2016,3,1.751675129971647,0.235351357934299,16,1.2052180484763335,0.2370252233160928,15.0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2016-03,Gedo,2016,3,1.8298400034594795,-0.2008801605382949,94,1.359505066845977,-0.3284651261387881,93.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,19,0,0,88,0,38,0,0,0,0,0,0,0,0,0,0,0,145
1382,2016-03,Hiraan,2016,3,1.8120586147517468,0.1884038464234542,27,1.356223537301582,0.1474881205927309,26.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2016-03,Lower_Juba,2016,3,2.1230086195326754,0.0477758735535429,93,1.6659331014266436,0.0840549506498552,92.0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,0,0,0,0,0,0,163,0,7,0,0,0,0,0,0,0,170
1382,2016-03,Lower_Shabelle,2016,3,1.8703307488878176,0.1803763000117411,68,1.1675321161087966,0.0859344189653099,67.0,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,1380,0,0,0,0,0,0,774,0,0,0,0,0,0,0,0,2154
1382,2016-03,Middle_Juba,2016,3,2.0972997922238674,0.1196429298521498,94,1.5209629022511315,-0.0021247520869532,93.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,0,0,178,0,145,0,23,0,0,0,0,0,0,0,0,0,346
1382,2016-03,Middle_Shabelle,2016,3,1.1699346973494558,0.184003383842702,14,0.8026142253945608,0.1547117155649058,13.0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,660
1382,2016-03,Mudug,2016,3,1.8992950955288477,0.2218998715248294,15,1.1944278287240884,0.2331190152561062,14.0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,67,42,3,15,0,57,0,3,0,7,1216,0,0,0,0,5,1415
1382,2016-03,Nugaal,2016,3,2.46711760350994,0.2652174463329054,17,1.638943099918474,0.2729161972589859,16.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2016-03,Sanaag,2016,3,2.6936695798457886,0.0796400752802145,43,2.006266654183509,0.0737169079375019,42.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2016-03,Sool,2016,3,2.661423171789873,0.1818791756047542,43,1.986292031185793,0.1753755131849725,42.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,230
1382,2016-03,Togdheer,2016,3,2.5536955370338017,0.0590488629557386,43,1.87111522555034,0.0637508976638074,42.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2016-03,Woqooyi_Galbeed,2016,3,2.3251913178702,0.0531046981045364,47,1.5755018595241823,0.1339892169552796,46.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,March,2016-03,92,13,46,17,0,18,0,10,0,5,0,18,28,20,31,20,65,121,504
1383,2016-04,Awdal,2016,4,2.0029201878471823,0.9593496216701274,196,2.040101063828733,0.0770543485520791,195.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,85,0,30,0,7,17,0,18,0,0,7,0,0,5,0,0,0,0,169
1383,2016-04,Bakool,2016,4,1.6890989886926473,0.030700864189138,71,2.0390864121356125,0.109055264498846,70.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,884,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,921
1383,2016-04,Banadir,2016,4,1.3978278246714673,0.1077734765647508,16,1.5788954786002405,0.1838074819929418,15.0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,658,0,123,0,0,25,0,13990,0,0,6,0,0,0,0,0,14802
1383,2016-04,Bari,2016,4,1.6897219562356909,0.1824051153918988,26,2.4505559091903133,0.2596985820112815,25.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,60,90,0,0,0,16,0,5,0,16,0,0,26,0,0,0,213
1383,2016-04,Bay,2016,4,1.7821544171282853,0.1216154125514733,87,1.8838673464995448,0.1354255193532607,86.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,32,52,0,73,0,91,0,0,0,20,5,3,17,0,0,0,0,293
1383,2016-04,Galgaduud,2016,4,1.326107620954258,0.0905382613211525,17,1.751675129971647,0.235351357934299,16.0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,2016-04,Gedo,2016,4,1.7582933370275649,0.0505968184253952,95,1.8298400034594795,-0.2008801605382949,94.0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,0,0,0,0,266,0,0,0,11,0,0,0,0,0,0,0,277
1383,2016-04,Hiraan,2016,4,1.4133949991192347,0.0724037861991394,28,1.8120586147517468,0.1884038464234542,27.0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
1383,2016-04,Lower_Juba,2016,4,2.0676029149145294,-0.0436373459432286,94,2.1230086195326754,0.0477758735535429,93.0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,229
1383,2016-04,Lower_Shabelle,2016,4,1.7670553254669077,0.1552544238470981,69,1.8703307488878176,0.1803763000117411,68.0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,100,0,0,0,0,0,0,1698,0,0,0,0,0,0,0,0,1798
1383,2016-04,Middle_Juba,2016,4,2.020752784553705,0.1601486503713606,95,2.0972997922238674,0.1196429298521498,94.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,0,0,165,0,125,0,0,0,350,0,0,0,0,0,0,0,640
1383,2016-04,Middle_Shabelle,2016,4,0.927484835691915,0.0931970985473351,15,1.1699346973494558,0.184003383842702,14.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,2016-04,Mudug,2016,4,1.4049416032187854,0.140210653808404,16,1.8992950955288477,0.2218998715248294,15.0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,12,481,0,62,0,13,0,6,0,0,45,0,0,0,0,0,619
1383,2016-04,Nugaal,2016,4,1.825560959311274,0.1847532446639372,18,2.46711760350994,0.2652174463329054,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,2016-04,Sanaag,2016,4,2.1421106786904685,0.1398581827744554,44,2.6936695798457886,0.0796400752802145,43.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,2016-04,Sool,2016,4,2.081458919392014,0.1593848001384634,44,2.661423171789873,0.1818791756047542,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,246,13,0,290
1383,2016-04,Togdheer,2016,4,2.1854424022073524,0.2717509887757177,44,2.5536955370338017,0.0590488629557386,43.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,2016-04,Woqooyi_Galbeed,2016,4,2.1448072411002213,0.7626409641134241,48,2.3251913178702,0.0531046981045364,47.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,April,2016-04,5,0,45,24,25,28,4,26,6,0,0,9,23,12,38,4,35,0,284
1384,2016-05,Awdal,2016,5,1.4981018031514577,0.916876513121562,197,2.0029201878471823,0.9593496216701274,196.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,May,2016-05,11,0,36,8,6,20,0,8,0,0,0,0,0,16,0,0,0,0,105
