index,time,admin1,year,month,TA,PA,DL,TA_lag1,PA_lag1,DL_lag1,conflicts,Awdal,Bakool,Banadir,Bari,Bay,Galgaduud,Gedo,Hiraan,Lower_Juba,Lower_Shabelle,Middle_Juba,Middle_Shabelle,Mudug,Nugaal,Sanaag,Sool,Togdheer,Woqooyi_Galbeed,April,August,December,February,January,July,June,March,May,November,October,September,month_name
1380,2016-01,Awdal,2016,1,1.446801818683575,-0.3465941880992888,193,2.215482094869129,-0.3923284592373253,192.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Bakool,2016,1,1.5607104980638846,0.008077846470027239,68,1.676488209077483,0.5229277829083284,67.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Banadir,2016,1,0.8997627353193757,0.14977721790547585,13,0.7707570332190143,0.15626767815408152,12.0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Bari,2016,1,2.320338155280973,0.14750391358465878,23,2.9143603140578906,0.018888543283667795,22.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Bay,2016,1,1.120355318962473,-0.08041647401917869,84,1.0468744048457579,0.464762302833613,83.0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Galgaduud,2016,1,1.2844423210541132,0.2596649873224191,14,1.3297271319954262,0.0958622043658553,13.0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Gedo,2016,1,1.2791288319235068,-0.2497334088300096,92,1.3228769626140346,0.4479397007822186,91.0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Hiraan,2016,1,1.3810405001551382,0.19115327249162384,25,1.3837427594722558,0.17704869852904295,24.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Lower_Juba,2016,1,1.4360671607620075,-0.1111730047945777,91,1.4037718606227312,-0.06793454897227891,90.0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Lower_Shabelle,2016,1,0.9781220795340135,0.06698901699833766,66,0.7860519094767562,0.2080244189110426,65.0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
