ADM2_EN,Borama,Baki,Lughaye,Zeylac,Hargeysa,Berbera,Gebiley,Burco,Buuhoodle,Owdweyne,Sheikh,Laas Caanood,Caynabo,Taleex,Xudun,Ceerigaabo,Ceel Afweyn,Laasqoray,Bossaso,Bandarbeyla,Caluula,Iskushuban,Qandala,Qardho,Garoowe,Burtinle,Eyl,Gaalkacyo,Galdogob,Hobyo,Jariiban,Xarardheere,Dhuusamarreeb,Cabudwaaq,Cadaado,Ceel Buur,Ceel Dheer,Belet Weyne,Bulo Burto,Jalalaqsi,Jowhar,Adan Yabaal,Balcad,Cadale,Banadir,Marka,Afgooye,Baraawe,Kurtunwaarey,Qoryooley,Sablaale,Wanla Weyn,Baidoa,Buur Hakaba,Diinsoor,Qansax Dheere,Xudur,Ceel Barde,Tayeeglow,Waajid,Rab Dhuure,Garbahaarey,Baardheere,Belet Xaawo,Ceel Waaq,Doolow,Luuq,Bu'aale,Jilib,Saakow,Kismayo,Afmadow,Badhaadhe,Jamaame
Sheikh,251.65180605391924,190.07154911489047,212.19569582038955,261.3651030205717,132.9775801758841,32.82041570041287,194.6753868095302,75.66178783326458,180.91679294371286,73.99833637285757,0.0,272.706328409992,130.10557437984326,351.49667343633735,240.1086779527173,265.4523298162626,140.55381100885393,365.5576145334989,447.02270070261994,547.8041924829635,609.2627607915156,565.921221326403,524.2494768879989,455.0056196574449,390.65795115968666,369.7740277840376,481.55181839765584,342.9114145530923,301.6940321959194,434.49547399761343,450.96322811297796,478.6478716224633,377.81687972338227,332.83957895137615,346.3983472670343,432.54670191305195,490.9793325734839,411.85620239428334,475.0279804919833,513.6152917528475,545.5532686657264,512.9349996036344,584.7277380808118,542.393871212611,616.7932580150119,652.5380482447109,607.8032448595969,724.4805191416149,673.7762903948662,643.2384892586753,714.8786833307419,567.3056334393902,568.8492062344388,613.6159577193514,688.8425228675142,640.7350729687245,489.0553473677129,449.26272162556455,494.3439135969884,538.1058445380161,519.3862522459084,641.7221270533762,758.0221345738031,668.8555735175108,737.689020482809,603.8052639399664,580.7746021989434,762.8637323725555,789.4117533526943,768.5156068391555,915.0811588083038,857.7520103255856,981.2499504951578,839.5106643105522
Laas Caanood,515.014258979291,457.16433847271827,482.75139260617,532.4123670068334,382.40830983435694,299.9679342159688,453.46857743693454,215.59266565717127,108.48791309102891,298.6352664400684,272.706328409992,0.0,142.61399865615115,114.69103316955736,54.695202110265974,139.82782155395583,166.76211587405496,195.1792867647662,268.1187194900609,304.9471947299351,422.09652077919225,354.12083756084235,333.310102933333,222.30508244331207,127.89536335321127,97.13501803243244,216.00822025290046,112.685166205443,114.91745089489582,194.38356842926459,178.66480071104638,273.5106463085879,250.15517813220902,262.25951378877755,186.24876209970782,291.3398079200593,336.7826391834372,379.6989164556942,418.2802819432795,445.3672495554538,475.1530875564003,389.4484643840117,504.39195061906366,433.5326271698315,547.0409027511938,608.9998892543911,554.2922000081367,707.8356454170586,656.8122727239452,614.115762559103,714.2908327129395,529.4080283174724,599.0745268656672,612.59445039728,722.704824579158,691.1882402645148,529.5948951207835,498.6086943178134,495.1849064608228,589.7394794213694,590.7184571934836,716.2879814698252,827.4942624706637,765.9747815498175,825.459331482324,703.656506339473,658.6379398950934,785.6644977055721,793.2190944707514,819.249220609548,934.2857358038331,897.8199060507387,1008.1250929260115,843.5275953258381
Caynabo,375.9694865401071,316.55449318986985,341.0018029348347,390.52792312563065,246.3706610805965,157.75714567607312,315.623360910435,82.06473311064288,65.61616364954344,164.47615054206727,130.10557437984326,142.61399865615115,0.0,228.21524678444501,113.64086421833656,165.13697413522132,69.69867795062716,262.6698801598274,345.8049942718135,426.9089563342855,509.51735958833535,456.0928117915577,421.1937078609246,335.94388476145156,262.49052788059026,239.71573754440038,353.2384868322134,221.9495249450613,188.82841365066022,313.9443559261234,321.04054605647013,370.9066178347371,294.3291648083151,269.9798279651898,247.48299695727022,347.222760189653,403.1117605754799,374.0888201578876,429.0220427439997,463.9520243909502,496.09123516070287,438.6830527121268,531.9830322185945,475.5395690678622,569.7970275970667,618.6604500014107,568.103232914152,704.91610312662,653.042486384269,615.9796238517135,702.8926944206504,533.7704202088926,568.7204071449411,599.195577856594,693.3056732602417,652.5577424753718,491.59292006872363,454.7844642691395,477.00448357487187,547.9737302786914,538.9094667390044,665.8413801714034,781.479040923095,705.0735694102472,770.1453055084723,640.2833537599837,605.3047649106333,763.1391186985267,780.8200030599777,782.7180606790644,915.6105531756106,867.8481894792643,986.1977725682356,831.7373301895716
Taleex,602.28933133378,541.4331611366562,563.2662418927337,611.9137007942462,474.47045908510324,372.945125882456,542.971874350501,309.4400356357664,215.91448156656082,392.5937578068416,351.49667343633735,114.69103316955736,228.21524678444501,0.0,114.9796204483644,115.91121826590427,218.4112606530855,101.24277626837713,158.9982829631221,198.8420474218911,307.81203967282033,239.73624162118514,219.4832718243398,110.00687527007823,58.77853608930369,102.74022550154525,138.75055373210003,191.81680376052984,216.88230357964625,239.89693583906325,156.40714194421452,334.4840721726849,348.1052678560085,371.03499108069485,282.6761323760968,380.85229867186064,417.2249740591712,488.201448897617,521.3708916901851,545.0548961669717,573.2199375782129,477.1927383503219,599.0015356332194,523.3439885020476,642.8424624837232,708.9981214563508,653.5600451123047,811.1324144890706,760.8590120447909,716.7968548082812,820.1472270689669,632.4212798306451,710.2106114299484,719.8450716925264,832.9748673947333,803.2919358756405,642.3574947920049,612.213785736731,604.7603140990261,702.7081407080052,704.7448943072691,829.8924151267302,940.3015901277513,880.3654578711373,939.357830909729,818.2179179386033,772.6399445285009,894.0579819839298,898.8273684093231,930.5332066379401,1040.9737966634248,1007.4961594422812,1115.4271121270056,948.6535376254918
Xudun,489.14323903176324,429.06496757477294,452.2861476531204,501.46112263591846,360.0018550353031,264.12987557996826,429.14020181007743,194.48132483787072,107.33360578182591,277.7458783988316,240.1086779527173,54.695202110265974,113.64086421833656,114.9796204483644,0.0,92.25006853350972,118.69715784517669,167.8865643450154,247.98302399518028,313.82018651667033,408.88887609408283,348.76875239066345,319.53351328577156,223.98573567281696,150.67623958076638,140.65998882486028,241.53350895335558,166.63113581489765,161.4863729557903,248.91954277141133,221.46904168321524,327.65226562513936,294.7311753871718,297.4347448243358,233.1037633271621,339.29368430967446,387.2284466171604,413.5129478257976,457.15531570422047,486.54487264895494,517.1693095449638,437.1185377593839,548.2094222860381,480.05615707440967,589.9837217945154,649.0379256028251,595.0816299963925,744.980492989299,693.4960904787443,652.1257137652012,749.0702762914154,567.5684011827627,627.4741694591231,646.2928204385993,752.048974753918,717.3716645867293,554.9887273414872,521.7576537215106,526.6055126493907,614.3017737239605,611.7753928954818,738.4949951877473,851.6824877446618,784.5299938385389,846.3065041314339,721.019986754451,679.5349908858117,817.4045591954823,828.0051841323551,846.6373280399876,967.6325918467938,927.5788412399919,1040.6601683462138,878.6491202784983
Ceerigaabo,515.711593291948,453.1232594155612,471.03289281438293,517.9450720653122,396.62617372290663,280.50769286237966,460.08069388860997,244.0522729884392,187.96477380798868,320.88637273730615,265.4523298162626,139.82782155395583,165.13697413522132,115.91121826590427,92.25006853350972,0.0,124.8985516609945,100.4253050401653,183.0382113172783,290.8007498051167,346.6822298457126,300.5169029695952,259.82392325219246,197.69347007426535,173.09290691490895,196.0839694938237,253.4422522288031,251.1730599273928,252.65894933381608,324.278988059405,266.2671727697378,410.37629215665044,386.72665204824415,388.8682595818183,324.4090531931114,430.2942212812909,476.59465042603466,504.19590061087257,549.0944462001379,578.7516712424805,609.4127289310812,528.3157245465176,640.4082114008936,571.7092431561653,682.2308829031721,741.0716177674543,687.2286399063993,836.310228684064,784.7197378697952,743.7476940256545,839.580795741412,659.2816401458025,715.1027392692783,736.4847742145392,839.9470632307678,803.4350691428037,641.0650111436188,606.540013589475,616.0352117002783,699.6176618556306,694.6450571375018,821.74371558331,936.0868595291263,864.7497348063889,928.2058716983793,800.4764377793886,762.0011611232967,906.48578186607,918.4526882714043,933.2053564881885,1057.3535384353613,1015.4649405623186,1129.9379004253205,969.1938606953008
Ceel Afweyn,391.22761582854787,328.866511317772,347.9954339630596,395.7519417636772,272.1464920482486,156.87757766650645,335.19391339311125,129.1721728073783,128.73139371630052,198.87003455995279,140.55381100885393,166.76211587405496,69.69867795062716,218.4112606530855,118.69715784517669,124.8985516609945,0.0,225.076599143067,306.9246535590942,410.40405889100276,469.8189252425613,425.3866149734773,384.0575663195266,317.1111341177773,264.83463773410057,259.1675061879868,354.3885280872278,266.8667483275246,243.12790113167125,356.38221664286795,340.16410733335107,423.66237950545786,358.97523054872426,338.66878059663975,307.7022373970278,410.5983939678592,465.0038546490738,443.7763395155511,498.3523802117696,532.9409449424917,565.0140895561755,504.1129925218425,600.4978106438475,542.2564155634476,638.7676771441733,688.2767348273521,637.5457785438296,774.5305208977691,722.6641095767621,685.6780113772589,772.198120882725,603.4362633367309,636.8451840287833,668.5288816775777,761.1842071896539,719.3870478253153,559.1682291073915,521.8086078697337,546.3181136322214,614.7745265470361,604.1136528886693,730.6564812633975,846.7029357747703,767.4559004693426,833.5480754746992,702.3907237596702,669.8433083422115,831.5734555901863,849.9897054479803,849.4722336933661,984.180945991637,935.3016077946745,1054.3861748163833,900.8940100840379
Laasqoray,614.9904392849396,552.2090622570468,569.0278764031341,615.1730761600843,497.023511237067,379.44555876647274,560.0431530582835,343.16134642757544,274.4789602391203,421.0995048214123,365.5576145334989,195.1792867647662,262.6698801598274,101.24277626837713,167.8865643450154,100.4253050401653,225.076599143067,0.0,83.17000923699938,204.64598577475587,246.98670106315998,201.16986624226791,159.4788361469169,117.5824211763121,151.85907257749724,203.95296129809452,202.46855934038982,289.578168136518,307.7389992635778,341.07163887077894,249.2164681099136,435.6949848092816,442.09504488874165,457.39627059054214,376.90169349063757,478.24152096268296,516.9098636070987,574.7868637689312,612.8344923794142,638.7179357491863,667.8033225447705,575.4568572811656,695.2246197718224,621.1313172204565,738.6192981232356,802.6778725849291,747.6073881914448,902.6404735822471,851.755124121145,808.7193709789748,909.4602977136079,724.0456817507052,792.7847987987002,807.7454323195577,916.8857912005084,883.7960108050422,721.6002833411577,689.0249544996126,689.9020142648423,781.2454473494471,779.4940386924492,906.0850212253165,1018.8574250100125,952.4128895596867,1014.1085969809759,888.856366177976,847.29609548783,980.5843849380663,988.3822021193332,1012.5878708096601,1129.4445236519648,1092.2185328556945,1203.2144736365772,1038.6609218519907
Bossaso,694.98776232893,632.0428649512821,647.6094023152625,692.8653080705419,579.0711110217862,459.4662959208201,641.0711487235477,426.3178896890642,355.25476123486555,503.9238373915856,447.02270070261994,268.1187194900609,345.8049942718135,158.9982829631221,247.98302399518028,183.0382113172783,306.9246535590942,83.17000923699938,0.0,159.24355262682712,163.82815290691764,125.6789467480215,77.26928691997473,103.28112783868748,191.0440129637933,253.65424704806725,205.21481080708182,349.81600517288416,375.6240195162337,386.0483947505886,276.65684835052076,482.74574022294036,506.99493370215475,528.9379684955691,441.5892190992755,538.3204750944474,571.7031404125689,646.335288469831,680.3663599781546,703.8800508082825,731.8068956654181,633.5953699809846,756.8587185862201,680.1364877737781,800.8986943562276,867.7537163117172,812.250958251404,970.1261674394078,919.8529086673116,875.7801289937414,979.0262716299507,791.418547225697,867.0879206717874,878.4596669654846,990.4590733669979,959.2993120522559,797.5975822813331,766.0845857084212,762.5390185835112,857.6369234460581,857.4894190973811,983.6121406529556,1095.407850123569,1031.5204558228158,1092.2835902332636,968.3708613367743,925.3899032732129,1052.4043193991226,1057.7450907352284,1087.3182710510603,1199.7671917197094,1165.3362467569855,1274.1109529785022,1107.6155426335106
Bandarbeyla,799.3439783092753,737.8301468608828,758.222668367882,806.1527082979139,672.9101544421227,567.1185731251791,740.778151405887,508.2774522682824,411.8122188169506,591.3599478641164,547.8041924829635,304.9471947299351,426.9089563342855,198.8420474218911,313.82018651667033,290.8007498051167,410.40405889100276,204.64598577475587,159.24355262682712,0.0,179.6813862750729,95.58857515394543,132.78891757398125,93.39005084327935,180.09349916951214,238.18647677013743,117.68144613329869,338.1892865110707,381.145578249074,334.2075007620175,209.66615308675992,425.7030858837957,492.09933032256447,533.3621403514179,431.1853474568994,508.23991111373874,526.4567911168497,645.2020112092389,664.6709342414132,680.1811582874778,703.8160604221264,593.5533167783096,721.4821975745406,640.4078414006152,766.031648793447,839.2013282049786,783.7788198849493,946.8556821665605,899.4779487703047,853.0539719177169,962.3760403755915,771.7267798622687,870.0053480573803,867.6846157052667,988.1703248932118,965.5134356354704,809.2402834683327,783.3554588481751,761.5188232647762,869.7090343964702,877.3104317887311,998.8468933758102,1104.3454240644755,1054.559485768601,1109.3541807116453,994.7262031541693,944.465854060134,1042.4905174924745,1039.1464938828487,1088.3026011472175,1182.5877080582086,1158.8235574798814,1258.1464536734243,1086.9468711780573
Caluula,855.006991321366,791.9793117692208,805.8908397341161,849.8247802224628,741.7881246993787,620.1076621415357,802.4962906343471,590.1449801053388,516.0882842930013,667.5066449018066,609.2627607915156,422.09652077919225,509.51735958833535,307.81203967282033,408.88887609408283,346.6822298457126,469.8189252425613,246.98670106315998,163.82815290691764,179.6813862750729,0.0,84.97254233123796,89.39009873587604,210.3150114770859,320.0547649744782,385.1987675645707,288.8515063564716,487.04202367316395,521.1468338328739,501.8379306684146,379.16085435762176,596.6931226820178,645.6064971161248,676.3948332989477,581.3804893834304,669.4385203592772,694.2581643731668,792.570414228424,820.2360240518288,839.8593161150416,865.6635848985428,759.8648242133444,886.6912411609918,806.9278380570995,931.2543190168205,1001.9869446754635,946.2774104084352,1107.588602832725,1058.6317302666096,1013.1700232733976,1119.8819228912341,929.9737816434591,1016.1985147153363,1021.7395437174674,1137.8918360659518,1110.0205198528818,949.6883931159875,919.958665849819,909.559222521597,1010.13140368737,1012.5569337841112,1137.6077114805041,1247.5186129559338,1188.0669052073342,1247.154147848988,1125.6966353047237,1080.4512325895025,1196.684066526413,1197.879239591683,1236.3746726208574,1340.9684937850168,1311.4342660627387,1416.0655694265292,1246.8381683065777
Iskushuban,816.032440440118,753.3057968305349,770.1655828947935,816.1356822861252,696.396654199607,580.5499600986018,760.5801590397633,538.0127100828777,454.2001673960989,618.4738815864806,565.921221326403,354.12083756084235,456.0928117915577,239.73624162118514,348.76875239066345,300.5169029695952,425.3866149734773,201.16986624226791,125.6789467480215,95.58857515394543,84.97254233123796,0.0,58.60839173507652,133.84980254217592,242.7938547399953,307.02468093763355,204.348948374785,409.2286484891569,446.42899122372177,418.7520769570933,295.30801587770316,512.9444921261085,567.0293428694617,601.4477568094283,503.6438868382723,588.5021267472855,611.4398105158311,716.4572640259961,741.3735792462674,759.6733721419436,784.8129109164365,677.5395780405657,804.8132587540875,724.588275221983,849.4073401843544,920.9602523112502,865.2976222212628,1027.3106178998082,978.8456672741555,933.0243895601562,1040.7054566147215,850.3672844923138,940.9170658678563,943.6649609751547,1061.479494532896,1035.4829260447868,876.4016975670725,848.0388245368283,833.4457029091594,936.9629911780424,941.3367209785964,1065.2562194733728,1173.6329265302365,1117.794824706689,1175.305596417609,1056.313026831519,1009.068297384977,1118.7240349342492,1118.3377869607832,1160.6582735265617,1261.6317096796045,1234.1247668364051,1336.9273722377113,1166.9305808001059
Qandala,772.1980206659586,709.2390044929554,724.5803192569939,769.6013877375891,656.1882921933768,536.7034608016615,718.3388767500898,502.24254154778555,426.7072579360315,580.5764417174048,524.2494768879989,333.310102933333,421.1937078609246,219.4832718243398,319.53351328577156,259.82392325219246,384.0575663195266,159.4788361469169,77.26928691997473,132.78891757398125,89.39009873587604,58.60839173507652,0.0,129.0734315218562,236.63377557175554,301.9026169189098,220.60954006233857,402.73371795209084,434.53214597173957,425.1092428144775,305.98895273775213,521.334857028043,561.4290759147254,589.5602657573216,496.6421916912744,587.9061742017451,615.9903569468718,706.2405327440059,735.9798660413109,756.9788976872417,783.5863298251899,680.3822763847047,806.1381809858403,727.3646344893242,850.5780561362145,919.9624681286094,864.2582221682195,1024.4951422922625,975.025593793112,930.0133258292419,1035.5986319032852,846.3133224224101,929.1911211606507,936.5604369113538,1051.4525014902943,1022.5946812452204,861.8221149921045,831.6369164059467,823.1034562810187,922.1868750800099,923.9937048478761,1049.3275475143048,1159.7537020077586,1099.2286144835443,1158.6896630747428,1036.7021049418445,991.9071494533083,1111.2872144929286,1113.9019060255087,1149.4815295042426,1256.69758124816,1225.4945308477584,1331.5655580357663,1163.2155502479502
Qardho,706.6392187271141,644.9324318504898,665.0241737445972,712.8598006617806,581.2104617520623,473.89705923013446,648.4771765431257,417.7624126329517,325.8524297365559,500.35124574048024,455.0056196574449,222.30508244331207,335.94388476145156,110.00687527007823,223.98573567281696,197.69347007426535,317.1111341177773,117.5824211763121,103.28112783868748,93.39005084327935,210.3150114770859,133.84980254217592,129.0734315218562,0.0,109.82978586551388,174.88739740165713,101.96397425466017,276.83169081615904,312.69305430455296,296.1361638845793,178.90024403715856,392.51977821037633,435.31227715699083,467.8261474307767,371.2345813967382,459.7414598040878,486.947611173255,583.2451084357257,609.9318069583613,629.6962697673536,655.7794834945514,551.5328667592482,677.6283442886177,598.5457618193132,722.1233061431018,792.1518151043161,736.4345503576932,897.4049950113904,848.3497590488258,802.9629654562763,909.5695030062396,719.6785096053407,807.4683813055683,811.5956994468183,928.4661230264971,901.8603741287044,742.5830212101004,714.2028641515863,700.2644750252971,803.1400219771645,807.5415944258551,931.4067268793233,1039.9065049048424,984.0884661281707,1041.4601385056578,922.7730185474808,875.2532529160768,986.5913845526286,987.5691238453605,1027.3816114108042,1130.6538749813867,1101.5895907386075,1205.7598759220489,1036.5629033054156
Garoowe,638.3804256287582,578.9849313922638,602.7533303234889,652.0202510347887,507.406152386681,414.7422136000739,577.6427063022069,340.47077485811144,236.34853891163579,424.04183037266927,390.65795115968666,127.89536335321127,262.49052788059026,58.77853608930369,150.67623958076638,173.09290691490895,264.83463773410057,151.85907257749724,191.0440129637933,180.09349916951214,320.0547649744782,242.7938547399953,236.63377557175554,109.82978586551388,0.0,65.30789681090114,90.89446746994571,167.0078894811106,204.11975210136274,195.17752612381213,98.55503802601334,291.77137581625954,325.5616300400678,358.78850764643767,261.4047994075358,351.3701484138892,381.57790228535475,473.6850371440948,500.19973167737567,520.4511050665353,546.9527384160955,444.74249064203207,569.7918851720631,491.59273523157844,614.1673787904346,683.3298595658383,627.6247447670827,788.0721715742363,738.8263624425377,693.6020489816228,799.8629840214969,610.1265661288136,698.1281265711445,701.7673223879453,818.8034821011926,792.7715571778042,634.1594757283751,606.6317407473568,590.6874092529931,694.7322870671156,700.2962163002621,823.3495594808284,931.0458628579651,877.250228507254,933.6090940730503,816.6300200490859,767.819056202164,876.7616249121718,877.9430859942969,917.879396667044,1020.9631793516503,991.791954530159,1096.0254957147076,927.0445238992547
Burtinle,610.0853192824522,553.0966186062426,579.2399176241081,628.9503646660428,476.5866700015003,397.0874167791651,548.1231317695448,310.6647580279534,199.53996716729546,392.7623618685969,369.7740277840376,97.13501803243244,239.71573754440038,102.74022550154525,140.65998882486028,196.0839694938237,259.1675061879868,203.95296129809452,253.65424704806725,238.18647677013743,385.1987675645707,307.02468093763355,301.9026169189098,174.88739740165713,65.30789681090114,0.0,131.36573754550292,102.20418650070299,142.98781903950183,137.16465152888355,81.73152994662921,232.03734704288226,260.4351523323903,295.9100122628631,196.63076704671428,286.29510489591786,318.05309524872257,409.71427471240054,435.0455201908508,455.1435407703788,481.69716368451304,380.32157255135957,504.83535185744125,427.05171414972506,549.1560265014053,618.0672430415518,562.3672664012846,722.7671785012592,673.5518292461271,628.2986115666273,734.6832320149765,544.85922710652,634.43265283167,636.856672070092,754.5091758359705,729.4085340527192,571.7592533383563,545.2852172358497,526.622962934962,632.3008415667013,639.1966873231154,761.2431715193098,867.9359033166918,816.4139450988549,871.6703184228993,756.5528281831838,706.4455729544138,811.8900304596441,812.7097114092358,853.8655696142348,955.7710165738373,927.1295897428317,1030.8726957783383,861.7702504330213
Eyl,728.9888743634006,669.7809854356525,693.6442892535242,742.9146120461642,597.5543092802003,505.50482246374975,668.0605604210923,430.5429424975328,324.1353210450943,513.9967749355225,481.55181839765584,216.00822025290046,353.2384868322134,138.75055373210003,241.53350895335558,253.4422522288031,354.3885280872278,202.46855934038982,205.21481080708182,117.68144613329869,288.8515063564716,204.348948374785,220.60954006233857,101.96397425466017,90.89446746994571,131.36573754550292,0.0,225.59225327041506,272.1346061200038,216.6393271174906,92.11180660972576,309.1697743204166,376.0201876131825,420.5411051322848,316.5932273437917,390.6779310042734,409.1281343735931,530.2068154204661,547.6651879052762,562.6303829230777,586.1432082622633,476.0466790509242,603.9148318061424,522.9523838380966,648.4792371642191,721.5273503616567,666.0981614362495,829.1859010927973,781.8851416291213,735.4180025623459,844.8921505937,654.2559629668322,754.694392570261,750.6932820400156,871.8552077663583,850.462789736509,695.7889451562339,671.334934435633,645.9700808854247,756.0688792890254,765.3792494975146,885.3842792785948,989.4236026249473,942.6687394271078,995.9515262813185,883.9081889377707,832.0496247909892,925.3551172190586,921.5498637528636,972.2285243983412,1064.9887720512775,1041.8572638608532,1140.564842539807,969.2896308882472
Gaalkacyo,562.5117010673479,510.7139449786908,540.1302631539722,589.5115927045254,428.1005175224362,374.0737417660577,499.8590562978232,272.4232398352381,162.14679265960817,346.74150217375944,342.9114145530923,112.685166205443,221.9495249450613,191.81680376052984,166.63113581489765,251.1730599273928,266.8667483275246,289.578168136518,349.81600517288416,338.1892865110707,487.04202367316395,409.2286484891569,402.73371795209084,276.83169081615904,167.0078894811106,102.20418650070299,225.59225327041506,0.0,52.44957422030467,92.09451424343658,147.16719866567473,161.02717293242404,158.71262352764114,195.28927855350102,94.44064071046552,189.07109718805359,228.33248121986205,307.7470112481148,333.32934699105004,354.6715890122615,382.11485357846493,285.898052870586,407.2247621078778,331.7529828997487,451.14902476838677,518.2554389643168,462.6606592270295,621.8846686619646,572.2962135488149,527.405816750518,632.9999519433069,443.58615561253,532.567061176043,534.7664292644055,652.3409940067995,627.7522249099095,471.07795114063396,445.8580009858781,424.564711923776,531.5277940100116,539.8992520790844,660.7023889980055,766.4373634858664,717.2058225486068,771.232772326428,658.3163148263243,606.740687933302,709.7744283588747,711.204582954724,751.7931601457052,854.1108499389213,824.935997101635,929.1076749505169,760.4819001753007
Galdogob,513.3041708280651,462.9465778325408,493.07443810383955,542.1551738407927,379.26687063769793,333.7137803798319,450.72459353832687,228.6447987503937,124.48158079693107,299.2037227096664,301.6940321959194,114.91745089489582,188.82841365066022,216.88230357964625,161.4863729557903,252.65894933381608,243.12790113167125,307.7389992635778,375.6240195162337,381.145578249074,521.1468338328739,446.42899122372177,434.53214597173957,312.69305430455296,204.11975210136274,142.98781903950183,272.1346061200038,52.44957422030467,0.0,135.60523148227014,198.2694823052144,182.11944905663256,135.25384184677733,155.2679242934228,71.75046043822044,177.81273140943816,226.7872495287429,271.7183910714589,305.34452933960716,331.0945945076209,360.54829762352267,275.714171600146,389.4779538639627,319.1218284528296,432.19635164531337,494.9845155773232,440.0249417046893,595.2676979618764,544.6482852548748,501.1689337955246,603.4202574516609,416.5602927610853,495.0744568081955,502.96335984956374,616.9332235322336,589.2085254375197,430.0702555343257,402.6787686311585,388.57783256211974,490.64248580042545,496.479926970005,619.2317011912571,727.2164900559686,673.6125373364774,729.511966859156,613.5806644101509,563.8779216037043,677.254378753452,682.1763752886213,715.2280361197752,824.1478827878587,791.0319404985084,898.5525651846494,732.1463705796242
Hobyo,648.3396515693588,598.518458250937,628.6773096437684,677.7559168159166,514.5849667282223,465.87010378044596,585.8443702408384,363.02180248701285,254.01835005731857,434.80879141344565,434.49547399761343,194.38356842926459,313.9443559261234,239.89693583906325,248.91954277141133,324.278988059405,356.38221664286795,341.07163887077894,386.0483947505886,334.2075007620175,501.8379306684146,418.7520769570933,425.1092428144775,296.1361638845793,195.17752612381213,137.16465152888355,216.6393271174906,92.09451424343658,135.60523148227014,0.0,124.54711449929896,96.78010349007415,173.81720287561245,233.6319044583419,130.7179948290858,176.7398127626703,192.74464403578577,328.58764772691484,336.30560558511996,347.9722637212313,370.2904048980472,259.41538712002824,387.2823762203134,306.3496884601537,431.84203100488594,505.1652549644406,449.8680154196986,613.2539375162528,566.6254443338438,519.8701464006293,630.2159209588431,439.91683716439513,548.9784808298477,538.4701464897895,661.925409739558,645.0551169269302,497.31602024938616,478.27558777278443,440.27381045238593,556.2002478121617,571.084029707956,684.9481957957569,783.7847546181818,746.6287402056522,794.9958818377264,691.6461592408363,635.3995184294964,712.1701599167902,706.1790948879528,762.855393520479,849.5455584180835,829.1807434079798,925.1985616432953,753.4532082912033
Jariiban,688.9042361320961,632.8088377636614,659.5313715632768,709.2751877998207,554.8425415025006,478.603116178201,626.6468795511582,390.0986786645293,277.66561551356585,471.20995785448497,450.96322811297796,178.66480071104638,321.04054605647013,156.40714194421452,221.46904168321524,266.2671727697378,340.16410733335107,249.2164681099136,276.65684835052076,209.66615308675992,379.16085435762176,295.30801587770316,305.98895273775213,178.90024403715856,98.55503802601334,81.73152994662921,92.11180660972576,147.16719866567473,198.2694823052144,124.54711449929896,0.0,217.6367908049239,287.9574523588913,337.4274503705518,231.74664877137158,299.4535904284051,317.0349836594279,443.2605418270373,457.50504133511816,471.3355295905783,494.4107663561774,383.9397879054595,511.82936631564456,430.84071299684274,556.3873185397766,629.5929508419463,574.2201472795311,737.4494760145004,690.4240236570827,643.8325333419908,753.6781993323207,563.1199349556271,666.8322752706061,660.4009637817021,782.5087965073398,762.8267813117156,610.463691585968,587.8872305470335,557.9453488207948,670.3677064810879,681.7566683067777,799.6778316194416,901.817747529737,858.7224982558591,910.1718750382859,801.3070833870783,747.691268577993,834.7573461324374,830.0609190142447,883.1531849557367,973.4811262062668,951.493480629619,1049.0957049142332,877.6042187424734
Xarardheere,667.4336806963336,623.8927274233475,655.9670396075974,703.4258627371062,537.7844790551753,511.2491429582858,606.3397871125762,403.5808819377752,306.1237053861628,464.39621205412936,478.6478716224633,273.5106463085879,370.9066178347371,334.4840721726849,327.65226562513936,410.37629215665044,423.66237950545786,435.6949848092816,482.74574022294036,425.7030858837957,596.6931226820178,512.9444921261085,521.334857028043,392.51977821037633,291.77137581625954,232.03734704288226,309.1697743204166,161.02717293242404,182.11944905663256,96.78010349007415,217.6367908049239,0.0,137.1912957280154,207.28353276856282,134.5158252513933,110.58774893711835,103.57297089471922,273.4645807501081,265.0787028380494,268.9135196285975,287.04605933165925,171.51030823950305,298.9701160186614,217.2040362335494,343.0705081873243,418.5402094663534,364.23059107863,527.8372015042278,483.3654055648739,436.1334196747878,547.9570064428007,360.0596709635644,481.404440050236,461.596624583355,587.4076473980925,576.549144052995,439.4376353540864,426.80676540943693,374.98818278967934,495.4312789498424,515.9057594036252,621.5682327739627,713.7184954482401,686.9611269737119,729.933002300801,636.2953799253396,576.6427736382616,632.3197395828395,621.9757996370861,688.3530996604532,764.7426007341422,749.6263389896302,840.4118521353081,667.856452842183
