,time,Previous (Departure) Region,index,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,population_density_origin,conflicts,inv_distance,x,x_dist,Current (Arrival) Region,Displacements,Disp_log,inv_distance_2,population_density_destination,gdp_mean_destination,accessibility_to_cities_mean_destination,gdp_mean_origin,accessibility_to_cities_mean_origin
477,2022-05,Bakool,1456,2022,5,0.5908352847267656,0.6993539081216302,0.06896551724137931,0.5856004701609241,0.6805065624342197,0.7568795432225744,0.660588813929795,0.5677572016476808,0.6259147870283668,0.7292081271155273,0.2531096763105157,0.02397662657050534,0.5206592822120824,0.5226766631905854,0.4517924961870803,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.04142011834319526,0.04142011834319526,0.03571428571428571,0.013277526312589721,0.16091954022988506,0.37165778071909916,0.04185431373313955,0.08206812366914563,Banadir,0.11765677658098195,0.7679597999438438,0.18599734344546942,0.9999999999999999,0.9999999999999999,0.0,0.0005430833508411896,0.4013044271783965
479,2022-05,Bay,1456,2022,5,0.6458948872407088,0.6730148531796881,0.27011494252873564,0.5857247108022821,0.578208953720962,0.7411905355846228,0.73555556798817,0.6898124919372288,0.7471009345878976,0.7005454919484839,0.24605008274996065,0.0,0.49223505577509163,0.4914145317067288,0.41306022003818965,0.2658959537572254,0.2616279069767442,0.2573099415204678,0.24852071005917156,0.2485207100591716,0.24404761904761904,0.012575922497497222,0.22988505747126436,0.43264246730931755,0.07524829109244704,0.13152360138926253,Banadir,0.06545298354589307,0.7044223738267055,0.23749367406440455,0.9999999999999999,0.9999999999999999,0.0,0.0020614012950123314,0.34916083247120594
480,2022-05,Galgaduud,1456,2022,5,0.2929747971801656,0.26352699990049144,0.05747126436781609,0.2814961638316214,0.41020664673458207,0.4875685518274935,0.32697958983433795,0.19788783179992284,0.41311136148701144,0.3680260814106594,0.31409052856118935,0.2817386280859874,0.3148268110251629,0.28386456021617956,0.3034742573279479,0.05202312138728323,0.046511627906976744,0.04093567251461988,0.02958579881656805,0.029585798816568046,0.023809523809523808,0.0047205688425934565,0.12643678160919541,0.28240425069865627,0.022203808785986167,0.05298469705835891,Banadir,0.00171809951761052,0.31550457019369466,0.12129110213916411,0.9999999999999999,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
482,2022-05,Hiraan,1456,2022,5,0.38944046212800165,0.3287959969375618,0.05747126436781609,0.38775966877930157,0.47755899968744586,0.5548378718359653,0.43599033072779286,0.3411810367406193,0.4906315442955823,0.41506308844279355,0.29178193535061436,0.23847268526587265,0.34539255653738266,0.3234448231266293,0.32374575269412487,0.05202312138728323,0.046511627906976744,0.04093567251461988,0.02958579881656805,0.029585798816568046,0.023809523809523808,0.004462744917432207,0.1839080459770115,0.5651583731625245,0.09196228899328722,0.13004847124179772,Banadir,0.0002973633780479746,0.15036925924508193,0.36977789132992317,0.9999999999999999,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
484,2022-05,Lower Shabelle,1456,2022,5,0.5867295447196799,0.38390688658973726,0.25862068965517243,0.5579421631908211,0.49111681825354636,0.6384963896188842,0.614961262090403,0.5762563021134561,0.6962823593491261,0.4397151991376961,0.2737156031254241,0.19657396153548895,0.32148825072845477,0.33832786754777694,0.321039332514099,0.2543352601156069,0.25,0.24561403508771928,0.23668639053254437,0.23668639053254437,0.23214285714285712,0.08516044411549209,0.9540229885057471,0.852607755026079,0.954022988505747,0.9540229885057471,Banadir,0.06684067931011695,0.7066946148616293,0.75269893945435,0.9999999999999999,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
486,2022-05,Middle Shabelle,1456,2022,5,0.24555986506064198,0.2646998022609163,0.05747126436781609,0.2628372482016943,0.26657807686523594,0.3060424532419952,0.22453351981367517,0.18327334666055367,0.4138297098314516,0.3370583250502307,0.2859127320965003,0.2641442764823814,0.28296323062707057,0.2818084796736276,0.2873187535522179,0.05202312138728323,0.046511627906976744,0.04093567251461988,0.02958579881656805,0.029585798816568046,0.023809523809523808,0.02366321265883157,0.29885057471264365,1.0,0.39534490534541267,0.3437281661025065,Banadir,0.010804202735743076,0.5098540183985719,1.0,0.9999999999999999,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
487,2022-05,Mudug,1456,2022,5,0.2644930799904406,0.26714711331603164,0.040229885057471264,0.21035741969082705,0.3406171946790152,0.4268772403603383,0.2715573374643535,0.1309268617110041,0.3895080226826012,0.35753229556036875,0.31762145574594924,0.26793656892597795,0.25732598915768773,0.25796210915964257,0.33443760840627995,0.03468208092485549,0.029069767441860465,0.023391812865497075,0.01183431952662722,0.011834319526627219,0.005952380952380952,0.008555625851924755,0.04597701149425287,0.12727407074963584,0.0031322360944705217,0.012000452279734498,Banadir,3.3040375338663845e-05,0.031204440662745483,0.03896654588041065,0.9999999999999999,0.9999999999999999,0.0,0.000875724001110037,0.9083661216264067
497,2022-06,Galgaduud,1457,2022,6,0.27848883669731395,0.26925674749018713,0.06321839080459771,0.3038182647482158,0.3116684183328232,0.39319089333658397,0.457995816500507,0.372275497056504,0.43416854285585715,0.31747379962010025,0.34257296138853577,0.2647300195198704,0.29933843059866,0.3512557026363518,0.28386456021617956,0.057803468208092484,0.05232558139534883,0.04678362573099415,0.03550295857988165,0.03550295857988166,0.02976190476190476,0.0047205688425934565,0.08045977011494253,0.28240425069865627,0.014129696500173015,0.033717534491682945,Banadir,0.0008260093834665961,0.2422743806966638,0.12129110213916411,0.9999999999999999,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
499,2022-06,Hiraan,1457,2022,6,0.35065378875481684,0.35086564466979075,0.06321839080459771,0.4047922414461973,0.4293218103462074,0.4624863862422392,0.5291472905089558,0.4739495504867747,0.522815473407331,0.39105612269804085,0.4010998253633379,0.24081601981948592,0.2571326478803331,0.380196346279151,0.3234448231266293,0.057803468208092484,0.05232558139534883,0.04678362573099415,0.03550295857988165,0.03550295857988166,0.02976190476190476,0.004462744917432207,0.12643678160919541,0.5651583731625245,0.06322407368288496,0.08940832397873594,Banadir,0.0005616863807572853,0.20577774448702396,0.36977789132992317,0.9999999999999999,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
501,2022-06,Lower Shabelle,1457,2022,6,0.4992350067393855,0.39881801186012944,0.26436781609195403,0.6113016066089274,0.6177453687322441,0.4764353528198565,0.6176337930165932,0.6408753037537162,0.668242472074152,0.45318649809198036,0.4317737738215517,0.22144956944127703,0.21626058281770252,0.3575629707683819,0.33832786754777694,0.26011560693641617,0.2558139534883721,0.25146198830409355,0.24260355029585798,0.24260355029585798,0.23809523809523808,0.08516044411549209,0.6896551724137931,0.852607755026079,0.6896551724137931,0.6896551724137931,Banadir,0.018403489063635762,0.5672169437660242,0.75269893945435,0.9999999999999999,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
514,2022-07,Galgaduud,1458,2022,7,0.297180891563557,0.2807127853651697,0.06896551724137931,0.2886553045692309,0.3363831206287382,0.2918098010987428,0.35817156505499653,0.4944740136532143,0.5420517551647149,0.32393334637949944,0.279672136981263,0.2952621505094887,0.28274658974898215,0.3365907994574542,0.3512557026363518,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.04142011834319526,0.04142011834319526,0.03571428571428571,0.0047205688425934565,0.08045977011494253,0.28240425069865627,0.014129696500173015,0.033717534491682945,Banadir,9.912112601599153e-05,0.07518462962254095,0.12129110213916411,0.9999999999999999,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
518,2022-07,Lower Shabelle,1458,2022,7,0.4652695201581245,0.3678063174745395,0.27011494252873564,0.5197180214649256,0.6768241608083896,0.6067171831738902,0.4462201137028125,0.643367966861557,0.7082183812812942,0.46999685656092505,0.4485357434112125,0.3908821737741569,0.24052665524846167,0.25792998661131594,0.3575629707683819,0.2658959537572254,0.2616279069767442,0.2573099415204678,0.24852071005917156,0.2485207100591716,0.24404761904761904,0.08516044411549209,0.45977011494252873,0.852607755026079,0.45977011494252873,0.4597701149425288,Banadir,0.015562016784510671,0.5491320503959405,0.75269893945435,0.9999999999999999,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
520,2022-07,Middle Shabelle,1458,2022,7,0.24544727662262067,0.27245550374645255,0.06896551724137931,0.24340864333804788,0.28143255745989326,0.27055490760416695,0.20187122748380215,0.3153941379695786,0.48293994544128266,0.3242671121324084,0.2813172925106259,0.2539568913917298,0.2532811552430813,0.3203400929767359,0.32108622664185305,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.04142011834319526,0.04142011834319526,0.03571428571428571,0.02366321265883157,0.1839080459770115,1.0,0.24328917252025398,0.21152502529385017,Banadir,0.016288905041961278,0.5540531145816235,1.0,0.9999999999999999,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
528,2022-08,Bakool,1459,2022,8,0.36335234996922827,0.21367190126583738,0.08620689655172414,0.47433062038468893,0.584575113261936,0.6723959607603291,0.6173451922630312,0.6757187275425126,0.7820100884466463,0.7518887398472753,0.9999999999999999,0.8831891356765019,0.7824761404097264,0.26050396855923336,0.09851356178010343,0.08092485549132948,0.0755813953488372,0.07017543859649122,0.05917159763313609,0.05917159763313609,0.05357142857142857,0.013277526312589721,0.12643678160919541,0.37165778071909916,0.03288553221889536,0.06448209716861443,Banadir,0.005088217802154232,0.42927854065998283,0.18599734344546942,0.9999999999999999,0.9999999999999999,0.0,0.0005430833508411896,0.4013044271783965
533,2022-08,Hiraan,1459,2022,8,0.2762839704309413,0.2602546435754629,0.07471264367816091,0.3517268699625975,0.4032290050022197,0.4322598170575221,0.3789731822258942,0.46972985218065266,0.6587033617328487,0.4013972302191654,0.402186943582802,0.32597996589773937,0.3737319419762568,0.2987933681938868,0.29662898937079396,0.06936416184971098,0.06395348837209303,0.05847953216374269,0.047337278106508875,0.047337278106508875,0.041666666666666664,0.004462744917432207,0.5287356321839081,0.5651583731625245,0.26439158085570075,0.37388935482016844,Banadir,0.006508953941716777,0.4555356779338433,0.36977789132992317,0.9999999999999999,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
535,2022-08,Lower Shabelle,1459,2022,8,0.36013342046016833,0.24268150785742043,0.27586206896551724,0.4841651617770105,0.5754241604014423,0.6675004199533434,0.5840205889423533,0.4834908442368906,0.7097604427733268,0.4350351960626214,0.4694524136153232,0.4088503948969029,0.4058075948920375,0.2809058945455162,0.25792998661131594,0.27167630057803466,0.26744186046511625,0.2631578947368421,0.25443786982248523,0.2544378698224852,0.25,0.08516044411549209,1.0,0.852607755026079,1.0,1.0,Banadir,0.02781999603515496,0.6118408645398978,0.75269893945435,0.9999999999999999,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
537,2022-08,Middle Shabelle,1459,2022,8,0.1904184694467564,0.26349990218782593,0.07471264367816091,0.25406955098684314,0.26949847502392765,0.2607016246096035,0.22845818085189087,0.25558723116686477,0.506862662348074,0.3275395289007725,0.28812487031683764,0.22959830369646797,0.272237439240846,0.2929822706652742,0.3203400929767359,0.06936416184971098,0.06395348837209303,0.05847953216374269,0.047337278106508875,0.047337278106508875,0.041666666666666664,0.02366321265883157,0.13793103448275862,1.0,0.18246687939019046,0.15864376897038762,Banadir,0.0017841802682878477,0.3193788567616574,1.0,0.9999999999999999,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
548,2022-09,Galgaduud,1460,2022,9,0.04351245032819364,0.2708459053294136,0.0,0.2942099528162881,0.3412576874535108,0.2999649788651565,0.27783488787763855,0.30135328325875255,0.560049654974534,0.3298752666632171,0.3037796003849167,0.23645059747105165,0.24675538425611643,0.3490815577667681,0.32088110400060377,0.07514450867052022,0.06976744186046512,0.06432748538011696,0.05325443786982248,0.05325443786982249,0.047619047619047616,0.0047205688425934565,0.5172413793103449,0.28240425069865627,0.09083376321539795,0.21675557887510466,Banadir,0.004625652547412938,0.419147456018394,0.12129110213916411,0.9999999999999999,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
550,2022-09,Hiraan,1460,2022,9,0.08348331100725005,0.24068760895387722,0.08045977011494253,0.2863473941316335,0.3894268247007745,0.38601194409480316,0.39949518049095323,0.4207697944764035,0.6023409325489771,0.31378464257364475,0.3840957709853285,0.35916616896891473,0.34249570787363504,0.40702899967262063,0.2987933681938868,0.07514450867052022,0.06976744186046512,0.06432748538011696,0.05325443786982248,0.05325443786982249,0.047619047619047616,0.004462744917432207,0.9425287356321839,0.5651583731625245,0.471306731090597,0.6664984151142133,Banadir,0.010539879733033766,0.5071920813148862,0.36977789132992317,0.9999999999999999,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
552,2022-09,Lower Shabelle,1460,2022,9,0.2012796562043871,0.21688271827953043,0.28160919540229884,0.37411553855864876,0.5360605563106623,0.5631749925439914,0.6483116638531445,0.6120170130106226,0.6108540348111086,0.29397321281989686,0.42595057373593775,0.4312723038121201,0.42333553458572426,0.4373992728359107,0.2809058945455162,0.2774566473988439,0.27325581395348836,0.26900584795321636,0.2603550295857988,0.2603550295857988,0.25595238095238093,0.08516044411549209,0.9195402298850575,0.852607755026079,0.9195402298850575,0.9195402298850576,Banadir,0.2166787814709575,0.834153730076355,0.75269893945435,0.9999999999999999,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
554,2022-09,Middle Shabelle,1460,2022,9,0.07424827804081831,0.25141857497095493,0.08045977011494253,0.19646897884028608,0.281302075398673,0.2484232395418135,0.21803625881079874,0.280384818038944,0.46986370823833223,0.3174432504660066,0.2921966491810852,0.23689577925135508,0.24847571829867404,0.31093069792518446,0.2929822706652742,0.07514450867052022,0.06976744186046512,0.06432748538011696,0.05325443786982248,0.05325443786982249,0.047619047619047616,0.02366321265883157,0.25287356321839083,1.0,0.33452261221534924,0.290846909779044,Banadir,0.005352540804863542,0.434669388776031,1.0,0.9999999999999999,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
555,2022-09,Mudug,1460,2022,9,0.05604071664561196,0.30922206738387586,0.06321839080459771,0.363178471609911,0.37133376566639886,0.2915267804895617,0.24191439689978253,0.2214091797598003,0.5163536784554204,0.3645469839269502,0.27289820453790564,0.20765076267201454,0.2520655750920364,0.33615369342546875,0.32437707463728027,0.057803468208092484,0.05232558139534883,0.04678362573099415,0.03550295857988165,0.03550295857988166,0.02976190476190476,0.008555625851924755,0.12643678160919541,0.12727407074963584,0.008613649259793934,0.03300124376926987,Banadir,0.00026432300270931076,0.14093126636941616,0.03896654588041065,0.9999999999999999,0.9999999999999999,0.0,0.000875724001110037,0.9083661216264067
562,2022-10,Bakool,1461,2022,10,0.21906311287015073,0.07203160802205111,0.09770114942528735,0.17133331379531141,0.4179457420926992,0.5114729325159832,0.5479238560148578,0.6768107116406458,0.7095939189347145,0.16261534909618816,0.209737599028914,0.8072639367485708,1.0,0.8921097456361431,0.7940413230983802,0.09248554913294797,0.0872093023255814,0.08187134502923976,0.07100591715976332,0.07100591715976332,0.06547619047619047,0.013277526312589721,0.13793103448275862,0.37165778071909916,0.035875126056976764,0.07034410600212483,Banadir,0.015429855283156015,0.5482128203833613,0.18599734344546942,0.9999999999999999,0.9999999999999999,0.0,0.0005430833508411896,0.4013044271783965
564,2022-10,Bay,1461,2022,10,0.34070857306935287,0.06415366616851353,0.29885057471264365,0.2451235499564123,0.4942090566814834,0.5882421853334827,0.5991550814896798,0.7415771496696678,0.7096802927360498,0.15326046353489495,0.19894582746867243,0.772796431534715,0.9824117116110251,0.8555282605017008,0.7587302671658418,0.29479768786127164,0.29069767441860467,0.28654970760233917,0.2781065088757397,0.2781065088757396,0.2738095238095238,0.012575922497497222,0.14942528735632182,0.43264246730931755,0.048911389210090576,0.08549034090302064,Banadir,0.011993656247934975,0.5210849197357812,0.23749367406440455,0.9999999999999999,0.9999999999999999,0.0,0.0020614012950123314,0.34916083247120594
565,2022-10,Galgaduud,1461,2022,10,0.0027214874596202254,0.2756750426271872,0.0,0.042697323824044744,0.32574493877250676,0.3222527314277114,0.2595655254875939,0.3264383528301025,0.4981764258098581,0.325724915590857,0.2951029439249241,0.25367707991984284,0.2551601079899989,0.28680345809377106,0.3490815577667681,0.0,0.0755813953488372,0.07017543859649122,0.05917159763313609,0.05917159763313609,0.05357142857142857,0.0047205688425934565,0.12643678160919541,0.28240425069865627,0.022203808785986167,0.05298469705835891,Banadir,0.0008260093834665961,0.2422743806966638,0.12129110213916411,0.9999999999999999,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
567,2022-10,Hiraan,1461,2022,10,0.07240358938007674,0.23136596517371671,0.08620689655172414,0.08453621807712211,0.3170396292722285,0.3718115658566335,0.3505783142190997,0.4399106124453126,0.5720522748495352,0.2917253505887378,0.27508181956391375,0.3397730906160178,0.37486873813190846,0.37745351558879137,0.40702899967262063,0.08092485549132948,0.0755813953488372,0.07017543859649122,0.05917159763313609,0.05917159763313609,0.05357142857142857,0.004462744917432207,0.45977011494252873,0.5651583731625245,0.22990572248321808,0.3251211781044943,Banadir,0.01202669662327364,0.5213808776064531,0.36977789132992317,0.9999999999999999,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
568,2022-10,Lower Juba,1461,2022,10,0.5589246332123414,0.6546640722701801,0.9885057471264368,0.3715891010507666,0.5488387909961877,0.6422338043980633,0.7121821016267581,0.8042614764632346,0.730472130300043,0.677087502213603,0.08486840854381747,0.4049620735586473,0.38733669674344584,0.3329331536570551,0.38577326265432593,0.9884393063583815,0.9883720930232558,0.9883040935672514,0.9881656804733727,0.9881656804733727,0.988095238095238,0.017451231168640724,0.42528735632183906,0.14049765260525496,0.03204139727145088,0.11673389027370387,Banadir,0.0003304037533866384,0.15905137106664147,0.04449217035842766,0.9999999999999999,0.9999999999999999,0.0,0.0005913348629416188,0.5005026907222359
569,2022-10,Lower Shabelle,1461,2022,10,0.27654288401345084,0.19768538486265363,0.28735632183908044,0.20783776191113798,0.4142152297537218,0.5226757341153713,0.5379655516016458,0.6719811425266142,0.6903654838155979,0.26488842592387757,0.25043099827437426,0.3846399152960813,0.44520803184622115,0.4539952971751392,0.4373992728359107,0.28323699421965315,0.27906976744186046,0.27485380116959063,0.26627218934911245,0.2662721893491124,0.26190476190476186,0.08516044411549209,0.735632183908046,0.852607755026079,0.735632183908046,0.735632183908046,Banadir,1.0,1.0,0.75269893945435,0.9999999999999999,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
571,2022-10,Middle Shabelle,1461,2022,10,0.03048273650457205,0.24710279692636253,0.0,0.07486958690776441,0.21752756788275043,0.2605673780933173,0.2050492805582081,0.2706643166482802,0.4852044912308203,0.3038231220307984,0.2796341255026635,0.2412605779466619,0.25559438132983486,0.2884323264114874,0.31093069792518446,0.08092485549132948,0.0755813953488372,0.07017543859649122,0.05917159763313609,0.05917159763313609,0.05357142857142857,0.02366321265883157,0.5632183908045977,1.0,0.7450730908432777,0.6477953899624161,Banadir,0.015661137910526663,0.549816396466047,1.0,0.9999999999999999,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
572,2022-10,Mudug,1461,2022,10,0.0,0.3068026306956606,0.0,0.05581109722606471,0.4021058698579605,0.35319651546877806,0.2506403534727191,0.2929353980846278,0.44871979320955846,0.36898905757206485,0.3382440153515351,0.22057334791567473,0.22706596533128937,0.2918313197762607,0.33615369342546875,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.04142011834319526,0.04142011834319526,0.03571428571428571,0.008555625851924755,0.08045977011494253,0.12727407074963584,0.005481413165323413,0.021000791489535372,Banadir,0.001519857265578537,0.3029750614855002,0.03896654588041065,0.9999999999999999,0.9999999999999999,0.0,0.000875724001110037,0.9083661216264067
582,2022-11,Galgaduud,1462,2022,11,0.009622471652471223,0.27553015109408946,0.0,0.0,0.04727384985340084,0.30629243428821823,0.283139518014375,0.309398562874011,0.5136950571440562,0.33116914113381557,0.28993877536943435,0.24437602009836362,0.27196448408455465,0.29476132433986757,0.28680345809377106,0.0,0.0,0.07602339181286549,0.0650887573964497,0.0650887573964497,0.05952380952380952,0.0047205688425934565,0.26436781609195403,0.28240425069865627,0.04642614564342561,0.11078618475838681,Banadir,0.0014207361395625455,0.296122141280968,0.12129110213916411,0.9999999999999999,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
584,2022-11,Hiraan,1462,2022,11,0.0861820558106943,0.22968190900407354,0.09195402298850575,0.07293868693474838,0.0935972590933603,0.2973359734331648,0.3355584233833364,0.3942859700091428,0.5838935534495255,0.28121640705679296,0.24763404465555094,0.2229141037215119,0.35595085496904966,0.4081053553081167,0.37745351558879137,0.08670520231213873,0.08139534883720931,0.07602339181286549,0.0650887573964497,0.0650887573964497,0.05952380952380952,0.004462744917432207,0.3333333333333333,0.5651583731625245,0.1666816488003331,0.23571285412575838,Banadir,0.009779951100244499,0.4991537013074048,0.36977789132992317,0.9999999999999999,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
586,2022-11,Lower Shabelle,1462,2022,11,0.33168732426414654,0.18589241398555045,0.29310344827586204,0.2866184080106261,0.23011491752841323,0.39731512543815484,0.49512905595872103,0.5690615914720342,0.7274617022090915,0.24324592406479004,0.21424159180902425,0.19648932079737674,0.39971829259501673,0.47470489015860096,0.4539952971751392,0.2890173410404624,0.28488372093023256,0.2807017543859649,0.27218934911242604,0.27218934911242604,0.26785714285714285,0.08516044411549209,0.6436781609195402,0.852607755026079,0.6436781609195401,0.6436781609195402,Banadir,0.8108768915614881,0.9772632773058154,0.75269893945435,0.9999999999999999,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
588,2022-11,Middle Shabelle,1462,2022,11,0.005946372091764733,0.26389801806286195,0.0,0.029058667824325264,0.08289450703396598,0.19495295277065502,0.21789426484515345,0.2585513935552959,0.4791909987413454,0.2989576424183338,0.26268697145219044,0.22779400994543797,0.25985222787923934,0.2951725084860791,0.2884323264114874,0.0,0.08139534883720931,0.07602339181286549,0.0650887573964497,0.0650887573964497,0.05952380952380952,0.02366321265883157,0.48275862068965514,1.0,0.6386340778656667,0.5552531913963566,Banadir,0.40223352937289364,0.9012312852671378,1.0,0.9999999999999999,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
596,2022-12,Bakool,1463,2022,12,0.36727732149880404,0.2502553086702081,0.10919540229885058,0.3033236904675338,0.25072468991845076,0.16632021258132826,0.36659344948975575,0.5180562619103309,0.6695375183502824,0.02038130966771065,0.01105083007818311,0.02128222684089559,0.17362505448325172,0.8219828009174138,1.0,0.10404624277456646,0.09883720930232558,0.0935672514619883,0.08284023668639053,0.08284023668639053,0.07738095238095238,0.013277526312589721,0.06896551724137931,0.37165778071909916,0.017937563028488382,0.035172053001062416,Banadir,0.005451661930879534,0.43662382890154117,0.18599734344546942,0.9999999999999999,0.9999999999999999,0.0,0.0005430833508411896,0.4013044271783965
599,2022-12,Galgaduud,1463,2022,12,0.09895425978172849,0.26141096244651285,0.005747126436781609,0.0072235008949441334,0.0,0.019787352867695975,0.26625814227065187,0.3313859684827427,0.5031535588401101,0.3310057947353165,0.29671287661238127,0.23884021942626318,0.2628913312930475,0.31067225509068747,0.29476132433986757,0.0,0.0,0.0,0.07100591715976332,0.07100591715976332,0.06547619047619047,0.0047205688425934565,0.1839080459770115,0.28240425069865627,0.0322964491432526,0.07706865026670387,Banadir,9.912112601599153e-05,0.07518462962254095,0.12129110213916411,0.9999999999999999,0.9999999999999999,0.0,0.00020453270070973622,0.5779556218562814
601,2022-12,Hiraan,1463,2022,12,0.16380329266096988,0.2581122932506646,0.09770114942528735,0.08736108840838593,0.08075664294247246,0.06744720936298249,0.256784798528575,0.38027695428430863,0.5556683175693675,0.27931785229448053,0.23455805306040492,0.19349108835075057,0.24195530354747427,0.3901932872097441,0.4081053553081167,0.09248554913294797,0.0872093023255814,0.08187134502923976,0.07100591715976332,0.07100591715976332,0.06547619047619047,0.004462744917432207,0.27586206896551724,0.5651583731625245,0.13794343348993082,0.19507270686269657,Banadir,0.0012555342628692262,0.283640744568376,0.36977789132992317,0.9999999999999999,0.9999999999999999,0.0,0.0007690392713638598,0.6339913238499721
603,2022-12,Lower Shabelle,1463,2022,12,0.4093479825039275,0.26437243053402604,0.29885057471264365,0.34434001733045994,0.3173396918587382,0.2079034520454534,0.3625338091380759,0.5291080959626224,0.6637915351659291,0.22995087997770383,0.1873124174779306,0.1576955946668007,0.21617801606036327,0.4316337230396231,0.47470489015860096,0.29479768786127164,0.29069767441860467,0.28654970760233917,0.2781065088757397,0.2781065088757396,0.2738095238095238,0.08516044411549209,0.7586206896551724,0.852607755026079,0.7586206896551724,0.7586206896551724,Banadir,0.08408775523689949,0.7315605103795599,0.75269893945435,0.9999999999999999,0.9999999999999999,0.0,0.01008368285818618,0.29679991262701255
605,2022-12,Middle Shabelle,1463,2022,12,0.045006549447212524,0.2599305627804986,0.0,0.003375599244310634,0.0321733302379341,0.05643567900231656,0.14849319051681548,0.2705318792211839,0.4716974581185117,0.317892074444759,0.25663298797368483,0.2096272778229808,0.24671563577065378,0.29920397631410156,0.2951725084860791,0.0,0.0,0.08187134502923976,0.07100591715976332,0.07100591715976332,0.06547619047619047,0.02366321265883157,0.5862068965517241,1.0,0.7754842374083094,0.6742360181241475,Banadir,0.27714266834071233,0.8608387876276737,1.0,0.9999999999999999,0.9999999999999999,0.0,0.004581847212329029,0.24147300018554926
665,2022-04,Banadir,1455,2022,4,0.4082657068275513,0.34044031212952364,0.24137931034482757,0.35369093634802706,0.4992604211998901,0.4652132713907197,0.34488138606334695,0.4021427837818131,0.5091322272573674,0.3272081405725719,0.2988050748305402,0.2940927229201836,0.26533505195136864,0.2964517124513735,0.24788834802682372,0.23699421965317918,0.23255813953488372,0.22807017543859648,0.21893491124260353,0.21893491124260356,0.21428571428571427,0.9999999999999999,0.9770114942528736,0.01513424600960403,0.021042975392913024,0.14338489750373434,Bari,0.0004956056300799576,0.19434944820487737,0.0032842631098075874,0.006705830499320791,0.0004238742705172682,1.0,0.9999999999999999,0.0
669,2022-04,Hiraan,1455,2022,4,0.373168364090317,0.3500906572652005,0.05172413793103448,0.4313270723237888,0.5673208239073632,0.46676372543400496,0.2936413875855078,0.2891573702547414,0.4353861993958945,0.3272062307187859,0.289595914694605,0.32894958002575325,0.2854542692096774,0.32374575269412487,0.2948630254628539,0.046242774566473986,0.040697674418604654,0.03508771929824561,0.023668639053254437,0.023668639053254437,0.017857142857142856,0.004462744917432207,0.09195402298850575,0.04091338778223122,0.0027528291044929204,0.015910176327054635,Bari,9.912112601599153e-05,0.07518462962254095,0.009717081964989339,0.006705830499320791,0.0004238742705172682,1.0,0.0007690392713638598,0.6339913238499721
682,2022-05,Banadir,1456,2022,5,0.4256875818458143,0.3284677505621437,0.2471264367816092,0.4244972817903863,0.3916014101569858,0.4848139016819841,0.43435039902418393,0.38897245894638843,0.5605288580615005,0.4041835767937376,0.2917843117295509,0.24834456964032758,0.31138980884832757,0.30439529276879823,0.2964517124513735,0.24277456647398843,0.23837209302325582,0.23391812865497075,0.22485207100591714,0.22485207100591714,0.22023809523809523,0.9999999999999999,0.6091954022988506,0.01513424600960403,0.013120914068522239,0.08940470079644612,Bari,0.00026432300270931076,0.14093126636941616,0.0032842631098075874,0.006705830499320791,0.0004238742705172682,1.0,0.9999999999999999,0.0
