admin1,Awdal,Bakool,Banadir,Bari,Bay,Galgaduud,Gedo,Hiraan,Lower_Juba,Lower_Shabelle,Middle_Juba,Middle_Shabelle,Mudug,Nugaal,Sanaag,Sool,Togdheer,Woqooyi_Galbeed,yr_mth
Togdheer,0.0,0.0,0.0,0.0,0.0,0.012017293177987836,0.0,0.009159522239319998,0.0,0.0,0.0,0.0,0.0,0.0,0.0008060379570601598,0.04909503920275519,0.14105664248552796,0.0,2017-08
Woqooyi_Galbeed,0.0010991426687183997,0.0025646662270095992,0.004762951564446398,0.004396570674873599,0.002931047116582399,0.003590532717813439,0.0013189712024620796,0.004396570674873599,0.0016853520920348795,0.0009525903128892797,0.00043965706748735987,0.0022715615153513593,0.003663808895727999,0.004103465963215359,0.0,0.0013189712024620796,0.021909577196453433,0.02586649080383967,2017-08
Awdal,0.014801008661330994,0.0,0.012388992435040018,0.0,0.0,0.0006578226071702664,0.0,0.0008770968095603552,0.0,0.0,0.0,0.0,0.0015349194167306216,0.001644556517925666,0.0,0.0,0.0,0.0,2017-09
Bakool,0.0,0.26312904286810657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09
Banadir,0.0,0.0,0.0644666155026861,0.0,0.0,0.0013156452143405328,0.0,0.003837298541826554,0.0,0.9636004824032453,0.0,0.026312904286810657,0.0030698388334612432,0.0,0.0,0.0,0.0,0.0,2017-09
Bari,0.0,0.0,0.002960201732266199,0.013046815042210284,0.0015349194167306216,0.0037276614406315097,0.0,0.004166209845411687,0.0,0.003837298541826554,0.0,0.0003289113035851332,0.000548185505975222,0.0018638307203157549,0.0,0.001096371011950444,0.000548185505975222,0.0,2017-09
Bay,0.0,0.10667689946277821,0.008770968095603552,0.0,0.9714943536892885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09
Galgaduud,0.0,0.0,0.0,0.0,0.0,0.06249314768117531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09
Gedo,0.0,0.0,0.0,0.0,0.023462339655739503,0.0,0.09659028615283412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09
Hiraan,0.0,0.0020831049227058437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09
Lower_Juba,0.0,0.0,0.0,0.0,0.08968314877754632,0.0,0.005701129262142309,0.0,0.03453568687643899,0.0,0.06084859116324964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09
Lower_Shabelle,0.0,0.0,0.004933669553776998,0.0,0.0,0.0,0.0,0.0,0.0,0.0899024229799364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09
Middle_Juba,0.0,0.0,0.0,0.0,0.014252823155355773,0.0,0.026970726893980924,0.0,0.0008770968095603552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09
Middle_Shabelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031246573840587655,0.0,0.0,0.0,0.0,0.0,0.0,2017-09
Mudug,0.0,0.0,0.0074553228812630195,0.007345685780067975,0.001644556517925666,0.0008770968095603552,0.0,0.0018638307203157549,0.00548185505975222,0.0,0.001096371011950444,0.0,0.35840368380660015,0.0008770968095603552,0.0,0.0,0.0,0.0008770968095603552,2017-09
Nugaal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09
Sanaag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3793443701348536,0.0,0.0,0.0,2017-09
Sool,0.0,0.0,0.0,0.0,0.0,0.012937177941015239,0.0,0.0,0.0,0.0,0.0018638307203157549,0.0007674597083653108,0.0,0.0,0.0,0.08453020502137923,0.004275846946606732,0.0,2017-09
Togdheer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04056572744216643,0.4758250191864927,0.0,2017-09
Woqooyi_Galbeed,0.0014252823155355772,0.0015349194167306216,0.007893871286043196,0.0044951211489968204,0.00471439535138691,0.008003508387238241,0.0,0.0026312904286810656,0.0018638307203157549,0.000548185505975222,0.0008770968095603552,0.0025216533274860214,0.0030698388334612432,0.003289113035851332,0.0024120162262909767,0.004385484047801776,0.0048240324525819535,1.0,2017-09
Awdal,0.012367982212340188,0.0026403557531962203,0.011395219566425792,0.0005558643690939411,0.0,0.002084491384102279,0.0,0.0,0.0,0.0,0.0,0.0,0.0011117287381878821,0.0008337965536409116,0.0,0.0,0.0,0.0,2017-10
Bakool,0.0,0.38229571984435795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10
Banadir,0.0,0.0,0.0034741523068371315,0.0,0.02195664257921067,0.0044469149527515284,0.0,0.0,0.0,0.9829071706503613,0.0,0.00792106725958866,0.012367982212340188,0.0,0.0,0.0,0.0,0.0,2017-10
Bari,0.0,0.001528627015008338,0.019872151195108392,0.38993885491939967,0.004585881045025014,0.0019455252918287938,0.0,0.006531406336853808,0.0,0.0004168982768204558,0.0,0.0011117287381878821,0.0019455252918287938,0.0008337965536409116,0.0033351862145636463,0.0,0.0,0.0,2017-10
Bay,0.0,0.13090605892162313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00013896609227348526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10
Galgaduud,0.0,0.0,0.0,0.0,0.0,0.15981100611450805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10
Gedo,0.0,0.0,0.0,0.0,0.02529182879377432,0.0,0.0764313507504169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10
Hiraan,0.0,0.014452473596442469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10
Lower_Juba,0.0,0.0,0.0,0.0,0.0026403557531962203,0.0,0.03515842134519177,0.0,0.11645358532518066,0.0,0.021261812117843247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10
Lower_Shabelle,0.0,0.0,0.0008337965536409116,0.0,0.0,0.0,0.0,0.0,0.0,0.04488604780433574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10
Middle_Juba,0.0,0.0,0.0,0.0,0.029460811561978877,0.0,0.028904947192884937,0.0,0.019316286826014453,0.0062534741523068375,0.004030016675931073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10
Middle_Shabelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030433574207893273,0.0,0.0,0.0,0.0,0.0,0.0,2017-10
Mudug,0.0,0.0,0.011256253474152307,0.008615897720956087,0.0025013896609227346,0.001528627015008338,0.0,0.0062534741523068375,0.01083935519733185,0.0,0.0,0.0018065591995553086,0.34463590883824347,0.0006948304613674264,0.0,0.0,0.0005558643690939411,0.0044469149527515284,2017-10
Nugaal,0.0,0.0,0.004307948860478044,0.09046692607003891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10
Sanaag,0.0,0.0,0.0,0.015147304057809894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43260144524735966,0.0,0.0,0.0,2017-10
Sool,0.0,0.0,0.0009727626459143969,0.0,0.0,0.0052807115063924406,0.0,0.0022234574763757642,0.0008337965536409116,0.0,0.0013896609227348527,0.0,0.0,0.0,0.0012506948304613673,0.01584213451917732,0.0,0.0,2017-10
Togdheer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10339077265147303,0.0,2017-10
Woqooyi_Galbeed,0.0022234574763757642,0.0025013896609227346,0.007226236798221234,0.0037520844913841024,0.0011117287381878821,0.0033351862145636463,0.0,0.00792106725958866,0.0038910505836575876,0.0,0.0004168982768204558,0.0006948304613674264,0.0022234574763757642,0.005697609783212896,0.004585881045025014,0.0033351862145636463,0.013618677042801557,0.029738743746525846,2017-10
Awdal,0.03254099402567688,0.0008897928053896022,0.006355662895640015,0.0,0.0,0.0,0.0,0.0019066988686920045,0.0,0.0,0.0,0.0,0.0007626795474768018,0.002033812126604805,0.0,0.0,0.0,0.0,2017-11
Bakool,0.0,0.07626795474768018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11
Banadir,0.0,0.0,0.0034320579636456083,0.0,0.0,0.0,0.0,0.006101436379814414,0.0,1.0,0.0,0.11567306470064828,0.013855345112495233,0.0,0.0,0.0,0.0,0.0,2017-11
Bari,0.0,0.0017795856107792043,0.01588915723910004,0.08834371424939622,0.007118342443116817,0.001271132579128003,0.0017795856107792043,0.00444896402694801,0.0005084530316512013,0.012329986017541629,0.0,0.0013982458370408034,0.00864370153807042,0.0015253590949536036,0.035973051989322484,0.01690606330240244,0.0,0.0,2017-11
Bay,0.0,0.0,0.0,0.0,0.5355281555866277,0.0,0.0,0.0,0.0,0.018177195881530443,0.0,0.0,0.0013982458370408034,0.0,0.0,0.0,0.0,0.0,2017-11
Galgaduud,0.0,0.0,0.0,0.0,0.0,0.03177831447820008,0.0,0.0,0.0,0.0,0.0,0.0,0.02059234778187365,0.026693784161688064,0.0,0.0,0.0,0.0,2017-11
Gedo,0.0,0.0,0.0,0.0,0.026439557645862463,0.0,0.03177831447820008,0.0,0.0,0.0,0.002542265158256006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11
Hiraan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11
Lower_Juba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031142748188636073,0.0,0.003686284479471209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11
Lower_Shabelle,0.0,0.0,0.001652472352866404,0.0,0.0,0.0,0.0,0.0,0.0,0.4925638744121012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11
Middle_Juba,0.0,0.0,0.0,0.0,0.002160925384517605,0.0,0.00406762425320961,0.0,0.0008897928053896022,0.0015253590949536036,0.3280793186729376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11
Middle_Shabelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19168679293250285,0.0,0.0,0.0,0.0,0.0,0.0,2017-11
Mudug,0.0,0.0010169060633024025,0.019575441718571247,0.019448328460658446,0.002033812126604805,0.0,0.0,0.010041947375111224,0.024024405745519256,0.002796491674081607,0.0,0.004576077284860811,0.10830049574170586,0.06342951569848736,0.0,0.03749841108427609,0.0,0.00444896402694801,2017-11
Nugaal,0.0,0.00826236176433202,0.010931740180500827,0.0415660353374857,0.00788102199059362,0.002542265158256006,0.003304944705732808,0.0035591712215584086,0.003686284479471209,0.01563493072327444,0.010169060633024024,0.003050718189907207,0.002923604931994407,0.18990720732172364,0.0,0.0,0.0,0.0,2017-11
Sanaag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14338375492563873,0.0,0.0,0.0,2017-11
Sool,0.0,0.0,0.00394051099529681,0.0,0.001271132579128003,0.0022880386424304054,0.0011440193212152027,0.0008897928053896022,0.0,0.0,0.0,0.0008897928053896022,0.001271132579128003,0.01182153298589043,0.0011440193212152027,0.018304309139443243,0.0,0.0,2017-11
Togdheer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001652472352866404,0.0,0.0,0.0019066988686920045,0.11440193212152028,0.0,2017-11
Woqooyi_Galbeed,0.0024151519003432057,0.00406762425320961,0.007118342443116817,0.004703190542773611,0.00444896402694801,0.005592983348163214,0.0,0.006101436379814414,0.0011440193212152027,0.0010169060633024025,0.0,0.002796491674081607,0.006101436379814414,0.002542265158256006,0.0,0.0,0.002542265158256006,0.023897292487606456,2017-11
Awdal,0.02364864864864865,0.0017567567567567568,0.005405405405405406,0.0,0.0,0.0009459459459459459,0.0,0.0009459459459459459,0.0,0.0,0.0,0.0009459459459459459,0.0008108108108108108,0.0009459459459459459,0.0,0.0,0.0,0.0,2017-12
Bakool,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12
Banadir,0.0,0.0,0.007162162162162162,0.0,0.0,0.009324324324324324,0.0,0.0,0.0,0.8239189189189189,0.0,0.27635135135135136,0.002162162162162162,0.0,0.0,0.0,0.0,0.0,2017-12
Bari,0.0,0.0008108108108108108,0.013783783783783784,0.5447297297297298,0.008513513513513513,0.0025675675675675674,0.0,0.007972972972972973,0.0,0.0,0.0,0.0,0.006621621621621622,0.003108108108108108,0.02689189189189189,0.002162162162162162,0.0,0.0,2017-12
Bay,0.0,0.06972972972972973,0.0,0.0,0.4781081081081081,0.0,0.0,0.0,0.0,0.0018918918918918919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12
Galgaduud,0.0,0.0,0.0,0.0,0.0,0.28540540540540543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12
Gedo,0.0,0.0,0.0,0.0,0.022837837837837837,0.0,0.06175675675675676,0.0,0.0,0.0,0.017162162162162164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12
Hiraan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022702702702702703,0.0,0.0,0.0,0.0,0.0017567567567567568,0.0,0.0,0.0,0.0,0.0,2017-12
Lower_Juba,0.0,0.0,0.0,0.0,0.0,0.0,0.0006756756756756757,0.0,0.10891891891891892,0.0,0.00891891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12
Lower_Shabelle,0.0,0.0,0.0018918918918918919,0.0,0.0,0.0,0.0,0.0,0.0,0.051216216216216214,0.0,0.0,0.0008108108108108108,0.0,0.0,0.0,0.0,0.0,2017-12
Middle_Juba,0.0,0.0,0.0,0.0,0.013243243243243243,0.0,0.030945945945945946,0.0,0.003243243243243243,0.002162162162162162,0.0009459459459459459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12
Middle_Shabelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02918918918918919,0.0014864864864864865,0.0,0.0,0.0,0.0,0.0,2017-12
Mudug,0.0,0.0005405405405405405,0.01027027027027027,0.030945945945945946,0.0008108108108108108,0.0033783783783783786,0.0006756756756756757,0.008108108108108109,0.044054054054054055,0.0013513513513513514,0.0,0.006756756756756757,0.09662162162162162,0.0036486486486486487,0.0,0.0012162162162162162,0.0014864864864864865,0.022567567567567566,2017-12
Nugaal,0.0,0.0017567567567567568,0.0012162162162162162,0.014594594594594595,0.0036486486486486487,0.008108108108108109,0.0016216216216216215,0.0045945945945945945,0.008783783783783784,0.006081081081081081,0.0022972972972972973,0.0009459459459459459,0.0,0.004324324324324324,0.0,0.0,0.0,0.0,2017-12
Sanaag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05527027027027027,0.0,0.0,0.0,2017-12
Sool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001081081081081081,0.0,0.0008108108108108108,0.0,0.0,0.0008108108108108108,0.015135135135135135,0.0,0.0,2017-12
Togdheer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022027027027027028,0.04472972972972973,0.0,2017-12
Woqooyi_Galbeed,0.0008108108108108108,0.0045945945945945945,0.007432432432432433,0.004864864864864865,0.004324324324324324,0.007702702702702703,0.0,0.006891891891891892,0.0025675675675675674,0.0008108108108108108,0.0018918918918918919,0.004054054054054054,0.006216216216216216,0.0009459459459459459,0.0008108108108108108,0.0,0.0014864864864864865,0.020945945945945947,2017-12
Awdal,0.016700772328206482,0.0009241534094659714,0.0044227341738728625,0.0,0.0,0.0005940986203709816,0.0,0.0,0.0,0.0,0.0,0.0,0.0004620767047329857,0.0006601095781899795,0.0,0.0,0.0,0.0,2018-01
Bakool,0.0,0.21671397451977029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01
Banadir,0.0,0.0,0.0017822958611129448,0.0,0.07670473298567562,0.006006997161528814,0.0,0.0006601095781899795,0.0,1.0,0.0,0.05888177437454618,0.0032345369331309,0.0,0.0,0.0,0.0,0.0,2018-01
Bari,0.0,0.0003960657469139877,0.014324377846722556,0.06924549475212885,0.0020463396923889364,0.0010561753251039673,0.0,0.0044227341738728625,0.0017162849032939468,0.0,0.0,0.0,0.0005280876625519837,0.0018483068189319427,0.0,0.005412898541157832,0.0,0.0,2018-01
Bay,0.0,0.5146874381147271,0.0,0.0,0.7745725790481219,0.0,0.0,0.0,0.0,0.0,0.00033005478909498974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01
Galgaduud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01
Gedo,0.0,0.0,0.0,0.0,0.013730279226351574,0.0,0.025348207802495214,0.0,0.0,0.0,0.0019143177767509407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01
Hiraan,0.0,0.008317380685193743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01
Lower_Juba,0.0,0.0,0.0,0.0,0.021849627038088324,0.0,0.0021783616080269324,0.0,0.05188461284573239,0.0,0.019869298303518385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01
Lower_Shabelle,0.0,0.0,0.0009901643672849693,0.0,0.0,0.0,0.0,0.0,0.0,0.016634761370387486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01
Middle_Juba,0.0,0.0,0.0,0.0,0.02158558320681233,0.0,0.008515413558650736,0.0,0.0004620767047329857,0.0011221862829229653,0.002838471186216912,0.002838471186216912,0.0,0.0,0.0,0.0,0.0,0.0,2018-01
Middle_Shabelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016502739454749487,0.0,0.0,0.0,0.0,0.0,0.0,2018-01
Mudug,0.0,0.0,0.001452241072017955,0.0129381477325236,0.001452241072017955,0.00257442735494092,0.0,0.009769621757211697,0.019209188725328404,0.0011881972407419633,0.0,0.0023103835236649283,0.01452241072017955,0.004026668426958875,0.0,0.0,0.002772460228397914,0.019803287345699385,2018-01
Nugaal,0.0,0.0,0.00033005478909498974,0.0,0.0,0.0,0.0,0.0,0.0,0.0034325698065878936,0.0,0.0,0.0,0.002838471186216912,0.0,0.011485906660505644,0.0,0.0,2018-01
Sanaag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028450722819988117,0.0,0.0,0.0,2018-01
Sool,0.0,0.0,0.0,0.0,0.0,0.0005940986203709816,0.0006601095781899795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17862565185820847,0.0,0.0,2018-01
Togdheer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053864941580302333,0.0,0.005874975245890818,0.0,2018-01
Woqooyi_Galbeed,0.0003960657469139877,0.00290448214403591,0.005016832794243845,0.002970493101854908,0.0022443725658459306,0.0017162849032939468,0.0,0.004026668426958875,0.001386230114198957,0.003366558848768896,0.0,0.001452241072017955,0.0024424054393029243,0.001452241072017955,0.001320219156379959,0.0,0.0009241534094659714,0.011485906660505644,2018-01
Awdal,0.14977973568281938,0.000604647145201693,0.0013820506176038696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006910253088019348,0.0,0.0,0.0,0.0,0.0,2018-02
Bakool,0.0,0.4146151852811609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02
Banadir,0.0,0.010883648613630474,0.004059773689211368,0.0,0.022976591517664336,0.006910253088019349,0.011574673922432409,0.0013820506176038696,0.0,1.0,0.0,0.11505571391552216,0.0027641012352077393,0.0,0.0,0.0,0.0,0.0,2018-02
Bari,0.0,0.0,0.013388615358037488,0.024013129480867236,0.0010365379632029023,0.0,0.0,0.0028504793988079814,0.0,0.0006910253088019348,0.0,0.0034551265440096743,0.0006910253088019348,0.005441824306815237,0.010106245141228298,0.0,0.0,0.0,2018-02
Bay,0.0,0.27045003023235725,0.0,0.0,0.7317094238576488,0.0,0.0,0.0,0.0,0.008896950850824911,0.01813941435605079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02
Galgaduud,0.0,0.0,0.0,0.0,0.0,0.010365379632029024,0.0,0.0,0.0,0.0,0.0,0.0,0.002504966744407014,0.0,0.0,0.0,0.0,0.0,2018-02
Gedo,0.0,0.0014684287812041115,0.0,0.0,0.007083009415219833,0.0,0.03334197114969336,0.0,0.0,0.0,0.0009501597996026605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02
Hiraan,0.0,0.02461777662606893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011229161268031442,0.0,0.0,0.0,0.0,0.0,2018-02
Lower_Juba,0.0,0.0,0.0,0.0,0.0002591344908007256,0.0,0.0,0.0,0.12706227865595576,0.0,0.024013129480867236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02
Lower_Shabelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5119633756586335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02
Middle_Juba,0.0,0.0,0.0,0.0,0.009415219832426363,0.0,0.010883648613630474,0.0,0.010624514122829748,0.0,0.012870346376436036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02
Middle_Shabelle,0.0,0.0,0.0,0.0005182689816014512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020644381100457805,0.0,0.0,0.0,0.0,0.0,0.0,2018-02
Mudug,0.001209294290403386,0.0005182689816014512,0.0009501597996026605,0.011056404940830957,0.001209294290403386,0.002418588580806772,0.0,0.0010365379632029023,0.02798652500647836,0.0,0.0003455126544009674,0.0,0.03265094584089142,0.012265699231234344,0.0,0.0016411851084045953,0.007083009415219833,0.004318908180012093,2018-02
Nugaal,0.0,0.0,0.0,0.0005182689816014512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02
Sanaag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05744147879416084,0.0,0.0,0.0,2018-02
Sool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005182689816014512,0.0007774034724021767,0.8105726872246696,0.0,0.0,2018-02
Togdheer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011229161268031442,0.024531398462468688,0.01399326250323918,0.0,2018-02
Woqooyi_Galbeed,0.000604647145201693,0.0033687483804094327,0.003800639198410642,0.0016411851084045953,0.0034551265440096743,0.002591344908007256,0.0,0.004232530016411851,0.0014684287812041115,0.001295672454003628,0.0019866977628055626,0.004318908180012093,0.0027641012352077393,0.0015548069448043534,0.001295672454003628,0.0,0.0,0.011747430249632892,2018-02
Awdal,0.03985349051569398,0.0,0.0005821568912822005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03
Bakool,0.0,0.2595449473633144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03
Banadir,0.0,0.0,0.16166982001649444,0.0,0.00989666715179741,0.000679183039829234,0.0,0.0021588318051714937,0.0008974918740600592,1.0,0.0,0.07005287925095813,0.0018677533595303935,0.0,0.0,0.0,0.0,0.0,2018-03
Bari,0.0,0.00026682190850434195,0.0006306699655557172,0.02493572017658759,0.0,0.000339591519914617,0.0,0.0001697957599573085,0.0,0.0,0.0,0.00019405229709406685,0.00029107844564110026,0.0012128268568379179,0.00014553922282055013,0.0,0.0,0.0,2018-03
Bay,0.0,0.08545578033279969,0.0,0.0,0.25736185902100617,0.0,0.0024256537136758357,0.0,0.0,0.0003153349827778586,0.003735506719060787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03
Galgaduud,0.0,0.0,0.0,0.0,0.0,0.013244069276670063,0.0,0.0,0.0,0.0,0.0,0.0,0.0007276961141027507,0.0,0.0,0.0,0.0,0.0,2018-03
Gedo,0.0,0.0,0.0,0.0,0.003759763256197545,0.0,0.011715907437054286,0.0,0.0,0.0,0.00046087420559840875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03
Hiraan,0.0,0.005991364672779314,0.0,0.0,0.0,0.0,0.0,0.00019405229709406685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03
Lower_Juba,0.0,0.0,0.0,0.0,0.0,0.0,0.0008732353369233009,0.0,0.04012031242419832,0.0,0.005991364672779314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03
Lower_Shabelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02571192936496386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03
Middle_Juba,0.0,0.0,0.0,0.0,0.003177606364915345,0.0,0.011570368214233736,0.0,0.0,0.0,0.0009460049483335759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03
Middle_Shabelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004123611313248921,0.0,0.0,0.0,0.0,0.0,0.0,2018-03
Mudug,9.702614854703343e-05,0.0,0.0007034395769659924,0.0030320671420947945,0.0004851307427351671,0.0010430310968806093,0.0,0.0012855964682481928,0.005263668558676563,0.0,0.0,9.702614854703343e-05,0.02069082617765488,0.0021588318051714937,0.0,0.00014553922282055013,0.0,0.0009460049483335759,2018-03
Nugaal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023528841022655606,0.0,0.0036384805705137534,0.0,0.0,2018-03
Sanaag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01581526221316645,0.0,0.0,0.0,2018-03
Sool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038082763304710617,0.0,0.0,2018-03
Togdheer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003881045941881337,0.0028137583078639695,0.0,2018-03
