,time,Previous (Departure) Region,admin1_dep,tmx_dep,pre_dep,conflicts_dep,year,TA_dep,PA_dep,DL_dep,TA_lag1_dep,TA_lag2_dep,TA_lag3_dep,TA_lag4_dep,TA_lag5_dep,TA_lag6_dep,PA_lag1_dep,PA_lag2_dep,PA_lag3_dep,PA_lag4_dep,PA_lag5_dep,PA_lag6_dep,DL_lag1_dep,DL_lag2_dep,DL_lag3_dep,DL_lag4_dep,DL_lag5_dep,DL_lag6_dep,conflicts_lag1_dep,conflicts_lag2_dep,conflicts_lag3_dep,conflicts_lag4_dep,conflicts_lag5_dep,conflicts_lag6_dep,sum_disp_dep,population_density_dep,admin1_arr,tmx_arr,pre_arr,conflicts_arr,TA_arr,PA_arr,DL_arr,TA_lag1_arr,TA_lag2_arr,TA_lag3_arr,TA_lag4_arr,TA_lag5_arr,TA_lag6_arr,PA_lag1_arr,PA_lag2_arr,PA_lag3_arr,PA_lag4_arr,PA_lag5_arr,PA_lag6_arr,DL_lag1_arr,DL_lag2_arr,DL_lag3_arr,DL_lag4_arr,DL_lag5_arr,DL_lag6_arr,conflicts_lag1_arr,conflicts_lag2_arr,conflicts_lag3_arr,conflicts_lag4_arr,conflicts_lag5_arr,conflicts_lag6_arr,sum_disp_arr,population_density_arr,inv_distance,Current (Arrival) Region,Displacements,Disp_log,inv_distance_2,gdp_mean_arr,accessibility_to_cities_mean_arr,gdp_mean_dep,accessibility_to_cities_mean_dep
3510,2019-03,Lower Shabelle,Lower Shabelle,0.7716097548745853,0.03424087289993401,0.44791666666666663,2019,0.5827784806507302,0.3202398423146935,0.040229885057471264,0.5116297834069969,0.38868390484761006,0.3774164547895656,0.3104150669486895,0.267835657919294,0.3063827067822328,0.41167345198697164,0.39620966139195873,0.3802963712742249,0.4643759838797183,0.3870025978057208,0.3396332960501649,0.03468208092485549,0.029069767441860465,0.023391812865497075,0.01764705882352941,0.011834319526627219,0.005952380952380952,0.6354166666666666,0.4270833333333333,0.4270833333333333,0.3125,0.59375,0.53125,0.005820788530465949,0.07897412599837275,Banadir,0.7238963574611974,0.07493561491051379,0.7708333333333333,0.4195744409609198,0.3904022875292476,0.028735632183908046,0.38427684439224674,0.2668397602131974,0.24692662123623693,0.18831608828510615,0.165929965354437,0.20015704569738754,0.42752223248383614,0.42550386657415246,0.3462459916682629,0.42993710984796635,0.35979061526468825,0.2832426812394787,0.023121387283236993,0.01744186046511628,0.011695906432748537,0.0058823529411764705,0.0,0.005952380952380952,0.65625,0.5520833333333333,0.6979166666666666,0.7395833333333333,0.44791666666666663,0.6666666666666666,0.0051997931900435775,0.9247412555905401,0.852509851996805,Banadir,7460,8.917310693197805,0.7463355370761058,0.9999999999999999,16.3040864778,0.01008368285818618,144.922380347
3512,2019-03,Middle Shabelle,Middle Shabelle,0.70711549704362,0.06632866230333197,0.25,2019,0.35702954918067564,0.3410808866548597,0.011494252873563218,0.2888250139371837,0.1758679019399373,0.16173258981597394,0.16469322254280516,0.16104412175471838,0.2224235612528235,0.3846445315832431,0.38516291990529106,0.3578740756986867,0.4500351374844955,0.43426632318975755,0.4118148638203658,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.21875,0.20833333333333331,0.20833333333333331,0.08333333333333333,0.14583333333333331,0.11458333333333333,0.0,0.02211968146094025,Banadir,0.7238963574611974,0.07493561491051379,0.7708333333333333,0.4195744409609198,0.3904022875292476,0.028735632183908046,0.38427684439224674,0.2668397602131974,0.24692662123623693,0.18831608828510615,0.165929965354437,0.20015704569738754,0.42752223248383614,0.42550386657415246,0.3462459916682629,0.42993710984796635,0.35979061526468825,0.2832426812394787,0.023121387283236993,0.01744186046511628,0.011695906432748537,0.0058823529411764705,0.0,0.005952380952380952,0.65625,0.5520833333333333,0.6979166666666666,0.7395833333333333,0.44791666666666663,0.6666666666666666,0.0051997931900435775,0.9247412555905401,0.9943630501968973,Banadir,528,6.269096283706261,0.9896299445899859,0.9999999999999999,16.3040864778,0.004581847212329029,120.946453197
3523,2019-04,Galgaduud,Galgaduud,0.8611109799021364,0.15895047119726202,0.020833333333333332,2019,0.38001957615977466,0.3774391281796165,0.011494252873563218,0.2593245196547829,0.19600631632508866,0.11919286308544218,0.15751966226892522,0.1830112066977744,0.21115249191957888,0.38502040766280354,0.3959349703591313,0.4061236468755724,0.4477243113479402,0.460669400897597,0.43298390598654474,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.03125,0.03125,0.010416666666666666,0.0625,0.08333333333333333,0.041666666666666664,0.003268817204301075,0.004607150884844497,Banadir,0.7758590809430079,0.390389713032258,0.6458333333333333,0.4713152783868912,0.4080022684383684,0.034482758620689655,0.41474557017993485,0.35241250010855407,0.2668397602131974,0.24692662123623693,0.1886080294278451,0.165929965354437,0.3904022875292476,0.42752223248383614,0.36875651963011924,0.43138963329240937,0.4036532590345806,0.29655227133405837,0.028901734104046242,0.023255813953488372,0.017543859649122806,0.011764705882352941,0.005917159763313609,0.0,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.7395833333333333,0.44791666666666663,0.0020828717039663197,0.9247412555905401,0.3037347741217342,Banadir,38,3.6375861597263857,0.12515746634615166,0.9999999999999999,16.3040864778,0.00020453270070973622,266.761255947
3525,2019-04,Hiraan,Hiraan,0.8496471709911728,0.25428825568445357,0.041666666666666664,2019,0.41406257979636996,0.354652847567559,0.017241379310344827,0.3251435046641203,0.26003298140540065,0.1882856665055765,0.2124335550390886,0.1896210925703668,0.19463603520369896,0.35606981798035653,0.4007548272711267,0.4093120278510711,0.46111951637925996,0.4645607607181465,0.40328091188620957,0.011560693641618497,0.005813953488372093,0.0,0.0,0.0,0.0,0.10416666666666666,0.26041666666666663,0.17708333333333331,0.23958333333333331,0.11458333333333333,0.1875,0.003096774193548387,0.004368765063558738,Banadir,0.7758590809430079,0.390389713032258,0.6458333333333333,0.4713152783868912,0.4080022684383684,0.034482758620689655,0.41474557017993485,0.35241250010855407,0.2668397602131974,0.24692662123623693,0.1886080294278451,0.165929965354437,0.3904022875292476,0.42752223248383614,0.36875651963011924,0.43138963329240937,0.4036532590345806,0.29655227133405837,0.028901734104046242,0.023255813953488372,0.017543859649122806,0.011764705882352941,0.005917159763313609,0.0,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.7395833333333333,0.44791666666666663,0.0020828717039663197,0.9247412555905401,0.5758629080195323,Banadir,13,2.5649493574615367,0.36961839189900614,0.9999999999999999,16.3040864778,0.0007690392713638598,291.044337173
3527,2019-04,Lower Shabelle,Lower Shabelle,0.8061276266876152,0.2958698538152238,0.40625,2019,0.6239369980437595,0.3475014747020907,0.04597701149425287,0.5295787944281763,0.47490284736048033,0.39754837194049153,0.3925588749643223,0.30810422281626915,0.2879998252404725,0.3432957360192074,0.41167345198697164,0.39620966139195873,0.4679392824302002,0.4642010207504949,0.363638131521334,0.04046242774566474,0.03488372093023256,0.029239766081871343,0.023529411764705882,0.01775147928994083,0.011904761904761904,0.44791666666666663,0.6354166666666666,0.4270833333333333,0.4270833333333333,0.3125,0.59375,0.004702508960573477,0.07897412599837275,Banadir,0.7758590809430079,0.390389713032258,0.6458333333333333,0.4713152783868912,0.4080022684383684,0.034482758620689655,0.41474557017993485,0.35241250010855407,0.2668397602131974,0.24692662123623693,0.1886080294278451,0.165929965354437,0.3904022875292476,0.42752223248383614,0.36875651963011924,0.43138963329240937,0.4036532590345806,0.29655227133405837,0.028901734104046242,0.023255813953488372,0.017543859649122806,0.011764705882352941,0.005917159763313609,0.0,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.7395833333333333,0.44791666666666663,0.0020828717039663197,0.9247412555905401,0.852509851996805,Banadir,9167,9.123365357961776,0.7463355370761058,0.9999999999999999,16.3040864778,0.01008368285818618,144.922380347
3529,2019-04,Middle Shabelle,Middle Shabelle,0.7707013850459798,0.22806410199676613,0.21875,2019,0.40848704570517114,0.35271335628187506,0.017241379310344827,0.32443764570581973,0.2534457676601703,0.17868056455801143,0.1881408644441116,0.16346718551211767,0.1721854578623849,0.3656372460713375,0.3846445315832431,0.38516291990529106,0.44634881084916356,0.4498655775618291,0.4080484090875237,0.011560693641618497,0.005813953488372093,0.0,0.0,0.0,0.0,0.25,0.21875,0.20833333333333331,0.20833333333333331,0.08333333333333333,0.14583333333333331,0.0,0.02211968146094025,Banadir,0.7758590809430079,0.390389713032258,0.6458333333333333,0.4713152783868912,0.4080022684383684,0.034482758620689655,0.41474557017993485,0.35241250010855407,0.2668397602131974,0.24692662123623693,0.1886080294278451,0.165929965354437,0.3904022875292476,0.42752223248383614,0.36875651963011924,0.43138963329240937,0.4036532590345806,0.29655227133405837,0.028901734104046242,0.023255813953488372,0.017543859649122806,0.011764705882352941,0.005917159763313609,0.0,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.7395833333333333,0.44791666666666663,0.0020828717039663197,0.9247412555905401,0.9943630501968973,Banadir,87,4.465908118654584,0.9896299445899859,0.9999999999999999,16.3040864778,0.004581847212329029,120.946453197
3530,2019-04,Mudug,Mudug,0.8413405830934932,0.08611899964716171,0.0,2019,0.3962106748159868,0.36906051165156906,0.011494252873563218,0.24914063969473066,0.18394588080074256,0.10433182703558307,0.15162346510309518,0.20408132565081472,0.2501621524061604,0.3874492892921981,0.38707807654240567,0.36829804747108463,0.43039579059671373,0.4813758164682585,0.4601494947149456,0.005780346820809248,0.0,0.0,0.0,0.0,0.017857142857142856,0.0625,0.15625,0.03125,0.05208333333333333,0.20833333333333331,0.08333333333333333,0.007211469534050179,0.008152658264099685,Banadir,0.7758590809430079,0.390389713032258,0.6458333333333333,0.4713152783868912,0.4080022684383684,0.034482758620689655,0.41474557017993485,0.35241250010855407,0.2668397602131974,0.24692662123623693,0.1886080294278451,0.165929965354437,0.3904022875292476,0.42752223248383614,0.36875651963011924,0.43138963329240937,0.4036532590345806,0.29655227133405837,0.028901734104046242,0.023255813953488372,0.017543859649122806,0.011764705882352941,0.005917159763313609,0.0,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.7395833333333333,0.44791666666666663,0.0020828717039663197,0.9247412555905401,0.154434434968762,Banadir,20,2.995732273553991,0.044166693016575644,0.9999999999999999,16.3040864778,0.000875724001110037,409.944703613
3544,2019-05,Lower Shabelle,Lower Shabelle,0.529075010637011,0.29473541745639936,0.5416666666666666,2019,0.5599053296183133,0.33361596356727746,0.05172413793103448,0.5669801034077279,0.4927432893479559,0.48621910461473855,0.411639238033919,0.389636522058718,0.3316706865864455,0.37252008889132715,0.3432957360192074,0.41167345198697164,0.48326222012363385,0.46776297675552575,0.4361758623665514,0.046242774566473986,0.040697674418604654,0.03508771929824561,0.029411764705882353,0.023668639053254437,0.017857142857142856,0.40625,0.44791666666666663,0.6354166666666666,0.4270833333333333,0.4270833333333333,0.3125,0.003254480286738351,0.07897412599837275,Banadir,0.5155643272054209,0.4210367476342019,0.8958333333333333,0.4143137714319022,0.3928734994821892,0.040229885057471264,0.4584756429159915,0.38243852242088017,0.35241250010855407,0.2668397602131974,0.24719748172711212,0.1886080294278451,0.4080022684383684,0.3904022875292476,0.3709742548721148,0.4532105180113349,0.40501698365556266,0.3447475616076785,0.03468208092485549,0.029069767441860465,0.023391812865497075,0.01764705882352941,0.011834319526627219,0.005952380952380952,0.6458333333333333,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.7395833333333333,0.0021124159834552034,0.9247412555905401,0.852509851996805,Banadir,14389,9.574219304763417,0.7463355370761058,0.9999999999999999,16.3040864778,0.01008368285818618,144.922380347
3546,2019-05,Middle Shabelle,Middle Shabelle,0.5563259238211997,0.27032925114064543,0.21875,2019,0.37503999969861257,0.33813204397520014,0.022988505747126436,0.3711977782064333,0.28884298761507415,0.25846449593353915,0.20420359254636566,0.1867402745277045,0.1748132466016301,0.37810720356776645,0.3656372460713375,0.3846445315832431,0.47262529147699006,0.4461806398252901,0.42270589135030107,0.017341040462427744,0.011627906976744186,0.005847953216374269,0.0,0.0,0.0,0.21875,0.25,0.21875,0.20833333333333331,0.20833333333333331,0.08333333333333333,8.602150537634408e-05,0.02211968146094025,Banadir,0.5155643272054209,0.4210367476342019,0.8958333333333333,0.4143137714319022,0.3928734994821892,0.040229885057471264,0.4584756429159915,0.38243852242088017,0.35241250010855407,0.2668397602131974,0.24719748172711212,0.1886080294278451,0.4080022684383684,0.3904022875292476,0.3709742548721148,0.4532105180113349,0.40501698365556266,0.3447475616076785,0.03468208092485549,0.029069767441860465,0.023391812865497075,0.01764705882352941,0.011834319526627219,0.005952380952380952,0.6458333333333333,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.7395833333333333,0.0021124159834552034,0.9247412555905401,0.9943630501968973,Banadir,953,6.859614903654202,0.9896299445899859,0.9999999999999999,16.3040864778,0.004581847212329029,120.946453197
3559,2019-06,Hiraan,Hiraan,0.5465820223437174,0.03863121544291963,0.21875,2019,0.3753900551241511,0.3257009659560422,0.028735632183908046,0.36111566198581113,0.34035619777980675,0.29558983962832885,0.2862408329225224,0.21171905363750596,0.22620174205968321,0.3485401944468474,0.3801863298988599,0.35606981798035653,0.4876387690998382,0.49569168166371946,0.4331171500954858,0.023121387283236993,0.01744186046511628,0.011695906432748537,0.0058823529411764705,0.0,0.0,0.11458333333333333,0.041666666666666664,0.10416666666666666,0.26041666666666663,0.17708333333333331,0.23958333333333331,0.004845878136200717,0.004368765063558738,Banadir,0.45830920033698774,0.16670759262163218,0.53125,0.41205650506459407,0.3787420452245061,0.04597701149425287,0.41029938274677935,0.4255332074051487,0.38243852242088017,0.35241250010855407,0.26710345847692407,0.24719748172711212,0.3928734994821892,0.4080022684383684,0.33018769099300854,0.45536030966147667,0.42550386657415246,0.3462459916682629,0.04046242774566474,0.03488372093023256,0.029239766081871343,0.023529411764705882,0.01775147928994083,0.011904761904761904,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.003323731442499446,0.9247412555905401,0.5758629080195323,Banadir,377,5.932245187448011,0.36961839189900614,0.9999999999999999,16.3040864778,0.0007690392713638598,291.044337173
3561,2019-06,Lower Shabelle,Lower Shabelle,0.4990988062930408,0.1349770914156954,0.5104166666666666,2019,0.5463320687105065,0.2944318046401756,0.05747126436781609,0.5087936485267776,0.5299183672571506,0.5045668715457203,0.4956784162397544,0.40857484387536513,0.4200916607270667,0.35763488057191906,0.37252008889132715,0.3432957360192074,0.49815233386118385,0.48308014121946263,0.4395227727841421,0.05202312138728323,0.046511627906976744,0.04093567251461988,0.03529411764705882,0.029585798816568046,0.023809523809523808,0.5416666666666666,0.40625,0.44791666666666663,0.6354166666666666,0.4270833333333333,0.4270833333333333,0.009032258064516128,0.07897412599837275,Banadir,0.45830920033698774,0.16670759262163218,0.53125,0.41205650506459407,0.3787420452245061,0.04597701149425287,0.41029938274677935,0.4255332074051487,0.38243852242088017,0.35241250010855407,0.26710345847692407,0.24719748172711212,0.3928734994821892,0.4080022684383684,0.33018769099300854,0.45536030966147667,0.42550386657415246,0.3462459916682629,0.04046242774566474,0.03488372093023256,0.029239766081871343,0.023529411764705882,0.01775147928994083,0.011904761904761904,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.003323731442499446,0.9247412555905401,0.852509851996805,Banadir,5541,8.61993026886735,0.7463355370761058,0.9999999999999999,16.3040864778,0.01008368285818618,144.922380347
3563,2019-06,Middle Shabelle,Middle Shabelle,0.4782063910721055,0.08875770848397332,0.3125,2019,0.38323735833254124,0.34250039124751896,0.028735632183908046,0.34080398898902964,0.33532027988591323,0.29486829928063163,0.27982015535816107,0.20268342576356926,0.20005268202954934,0.3624760993795284,0.37810720356776645,0.3656372460713375,0.47212613436359757,0.47244722025277197,0.4192434239640739,0.023121387283236993,0.01744186046511628,0.011695906432748537,0.0058823529411764705,0.0,0.0,0.21875,0.21875,0.25,0.21875,0.20833333333333331,0.20833333333333331,0.0,0.02211968146094025,Banadir,0.45830920033698774,0.16670759262163218,0.53125,0.41205650506459407,0.3787420452245061,0.04597701149425287,0.41029938274677935,0.4255332074051487,0.38243852242088017,0.35241250010855407,0.26710345847692407,0.24719748172711212,0.3928734994821892,0.4080022684383684,0.33018769099300854,0.45536030966147667,0.42550386657415246,0.3462459916682629,0.04046242774566474,0.03488372093023256,0.029239766081871343,0.023529411764705882,0.01775147928994083,0.011904761904761904,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.003323731442499446,0.9247412555905401,0.9943630501968973,Banadir,285,5.652489180268651,0.9896299445899859,0.9999999999999999,16.3040864778,0.004581847212329029,120.946453197
3564,2019-06,Mudug,Mudug,0.5832567274777878,0.01797771744930779,0.041666666666666664,2019,0.32163954278170437,0.32499401011031537,0.022988505747126436,0.36681197758153217,0.32423205141816747,0.21789849212735618,0.21207734610028858,0.1327427287447357,0.16074474025260793,0.3648376044950233,0.39563128393795577,0.3874492892921981,0.4744693994902644,0.4562141205715075,0.4042591814375144,0.017341040462427744,0.011627906976744186,0.005847953216374269,0.0,0.0,0.0,0.09375,0.0,0.0625,0.15625,0.03125,0.05208333333333333,0.008372759856630824,0.008152658264099685,Banadir,0.45830920033698774,0.16670759262163218,0.53125,0.41205650506459407,0.3787420452245061,0.04597701149425287,0.41029938274677935,0.4255332074051487,0.38243852242088017,0.35241250010855407,0.26710345847692407,0.24719748172711212,0.3928734994821892,0.4080022684383684,0.33018769099300854,0.45536030966147667,0.42550386657415246,0.3462459916682629,0.04046242774566474,0.03488372093023256,0.029239766081871343,0.023529411764705882,0.01775147928994083,0.011904761904761904,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.5520833333333333,0.6979166666666666,0.003323731442499446,0.9247412555905401,0.154434434968762,Banadir,29,3.3672958299864737,0.044166693016575644,0.9999999999999999,16.3040864778,0.000875724001110037,409.944703613
3578,2019-07,Lower Shabelle,Lower Shabelle,0.4137120424041574,0.2470250541717038,0.5833333333333333,2019,0.5671045708424607,0.43349978194775185,0.06321839080459771,0.4964594402698269,0.4720838675437369,0.5427990894245054,0.5130678209315659,0.4919884034739617,0.4406300838940253,0.31562963043831993,0.35763488057191906,0.37252008889132715,0.43231129950300684,0.4979646448027746,0.4539151957225202,0.057803468208092484,0.05232558139534883,0.04678362573099415,0.041176470588235294,0.03550295857988166,0.02976190476190476,0.5104166666666666,0.5416666666666666,0.40625,0.44791666666666663,0.6354166666666666,0.4270833333333333,0.0036415770609318997,0.07897412599837275,Banadir,0.3620818384026663,0.2500027376546972,0.59375,0.43013353922931163,0.45114292379724563,0.05172413793103448,0.40839159718825857,0.37805693705354404,0.4255332074051487,0.38243852242088017,0.35264542013076117,0.26710345847692407,0.3787420452245061,0.3928734994821892,0.349526155705149,0.4158233023555994,0.42752223248383614,0.36875651963011924,0.046242774566473986,0.040697674418604654,0.03508771929824561,0.029411764705882353,0.023668639053254437,0.017857142857142856,0.53125,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.5520833333333333,0.003338503582243888,0.9247412555905401,0.852509851996805,Banadir,11712,9.368369236201092,0.7463355370761058,0.9999999999999999,16.3040864778,0.01008368285818618,144.922380347
3579,2019-07,Middle Juba,Middle Juba,0.5036406554360666,0.2268972861380912,0.0625,2019,0.6355887143943704,0.45374232361075995,0.764367816091954,0.543148985031558,0.5460983135439017,0.6312374737385078,0.6158919917477774,0.6236323998243141,0.5917262123381988,0.2834048899530406,0.42529716180562505,0.4598308807189063,0.5069994241557632,0.574167640879872,0.455503374985076,0.7630057803468208,0.7616279069767442,0.7602339181286549,0.7588235294117647,0.757396449704142,0.7559523809523809,0.07291666666666666,0.07291666666666666,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.07291666666666666,0.013777777777777778,0.006220703454050526,Banadir,0.3620818384026663,0.2500027376546972,0.59375,0.43013353922931163,0.45114292379724563,0.05172413793103448,0.40839159718825857,0.37805693705354404,0.4255332074051487,0.38243852242088017,0.35264542013076117,0.26710345847692407,0.3787420452245061,0.3928734994821892,0.349526155705149,0.4158233023555994,0.42752223248383614,0.36875651963011924,0.046242774566473986,0.040697674418604654,0.03508771929824561,0.029411764705882353,0.023668639053254437,0.017857142857142856,0.53125,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.5520833333333333,0.003338503582243888,0.9247412555905401,0.25239429912329947,Banadir,7,1.9459101490553132,0.09306002909524104,0.9999999999999999,16.3040864778,0.0010922933426905147,293.21701095
3580,2019-07,Middle Shabelle,Middle Shabelle,0.3819190984029768,0.088498419672258,0.28125,2019,0.39800232770207206,0.34511320664257633,0.034482758620689655,0.348253041153763,0.3051103350219415,0.342667256658881,0.3143224722398285,0.27773707102047573,0.21734287225164065,0.36715894890005907,0.3624760993795284,0.37810720356776645,0.4538239825480114,0.4719482512070091,0.443924214951682,0.028901734104046242,0.023255813953488372,0.017543859649122806,0.011764705882352941,0.005917159763313609,0.0,0.3125,0.21875,0.21875,0.25,0.21875,0.20833333333333331,0.0,0.02211968146094025,Banadir,0.3620818384026663,0.2500027376546972,0.59375,0.43013353922931163,0.45114292379724563,0.05172413793103448,0.40839159718825857,0.37805693705354404,0.4255332074051487,0.38243852242088017,0.35264542013076117,0.26710345847692407,0.3787420452245061,0.3928734994821892,0.349526155705149,0.4158233023555994,0.42752223248383614,0.36875651963011924,0.046242774566473986,0.040697674418604654,0.03508771929824561,0.029411764705882353,0.023668639053254437,0.017857142857142856,0.53125,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.5520833333333333,0.003338503582243888,0.9247412555905401,0.9943630501968973,Banadir,589,6.3784261836515865,0.9896299445899859,0.9999999999999999,16.3040864778,0.004581847212329029,120.946453197
3581,2019-07,Mudug,Mudug,0.5506621471028632,0.0007994034374499432,0.07291666666666666,2019,0.4058609532207904,0.3327296084793493,0.028735632183908046,0.2922782617446179,0.33096100786112836,0.33126371454111847,0.2413730429891828,0.2104985641949111,0.1414928763611831,0.3483921834842077,0.3648376044950233,0.39563128393795577,0.47482684096176364,0.47429063346071654,0.4286711544545069,0.023121387283236993,0.01744186046511628,0.011695906432748537,0.0058823529411764705,0.0,0.0,0.041666666666666664,0.09375,0.0,0.0625,0.15625,0.03125,0.016200716845878135,0.008152658264099685,Banadir,0.3620818384026663,0.2500027376546972,0.59375,0.43013353922931163,0.45114292379724563,0.05172413793103448,0.40839159718825857,0.37805693705354404,0.4255332074051487,0.38243852242088017,0.35264542013076117,0.26710345847692407,0.3787420452245061,0.3928734994821892,0.349526155705149,0.4158233023555994,0.42752223248383614,0.36875651963011924,0.046242774566473986,0.040697674418604654,0.03508771929824561,0.029411764705882353,0.023668639053254437,0.017857142857142856,0.53125,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.5520833333333333,0.003338503582243888,0.9247412555905401,0.154434434968762,Banadir,7,1.9459101490553132,0.044166693016575644,0.9999999999999999,16.3040864778,0.000875724001110037,409.944703613
3588,2019-08,Bakool,Bakool,0.49796334400728437,0.004097792044005489,0.08333333333333333,2019,0.43665055209830583,0.4773705652140046,0.06896551724137931,0.40770234556003626,0.33292588801166956,0.36653056616050705,0.3991059353870844,0.3765912109604209,0.39412894996504005,0.5877727877792511,0.22178730266397406,0.29197954146713245,0.4360706410588407,0.38617798301674516,0.5340193819505294,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.10416666666666666,0.05208333333333333,0.020833333333333332,0.0625,0.07291666666666666,0.041666666666666664,0.028587813620071685,0.012518085088299932,Banadir,0.3856575185008948,0.08903951885348567,0.5104166666666666,0.3857361281238042,0.4321792182671428,0.05747126436781609,0.4236698581944958,0.37617687117397824,0.37805693705354404,0.4255332074051487,0.38266064288042595,0.35264542013076117,0.45114292379724563,0.3787420452245061,0.3329030033217517,0.4345693046634825,0.3904022875292476,0.3709742548721148,0.05202312138728323,0.046511627906976744,0.04093567251461988,0.03529411764705882,0.029585798816568046,0.023809523809523808,0.59375,0.53125,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.0014772139744441983,0.9247412555905401,0.3896341285028818,Banadir,7,1.9459101490553132,0.18881536820202224,0.9999999999999999,16.3040864778,0.0005430833508411896,190.209429943
3594,2019-08,Lower Juba,Lower Juba,0.5271513558509735,0.05666228283416419,0.17708333333333331,2019,0.655513264275585,0.28129833438000384,0.7701149425287356,0.6167903906986916,0.5416054395032481,0.6096217918998621,0.6883161735475042,0.6574421784873349,0.7251618352377575,0.3122549070644396,0.23226017342468208,0.599246155560722,0.6941943683980142,0.6899998068310794,0.6263232698422707,0.7687861271676301,0.7674418604651163,0.7660818713450293,0.7647058823529411,0.7633136094674556,0.7619047619047619,0.22916666666666666,0.11458333333333333,0.1875,0.10416666666666666,0.1875,0.25,0.006121863799283154,0.01637671239384749,Banadir,0.3856575185008948,0.08903951885348567,0.5104166666666666,0.3857361281238042,0.4321792182671428,0.05747126436781609,0.4236698581944958,0.37617687117397824,0.37805693705354404,0.4255332074051487,0.38266064288042595,0.35264542013076117,0.45114292379724563,0.3787420452245061,0.3329030033217517,0.4345693046634825,0.3904022875292476,0.3709742548721148,0.05202312138728323,0.046511627906976744,0.04093567251461988,0.03529411764705882,0.029585798816568046,0.023809523809523808,0.59375,0.53125,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.0014772139744441983,0.9247412555905401,0.16716107047263248,Banadir,8,2.0794415416798357,0.04960279398014261,0.9999999999999999,16.3040864778,0.0005913348629416188,233.19701474
3595,2019-08,Lower Shabelle,Lower Shabelle,0.4400547674337063,0.0621151137742445,0.6145833333333333,2019,0.5339360022339301,0.4027860993008642,0.06896551724137931,0.5153356977184781,0.45982426579688196,0.4833199620544219,0.5493030484369399,0.5092483550300302,0.5310912663306013,0.4647099050269897,0.31562963043831993,0.35763488057191906,0.46045148515144013,0.43214841739801996,0.4679010787691641,0.06358381502890173,0.05813953488372093,0.05263157894736842,0.047058823529411764,0.04142011834319526,0.03571428571428571,0.5833333333333333,0.5104166666666666,0.5416666666666666,0.40625,0.44791666666666663,0.6354166666666666,0.0008458781362007168,0.07897412599837275,Banadir,0.3856575185008948,0.08903951885348567,0.5104166666666666,0.3857361281238042,0.4321792182671428,0.05747126436781609,0.4236698581944958,0.37617687117397824,0.37805693705354404,0.4255332074051487,0.38266064288042595,0.35264542013076117,0.45114292379724563,0.3787420452245061,0.3329030033217517,0.4345693046634825,0.3904022875292476,0.3709742548721148,0.05202312138728323,0.046511627906976744,0.04093567251461988,0.03529411764705882,0.029585798816568046,0.023809523809523808,0.59375,0.53125,0.8958333333333333,0.6458333333333333,0.7708333333333333,0.65625,0.0014772139744441983,0.9247412555905401,0.852509851996805,Banadir,6984,8.851377097519437,0.7463355370761058,0.9999999999999999,16.3040864778,0.01008368285818618,144.922380347
