index,time,admin1,tmx,pre,conflicts,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts_lag1,conflicts_lag2,conflicts_lag3,conflicts_lag4,conflicts_lag5,conflicts_lag6,Awdal,Bakool,Banadir,Bari,Bay,Galgaduud,Gedo,Hiraan,Lower_Juba,Lower_Shabelle,Middle_Juba,Middle_Shabelle,Mudug,Nugaal,Sanaag,Sool,Togdheer,Woqooyi_Galbeed,April,August,December,February,January,July,June,March,May,November,October,September,month_name
1380,2016-01,Middle_Juba,35.38,2.28,2.0,2016,1,1.3914825421956394,0.1419018635157852,91,1.3515102702667683,1.2021892230807927,1.0961834089663796,0.7942325581454027,0.36884580014976687,0.3105450703027886,0.2399794032823901,0.35191152661126524,0.37189769141917356,0.23384455502959464,0.13291297573924077,0.15493603501319475,90.0,89.0,88.0,87.0,86.0,85.0,6.0,6.0,1.0,1.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Middle_Shabelle,32.72,9.780001,4.0,2016,1,0.8228446162030361,0.17914118215954666,12,0.7616255331845112,0.7584035827642512,0.6287657402680518,0.5236036792404563,0.3303782977865533,0.1328411301401697,0.10700712702608764,0.1171268113369072,0.07428768052494367,0.0852958225854196,0.11611134759812246,0.1389541660136587,11.0,10.0,9.0,8.0,7.0,6.0,2.0,5.0,3.0,5.0,2.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Mudug,32.15294,3.4117649,4.0,2016,1,1.423035321998013,0.13456136673103625,12,1.494645734382369,1.513630829649519,1.2245231687507092,1.006710597133545,0.643531612512573,0.2582915278526601,0.06321298051406325,0.20366115549412062,0.22656248342929503,0.2327336772430206,0.22268349069959192,0.10386321789121805,11.0,10.0,9.0,8.0,7.0,6.0,5.0,9.0,5.0,3.0,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Nugaal,30.5,2.3600001,6.0,2016,1,2.0972696222220155,0.11393997525786714,12,2.2444675650972012,2.270902619910128,1.7921771700033329,1.4306338672054992,0.9313765308975834,0.40381530738791105,0.045569863688586495,0.23692689660349772,0.2620036209329585,0.27545736578474334,0.26243049142733277,0.08526455294424704,11.0,10.0,9.0,8.0,7.0,6.0,8.0,4.0,1.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Sanaag,27.644445,1.4166666,9.0,2016,1,2.8518247112751967,0.05255937618200403,41,3.2362161133475595,3.3111002361586612,2.5589571789404877,2.0375826990547106,1.378503709373275,0.8422432515079106,0.05566223167363827,0.09919733682657347,0.1078463782343433,0.06348806598166506,0.0656321122766688,0.07094201444915503,40.0,39.0,38.0,37.0,36.0,35.0,2.0,6.0,6.0,5.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Sool,29.508333,0.5083333,2.0,2016,1,2.552971209839353,0.08008946661809374,41,2.845088312530621,2.9017819496909576,2.198193506794766,1.788662156657686,1.1819164657654087,0.6347722753339584,0.04685856848919494,0.18791699817184596,0.2054640465564217,0.19522417184244537,0.18181220861747144,0.07664890907070468,40.0,39.0,38.0,37.0,36.0,35.0,5.0,4.0,3.0,8.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Togdheer,29.119999,1.4300001,11.0,2016,1,2.4190442446195917,-0.03852525208149969,42,2.797991872533945,2.964493361371523,2.2806632687745303,1.8791878395814894,1.3309983704514536,0.8198591411706463,-0.03776867816543107,-0.036350775128272866,0.00772809415891951,0.04603961719243618,0.12362667459348894,0.21291299638716726,41.0,40.0,39.0,38.0,37.0,36.0,2.0,1.0,7.0,2.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,January
1380,2016-01,Woqooyi_Galbeed,29.400003,1.8400002,1.0,2016,1,2.277167486926822,-0.2950299986576594,45,2.740075736567114,3.0150407953195133,2.4763972557500074,2.076804583929336,1.5916756610855975,1.1051157746394142,-0.262100141122761,-0.275406084015409,-0.14255035793985127,0.2372285095149203,0.4744348575615678,0.6185695968968713,44.0,43.0,42.0,41.0,40.0,39.0,6.0,2.0,3.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,January
1381,2016-02,Awdal,31.325003,18.1,9.0,2016,2,1.4098153723828655,0.0030933640590298794,92,1.9282974783092888,2.4346858654926895,2.849341268970325,2.627356362582648,2.296045506185079,1.8738427918627205,-0.38038943970292743,-0.3273476019049476,-0.3198333092999541,-0.1885737475502946,0.33002826630254106,0.6328554865346949,91.0,90.0,89.0,88.0,87.0,86.0,4.0,4.0,6.0,9.0,6.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Bakool,35.250004,3.5750003,6.0,2016,2,1.5043592377292316,0.004665833899358466,92,1.7638213879543843,1.788443002790117,1.7832973945723811,1.5226781631829671,1.2647914820186528,0.9119268006914538,0.48286858824153733,0.4512768330153074,0.5863440467529918,0.5569106497568443,0.15964556549664144,0.16450523210890786,91.0,90.0,89.0,88.0,87.0,86.0,6.0,8.0,4.0,2.0,12.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Banadir,33.635,2.22,35.0,2016,2,0.8767158417289834,0.15527071239272652,13,0.9455717423630889,0.8633055054604228,0.840678826215719,0.7220550081889952,0.5902299125861188,0.33604509292364615,0.1997902487685147,0.14225389293088014,0.17427079145256516,0.13508211596703096,0.10874586283740045,0.12542561867917817,12.0,11.0,10.0,9.0,8.0,7.0,36.0,33.0,42.0,34.0,30.0,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Bari,29.879166,3.5124998,6.0,2016,2,1.936080093710345,0.19931836669239006,23,2.7956245863757,3.1767450105573056,3.3434212869148507,2.912430369122694,2.351657373394148,1.822588862455072,0.10597769271205197,0.03977192835881313,0.2362076364799005,0.22616758520221916,0.2405121695049659,0.22776974791768223,22.0,21.0,20.0,19.0,18.0,17.0,6.0,8.0,4.0,2.0,7.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Bay,34.885715,2.5785716,18.0,2016,2,1.117977525118988,-0.009380310988663973,92,1.2157527719052135,1.1610516618323143,1.146501778041046,1.025850180837332,0.8546904781528022,0.5777763826529888,0.3884701230505286,0.40666309917247645,0.5620539703905063,0.5334649225969976,0.16818725281251246,0.1598367301339254,91.0,90.0,89.0,88.0,87.0,86.0,16.0,16.0,9.0,19.0,36.0,33.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Galgaduud,33.94706,1.4352943,2.0,2016,2,1.1462233753712725,0.20761551677975953,13,1.403266535943083,1.4300322791396427,1.4170643768282738,1.1115553003026313,0.9025718872160561,0.5572992595840784,0.23454778800420634,0.11078314369362355,0.1467965885013168,0.1471661595411663,0.1348486054746306,0.1442387700307299,12.0,11.0,10.0,9.0,8.0,7.0,5.0,5.0,6.0,9.0,3.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Gedo,36.68572,3.7000003,14.0,2016,2,1.25991128900125,-0.22082713461083944,92,1.4135974465396606,1.4320577724061625,1.416740061078057,1.3115804965073288,1.105614065600628,0.8149811802241662,0.2919952657238841,0.5081526416060718,0.6905663215668453,0.6859543245202103,0.29579675528211963,0.1734819366307775,91.0,90.0,89.0,88.0,87.0,86.0,25.0,10.0,7.0,14.0,12.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Hiraan,34.68182,1.2,6.0,2016,2,1.2678227513171256,0.16010348089330323,42,1.4989885112529562,1.4699591895091682,1.4369637696397846,1.1458469886027571,0.9349703972536816,0.6054730643427133,0.2568918461951996,0.17275479575718444,0.20932128912164233,0.1804004681965889,0.11911983586465281,0.13088813653120826,41.0,40.0,39.0,38.0,37.0,36.0,10.0,14.0,12.0,15.0,13.0,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Lower_Juba,35.62353,2.4823532,15.0,2016,2,1.4809088155192158,0.035790216105001035,92,1.5593665971752844,1.5413022740188362,1.3888124311781167,1.33249976805919,1.0204958782609068,0.5833553395677893,-0.05227801674219174,0.16399004497169462,0.25314414432873766,0.346485197261071,0.3603881687621054,0.12840963788037754,91.0,90.0,89.0,88.0,87.0,86.0,12.0,18.0,9.0,10.0,10.0,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Lower_Shabelle,33.969997,0.9599999,44.0,2016,2,0.9941390602362326,0.1262252286904088,91,1.0107280851143683,0.9244509835275158,0.8862914838530078,0.7822795182511209,0.6337880541096874,0.32960096798470784,0.2021954876826234,0.18644217149481712,0.24288429594442462,0.20603249842840346,0.118721601497088,0.12143918486414727,90.0,89.0,88.0,87.0,86.0,85.0,29.0,47.0,33.0,29.0,24.0,31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Middle_Juba,35.660004,2.1200001,5.0,2016,2,1.3376514792779584,0.019106390154755154,92,1.3914825421956394,1.3515102702667683,1.2021892230807927,1.0961834089663796,0.7942325581454027,0.36884580014976687,0.1419018635157852,0.2399794032823901,0.35191152661126524,0.37189769141917356,0.23384455502959464,0.13291297573924077,91.0,90.0,89.0,88.0,87.0,86.0,2.0,6.0,6.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Middle_Shabelle,33.3,3.4800003,12.0,2016,2,0.7067655369600399,0.1777708987015868,13,0.8228446162030361,0.7616255331845112,0.7584035827642512,0.6287657402680518,0.5236036792404563,0.3303782977865533,0.17914118215954666,0.10700712702608764,0.1171268113369072,0.07428768052494367,0.0852958225854196,0.11611134759812246,12.0,11.0,10.0,9.0,8.0,7.0,4.0,2.0,5.0,3.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Mudug,32.95294,0.91176474,4.0,2016,2,1.1458202592973945,0.18420361768832588,13,1.423035321998013,1.494645734382369,1.513630829649519,1.2245231687507092,1.006710597133545,0.643531612512573,0.13456136673103625,0.06321298051406325,0.20366115549412062,0.22656248342929503,0.2327336772430206,0.22268349069959192,12.0,11.0,10.0,9.0,8.0,7.0,4.0,5.0,9.0,5.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Nugaal,31.37,1.4300001,2.0,2016,2,1.6595050420602553,0.2094031618567795,13,2.0972696222220155,2.2444675650972012,2.270902619910128,1.7921771700033329,1.4306338672054992,0.9313765308975834,0.11393997525786714,0.045569863688586495,0.23692689660349772,0.2620036209329585,0.27545736578474334,0.26243049142733277,12.0,11.0,10.0,9.0,8.0,7.0,6.0,8.0,4.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Sanaag,28.633335,3.544444,8.0,2016,2,2.19663400804681,0.05851359550620283,42,2.8518247112751967,3.2362161133475595,3.3111002361586612,2.5589571789404877,2.0375826990547106,1.378503709373275,0.05255937618200403,0.05566223167363827,0.09919733682657347,0.1078463782343433,0.06348806598166506,0.0656321122766688,41.0,40.0,39.0,38.0,37.0,36.0,9.0,2.0,6.0,6.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Sool,30.5,1.6333332,8.0,2016,2,2.065416213993128,0.13481521904040097,42,2.552971209839353,2.845088312530621,2.9017819496909576,2.198193506794766,1.788662156657686,1.1819164657654087,0.08008946661809374,0.04685856848919494,0.18791699817184596,0.2054640465564217,0.19522417184244537,0.18181220861747144,41.0,40.0,39.0,38.0,37.0,36.0,2.0,5.0,4.0,3.0,8.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Togdheer,30.460001,4.88,19.0,2016,2,1.9594908609189003,0.02390668578492311,43,2.4190442446195917,2.797991872533945,2.964493361371523,2.2806632687745303,1.8791878395814894,1.3309983704514536,-0.03852525208149969,-0.03776867816543107,-0.036350775128272866,0.00772809415891951,0.04603961719243618,0.12362667459348894,42.0,41.0,40.0,39.0,38.0,37.0,11.0,2.0,1.0,7.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,February
1381,2016-02,Woqooyi_Galbeed,30.830002,11.08,4.0,2016,2,1.7584842576813617,-0.01716141959535683,46,2.277167486926822,2.740075736567114,3.0150407953195133,2.4763972557500074,2.076804583929336,1.5916756610855975,-0.2950299986576594,-0.262100141122761,-0.275406084015409,-0.14255035793985127,0.2372285095149203,0.4744348575615678,45.0,44.0,43.0,42.0,41.0,40.0,1.0,6.0,2.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,February
1382,2016-03,Awdal,34.95,9.65,2.0,2016,3,1.8262463789523684,0.016592232368898757,93,1.4098153723828655,1.9282974783092888,2.4346858654926895,2.849341268970325,2.627356362582648,2.296045506185079,0.0030933640590298794,-0.38038943970292743,-0.3273476019049476,-0.3198333092999541,-0.1885737475502946,0.33002826630254106,92.0,91.0,90.0,89.0,88.0,87.0,9.0,4.0,4.0,6.0,9.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Bakool,37.0125,23.699999,6.0,2016,3,1.8941896496823423,-0.04686366386870965,93,1.5043592377292316,1.7638213879543843,1.788443002790117,1.7832973945723811,1.5226781631829671,1.2647914820186528,0.004665833899358466,0.48286858824153733,0.4512768330153074,0.5863440467529918,0.5569106497568443,0.15964556549664144,92.0,91.0,90.0,89.0,88.0,87.0,6.0,6.0,8.0,4.0,2.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Banadir,35.385002,17.15,33.0,2016,3,1.3777863608512917,0.10496078405267367,14,0.8767158417289834,0.9455717423630889,0.8633055054604228,0.840678826215719,0.7220550081889952,0.5902299125861188,0.15527071239272652,0.1997902487685147,0.14225389293088014,0.17427079145256516,0.13508211596703096,0.10874586283740045,13.0,12.0,11.0,10.0,9.0,8.0,35.0,36.0,33.0,42.0,34.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Bari,32.391666,6.9916663,16.0,2016,3,2.2537769965553096,0.20934993477071911,24,1.936080093710345,2.7956245863757,3.1767450105573056,3.3434212869148507,2.912430369122694,2.351657373394148,0.19931836669239006,0.10597769271205197,0.03977192835881313,0.2362076364799005,0.22616758520221916,0.2405121695049659,23.0,22.0,21.0,20.0,19.0,18.0,6.0,6.0,8.0,4.0,2.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Bay,36.85,21.792858,15.0,2016,3,1.6546520642316926,-0.04892233966080854,93,1.117977525118988,1.2157527719052135,1.1610516618323143,1.146501778041046,1.025850180837332,0.8546904781528022,-0.009380310988663973,0.3884701230505286,0.40666309917247645,0.5620539703905063,0.5334649225969976,0.16818725281251246,92.0,91.0,90.0,89.0,88.0,87.0,18.0,16.0,16.0,9.0,19.0,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Galgaduud,36.17059,9.57059,7.0,2016,3,1.6287925538848929,0.17876447195962183,14,1.1462233753712725,1.403266535943083,1.4300322791396427,1.4170643768282738,1.1115553003026313,0.9025718872160561,0.20761551677975953,0.23454778800420634,0.11078314369362355,0.1467965885013168,0.1471661595411663,0.1348486054746306,13.0,12.0,11.0,10.0,9.0,8.0,2.0,5.0,5.0,6.0,9.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Gedo,38.535713,18.72143,9.0,2016,3,1.6700060142995614,-0.3195221092149113,93,1.25991128900125,1.4135974465396606,1.4320577724061625,1.416740061078057,1.3115804965073288,1.105614065600628,-0.22082713461083944,0.2919952657238841,0.5081526416060718,0.6905663215668453,0.6859543245202103,0.29579675528211963,92.0,91.0,90.0,89.0,88.0,87.0,14.0,25.0,10.0,7.0,14.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Hiraan,36.563637,16.409092,10.0,2016,3,1.6829800798035,0.11107511140614605,43,1.2678227513171256,1.4989885112529562,1.4699591895091682,1.4369637696397846,1.1458469886027571,0.9349703972536816,0.16010348089330323,0.2568918461951996,0.17275479575718444,0.20932128912164233,0.1804004681965889,0.11911983586465281,42.0,41.0,40.0,39.0,38.0,37.0,6.0,10.0,14.0,12.0,15.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Lower_Juba,37.135292,7.7647057,18.0,2016,3,1.9313211770521537,-0.018969663878596207,93,1.4809088155192158,1.5593665971752844,1.5413022740188362,1.3888124311781167,1.33249976805919,1.0204958782609068,0.035790216105001035,-0.05227801674219174,0.16399004497169462,0.25314414432873766,0.346485197261071,0.3603881687621054,92.0,91.0,90.0,89.0,88.0,87.0,15.0,12.0,18.0,9.0,10.0,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Lower_Shabelle,35.870003,13.5,38.0,2016,3,1.5966430756838017,0.0775723900754442,92,0.9941390602362326,1.0107280851143683,0.9244509835275158,0.8862914838530078,0.7822795182511209,0.6337880541096874,0.1262252286904088,0.2021954876826234,0.18644217149481712,0.24288429594442462,0.20603249842840346,0.118721601497088,91.0,90.0,89.0,88.0,87.0,86.0,44.0,29.0,47.0,33.0,29.0,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Middle_Juba,37.46,14.120001,4.0,2016,3,1.854316636951847,-0.0011545897888082142,93,1.3376514792779584,1.3914825421956394,1.3515102702667683,1.2021892230807927,1.0961834089663796,0.7942325581454027,0.019106390154755154,0.1419018635157852,0.2399794032823901,0.35191152661126524,0.37189769141917356,0.23384455502959464,92.0,91.0,90.0,89.0,88.0,87.0,5.0,2.0,6.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Middle_Shabelle,34.9,20.8,7.0,2016,3,1.0609414238276738,0.1275279286925687,14,0.7067655369600399,0.8228446162030361,0.7616255331845112,0.7584035827642512,0.6287657402680518,0.5236036792404563,0.1777708987015868,0.17914118215954666,0.10700712702608764,0.1171268113369072,0.07428768052494367,0.0852958225854196,13.0,12.0,11.0,10.0,9.0,8.0,12.0,4.0,2.0,5.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
1382,2016-03,Mudug,35.376472,6.694117,20.0,2016,3,1.7535089831894084,0.18518486411844354,14,1.1458202592973945,1.423035321998013,1.494645734382369,1.513630829649519,1.2245231687507092,1.006710597133545,0.18420361768832588,0.13456136673103625,0.06321298051406325,0.20366115549412062,0.22656248342929503,0.2327336772430206,13.0,12.0,11.0,10.0,9.0,8.0,4.0,4.0,5.0,9.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,March
