time,admin1,spei
1961-11-16,Bay,2.514733
1961-11-16,Galgaduud,2.7051406
1961-11-16,Gedo,2.3432987
1961-11-16,Hiraan,2.729387
1961-11-16,Lower Juba,1.897832
1961-11-16,Lower Shabelle,2.7003677
1961-11-16,Middle Juba,2.1430314
1961-11-16,Middle Shabelle,2.8857367
1961-11-16,Mudug,1.2347665
1961-11-16,Nugaal,0.64009714
1961-11-16,Sanaag,2.4398842
1961-11-16,Sool,1.8622633
1961-11-16,Togdheer,2.2088404
1961-11-16,Woqooyi Galbeed,2.046597
1961-12-16,Awdal,1.3621933
1961-12-16,Bakool,0.13184026
1961-12-16,Bari,0.4964725
1961-12-16,Bay,0.76642334
1961-12-16,Galgaduud,0.19260089
1961-12-16,Gedo,0.72255766
1961-12-16,Hiraan,0.022521889
1961-12-16,Lower Juba,1.9245516
1961-12-16,Lower Shabelle,0.78347653
1961-12-16,Middle Juba,1.787528
1961-12-16,Middle Shabelle,-0.3489787
1961-12-16,Mudug,0.40308207
1961-12-16,Nugaal,0.7829131
1961-12-16,Sanaag,1.4340895
1961-12-16,Sool,1.4637833
1961-12-16,Togdheer,1.2800281
1961-12-16,Woqooyi Galbeed,1.4385093
1962-01-16,Awdal,0.021467384
1962-01-16,Bakool,0.04389943
1962-01-16,Bari,0.14662513
1962-01-16,Bay,0.5529946
1962-01-16,Galgaduud,-0.4640663
1962-01-16,Gedo,0.47296605
1962-01-16,Hiraan,0.13804112
1962-01-16,Lower Juba,1.1834595
1962-01-16,Lower Shabelle,0.75192344
1962-01-16,Middle Juba,1.0144784
1962-01-16,Middle Shabelle,0.03329525
1962-01-16,Mudug,-0.35404786
1962-01-16,Nugaal,-0.52076876
1962-01-16,Sanaag,-0.6686652
1962-01-16,Sool,-0.81138253
1962-01-16,Togdheer,-0.83745384
1962-01-16,Woqooyi Galbeed,-0.54944324
1962-02-15,Awdal,-2.0314217
1962-02-15,Bakool,-0.036761813
1962-02-15,Bari,-0.30308053
1962-02-15,Bay,0.54781157
1962-02-15,Galgaduud,-0.10166768
1962-02-15,Gedo,0.48690158
1962-02-15,Hiraan,0.111500055
1962-02-15,Lower Juba,0.5225408
1962-02-15,Lower Shabelle,0.7219386
1962-02-15,Middle Juba,0.52589244
1962-02-15,Middle Shabelle,0.13821359
1962-02-15,Mudug,-0.0028335731
1962-02-15,Nugaal,-0.30198354
1962-02-15,Sanaag,-2.166634
1962-02-15,Sool,-1.9569054
1962-02-15,Togdheer,-2.8411715
1962-02-15,Woqooyi Galbeed,-2.7394404
1962-03-16,Awdal,-0.5936463
1962-03-16,Bakool,0.6965461
1962-03-16,Bari,0.6165071
1962-03-16,Bay,0.3034272
1962-03-16,Galgaduud,0.33219546
1962-03-16,Gedo,0.6775651
1962-03-16,Hiraan,0.6962898
1962-03-16,Lower Juba,0.4243557
1962-03-16,Lower Shabelle,0.11245724
1962-03-16,Middle Juba,0.36001426
1962-03-16,Middle Shabelle,0.72953355
1962-03-16,Mudug,-0.45853573
1962-03-16,Nugaal,-1.1851966
1962-03-16,Sanaag,-0.44443908
1962-03-16,Sool,-1.4106783
1962-03-16,Togdheer,-1.2383442
1962-03-16,Woqooyi Galbeed,-0.9620851
1962-04-16,Awdal,-0.08266165
1962-04-16,Bakool,1.2286834
1962-04-16,Bari,0.34329605
1962-04-16,Bay,0.85174096
1962-04-16,Galgaduud,0.6448141
1962-04-16,Gedo,0.59444714
1962-04-16,Hiraan,1.2154118
1962-04-16,Lower Juba,0.87419754
1962-04-16,Lower Shabelle,0.9100863
1962-04-16,Middle Juba,0.9857241
1962-04-16,Middle Shabelle,1.2446251
1962-04-16,Mudug,-0.9855503
1962-04-16,Nugaal,-1.5010383
1962-04-16,Sanaag,-0.90622276
1962-04-16,Sool,-1.4852396
1962-04-16,Togdheer,-0.7377708
1962-04-16,Woqooyi Galbeed,0.10088126
1962-05-16,Awdal,-0.852056
1962-05-16,Bakool,1.054302
1962-05-16,Bari,0.8888959
1962-05-16,Bay,0.999969
1962-05-16,Galgaduud,0.3043336
1962-05-16,Gedo,0.6139641
1962-05-16,Hiraan,0.7444492
1962-05-16,Lower Juba,-0.061167043
1962-05-16,Lower Shabelle,0.88516045
1962-05-16,Middle Juba,0.6212448
1962-05-16,Middle Shabelle,0.9269988
1962-05-16,Mudug,-0.33106273
1962-05-16,Nugaal,-0.38627478
1962-05-16,Sanaag,-0.8318547
1962-05-16,Sool,-1.0037723
1962-05-16,Togdheer,-1.6373411
1962-05-16,Woqooyi Galbeed,-1.1290319
1962-06-16,Awdal,-0.9358408
1962-06-16,Bakool,-0.45042112
1962-06-16,Bari,1.492534
1962-06-16,Bay,-1.3882153
1962-06-16,Galgaduud,0.25985304
1962-06-16,Gedo,-0.4980774
1962-06-16,Hiraan,-0.5013773
1962-06-16,Lower Juba,-1.1692022
1962-06-16,Lower Shabelle,-1.46954
1962-06-16,Middle Juba,-1.4605879
1962-06-16,Middle Shabelle,-0.91582507
1962-06-16,Mudug,0.33043835
1962-06-16,Nugaal,0.27882424
1962-06-16,Sanaag,-1.5686094
1962-06-16,Sool,-1.7485813
1962-06-16,Togdheer,-3.2422166
1962-06-16,Woqooyi Galbeed,-1.6589649
1962-07-16,Awdal,-0.8147491
1962-07-16,Bakool,-0.46384948
1962-07-16,Bari,0.264223
1962-07-16,Bay,0.24854873
1962-07-16,Galgaduud,-0.24199806
1962-07-16,Gedo,-0.14535978
1962-07-16,Hiraan,-0.062393405
1962-07-16,Lower Juba,-0.3793824
1962-07-16,Lower Shabelle,0.4311034
1962-07-16,Middle Juba,0.15004855
1962-07-16,Middle Shabelle,0.49308386
1962-07-16,Mudug,0.15998368
1962-07-16,Nugaal,0.061214488
1962-07-16,Sanaag,-1.3268585
1962-07-16,Sool,-1.4443945
1962-07-16,Togdheer,-2.1169753
1962-07-16,Woqooyi Galbeed,-1.4798567
1962-08-16,Awdal,0.9859604
1962-08-16,Bakool,-0.13209632
1962-08-16,Bari,0.76657456
1962-08-16,Bay,-0.44663572
1962-08-16,Galgaduud,0.30351982
1962-08-16,Gedo,-0.091247045
1962-08-16,Hiraan,-0.24167275
1962-08-16,Lower Juba,-0.44767702
1962-08-16,Lower Shabelle,-0.8119295
1962-08-16,Middle Juba,-0.54909056
1962-08-16,Middle Shabelle,-0.6608873
1962-08-16,Mudug,0.7925268
1962-08-16,Nugaal,-0.047539163
1962-08-16,Sanaag,-1.6161485
1962-08-16,Sool,-1.7290087
1962-08-16,Togdheer,-1.5653522
1962-08-16,Woqooyi Galbeed,0.3394936
1962-09-16,Awdal,-0.010960847
1962-09-16,Bakool,0.13369027
1962-09-16,Bari,-0.89367014
1962-09-16,Bay,-0.19426346
1962-09-16,Galgaduud,-0.48169383
1962-09-16,Gedo,-0.43851784
1962-09-16,Hiraan,0.08731537
1962-09-16,Lower Juba,-0.6080273
1962-09-16,Lower Shabelle,-0.19288914
1962-09-16,Middle Juba,-0.5238908
1962-09-16,Middle Shabelle,0.06626348
1962-09-16,Mudug,-0.9842875
1962-09-16,Nugaal,-1.0183467
1962-09-16,Sanaag,-0.5501021
1962-09-16,Sool,-1.1728987
1962-09-16,Togdheer,-1.4478824
1962-09-16,Woqooyi Galbeed,-0.5455807
1962-10-16,Awdal,-0.21501106
1962-10-16,Bakool,-0.36572546
1962-10-16,Bari,1.3440052
1962-10-16,Bay,-0.13852005
1962-10-16,Galgaduud,0.98572874
1962-10-16,Gedo,-0.25044236
1962-10-16,Hiraan,0.076704554
1962-10-16,Lower Juba,-0.30463785
1962-10-16,Lower Shabelle,-0.0562541
1962-10-16,Middle Juba,-0.09494193
1962-10-16,Middle Shabelle,0.007676974
1962-10-16,Mudug,1.9949244
1962-10-16,Nugaal,2.0670562
1962-10-16,Sanaag,-0.5495851
1962-10-16,Sool,1.3290706
1962-10-16,Togdheer,0.34581417
1962-10-16,Woqooyi Galbeed,-0.5268102
1962-11-16,Awdal,0.9912489
1962-11-16,Bakool,-1.3183293
1962-11-16,Bari,-0.69833976
1962-11-16,Bay,-1.3865031
1962-11-16,Galgaduud,-1.5610993
1962-11-16,Gedo,-0.81260186
1962-11-16,Hiraan,-1.6437014
1962-11-16,Lower Juba,-0.61675364
1962-11-16,Lower Shabelle,-1.5069937
1962-11-16,Middle Juba,-1.2576306
1962-11-16,Middle Shabelle,-1.6137441
1962-11-16,Mudug,-1.461317
1962-11-16,Nugaal,-1.1798005
1962-11-16,Sanaag,-0.24225815
1962-11-16,Sool,-0.7434411
1962-11-16,Togdheer,-0.26047704
1962-11-16,Woqooyi Galbeed,0.6672808
1962-12-16,Awdal,-1.079229
1962-12-16,Bakool,-1.2204187
1962-12-16,Bari,-0.0994677
1962-12-16,Bay,-1.296475
1962-12-16,Galgaduud,-1.0594032
1962-12-16,Gedo,-0.6995524
1962-12-16,Hiraan,-1.2557899
1962-12-16,Lower Juba,-0.25667515
1962-12-16,Lower Shabelle,-1.2504877
1962-12-16,Middle Juba,-0.9072796
1962-12-16,Middle Shabelle,-0.963282
1962-12-16,Mudug,-1.0388011
1962-12-16,Nugaal,-0.8183109
1962-12-16,Sanaag,-1.060343
1962-12-16,Sool,-1.2130693
1962-12-16,Togdheer,-1.3736964
1962-12-16,Woqooyi Galbeed,-1.3200573
1963-01-16,Awdal,-0.3066777
1963-01-16,Bakool,0.33701786
1963-01-16,Bari,0.41545594
1963-01-16,Bay,1.0756615
1963-01-16,Galgaduud,0.22801828
1963-01-16,Gedo,0.45613554
1963-01-16,Hiraan,0.93385756
1963-01-16,Lower Juba,0.33207977
1963-01-16,Lower Shabelle,1.2764248
1963-01-16,Middle Juba,0.2938969
1963-01-16,Middle Shabelle,1.5545987
1963-01-16,Mudug,-0.37114134
1963-01-16,Nugaal,0.052196212
1963-01-16,Sanaag,-0.53101236
1963-01-16,Sool,-0.11848139
1963-01-16,Togdheer,-0.508684
1963-01-16,Woqooyi Galbeed,-0.5444131
1963-02-15,Awdal,-1.2789191
1963-02-15,Bakool,0.40764534
1963-02-15,Bari,-0.2376825
1963-02-15,Bay,1.0264068
1963-02-15,Galgaduud,-0.6778839
1963-02-15,Gedo,1.0815347
1963-02-15,Hiraan,-0.5343656
1963-02-15,Lower Juba,0.7146884
1963-02-15,Lower Shabelle,0.4020031
1963-02-15,Middle Juba,1.1361121
1963-02-15,Middle Shabelle,0.050546158
1963-02-15,Mudug,-0.41627434
1963-02-15,Nugaal,-0.702038
1963-02-15,Sanaag,-1.4647952
1963-02-15,Sool,-1.3124026
1963-02-15,Togdheer,-1.8075956
1963-02-15,Woqooyi Galbeed,-1.718208
1963-03-16,Awdal,-1.6656172
1963-03-16,Bakool,-1.4071689
1963-03-16,Bari,-0.85334873
1963-03-16,Bay,-1.4019681
1963-03-16,Galgaduud,-1.4183713
1963-03-16,Gedo,-0.7995273
1963-03-16,Hiraan,-1.5944107
1963-03-16,Lower Juba,-0.10567326
1963-03-16,Lower Shabelle,-1.07006
1963-03-16,Middle Juba,-0.89474314
1963-03-16,Middle Shabelle,-1.4959685
1963-03-16,Mudug,-1.2734629
1963-03-16,Nugaal,-1.1199343
1963-03-16,Sanaag,-1.5627958
1963-03-16,Sool,-1.7635535
1963-03-16,Togdheer,-1.932443
1963-03-16,Woqooyi Galbeed,-1.8011059
1963-04-16,Awdal,1.483564
1963-04-16,Bakool,1.9061927
1963-04-16,Bari,1.340717
1963-04-16,Bay,1.7595329
1963-04-16,Galgaduud,2.7633436
1963-04-16,Gedo,1.580501
1963-04-16,Hiraan,2.186145
1963-04-16,Lower Juba,1.8331351
1963-04-16,Lower Shabelle,1.8695791
1963-04-16,Middle Juba,1.8724816
1963-04-16,Middle Shabelle,1.9591824
1963-04-16,Mudug,2.6906834
1963-04-16,Nugaal,2.5144408
1963-04-16,Sanaag,1.7262655
1963-04-16,Sool,2.5308392
1963-04-16,Togdheer,2.472855
1963-04-16,Woqooyi Galbeed,1.69783
1963-05-16,Awdal,1.0575174
1963-05-16,Bakool,0.10615076
1963-05-16,Bari,1.2196466
1963-05-16,Bay,-0.020033866
1963-05-16,Galgaduud,-0.22513719
1963-05-16,Gedo,0.023633214
1963-05-16,Hiraan,-0.23602553
1963-05-16,Lower Juba,-0.25367787
1963-05-16,Lower Shabelle,-0.21338634
1963-05-16,Middle Juba,-0.014023788
1963-05-16,Middle Shabelle,-0.4440581
1963-05-16,Mudug,-0.21124654
1963-05-16,Nugaal,0.09625794
1963-05-16,Sanaag,1.1514211
1963-05-16,Sool,0.35438815
1963-05-16,Togdheer,0.23012371
1963-05-16,Woqooyi Galbeed,0.80711114
1963-06-16,Awdal,0.66144085
1963-06-16,Bakool,0.9043708
1963-06-16,Bari,1.7487901
1963-06-16,Bay,0.55334896
1963-06-16,Galgaduud,1.2471062
1963-06-16,Gedo,0.8249689
1963-06-16,Hiraan,1.3401507
1963-06-16,Lower Juba,1.0510597
1963-06-16,Lower Shabelle,0.44010156
1963-06-16,Middle Juba,0.96525127
1963-06-16,Middle Shabelle,1.4378732
1963-06-16,Mudug,0.6894813
1963-06-16,Nugaal,0.42593598
1963-06-16,Sanaag,-0.117853194
1963-06-16,Sool,-0.2110564
1963-06-16,Togdheer,0.14365299
1963-06-16,Woqooyi Galbeed,0.71713
1963-07-16,Awdal,0.6306807
1963-07-16,Bakool,-0.5077112
1963-07-16,Bari,0.4370711
1963-07-16,Bay,-0.7024656
1963-07-16,Galgaduud,-0.09444483
1963-07-16,Gedo,-0.1296845
1963-07-16,Hiraan,-0.692644
1963-07-16,Lower Juba,0.01114515
1963-07-16,Lower Shabelle,-1.1332343
1963-07-16,Middle Juba,-0.39768946
1963-07-16,Middle Shabelle,-1.34536
1963-07-16,Mudug,0.477594
1963-07-16,Nugaal,0.41111845
1963-07-16,Sanaag,-1.2585249
1963-07-16,Sool,-0.48207262
1963-07-16,Togdheer,-0.5489582
1963-07-16,Woqooyi Galbeed,0.4604763
1963-08-16,Awdal,0.21173166
1963-08-16,Bakool,-0.44212312
1963-08-16,Bari,0.8432391
1963-08-16,Bay,-0.62270457
1963-08-16,Galgaduud,0.03149266
1963-08-16,Gedo,-0.18926606
1963-08-16,Hiraan,-0.391739
1963-08-16,Lower Juba,-0.4674876
1963-08-16,Lower Shabelle,-0.78882205
1963-08-16,Middle Juba,-0.5196888
1963-08-16,Middle Shabelle,-0.65730107
1963-08-16,Mudug,0.6126399
1963-08-16,Nugaal,0.40426
1963-08-16,Sanaag,-0.32319233
1963-08-16,Sool,-0.10121743
1963-08-16,Togdheer,-0.29736623
1963-08-16,Woqooyi Galbeed,0.121356174
1963-09-16,Awdal,-0.68349546
1963-09-16,Bakool,2.5678182
1963-09-16,Bari,1.1259326
1963-09-16,Bay,2.5800183
1963-09-16,Galgaduud,1.2859598
1963-09-16,Gedo,2.2865388
1963-09-16,Hiraan,2.236297
1963-09-16,Lower Juba,1.9618266
1963-09-16,Lower Shabelle,2.4226658
1963-09-16,Middle Juba,2.4826553
1963-09-16,Middle Shabelle,2.2901044
1963-09-16,Mudug,0.66815364
1963-09-16,Nugaal,0.12861812
1963-09-16,Sanaag,-0.79495126
1963-09-16,Sool,-0.79974276
1963-09-16,Togdheer,-1.434019
1963-09-16,Woqooyi Galbeed,-0.84009635
1963-10-16,Awdal,-2.0171165
1963-10-16,Bakool,-1.2501999
1963-10-16,Bari,-0.81192636
1963-10-16,Bay,-1.3232477
1963-10-16,Galgaduud,-1.4971316
1963-10-16,Gedo,-1.8567655
1963-10-16,Hiraan,-0.9314239
1963-10-16,Lower Juba,-1.4872433
1963-10-16,Lower Shabelle,-0.9351242
1963-10-16,Middle Juba,-1.6930376
1963-10-16,Middle Shabelle,-0.48993582
1963-10-16,Mudug,-2.1524336
1963-10-16,Nugaal,-2.1680856
1963-10-16,Sanaag,-2.0677638
1963-10-16,Sool,-2.3972366
1963-10-16,Togdheer,-2.1373641
1963-10-16,Woqooyi Galbeed,-2.0799806
1963-11-16,Awdal,1.4102876
1963-11-16,Bakool,1.276132
1963-11-16,Bari,0.02277132
1963-11-16,Bay,1.1339934
1963-11-16,Galgaduud,1.7967172
1963-11-16,Gedo,1.2915057
1963-11-16,Hiraan,1.3419127
1963-11-16,Lower Juba,0.82212925
1963-11-16,Lower Shabelle,1.0133579
1963-11-16,Middle Juba,0.7856451
1963-11-16,Middle Shabelle,1.1370605
1963-11-16,Mudug,2.252686
1963-11-16,Nugaal,2.2791965
1963-11-16,Sanaag,1.7225584
1963-11-16,Sool,2.236417
1963-11-16,Togdheer,1.9592155
1963-11-16,Woqooyi Galbeed,1.6532745
1963-12-16,Awdal,1.040086
1963-12-16,Bakool,1.5715048
1963-12-16,Bari,0.5175178
1963-12-16,Bay,1.5945221
1963-12-16,Galgaduud,0.8355957
1963-12-16,Gedo,1.6441573
1963-12-16,Hiraan,1.5636394
1963-12-16,Lower Juba,1.0948052
1963-12-16,Lower Shabelle,1.6629479
1963-12-16,Middle Juba,1.2349735
1963-12-16,Middle Shabelle,1.655405
1963-12-16,Mudug,-0.6477749
1963-12-16,Nugaal,0.058222175
1963-12-16,Sanaag,2.2590082
1963-12-16,Sool,1.941617
1963-12-16,Togdheer,2.0459666
1963-12-16,Woqooyi Galbeed,1.8733135
1964-01-16,Awdal,1.5562203
1964-01-16,Bakool,1.1530175
1964-01-16,Bari,1.2746354
1964-01-16,Bay,1.175369
1964-01-16,Galgaduud,2.5329723
1964-01-16,Gedo,1.5919019
1964-01-16,Hiraan,0.77162194
1964-01-16,Lower Juba,1.3852253
1964-01-16,Lower Shabelle,0.7338828
1964-01-16,Middle Juba,1.3060201
1964-01-16,Middle Shabelle,0.31189057
1964-01-16,Mudug,3.3834093
1964-01-16,Nugaal,3.1755629
1964-01-16,Sanaag,2.0321026
1964-01-16,Sool,2.2925363
1964-01-16,Togdheer,2.0398135
1964-01-16,Woqooyi Galbeed,1.7670351
1964-02-15,Awdal,0.36314404
1964-02-15,Bakool,0.11565113
1964-02-15,Bari,0.7670644
1964-02-15,Bay,0.05829515
1964-02-15,Galgaduud,0.33774588
1964-02-15,Gedo,0.052309413
1964-02-15,Hiraan,0.09592547
1964-02-15,Lower Juba,0.1817771
1964-02-15,Lower Shabelle,-0.049245488
1964-02-15,Middle Juba,-0.4353078
1964-02-15,Middle Shabelle,-0.08709107
1964-02-15,Mudug,0.3668525
1964-02-15,Nugaal,0.5353373
1964-02-15,Sanaag,0.2761729
1964-02-15,Sool,0.14494674
1964-02-15,Togdheer,-0.19849466
1964-02-15,Woqooyi Galbeed,-0.0060907723
1964-03-16,Awdal,-0.8997339
1964-03-16,Bakool,-0.7511935
1964-03-16,Bari,0.45148683
1964-03-16,Bay,-0.3359337
1964-03-16,Galgaduud,-0.9511693
1964-03-16,Gedo,-0.0019538614
1964-03-16,Hiraan,-0.96956307
1964-03-16,Lower Juba,0.81439704
1964-03-16,Lower Shabelle,-0.3637616
1964-03-16,Middle Juba,0.7294691
1964-03-16,Middle Shabelle,-0.9847628
1964-03-16,Mudug,-0.6020239
1964-03-16,Nugaal,-0.76397324
1964-03-16,Sanaag,-0.7924998
1964-03-16,Sool,-1.2087518
1964-03-16,Togdheer,-1.2972635
1964-03-16,Woqooyi Galbeed,-1.0207644
1964-04-16,Awdal,0.6384867
1964-04-16,Bakool,1.3217533
1964-04-16,Bari,-0.3570145
1964-04-16,Bay,1.5357367
1964-04-16,Galgaduud,-0.10616391
1964-04-16,Gedo,1.8635132
1964-04-16,Hiraan,0.5997839
1964-04-16,Lower Juba,1.8679194
1964-04-16,Lower Shabelle,1.2653955
1964-04-16,Middle Juba,2.0245965
1964-04-16,Middle Shabelle,0.5531292
1964-04-16,Mudug,-0.46768874
1964-04-16,Nugaal,-0.36274487
1964-04-16,Sanaag,-0.34256786
1964-04-16,Sool,-0.31800273
1964-04-16,Togdheer,0.22700319
1964-04-16,Woqooyi Galbeed,0.775442
1964-05-16,Awdal,0.49440917
1964-05-16,Bakool,1.4422497
1964-05-16,Bari,0.12962665
1964-05-16,Bay,1.6410348
1964-05-16,Galgaduud,1.0584195
1964-05-16,Gedo,-0.13301487
1964-05-16,Hiraan,2.1841745
1964-05-16,Lower Juba,0.90601647
1964-05-16,Lower Shabelle,2.2259629
1964-05-16,Middle Juba,1.2924348
1964-05-16,Middle Shabelle,2.6478257
1964-05-16,Mudug,-1.009903
1964-05-16,Nugaal,-1.3011544
1964-05-16,Sanaag,-0.21021345
1964-05-16,Sool,-1.1787208
1964-05-16,Togdheer,-0.47588152
1964-05-16,Woqooyi Galbeed,0.47956005
1964-06-16,Awdal,0.88566065
1964-06-16,Bakool,-0.67906535
1964-06-16,Bari,1.2986972
1964-06-16,Bay,-1.1608477
1964-06-16,Galgaduud,-0.12673454
1964-06-16,Gedo,0.0008117961
1964-06-16,Hiraan,-0.7484489
1964-06-16,Lower Juba,0.4165739
1964-06-16,Lower Shabelle,-1.319523
1964-06-16,Middle Juba,-0.40964955
1964-06-16,Middle Shabelle,-1.1206062
1964-06-16,Mudug,0.08258774
1964-06-16,Nugaal,0.48288983
1964-06-16,Sanaag,0.72214
1964-06-16,Sool,0.483333
1964-06-16,Togdheer,0.4618384
1964-06-16,Woqooyi Galbeed,0.86467916
1964-07-16,Awdal,2.2106295
1964-07-16,Bakool,0.6354846
1964-07-16,Bari,1.5950943
1964-07-16,Bay,0.09489073
1964-07-16,Galgaduud,1.227614
1964-07-16,Gedo,0.4882326
1964-07-16,Hiraan,0.76286066
1964-07-16,Lower Juba,-0.39651507
1964-07-16,Lower Shabelle,0.107508
1964-07-16,Middle Juba,-0.18020329
1964-07-16,Middle Shabelle,0.20493329
1964-07-16,Mudug,1.720858
1964-07-16,Nugaal,1.8672775
1964-07-16,Sanaag,2.2543497
1964-07-16,Sool,1.9963465
1964-07-16,Togdheer,1.9402821
1964-07-16,Woqooyi Galbeed,2.5027833
1964-08-16,Awdal,1.6446936
1964-08-16,Bakool,1.4040031
1964-08-16,Bari,1.9311103
1964-08-16,Bay,1.7212728
1964-08-16,Galgaduud,1.6764417
1964-08-16,Gedo,0.32285222
1964-08-16,Hiraan,1.6505952
1964-08-16,Lower Juba,1.3424848
1964-08-16,Lower Shabelle,1.9986527
1964-08-16,Middle Juba,1.6017768
1964-08-16,Middle Shabelle,2.1013203
1964-08-16,Mudug,1.7480993
1964-08-16,Nugaal,2.2317886
1964-08-16,Sanaag,2.4071763
1964-08-16,Sool,2.4677582
1964-08-16,Togdheer,2.0169182
1964-08-16,Woqooyi Galbeed,1.9934769
1964-09-16,Awdal,0.794515
1964-09-16,Bakool,-1.0717573
1964-09-16,Bari,0.15366897
1964-09-16,Bay,-0.7473696
1964-09-16,Galgaduud,-0.40033838
1964-09-16,Gedo,-0.80864304
1964-09-16,Hiraan,-0.75272936
1964-09-16,Lower Juba,-0.31766224
1964-09-16,Lower Shabelle,-0.37281954
1964-09-16,Middle Juba,-0.2853855
1964-09-16,Middle Shabelle,-0.50882405
1964-09-16,Mudug,0.004681182
1964-09-16,Nugaal,0.20125477
1964-09-16,Sanaag,1.1572025
1964-09-16,Sool,0.4971306
1964-09-16,Togdheer,0.69878244
1964-09-16,Woqooyi Galbeed,0.97014046
1964-10-16,Awdal,0.65759104
1964-10-16,Bakool,-1.2297876
1964-10-16,Bari,1.7417907
1964-10-16,Bay,-1.4310167
1964-10-16,Galgaduud,-0.31448817
1964-10-16,Gedo,-1.1351721
1964-10-16,Hiraan,-1.1704189
1964-10-16,Lower Juba,-0.7556435
1964-10-16,Lower Shabelle,-1.3525305
1964-10-16,Middle Juba,-1.1740658
1964-10-16,Middle Shabelle,-1.2681923
1964-10-16,Mudug,0.5753562
1964-10-16,Nugaal,0.9024143
1964-10-16,Sanaag,1.2934129
1964-10-16,Sool,0.7897625
1964-10-16,Togdheer,0.21023777
1964-10-16,Woqooyi Galbeed,0.5371221
1964-11-16,Awdal,-0.5898467
1964-11-16,Bakool,-1.852699
1964-11-16,Bari,0.87739474
1964-11-16,Bay,-1.9963049
1964-11-16,Galgaduud,-1.4792622
1964-11-16,Gedo,-1.9533204
1964-11-16,Hiraan,-1.7665443
1964-11-16,Lower Juba,-1.6873033
1964-11-16,Lower Shabelle,-1.7269905
1964-11-16,Middle Juba,-1.9279976
1964-11-16,Middle Shabelle,-1.6093918
1964-11-16,Mudug,-1.3270606
1964-11-16,Nugaal,-0.6319663
1964-11-16,Sanaag,-0.8946813
1964-11-16,Sool,-0.88921756
1964-11-16,Togdheer,-1.3761072
1964-11-16,Woqooyi Galbeed,-1.036411
1964-12-16,Awdal,1.830893
1964-12-16,Bakool,1.2660563
1964-12-16,Bari,2.6945333
1964-12-16,Bay,1.0985001
1964-12-16,Galgaduud,0.50269324
1964-12-16,Gedo,1.6770254
1964-12-16,Hiraan,1.1482997
1964-12-16,Lower Juba,0.5829515
1964-12-16,Lower Shabelle,1.0279499
1964-12-16,Middle Juba,0.99874926
1964-12-16,Middle Shabelle,0.8440878
1964-12-16,Mudug,0.07333003
1964-12-16,Nugaal,0.8248477
1964-12-16,Sanaag,0.90597045
1964-12-16,Sool,1.162959
1964-12-16,Togdheer,1.0888938
1964-12-16,Woqooyi Galbeed,1.6590542
1965-01-16,Awdal,-0.5811585
1965-01-16,Bakool,0.7390954
1965-01-16,Bari,-0.26652575
1965-01-16,Bay,0.30010244
1965-01-16,Galgaduud,0.46842596
1965-01-16,Gedo,0.52482045
1965-01-16,Hiraan,0.5522825
1965-01-16,Lower Juba,0.80379444
1965-01-16,Lower Shabelle,0.53590053
1965-01-16,Middle Juba,0.43381748
1965-01-16,Middle Shabelle,-0.097452745
1965-01-16,Mudug,0.30196008
1965-01-16,Nugaal,0.46320716
1965-01-16,Sanaag,-1.1444906
1965-01-16,Sool,-0.18004997
1965-01-16,Togdheer,-0.51826537
1965-01-16,Woqooyi Galbeed,-0.5635605
1965-02-15,Awdal,-1.5287806
1965-02-15,Bakool,-0.28242105
1965-02-15,Bari,-0.74433035
1965-02-15,Bay,-0.51713187
1965-02-15,Galgaduud,0.003968214
1965-02-15,Gedo,-1.0321633
1965-02-15,Hiraan,0.0032141993
1965-02-15,Lower Juba,-0.16728184
1965-02-15,Lower Shabelle,0.27255434
1965-02-15,Middle Juba,-0.30832958
1965-02-15,Middle Shabelle,-0.18710066
1965-02-15,Mudug,0.3164352
1965-02-15,Nugaal,-0.23663568
1965-02-15,Sanaag,-1.974687
1965-02-15,Sool,-1.351395
1965-02-15,Togdheer,-2.058237
1965-02-15,Woqooyi Galbeed,-2.0680737
1965-03-16,Awdal,-1.6385084
1965-03-16,Bakool,-1.2850524
1965-03-16,Bari,0.17908405
1965-03-16,Bay,-1.24837
1965-03-16,Galgaduud,-0.63137513
1965-03-16,Gedo,-0.724444
1965-03-16,Hiraan,-1.0124551
1965-03-16,Lower Juba,-0.13912079
1965-03-16,Lower Shabelle,-0.9485823
1965-03-16,Middle Juba,-0.81282294
1965-03-16,Middle Shabelle,-0.8778707
1965-03-16,Mudug,-0.3396108
1965-03-16,Nugaal,-0.23776181
1965-03-16,Sanaag,-1.5957658
1965-03-16,Sool,-1.4198374
1965-03-16,Togdheer,-1.9197805
1965-03-16,Woqooyi Galbeed,-1.8882773
1965-04-16,Awdal,0.6461929
1965-04-16,Bakool,-0.28638747
1965-04-16,Bari,0.8918247
1965-04-16,Bay,-0.6006292
1965-04-16,Galgaduud,0.2137241
1965-04-16,Gedo,-0.7834329
1965-04-16,Hiraan,-0.23699135
1965-04-16,Lower Juba,-1.4057834
1965-04-16,Lower Shabelle,-0.64464015
1965-04-16,Middle Juba,-1.010417
1965-04-16,Middle Shabelle,-0.2838997
1965-04-16,Mudug,0.40932167
1965-04-16,Nugaal,0.37307915
1965-04-16,Sanaag,0.31759748
1965-04-16,Sool,0.26019594
1965-04-16,Togdheer,0.14243355
