time,admin1,spei
1910-08-16,Lower Shabelle,0.48625273
1910-08-16,Middle Juba,0.90700084
1910-08-16,Middle Shabelle,0.22681852
1910-08-16,Mudug,-0.19666275
1910-08-16,Nugaal,0.18680394
1910-08-16,Sanaag,-0.23920181
1910-08-16,Sool,0.01832544
1910-08-16,Togdheer,-0.25826627
1910-08-16,Woqooyi Galbeed,0.17940986
1910-09-16,Awdal,-1.0953394
1910-09-16,Bakool,0.92191815
1910-09-16,Bari,0.17491166
1910-09-16,Bay,0.94536394
1910-09-16,Galgaduud,0.49430263
1910-09-16,Gedo,1.2495552
1910-09-16,Hiraan,0.6337791
1910-09-16,Lower Juba,0.92181945
1910-09-16,Lower Shabelle,0.6451037
1910-09-16,Middle Juba,0.97843283
1910-09-16,Middle Shabelle,0.48556423
1910-09-16,Mudug,0.4761278
1910-09-16,Nugaal,0.42549387
1910-09-16,Sanaag,0.31090003
1910-09-16,Sool,0.47378102
1910-09-16,Togdheer,0.14692459
1910-09-16,Woqooyi Galbeed,-0.99545157
1910-10-16,Awdal,-1.6310484
1910-10-16,Bakool,0.33738786
1910-10-16,Bari,0.23152064
1910-10-16,Bay,-0.03393466
1910-10-16,Galgaduud,0.27690247
1910-10-16,Gedo,0.15417859
1910-10-16,Hiraan,0.4041634
1910-10-16,Lower Juba,-0.06996013
1910-10-16,Lower Shabelle,-0.015067542
1910-10-16,Middle Juba,-0.64868367
1910-10-16,Middle Shabelle,0.45909834
1910-10-16,Mudug,0.12527992
1910-10-16,Nugaal,0.17171486
1910-10-16,Sanaag,0.08434137
1910-10-16,Sool,0.2255773
1910-10-16,Togdheer,-0.00034245552
1910-10-16,Woqooyi Galbeed,-0.88983214
1910-11-16,Awdal,-2.1495855
1910-11-16,Bakool,0.5531603
1910-11-16,Bari,0.39812127
1910-11-16,Bay,0.049629707
1910-11-16,Galgaduud,0.46318755
1910-11-16,Gedo,0.17813794
1910-11-16,Hiraan,0.522407
1910-11-16,Lower Juba,-0.709833
1910-11-16,Lower Shabelle,-0.122519925
1910-11-16,Middle Juba,-1.0884926
1910-11-16,Middle Shabelle,0.5201885
1910-11-16,Mudug,0.37416852
1910-11-16,Nugaal,0.4004302
1910-11-16,Sanaag,0.29896683
1910-11-16,Sool,0.3322242
1910-11-16,Togdheer,-0.07890093
1910-11-16,Woqooyi Galbeed,-1.0209671
1910-12-16,Awdal,-1.4318748
1910-12-16,Bakool,-0.08706995
1910-12-16,Bari,0.20611423
1910-12-16,Bay,0.18534663
1910-12-16,Galgaduud,0.21578136
1910-12-16,Gedo,0.003940627
1910-12-16,Hiraan,0.19522037
1910-12-16,Lower Juba,0.4966002
1910-12-16,Lower Shabelle,0.43936652
1910-12-16,Middle Juba,0.6866213
1910-12-16,Middle Shabelle,0.30963114
1910-12-16,Mudug,0.27501333
1910-12-16,Nugaal,0.31412652
1910-12-16,Sanaag,-0.3674612
1910-12-16,Sool,-0.3797947
1910-12-16,Togdheer,-0.808681
1910-12-16,Woqooyi Galbeed,-1.2240766
1911-01-16,Awdal,-1.2679156
1911-01-16,Bakool,-0.06202206
1911-01-16,Bari,0.12261379
1911-01-16,Bay,0.007976664
1911-01-16,Galgaduud,-0.1599994
1911-01-16,Gedo,0.19298743
1911-01-16,Hiraan,-0.5238277
1911-01-16,Lower Juba,0.27449322
1911-01-16,Lower Shabelle,-0.11950463
1911-01-16,Middle Juba,0.27367178
1911-01-16,Middle Shabelle,-0.79565716
1911-01-16,Mudug,0.20841855
1911-01-16,Nugaal,0.14161733
1911-01-16,Sanaag,-0.17479682
1911-01-16,Sool,-0.281793
1911-01-16,Togdheer,-0.65642834
1911-01-16,Woqooyi Galbeed,-1.0141543
1911-02-15,Awdal,-0.8622886
1911-02-15,Bakool,0.7140794
1911-02-15,Bari,0.7364424
1911-02-15,Bay,0.7798147
1911-02-15,Galgaduud,1.2933121
1911-02-15,Gedo,0.8654899
1911-02-15,Hiraan,1.1119336
1911-02-15,Lower Juba,1.0421066
1911-02-15,Lower Shabelle,1.4009573
1911-02-15,Middle Juba,1.1115828
1911-02-15,Middle Shabelle,0.83275855
1911-02-15,Mudug,1.6003048
1911-02-15,Nugaal,1.7143366
1911-02-15,Sanaag,0.5555955
1911-02-15,Sool,1.0756407
1911-02-15,Togdheer,0.61236465
1911-02-15,Woqooyi Galbeed,-0.06883412
1911-03-16,Awdal,2.3110976
1911-03-16,Bakool,-0.30440435
1911-03-16,Bari,0.31525186
1911-03-16,Bay,-0.463687
1911-03-16,Galgaduud,0.16840133
1911-03-16,Gedo,0.39199075
1911-03-16,Hiraan,-0.5580235
1911-03-16,Lower Juba,-0.18573254
1911-03-16,Lower Shabelle,-0.55887383
1911-03-16,Middle Juba,-0.268084
1911-03-16,Middle Shabelle,-0.8187478
1911-03-16,Mudug,0.6684532
1911-03-16,Nugaal,0.8039592
1911-03-16,Sanaag,0.23917171
1911-03-16,Sool,0.24934046
1911-03-16,Togdheer,0.79251885
1911-03-16,Woqooyi Galbeed,1.873797
1911-04-16,Awdal,-0.24141717
1911-04-16,Bakool,0.4629666
1911-04-16,Bari,0.41987267
1911-04-16,Bay,0.80521786
1911-04-16,Galgaduud,0.5214961
1911-04-16,Gedo,0.7570497
1911-04-16,Hiraan,0.47705796
1911-04-16,Lower Juba,1.697525
1911-04-16,Lower Shabelle,0.84308547
1911-04-16,Middle Juba,1.5253588
1911-04-16,Middle Shabelle,0.5011588
1911-04-16,Mudug,0.56376463
1911-04-16,Nugaal,0.53228843
1911-04-16,Sanaag,0.40392977
1911-04-16,Sool,0.49524364
1911-04-16,Togdheer,0.3195607
1911-04-16,Woqooyi Galbeed,-0.0315898
1911-05-16,Awdal,-1.0470923
1911-05-16,Bakool,0.21393687
1911-05-16,Bari,0.764772
1911-05-16,Bay,-0.15922175
1911-05-16,Galgaduud,0.3825383
1911-05-16,Gedo,0.12282307
1911-05-16,Hiraan,0.06240599
1911-05-16,Lower Juba,-1.0874016
1911-05-16,Lower Shabelle,-0.38038117
1911-05-16,Middle Juba,-1.0303066
1911-05-16,Middle Shabelle,0.018915642
1911-05-16,Mudug,0.50784355
1911-05-16,Nugaal,0.6958817
1911-05-16,Sanaag,0.230954
1911-05-16,Sool,0.50041264
1911-05-16,Togdheer,-0.0220923
1911-05-16,Woqooyi Galbeed,-0.77445996
1911-06-16,Awdal,-1.4065201
1911-06-16,Bakool,-0.32406965
1911-06-16,Bari,0.22087683
1911-06-16,Bay,-0.67720187
1911-06-16,Galgaduud,-0.07768203
1911-06-16,Gedo,0.18299465
1911-06-16,Hiraan,-0.63808954
1911-06-16,Lower Juba,-0.79955435
1911-06-16,Lower Shabelle,-1.3451512
1911-06-16,Middle Juba,-0.7570363
1911-06-16,Middle Shabelle,-1.205013
1911-06-16,Mudug,0.44369367
1911-06-16,Nugaal,0.27659667
1911-06-16,Sanaag,-0.20638892
1911-06-16,Sool,0.09987905
1911-06-16,Togdheer,-0.7143603
1911-06-16,Woqooyi Galbeed,-1.4104156
1911-07-16,Awdal,0.5705193
1911-07-16,Bakool,0.4700455
1911-07-16,Bari,0.9211926
1911-07-16,Bay,0.85145277
1911-07-16,Galgaduud,1.4273332
1911-07-16,Gedo,0.7143139
1911-07-16,Hiraan,0.8734359
1911-07-16,Lower Juba,0.8812486
1911-07-16,Lower Shabelle,1.0907621
1911-07-16,Middle Juba,0.9241387
1911-07-16,Middle Shabelle,1.2410781
1911-07-16,Mudug,2.3123665
1911-07-16,Nugaal,2.4187994
1911-07-16,Sanaag,0.53803754
1911-07-16,Sool,1.5779907
1911-07-16,Togdheer,0.85196906
1911-07-16,Woqooyi Galbeed,0.63375
1911-08-16,Awdal,0.33799046
1911-08-16,Bakool,-0.1481933
1911-08-16,Bari,0.4682884
1911-08-16,Bay,-0.26354963
1911-08-16,Galgaduud,0.5635149
1911-08-16,Gedo,0.3510363
1911-08-16,Hiraan,-0.25450528
1911-08-16,Lower Juba,0.22083303
1911-08-16,Lower Shabelle,-0.91024923
1911-08-16,Middle Juba,0.0889083
1911-08-16,Middle Shabelle,-0.9588299
1911-08-16,Mudug,1.1131821
1911-08-16,Nugaal,1.313219
1911-08-16,Sanaag,0.55435044
1911-08-16,Sool,1.0526035
1911-08-16,Togdheer,0.67170066
1911-08-16,Woqooyi Galbeed,0.41223106
1911-09-16,Awdal,2.3437135
1911-09-16,Bakool,0.99256366
1911-09-16,Bari,0.65856725
1911-09-16,Bay,1.2426198
1911-09-16,Galgaduud,1.1943637
1911-09-16,Gedo,1.0141512
1911-09-16,Hiraan,1.1601411
1911-09-16,Lower Juba,0.9763148
1911-09-16,Lower Shabelle,1.3089958
1911-09-16,Middle Juba,1.0903418
1911-09-16,Middle Shabelle,1.3761586
1911-09-16,Mudug,1.3644223
1911-09-16,Nugaal,1.3831171
1911-09-16,Sanaag,0.8335697
1911-09-16,Sool,1.1372916
1911-09-16,Togdheer,1.6172314
1911-09-16,Woqooyi Galbeed,2.3690796
1911-10-16,Awdal,1.5537981
1911-10-16,Bakool,-0.76986
1911-10-16,Bari,0.64091897
1911-10-16,Bay,-1.2057464
1911-10-16,Galgaduud,-0.14050996
1911-10-16,Gedo,-0.09155615
1911-10-16,Hiraan,-1.2010226
1911-10-16,Lower Juba,-0.3578808
1911-10-16,Lower Shabelle,-1.552358
1911-10-16,Middle Juba,-0.81580144
1911-10-16,Middle Shabelle,-1.6620964
1911-10-16,Mudug,0.46113458
1911-10-16,Nugaal,0.5725843
1911-10-16,Sanaag,0.6615348
1911-10-16,Sool,0.4847715
1911-10-16,Togdheer,0.8973217
1911-10-16,Woqooyi Galbeed,1.5929825
1911-11-16,Awdal,1.1034588
1911-11-16,Bakool,-0.016529178
1911-11-16,Bari,0.62681013
1911-11-16,Bay,-0.50190085
1911-11-16,Galgaduud,0.25148168
1911-11-16,Gedo,0.12451766
1911-11-16,Hiraan,-0.2644349
1911-11-16,Lower Juba,-0.85966843
1911-11-16,Lower Shabelle,-0.8193468
1911-11-16,Middle Juba,-0.7394656
1911-11-16,Middle Shabelle,-0.6468657
1911-11-16,Mudug,0.49665523
1911-11-16,Nugaal,0.7712725
1911-11-16,Sanaag,0.37669528
1911-11-16,Sool,0.7976594
1911-11-16,Togdheer,0.5852052
1911-11-16,Woqooyi Galbeed,0.8134551
1911-12-16,Awdal,-0.056277037
1911-12-16,Bakool,-0.23759317
1911-12-16,Bari,1.1375918
1911-12-16,Bay,-0.48796418
1911-12-16,Galgaduud,0.6710818
1911-12-16,Gedo,0.028868085
1911-12-16,Hiraan,-0.21508895
1911-12-16,Lower Juba,-0.40993863
1911-12-16,Lower Shabelle,-0.7175663
1911-12-16,Middle Juba,-0.24561834
1911-12-16,Middle Shabelle,-0.55837125
1911-12-16,Mudug,1.1862113
1911-12-16,Nugaal,1.7106771
1911-12-16,Sanaag,0.6608275
1911-12-16,Sool,1.1493953
1911-12-16,Togdheer,0.4115727
1911-12-16,Woqooyi Galbeed,-0.013789606
1912-01-16,Awdal,-0.54888654
1912-01-16,Bakool,1.2520802
1912-01-16,Bari,0.7302427
1912-01-16,Bay,0.9545331
1912-01-16,Galgaduud,1.529353
1912-01-16,Gedo,1.1779678
1912-01-16,Hiraan,1.1167496
1912-01-16,Lower Juba,0.8882324
1912-01-16,Lower Shabelle,0.84801674
1912-01-16,Middle Juba,1.1032063
1912-01-16,Middle Shabelle,0.1851934
1912-01-16,Mudug,1.6118033
1912-01-16,Nugaal,1.8403542
1912-01-16,Sanaag,0.5898828
1912-01-16,Sool,1.4111385
1912-01-16,Togdheer,0.83527386
1912-01-16,Woqooyi Galbeed,0.27583462
1912-02-15,Awdal,0.47716936
1912-02-15,Bakool,0.6719499
1912-02-15,Bari,0.36062708
1912-02-15,Bay,1.1169678
1912-02-15,Galgaduud,0.8398678
1912-02-15,Gedo,1.0476352
1912-02-15,Hiraan,0.7417498
1912-02-15,Lower Juba,1.4949924
1912-02-15,Lower Shabelle,1.3205398
1912-02-15,Middle Juba,1.2331326
1912-02-15,Middle Shabelle,0.37119064
1912-02-15,Mudug,0.75274354
1912-02-15,Nugaal,0.9648603
1912-02-15,Sanaag,0.43730226
1912-02-15,Sool,0.62820625
1912-02-15,Togdheer,0.6487599
1912-02-15,Woqooyi Galbeed,0.5310742
1912-03-16,Awdal,-0.48767522
1912-03-16,Bakool,0.008868565
1912-03-16,Bari,0.53964907
1912-03-16,Bay,-0.15788122
1912-03-16,Galgaduud,0.51992023
1912-03-16,Gedo,0.6802025
1912-03-16,Hiraan,-0.1625808
1912-03-16,Lower Juba,0.21335942
1912-03-16,Lower Shabelle,-0.12468084
1912-03-16,Middle Juba,0.2790889
1912-03-16,Middle Shabelle,-0.6943437
1912-03-16,Mudug,0.8723688
1912-03-16,Nugaal,0.8977
1912-03-16,Sanaag,0.44118494
1912-03-16,Sool,0.81234264
1912-03-16,Togdheer,0.5150579
1912-03-16,Woqooyi Galbeed,-0.025437724
1912-04-16,Awdal,1.4871898
1912-04-16,Bakool,2.3526015
1912-04-16,Bari,0.5663292
1912-04-16,Bay,2.4270496
1912-04-16,Galgaduud,1.6026711
1912-04-16,Gedo,0.89467776
1912-04-16,Hiraan,2.8118224
1912-04-16,Lower Juba,0.38240832
1912-04-16,Lower Shabelle,2.759795
1912-04-16,Middle Juba,1.192904
1912-04-16,Middle Shabelle,3.0681832
1912-04-16,Mudug,0.72068477
1912-04-16,Nugaal,0.7822727
1912-04-16,Sanaag,0.64498043
1912-04-16,Sool,0.6694143
1912-04-16,Togdheer,0.8885721
1912-04-16,Woqooyi Galbeed,1.4275315
1912-05-16,Awdal,-0.35640442
1912-05-16,Bakool,0.43311775
1912-05-16,Bari,0.8959451
1912-05-16,Bay,-0.03648143
1912-05-16,Galgaduud,0.6154814
1912-05-16,Gedo,0.297368
1912-05-16,Hiraan,0.34591162
1912-05-16,Lower Juba,-1.7349782
1912-05-16,Lower Shabelle,-0.2684027
1912-05-16,Middle Juba,-1.0798165
1912-05-16,Middle Shabelle,0.2356878
1912-05-16,Mudug,0.6740759
1912-05-16,Nugaal,0.83774316
1912-05-16,Sanaag,0.7951095
1912-05-16,Sool,0.78604895
1912-05-16,Togdheer,0.37952495
1912-05-16,Woqooyi Galbeed,-0.24720092
1912-06-16,Awdal,-0.030990794
1912-06-16,Bakool,0.7590772
1912-06-16,Bari,0.8989994
1912-06-16,Bay,-0.33744574
1912-06-16,Galgaduud,1.1374055
1912-06-16,Gedo,1.0579482
1912-06-16,Hiraan,0.4444167
1912-06-16,Lower Juba,-1.2981123
1912-06-16,Lower Shabelle,-1.2150702
1912-06-16,Middle Juba,-1.0339004
1912-06-16,Middle Shabelle,-0.5983596
1912-06-16,Mudug,1.2463061
1912-06-16,Nugaal,1.4140021
1912-06-16,Sanaag,0.7819573
1912-06-16,Sool,1.1965489
1912-06-16,Togdheer,0.7014467
1912-06-16,Woqooyi Galbeed,-0.054878853
1912-07-16,Awdal,-0.520234
1912-07-16,Bakool,1.0473851
1912-07-16,Bari,1.1252795
1912-07-16,Bay,-0.2549947
1912-07-16,Galgaduud,2.4774792
1912-07-16,Gedo,1.2709471
1912-07-16,Hiraan,1.1415298
1912-07-16,Lower Juba,-0.26744908
1912-07-16,Lower Shabelle,-1.2214893
1912-07-16,Middle Juba,-0.19019847
1912-07-16,Middle Shabelle,-0.7442064
1912-07-16,Mudug,3.1980197
1912-07-16,Nugaal,2.7753506
1912-07-16,Sanaag,1.4170448
1912-07-16,Sool,2.533374
1912-07-16,Togdheer,1.532974
1912-07-16,Woqooyi Galbeed,0.32838383
1912-08-16,Awdal,1.0870806
1912-08-16,Bakool,1.3947558
1912-08-16,Bari,0.89748746
1912-08-16,Bay,0.855986
1912-08-16,Galgaduud,2.4277146
1912-08-16,Gedo,1.5189708
1912-08-16,Hiraan,1.5906724
1912-08-16,Lower Juba,0.8519203
1912-08-16,Lower Shabelle,0.5988847
1912-08-16,Middle Juba,0.8720169
1912-08-16,Middle Shabelle,0.79273367
1912-08-16,Mudug,2.9951818
1912-08-16,Nugaal,2.910467
1912-08-16,Sanaag,1.2926106
1912-08-16,Sool,2.4348497
1912-08-16,Togdheer,1.833297
1912-08-16,Woqooyi Galbeed,1.270128
1912-09-16,Awdal,-0.8252756
1912-09-16,Bakool,1.5574453
1912-09-16,Bari,1.2113128
1912-09-16,Bay,1.5267769
1912-09-16,Galgaduud,2.524826
1912-09-16,Gedo,2.0610461
1912-09-16,Hiraan,1.8506993
1912-09-16,Lower Juba,0.54915667
1912-09-16,Lower Shabelle,1.3342357
1912-09-16,Middle Juba,1.1266711
1912-09-16,Middle Shabelle,1.7513479
1912-09-16,Mudug,2.695459
1912-09-16,Nugaal,1.8983208
1912-09-16,Sanaag,1.4379499
1912-09-16,Sool,1.6333519
1912-09-16,Togdheer,1.0086249
1912-09-16,Woqooyi Galbeed,-0.36960638
1912-10-16,Awdal,-0.4332068
1912-10-16,Bakool,-0.64646673
1912-10-16,Bari,0.64091897
1912-10-16,Bay,-1.1433655
1912-10-16,Galgaduud,-0.042877927
1912-10-16,Gedo,0.033489175
1912-10-16,Hiraan,-1.0719047
1912-10-16,Lower Juba,-0.5817122
1912-10-16,Lower Shabelle,-1.5016887
1912-10-16,Middle Juba,-0.79654485
1912-10-16,Middle Shabelle,-1.6620964
1912-10-16,Mudug,0.46202493
1912-10-16,Nugaal,0.63593686
1912-10-16,Sanaag,0.56758755
1912-10-16,Sool,0.62464166
1912-10-16,Togdheer,0.37148172
1912-10-16,Woqooyi Galbeed,-0.08520677
1912-11-16,Awdal,-0.30461583
1912-11-16,Bakool,-0.34428084
1912-11-16,Bari,0.39812127
1912-11-16,Bay,0.57298565
1912-11-16,Galgaduud,0.02791984
1912-11-16,Gedo,1.0759236
1912-11-16,Hiraan,-0.8767714
1912-11-16,Lower Juba,2.3271852
1912-11-16,Lower Shabelle,0.25348526
1912-11-16,Middle Juba,2.3691316
1912-11-16,Middle Shabelle,-1.4919113
1912-11-16,Mudug,0.3819657
1912-11-16,Nugaal,0.34073007
1912-11-16,Sanaag,0.37620246
1912-11-16,Sool,0.5135147
1912-11-16,Togdheer,0.34656295
1912-11-16,Woqooyi Galbeed,0.02315833
1912-12-16,Awdal,1.7181828
1912-12-16,Bakool,0.84704524
1912-12-16,Bari,1.1607268
1912-12-16,Bay,0.3491984
1912-12-16,Galgaduud,1.7130246
1912-12-16,Gedo,0.66620785
1912-12-16,Hiraan,0.94390583
1912-12-16,Lower Juba,0.8974003
1912-12-16,Lower Shabelle,0.18349595
1912-12-16,Middle Juba,0.33407345
1912-12-16,Middle Shabelle,0.38824192
1912-12-16,Mudug,1.8526862
1912-12-16,Nugaal,2.2046437
1912-12-16,Sanaag,1.0492063
1912-12-16,Sool,2.2629178
1912-12-16,Togdheer,1.9780109
1912-12-16,Woqooyi Galbeed,1.5572933
1913-01-16,Awdal,0.27309465
1913-01-16,Bakool,1.7229583
1913-01-16,Bari,0.9015298
1913-01-16,Bay,1.3971986
1913-01-16,Galgaduud,2.0191083
1913-01-16,Gedo,1.2723123
1913-01-16,Hiraan,1.6442859
1913-01-16,Lower Juba,1.4696871
1913-01-16,Lower Shabelle,1.4517581
1913-01-16,Middle Juba,1.6165606
1913-01-16,Middle Shabelle,0.5400733
1913-01-16,Mudug,2.1865888
1913-01-16,Nugaal,2.1601536
1913-01-16,Sanaag,0.81592155
1913-01-16,Sool,1.5435175
1913-01-16,Togdheer,1.178441
1913-01-16,Woqooyi Galbeed,0.6901725
1913-02-15,Awdal,0.021965135
1913-02-15,Bakool,1.2180815
1913-02-15,Bari,0.8054838
1913-02-15,Bay,1.3719321
1913-02-15,Galgaduud,1.867441
1913-02-15,Gedo,1.3085077
1913-02-15,Hiraan,1.897892
1913-02-15,Lower Juba,1.628954
1913-02-15,Lower Shabelle,2.094148
1913-02-15,Middle Juba,1.6444441
1913-02-15,Middle Shabelle,1.0303178
1913-02-15,Mudug,1.9641984
1913-02-15,Nugaal,2.0249305
1913-02-15,Sanaag,0.81873035
1913-02-15,Sool,1.510416
1913-02-15,Togdheer,1.0611368
1913-02-15,Woqooyi Galbeed,0.5413683
1913-03-16,Awdal,1.8448454
1913-03-16,Bakool,0.032715827
1913-03-16,Bari,0.7121341
1913-03-16,Bay,0.30482617
1913-03-16,Galgaduud,0.7827828
1913-03-16,Gedo,0.67929476
1913-03-16,Hiraan,0.008067738
1913-03-16,Lower Juba,1.3371125
1913-03-16,Lower Shabelle,0.40285474
1913-03-16,Middle Juba,1.1926453
1913-03-16,Middle Shabelle,-0.40193382
1913-03-16,Mudug,1.1650724
1913-03-16,Nugaal,1.2376894
1913-03-16,Sanaag,0.6864427
1913-03-16,Sool,1.0317155
1913-03-16,Togdheer,1.1881837
1913-03-16,Woqooyi Galbeed,1.5962816
1913-04-16,Awdal,-0.20955384
1913-04-16,Bakool,-0.80272126
1913-04-16,Bari,0.5663292
1913-04-16,Bay,-1.3076695
1913-04-16,Galgaduud,0.09309892
1913-04-16,Gedo,0.049405117
1913-04-16,Hiraan,-1.1713357
1913-04-16,Lower Juba,0.20408338
1913-04-16,Lower Shabelle,-1.6916002
1913-04-16,Middle Juba,-0.8093298
1913-04-16,Middle Shabelle,-1.7233293
1913-04-16,Mudug,0.6897952
1913-04-16,Nugaal,0.75052226
1913-04-16,Sanaag,0.540416
1913-04-16,Sool,0.6893978
1913-04-16,Togdheer,0.43823138
1913-04-16,Woqooyi Galbeed,0.006012517
1913-05-16,Awdal,1.1699542
1913-05-16,Bakool,0.13769764
1913-05-16,Bari,0.47797838
1913-05-16,Bay,0.12933108
1913-05-16,Galgaduud,0.2743248
1913-05-16,Gedo,0.50791484
1913-05-16,Hiraan,-0.108150505
1913-05-16,Lower Juba,0.6134966
1913-05-16,Lower Shabelle,-0.10232425
1913-05-16,Middle Juba,0.4688836
1913-05-16,Middle Shabelle,-0.33113056
1913-05-16,Mudug,0.39688095
1913-05-16,Nugaal,0.5463041
1913-05-16,Sanaag,0.5220037
1913-05-16,Sool,0.47704092
1913-05-16,Togdheer,0.7018182
1913-05-16,Woqooyi Galbeed,1.3109847
1913-06-16,Awdal,-0.48627785
1913-06-16,Bakool,1.520641
1913-06-16,Bari,0.8989994
1913-06-16,Bay,1.1358876
1913-06-16,Galgaduud,1.3610404
1913-06-16,Gedo,1.5821964
1913-06-16,Hiraan,1.3883637
1913-06-16,Lower Juba,-0.14980479
1913-06-16,Lower Shabelle,1.0592014
1913-06-16,Middle Juba,0.49546593
1913-06-16,Middle Shabelle,1.3364674
1913-06-16,Mudug,1.2708822
1913-06-16,Nugaal,1.3670124
1913-06-16,Sanaag,0.85675293
1913-06-16,Sool,1.1965489
1913-06-16,Togdheer,0.7014467
1913-06-16,Woqooyi Galbeed,-0.08499496
1913-07-16,Awdal,-1.0384624
1913-07-16,Bakool,0.29869574
1913-07-16,Bari,-0.08979028
1913-07-16,Bay,-0.03360198
1913-07-16,Galgaduud,0.0029611131
1913-07-16,Gedo,1.4546463
1913-07-16,Hiraan,-0.18974356
1913-07-16,Lower Juba,-0.06602746
1913-07-16,Lower Shabelle,-0.9770147
1913-07-16,Middle Juba,-0.16318157
1913-07-16,Middle Shabelle,-1.0432924
1913-07-16,Mudug,-0.011576016
1913-07-16,Nugaal,0.22419429
1913-07-16,Sanaag,0.16060606
1913-07-16,Sool,0.32480916
1913-07-16,Togdheer,0.051163875
1913-07-16,Woqooyi Galbeed,-0.74684006
1913-08-16,Awdal,-0.7047597
1913-08-16,Bakool,1.1797118
1913-08-16,Bari,0.05661899
1913-08-16,Bay,1.6162548
1913-08-16,Galgaduud,0.46621633
1913-08-16,Gedo,1.6825526
1913-08-16,Hiraan,1.2737335
1913-08-16,Lower Juba,1.6923403
1913-08-16,Lower Shabelle,1.8005817
1913-08-16,Middle Juba,1.7010319
1913-08-16,Middle Shabelle,1.790625
1913-08-16,Mudug,0.10402135
1913-08-16,Nugaal,0.09182952
1913-08-16,Sanaag,0.36832583
1913-08-16,Sool,0.4567155
1913-08-16,Togdheer,0.20366816
1913-08-16,Woqooyi Galbeed,-0.46678028
1913-09-16,Awdal,0.18747607
1913-09-16,Bakool,0.07231252
1913-09-16,Bari,0.17491166
1913-09-16,Bay,-0.10512229
1913-09-16,Galgaduud,0.2174372
1913-09-16,Gedo,0.81412786
1913-09-16,Hiraan,-0.45135507
1913-09-16,Lower Juba,0.4418589
1913-09-16,Lower Shabelle,-0.8175705
1913-09-16,Middle Juba,-0.1139828
1913-09-16,Middle Shabelle,-1.3357214
1913-09-16,Mudug,0.33926934
1913-09-16,Nugaal,0.5367104
1913-09-16,Sanaag,0.20821612
1913-09-16,Sool,0.57845515
1913-09-16,Togdheer,0.5150441
1913-09-16,Woqooyi Galbeed,0.30943242
1913-10-16,Awdal,-0.52638626
1913-10-16,Bakool,2.1894531
1913-10-16,Bari,0.23152064
1913-10-16,Bay,2.2617366
1913-10-16,Galgaduud,1.5655345
1913-10-16,Gedo,0.8805916
1913-10-16,Hiraan,2.773775
1913-10-16,Lower Juba,0.64576584
1913-10-16,Lower Shabelle,2.611854
1913-10-16,Middle Juba,1.4648521
1913-10-16,Middle Shabelle,2.8878033
1913-10-16,Mudug,0.2100817
1913-10-16,Nugaal,0.0655107
1913-10-16,Sanaag,0.2571294
1913-10-16,Sool,0.2255773
1913-10-16,Togdheer,0.10550574
1913-10-16,Woqooyi Galbeed,-0.41144267
1913-11-16,Awdal,-0.4837082
1913-11-16,Bakool,0.7546153
1913-11-16,Bari,0.39812127
1913-11-16,Bay,1.2681305
1913-11-16,Galgaduud,0.5688984
1913-11-16,Gedo,1.018715
1913-11-16,Hiraan,0.7792065
1913-11-16,Lower Juba,1.7901927
1913-11-16,Lower Shabelle,1.3973143
1913-11-16,Middle Juba,1.98498
1913-11-16,Middle Shabelle,0.8905455
1913-11-16,Mudug,0.35600784
1913-11-16,Nugaal,0.502546
1913-11-16,Sanaag,0.21300448
1913-11-16,Sool,0.51225746
1913-11-16,Togdheer,0.32654634
1913-11-16,Woqooyi Galbeed,-0.05847013
1913-12-16,Awdal,-0.47720048
1913-12-16,Bakool,-0.18714046
1913-12-16,Bari,0.20611423
1913-12-16,Bay,-0.52227056
1913-12-16,Galgaduud,0.10172175
1913-12-16,Gedo,0.14767435
1913-12-16,Hiraan,-0.5022862
1913-12-16,Lower Juba,-0.16688459
1913-12-16,Lower Shabelle,-1.0030559
1913-12-16,Middle Juba,-0.24288282
1913-12-16,Middle Shabelle,-1.0778351
1913-12-16,Mudug,0.46397433
1913-12-16,Nugaal,0.073166035
1913-12-16,Sanaag,0.12197271
1913-12-16,Sool,0.1607839
1913-12-16,Togdheer,0.12214458
1913-12-16,Woqooyi Galbeed,-0.027194005
1914-01-16,Awdal,-0.5937143
1914-01-16,Bakool,0.44632778
1914-01-16,Bari,0.12261379
1914-01-16,Bay,0.78869444
1914-01-16,Galgaduud,0.15902515
1914-01-16,Gedo,1.163933
1914-01-16,Hiraan,-0.04355478
1914-01-16,Lower Juba,1.3961716
1914-01-16,Lower Shabelle,0.544712
1914-01-16,Middle Juba,1.2521334
1914-01-16,Middle Shabelle,-0.79565716
1914-01-16,Mudug,0.2667847
1914-01-16,Nugaal,0.26652133
1914-01-16,Sanaag,0.0017288394
1914-01-16,Sool,0.1600355
1914-01-16,Togdheer,0.08248714
1914-01-16,Woqooyi Galbeed,-0.2759498
1914-02-15,Awdal,0.13134013
1914-02-15,Bakool,0.5224967
1914-02-15,Bari,0.15815936
1914-02-15,Bay,1.0096079
1914-02-15,Galgaduud,0.15937003
1914-02-15,Gedo,0.91276854
1914-02-15,Hiraan,0.34421825
1914-02-15,Lower Juba,1.3178563
1914-02-15,Lower Shabelle,0.89025164
1914-02-15,Middle Juba,1.3492701
1914-02-15,Middle Shabelle,-0.17182152
